@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
2.0,18.0,0.0,0.0,12.0,2.0,3.0,48.0,22.15,10001.28,0.16,95.0,0.05,555.63,470.65,35.0,60.0,14.0,17.0,56.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,4.0,N
1.0,3.0,0.0,0.0,2.0,1.0,1.0,13.0,24.78,1393.82,0.06,43.0,0.13,77.43,185.84,15.0,28.0,10.0,10.0,17.0,N
0.0,9.0,0.0,0.0,8.0,1.0,1.0,28.0,42.06,2060.88,0.1,60.0,0.14,114.49,294.41,16.0,44.0,16.0,14.0,30.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,N
0.0,6.0,0.0,0.0,5.0,5.0,1.0,17.0,25.66,2156.23,0.08,52.0,0.11,119.79,235.23,20.0,32.0,12.0,11.0,19.0,N
3.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,13.19,843.89,0.04,27.0,0.13,46.88,105.49,8.0,19.0,5.0,10.0,11.0,N
6.0,1.0,0.0,0.0,1.0,1.0,1.0,20.0,22.57,3814.69,0.1,64.0,0.08,211.93,293.44,22.0,42.0,11.0,13.0,28.0,N
4.0,7.0,0.0,0.0,4.0,2.0,1.0,25.0,20.8,18186.43,0.21,123.0,0.03,1010.36,615.0,46.0,77.0,14.0,18.0,31.0,N
7.0,21.0,0.0,0.0,11.0,5.0,10.0,35.0,40.78,23963.53,0.33,177.0,0.04,1331.31,988.54,74.0,103.0,29.0,19.0,44.0,N
4.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,12.12,528.0,0.03,20.0,0.15,29.33,80.0,6.0,14.0,5.0,11.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,10.28,196.76,0.01,13.0,0.23,10.93,44.97,5.0,8.0,4.0,7.0,4.0,N
2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,13.22,414.45,0.02,20.0,0.18,23.02,74.01,7.0,13.0,5.0,8.0,9.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,11.2,716.99,0.03,25.0,0.13,39.83,89.62,8.0,17.0,4.0,8.0,6.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,1.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,7.86,49.13,0.01,7.0,0.4,2.73,19.65,2.0,5.0,2.0,5.0,1.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.8,23.22,0.0,5.0,0.5,1.29,11.61,1.0,4.0,1.0,4.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,4.0,N
1.0,7.0,0.0,0.0,4.0,1.0,3.0,6.0,9.3,1572.06,0.04,29.0,0.08,87.34,120.93,10.0,19.0,5.0,13.0,9.0,N
3.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,39.34,354.08,0.04,31.0,0.33,19.67,118.03,15.0,16.0,10.0,4.0,11.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,46.64,548.27,0.05,37.0,0.29,30.46,159.91,16.0,21.0,14.0,6.0,14.0,N
1.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,27.03,642.38,0.04,30.0,0.21,35.69,131.77,13.0,17.0,12.0,9.0,13.0,N
6.0,28.0,0.0,0.0,17.0,13.0,1.0,118.0,68.97,177532.0,1.17,529.0,0.02,9862.89,3499.18,230.0,299.0,68.0,30.0,126.0,N
5.0,1.0,0.0,0.0,1.0,1.0,1.0,17.0,65.65,2658.64,0.14,86.0,0.16,147.7,417.79,40.0,46.0,22.0,7.0,24.0,N
13.0,25.0,0.0,0.0,17.0,11.0,5.0,124.0,44.37,227894.97,1.06,503.0,0.01,12660.83,3179.93,215.0,288.0,48.0,32.0,139.0,N
0.0,5.0,0.0,0.0,3.0,2.0,3.0,9.0,15.19,1034.02,0.04,29.0,0.12,57.45,125.34,11.0,18.0,8.0,12.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,12.0,0.0,4.0,0.67,0.67,8.0,1.0,3.0,1.0,3.0,4.0,N
0.0,5.0,0.0,0.0,3.0,2.0,3.0,10.0,14.74,1177.69,0.04,30.0,0.11,65.43,131.77,11.0,19.0,8.0,13.0,12.0,N
1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,24.22,126.52,0.02,16.0,0.44,7.03,55.35,8.0,8.0,7.0,4.0,7.0,N
5.0,1.0,0.0,4.0,1.0,1.0,1.0,19.0,70.52,2606.94,0.14,85.0,0.16,144.83,428.77,38.0,47.0,25.0,8.0,30.0,N
1.0,5.0,0.0,2.0,3.0,2.0,1.0,9.0,10.23,1923.16,0.05,31.0,0.07,106.84,140.23,12.0,19.0,7.0,16.0,16.0,N
5.0,1.0,0.0,4.0,1.0,1.0,1.0,18.0,65.68,2497.5,0.14,81.0,0.16,138.75,405.0,37.0,44.0,24.0,8.0,29.0,N
1.0,5.0,0.0,2.0,3.0,2.0,1.0,9.0,10.23,1923.16,0.05,31.0,0.07,106.84,140.23,12.0,19.0,7.0,16.0,16.0,N
1.0,3.0,0.0,2.0,2.0,2.0,1.0,4.0,8.72,139.48,0.01,11.0,0.25,7.75,34.87,4.0,7.0,3.0,6.0,11.0,N
0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,7.74,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,7.0,N
0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,7.74,17.41,0.0,5.0,0.67,0.97,11.61,2.0,3.0,2.0,3.0,7.0,N
3.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,43.06,1423.63,0.08,54.0,0.17,79.09,247.59,23.0,31.0,16.0,8.0,17.0,N
7.0,17.0,0.0,8.0,9.0,9.0,1.0,59.0,53.47,16465.18,0.31,168.0,0.06,914.73,938.27,64.0,104.0,31.0,17.0,77.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,23.97,1534.04,0.06,43.0,0.13,85.22,191.76,16.0,27.0,11.0,11.0,14.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,20.98,2175.01,0.07,46.0,0.1,120.83,213.62,16.0,30.0,11.0,14.0,14.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,22.67,1517.45,0.06,41.0,0.12,84.3,185.47,15.0,26.0,11.0,12.0,14.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.78,1337.83,0.06,40.0,0.13,74.32,178.38,15.0,25.0,11.0,11.0,13.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,28.3,1641.06,0.07,47.0,0.13,91.17,215.49,18.0,29.0,13.0,11.0,16.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,25.91,1393.26,0.06,42.0,0.14,77.4,189.99,16.0,26.0,12.0,11.0,15.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.78,1337.83,0.06,40.0,0.13,74.32,178.38,15.0,25.0,11.0,11.0,13.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.78,1337.83,0.06,40.0,0.13,74.32,178.38,15.0,25.0,11.0,11.0,13.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.57,1154.99,0.05,37.0,0.14,64.17,165.0,14.0,23.0,11.0,11.0,13.0,N
3.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,30.29,1196.79,0.06,41.0,0.16,66.49,190.4,16.0,25.0,14.0,11.0,17.0,N
8.0,5.0,1.0,3.0,3.0,3.0,1.0,23.0,38.06,5265.77,0.15,88.0,0.09,292.54,447.7,38.0,50.0,21.0,13.0,38.0,N
5.0,15.0,0.0,2.0,8.0,3.0,8.0,35.0,24.14,20468.5,0.23,133.0,0.03,1137.14,702.96,45.0,88.0,17.0,22.0,45.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,20.91,3717.69,0.09,58.0,0.08,206.54,278.83,20.0,38.0,12.0,16.0,19.0,N
3.0,23.0,0.0,0.0,12.0,7.0,12.0,65.0,55.06,53725.81,0.57,290.0,0.03,2984.77,1719.91,119.0,171.0,40.0,21.0,71.0,N
2.0,7.0,0.0,0.0,4.0,4.0,1.0,22.0,34.16,4284.83,0.13,74.0,0.09,238.05,382.57,28.0,46.0,20.0,16.0,27.0,N
2.0,7.0,0.0,0.0,4.0,4.0,1.0,34.0,41.52,5448.16,0.16,92.0,0.09,302.68,475.63,36.0,56.0,22.0,14.0,39.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,14.0,18.56,1309.47,0.05,34.0,0.12,72.75,155.89,12.0,22.0,10.0,14.0,19.0,N
5.0,7.0,0.0,6.0,4.0,4.0,1.0,26.0,60.33,5008.21,0.18,104.0,0.11,278.23,549.68,41.0,63.0,27.0,12.0,40.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,7.0,23.05,829.81,0.05,32.0,0.17,46.1,138.3,12.0,20.0,10.0,10.0,11.0,N
3.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,24.81,2624.49,0.09,52.0,0.1,145.8,255.16,18.0,34.0,14.0,16.0,21.0,N
4.0,5.0,0.0,0.0,3.0,3.0,1.0,12.0,18.95,2869.95,0.08,48.0,0.08,159.44,233.18,20.0,28.0,13.0,16.0,19.0,N
4.0,7.0,0.0,2.0,4.0,4.0,1.0,25.0,31.21,3160.04,0.1,64.0,0.1,175.56,314.04,23.0,41.0,16.0,14.0,34.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.78,1337.83,0.06,40.0,0.13,74.32,178.38,15.0,25.0,11.0,11.0,14.0,N
5.0,11.0,0.0,2.0,6.0,6.0,1.0,49.0,46.37,15650.15,0.28,157.0,0.05,869.45,851.92,62.0,95.0,27.0,16.0,59.0,N
11.0,13.0,0.0,5.0,7.0,7.0,1.0,45.0,62.79,9104.53,0.25,132.0,0.08,505.81,756.09,51.0,81.0,36.0,17.0,64.0,N
7.0,9.0,0.0,2.0,5.0,5.0,1.0,34.0,45.31,7210.77,0.19,106.0,0.08,400.6,571.59,41.0,65.0,26.0,16.0,46.0,N
4.0,5.0,0.0,2.0,3.0,3.0,1.0,13.0,24.02,1945.98,0.07,46.0,0.11,108.11,216.22,18.0,28.0,13.0,13.0,22.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,23.97,1534.04,0.06,43.0,0.13,85.22,191.76,16.0,27.0,11.0,11.0,14.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,11.0,30.73,1897.35,0.08,52.0,0.13,105.41,241.48,20.0,32.0,14.0,11.0,16.0,N
3.0,5.0,0.0,0.0,3.0,3.0,1.0,15.0,13.94,2177.86,0.06,38.0,0.08,120.99,174.23,15.0,23.0,9.0,15.0,21.0,N
4.0,13.0,1.0,6.0,7.0,6.0,6.0,39.0,34.17,6721.76,0.16,92.0,0.07,373.43,479.27,33.0,59.0,20.0,17.0,53.0,N
3.0,3.0,0.0,1.0,2.0,2.0,1.0,16.0,20.43,1861.76,0.07,42.0,0.1,103.43,195.04,15.0,27.0,11.0,14.0,23.0,N
3.0,5.0,0.0,0.0,3.0,2.0,1.0,11.0,18.8,470.06,0.03,23.0,0.2,26.11,94.01,7.0,16.0,7.0,10.0,17.0,N
3.0,5.0,0.0,0.0,3.0,3.0,1.0,14.0,17.35,815.6,0.04,28.0,0.15,45.31,118.94,8.0,20.0,7.0,12.0,20.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.78,1337.83,0.06,40.0,0.13,74.32,178.38,15.0,25.0,11.0,11.0,13.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,23.97,1534.04,0.06,43.0,0.13,85.22,191.76,16.0,27.0,11.0,11.0,14.0,N
3.0,9.0,0.0,0.0,5.0,4.0,1.0,30.0,30.05,22636.74,0.27,144.0,0.04,1257.6,824.82,57.0,87.0,27.0,26.0,33.0,N
7.0,8.0,0.0,0.0,7.0,7.0,1.0,52.0,43.03,17426.4,0.29,165.0,0.05,968.13,865.91,69.0,96.0,24.0,14.0,61.0,N
0.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,42.92,476.87,0.05,35.0,0.3,26.49,143.06,16.0,19.0,12.0,5.0,17.0,N
0.0,3.0,0.0,0.0,2.0,2.0,1.0,3.0,13.18,232.47,0.02,16.0,0.24,12.92,55.35,7.0,9.0,5.0,6.0,5.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,16.29,931.62,0.04,29.0,0.13,51.76,123.19,11.0,18.0,8.0,11.0,19.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.57,1154.99,0.05,37.0,0.14,64.17,165.0,14.0,23.0,11.0,11.0,14.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,22.51,1312.66,0.06,38.0,0.13,72.93,171.9,14.0,24.0,11.0,12.0,13.0,N
3.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,30.59,1364.63,0.07,44.0,0.15,75.81,204.33,17.0,27.0,14.0,11.0,17.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,21.61,1479.28,0.06,39.0,0.12,82.18,178.81,14.0,25.0,11.0,13.0,14.0,N
5.0,5.0,0.0,0.0,3.0,2.0,1.0,16.0,19.4,4618.09,0.1,61.0,0.06,256.56,299.32,27.0,34.0,14.0,16.0,21.0,N
5.0,1.0,0.0,6.0,1.0,1.0,1.0,6.0,29.24,507.65,0.04,32.0,0.24,28.2,121.84,15.0,17.0,9.0,5.0,19.0,N
0.0,3.0,0.0,2.0,2.0,2.0,1.0,11.0,20.35,643.78,0.04,28.0,0.18,35.77,114.45,10.0,18.0,8.0,9.0,15.0,N
6.0,9.0,0.0,5.0,5.0,5.0,1.0,20.0,36.55,3136.28,0.11,69.0,0.11,174.24,338.58,32.0,37.0,19.0,11.0,33.0,N
0.0,7.0,0.0,0.0,4.0,2.0,1.0,8.0,16.07,325.53,0.02,19.0,0.22,18.08,72.34,5.0,14.0,5.0,9.0,10.0,N
3.0,10.0,0.0,4.0,6.0,4.0,1.0,36.0,29.41,12296.59,0.2,113.0,0.05,683.14,601.38,37.0,76.0,19.0,21.0,46.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,10.0,15.92,1189.32,0.05,33.0,0.12,66.07,137.61,11.0,22.0,7.0,11.0,16.0,N
6.0,11.0,0.0,0.0,6.0,6.0,1.0,43.0,45.57,14898.51,0.27,146.0,0.06,827.69,824.0,59.0,87.0,31.0,19.0,53.0,N
6.0,9.0,1.0,0.0,5.0,5.0,1.0,42.0,43.93,17028.03,0.29,151.0,0.05,946.0,864.92,60.0,91.0,32.0,21.0,52.0,N
4.0,7.0,0.0,0.0,4.0,3.0,1.0,28.0,25.9,5055.88,0.12,70.0,0.07,280.88,361.89,25.0,45.0,17.0,19.0,35.0,N
4.0,15.0,0.0,0.0,8.0,6.0,1.0,47.0,50.09,10276.92,0.24,123.0,0.07,570.94,717.45,53.0,70.0,37.0,20.0,51.0,N
5.0,1.0,0.0,6.0,1.0,1.0,1.0,6.0,29.24,507.65,0.04,32.0,0.24,28.2,121.84,15.0,17.0,9.0,5.0,19.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,23.97,1534.04,0.06,43.0,0.13,85.22,191.76,16.0,27.0,11.0,11.0,14.0,N
7.0,9.0,0.0,5.0,5.0,3.0,4.0,30.0,29.31,11202.93,0.19,110.0,0.05,622.38,573.04,46.0,64.0,20.0,17.0,45.0,N
5.0,1.0,0.0,6.0,1.0,1.0,1.0,6.0,29.24,507.65,0.04,32.0,0.24,28.2,121.84,15.0,17.0,9.0,5.0,19.0,N
7.0,7.0,0.0,2.0,4.0,4.0,1.0,33.0,23.22,17562.36,0.21,120.0,0.04,975.69,638.63,45.0,75.0,18.0,22.0,45.0,N
5.0,5.0,0.0,1.0,3.0,3.0,1.0,35.0,26.55,7674.38,0.15,92.0,0.06,426.35,451.43,34.0,58.0,15.0,15.0,44.0,N
4.0,7.0,0.0,1.0,4.0,4.0,1.0,24.0,18.0,5202.9,0.1,63.0,0.06,289.05,306.05,24.0,39.0,12.0,17.0,32.0,N
6.0,11.0,0.0,3.0,6.0,6.0,1.0,37.0,33.53,7000.72,0.16,93.0,0.07,388.93,484.48,34.0,59.0,20.0,17.0,49.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,17.0,21.18,1796.01,0.07,42.0,0.11,99.78,195.04,17.0,25.0,12.0,13.0,23.0,N
2.0,5.0,0.0,0.0,3.0,3.0,1.0,18.0,16.25,2340.5,0.07,42.0,0.08,130.03,195.04,16.0,26.0,10.0,15.0,23.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,13.11,2901.25,0.07,42.0,0.07,161.18,195.04,14.0,28.0,8.0,17.0,20.0,N
4.0,7.0,0.0,1.0,4.0,4.0,1.0,24.0,18.0,5202.9,0.1,63.0,0.06,289.05,306.05,24.0,39.0,12.0,17.0,32.0,N
6.0,11.0,0.0,3.0,6.0,6.0,1.0,37.0,33.53,7000.72,0.16,93.0,0.07,388.93,484.48,34.0,59.0,20.0,17.0,49.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,17.0,21.18,1796.01,0.07,42.0,0.11,99.78,195.04,17.0,25.0,12.0,13.0,23.0,N
2.0,5.0,0.0,0.0,3.0,3.0,1.0,17.0,14.93,2032.67,0.06,38.0,0.09,112.93,174.23,14.0,24.0,9.0,15.0,22.0,N
4.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,19.17,1304.52,0.05,36.0,0.12,72.47,158.12,15.0,21.0,10.0,11.0,16.0,N
3.0,9.0,0.0,2.0,5.0,4.0,1.0,31.0,25.52,12800.51,0.19,106.0,0.04,711.14,571.59,37.0,69.0,19.0,23.0,39.0,N
2.0,5.0,0.0,0.0,3.0,3.0,1.0,20.0,20.25,4480.27,0.1,62.0,0.07,248.9,301.19,21.0,41.0,12.0,17.0,25.0,N
5.0,7.0,0.0,3.0,4.0,4.0,1.0,21.0,28.82,3065.41,0.1,60.0,0.1,170.3,297.25,22.0,38.0,16.0,15.0,32.0,N
5.0,7.0,0.0,0.0,4.0,3.0,1.0,24.0,25.46,5872.2,0.13,76.0,0.07,326.23,386.65,27.0,49.0,16.0,18.0,32.0,N
7.0,11.0,1.0,13.0,6.0,5.0,5.0,33.0,33.82,14323.04,0.23,126.0,0.05,795.72,695.97,49.0,77.0,25.0,21.0,57.0,N
4.0,9.0,0.0,0.0,5.0,4.0,5.0,30.0,34.69,8830.53,0.18,104.0,0.06,490.59,553.48,39.0,65.0,22.0,18.0,37.0,N
5.0,9.0,0.0,0.0,5.0,5.0,1.0,38.0,41.21,8467.19,0.2,111.0,0.07,470.4,590.73,43.0,68.0,24.0,16.0,46.0,N
6.0,11.0,1.0,0.0,6.0,6.0,1.0,42.0,45.37,9818.93,0.22,123.0,0.07,545.5,667.43,45.0,78.0,26.0,17.0,52.0,N
3.0,5.0,0.0,0.0,3.0,3.0,1.0,24.0,30.0,3630.0,0.11,66.0,0.09,201.67,330.0,22.0,44.0,16.0,16.0,30.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,23.97,1534.04,0.06,43.0,0.13,85.22,191.76,16.0,27.0,11.0,11.0,15.0,N
4.0,7.0,0.0,0.0,4.0,4.0,1.0,34.0,38.2,11750.88,0.22,122.0,0.06,652.83,670.01,48.0,74.0,26.0,19.0,42.0,N
5.0,9.0,0.0,1.0,5.0,5.0,1.0,37.0,44.77,14144.41,0.27,141.0,0.06,785.8,795.78,58.0,83.0,31.0,19.0,46.0,N
3.0,7.0,0.0,0.0,4.0,3.0,1.0,26.0,24.04,4482.99,0.11,64.0,0.07,249.06,328.27,23.0,41.0,16.0,19.0,32.0,N
5.0,15.0,0.0,0.0,8.0,7.0,1.0,48.0,51.4,10767.89,0.25,127.0,0.07,598.22,743.96,55.0,72.0,38.0,20.0,53.0,N
1.0,5.0,0.0,0.0,3.0,3.0,1.0,29.0,17.67,27392.06,0.23,156.0,0.03,1521.78,695.67,45.0,111.0,8.0,14.0,32.0,N
4.0,5.0,0.0,2.0,3.0,3.0,1.0,41.0,27.52,13933.68,0.21,125.0,0.04,774.09,619.27,48.0,77.0,16.0,15.0,50.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,13.0,16.29,931.62,0.04,29.0,0.13,51.76,123.19,11.0,18.0,8.0,11.0,19.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,15.0,18.78,2070.11,0.07,43.0,0.1,115.01,197.15,15.0,28.0,10.0,14.0,21.0,N
4.0,7.0,0.0,1.0,4.0,4.0,1.0,24.0,22.25,4077.71,0.1,62.0,0.07,226.54,301.19,22.0,40.0,13.0,16.0,32.0,N
3.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,22.81,1737.05,0.07,44.0,0.11,96.5,199.04,16.0,28.0,11.0,12.0,15.0,N
5.0,5.0,0.0,1.0,3.0,3.0,1.0,22.0,38.2,3995.89,0.13,75.0,0.1,221.99,390.71,30.0,45.0,22.0,15.0,33.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.57,1154.99,0.05,37.0,0.14,64.17,165.0,14.0,23.0,11.0,11.0,13.0,N
2.0,3.0,0.0,0.0,2.0,1.0,1.0,7.0,12.16,381.44,0.02,19.0,0.18,21.19,68.11,8.0,11.0,5.0,7.0,13.0,N
6.0,5.0,0.0,1.0,3.0,3.0,1.0,28.0,46.6,8755.33,0.21,117.0,0.07,486.41,638.75,53.0,64.0,29.0,15.0,39.0,Y
2.0,3.0,0.0,0.0,2.0,2.0,1.0,8.0,23.57,1154.99,0.05,37.0,0.14,64.17,165.0,14.0,23.0,11.0,11.0,13.0,N
10.0,11.0,0.0,9.0,7.0,7.0,1.0,61.0,60.22,45540.0,0.55,276.0,0.04,2530.0,1656.0,105.0,171.0,42.0,22.0,82.0,N
2.0,3.0,0.0,0.0,2.0,2.0,1.0,12.0,21.98,2781.61,0.08,52.0,0.09,154.53,247.25,18.0,34.0,12.0,15.0,17.0,N
3.0,5.0,0.0,1.0,3.0,2.0,1.0,22.0,14.75,5269.82,0.09,58.0,0.05,292.77,278.83,21.0,37.0,10.0,18.0,29.0,N
5.0,5.0,0.0,0.0,3.0,2.0,1.0,23.0,22.98,7445.53,0.14,82.0,0.06,413.64,413.64,30.0,52.0,15.0,18.0,31.0,N
4.0,3.0,0.0,3.0,2.0,2.0,1.0,13.0,35.2,1411.73,0.07,48.0,0.16,78.43,222.91,19.0,29.0,15.0,10.0,22.0,N
6.0,3.0,0.0,6.0,2.0,2.0,1.0,26.0,33.78,7805.62,0.17,108.0,0.07,433.65,513.53,38.0,70.0,15.0,12.0,40.0,N
6.0,5.0,0.0,1.0,3.0,3.0,1.0,28.0,46.6,8755.33,0.21,117.0,0.07,486.41,638.75,53.0,64.0,29.0,15.0,39.0,Y
2.0,3.0,0.0,0.0,2.0,2.0,1.0,9.0,25.91,1393.26,0.06,42.0,0.14,77.4,189.99,16.0,26.0,12.0,11.0,14.0,N
3.0,13.0,0.0,2.0,7.0,6.0,6.0,16.0,21.07,3610.26,0.09,58.0,0.08,200.57,275.78,18.0,40.0,11.0,16.0,24.0,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,13.3,527.7,0.03,22.0,0.16,29.32,83.76,7.0,15.0,5.0,9.0,5.0,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,3.0,9.08,510.86,0.02,19.0,0.13,28.38,68.11,5.0,14.0,3.0,9.0,5.0,N
7.0,5.0,0.0,3.0,3.0,2.0,1.0,24.0,35.37,8172.62,0.18,104.0,0.07,454.03,537.67,38.0,66.0,20.0,16.0,38.0,N
3.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,29.03,1541.07,0.07,45.0,0.14,85.62,211.52,17.0,28.0,14.0,12.0,17.0,N
3.0,3.0,0.0,1.0,2.0,2.0,1.0,10.0,29.03,1541.07,0.07,45.0,0.14,85.62,211.52,17.0,28.0,14.0,12.0,17.0,N
9.0,3.0,0.0,4.0,2.0,2.0,1.0,22.0,33.96,4431.82,0.13,87.0,0.09,246.21,387.97,33.0,54.0,13.0,9.0,38.0,N
3.0,3.0,0.0,2.0,2.0,2.0,1.0,13.0,24.0,486.0,0.04,27.0,0.22,27.0,108.0,9.0,18.0,8.0,8.0,20.0,N
3.0,3.0,0.0,2.0,2.0,2.0,1.0,17.0,20.22,2115.2,0.07,44.0,0.1,117.51,206.82,15.0,29.0,11.0,15.0,25.0,N
11.0,19.0,1.0,14.0,10.0,7.0,8.0,64.0,55.84,49650.32,0.56,288.0,0.03,2758.35,1665.03,113.0,175.0,36.0,19.0,92.0,N
10.0,17.0,0.0,3.0,9.0,6.0,3.0,42.0,31.12,35790.87,0.35,190.0,0.03,1988.38,1055.37,65.0,125.0,23.0,24.0,57.0,N
3.0,7.0,0.0,0.0,4.0,3.0,1.0,15.0,15.91,5610.46,0.1,67.0,0.05,311.69,298.78,26.0,41.0,9.0,13.0,20.0,N
6.0,11.0,0.0,5.0,6.0,3.0,1.0,22.0,26.76,6709.04,0.14,84.0,0.06,372.72,423.73,38.0,46.0,18.0,15.0,35.0,N
2.0,11.0,0.0,1.0,6.0,6.0,6.0,14.0,13.27,4664.92,0.08,55.0,0.05,259.16,248.8,20.0,35.0,8.0,15.0,19.0,N
1.0,7.0,0.0,0.0,4.0,4.0,4.0,10.0,18.1,1676.34,0.06,41.0,0.1,93.13,174.17,14.0,27.0,8.0,11.0,13.0,N
2.0,3.0,0.0,0.0,2.0,1.0,1.0,13.0,33.01,800.08,0.05,37.0,0.2,44.45,162.52,16.0,21.0,13.0,8.0,17.0,N
