@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
0.0,3.0,2.0,0.5,1.0,1.0,12.17,8.4,858.37,0.03,25.0,0.12,47.69,0.5,1.0,6.0,7.0,5.0,12.0,0.0,N
1.0,11.0,6.0,0.43,0.33,4.0,16.12,22.73,8332.05,0.12,74.0,0.04,462.89,0.67,5.0,17.0,25.0,11.0,20.0,6.67,N
0.0,3.0,2.0,0.29,1.0,1.0,8.41,10.13,861.74,0.03,23.0,0.1,47.87,0.5,1.0,7.0,9.0,4.0,9.0,0.0,N
1.0,3.0,2.0,0.29,1.0,1.0,15.23,5.0,380.74,0.03,20.0,0.2,21.15,0.5,1.0,8.0,10.0,7.0,7.0,22.22,N
0.0,9.0,5.0,0.29,0.8,1.0,24.55,23.68,13769.86,0.19,110.0,0.04,764.99,0.2,4.0,17.0,45.0,19.0,20.0,0.0,N
12.0,11.0,6.0,0.03,0.17,1.0,355.66,18.58,122751.71,2.2,919.0,0.05,6819.54,0.17,5.0,17.0,456.0,135.0,11.0,22.92,N
7.0,5.0,3.0,0.07,0.33,1.0,99.6,16.93,28538.58,0.56,276.0,0.06,1585.48,0.33,2.0,10.0,133.0,55.0,14.0,14.81,N
7.0,5.0,3.0,0.07,0.33,1.0,99.6,16.93,28538.58,0.56,276.0,0.06,1585.48,0.33,2.0,10.0,133.0,55.0,14.0,14.81,N
7.0,5.0,3.0,0.07,0.33,1.0,99.6,16.93,28538.58,0.56,276.0,0.06,1585.48,0.33,2.0,10.0,133.0,55.0,14.0,14.81,N
7.0,5.0,3.0,0.07,0.33,1.0,99.6,16.93,28538.58,0.56,276.0,0.06,1585.48,0.33,2.0,10.0,133.0,55.0,14.0,14.81,N
7.0,5.0,3.0,0.07,0.33,1.0,99.6,16.93,28538.58,0.56,276.0,0.06,1585.48,0.33,2.0,10.0,133.0,55.0,14.0,14.81,N
7.0,5.0,3.0,0.07,0.33,1.0,99.6,16.93,28538.58,0.56,276.0,0.06,1585.48,0.33,2.0,10.0,133.0,55.0,14.0,14.81,N
4.0,3.0,2.0,0.29,1.0,1.0,15.32,11.0,1854.11,0.06,39.0,0.09,103.01,0.5,1.0,7.0,18.0,9.0,11.0,0.0,N
6.0,3.0,2.0,0.2,1.0,1.0,16.01,13.0,2705.09,0.07,46.0,0.08,150.28,0.5,1.0,7.0,20.0,10.0,13.0,10.0,N
3.0,3.0,2.0,0.5,1.0,1.0,10.13,7.5,570.0,0.03,19.0,0.13,31.67,0.5,1.0,7.0,9.0,6.0,10.0,0.0,N
2.0,7.0,4.0,0.31,0.75,1.0,14.24,12.75,2314.39,0.06,42.0,0.08,128.58,0.25,2.0,13.0,17.0,8.0,12.0,0.0,N
1.0,3.0,2.0,0.33,0.5,1.0,15.9,6.43,656.91,0.03,25.0,0.16,36.5,0.5,1.0,7.0,9.0,7.0,10.0,0.0,N
1.0,7.0,4.0,0.31,0.5,3.0,15.39,20.17,6258.43,0.1,61.0,0.05,347.69,0.75,3.0,13.0,22.0,12.0,22.0,0.0,N
1.0,11.0,6.0,0.29,0.33,6.0,21.74,20.19,8859.53,0.15,87.0,0.05,492.2,1.0,5.0,13.0,38.0,16.0,17.0,4.76,N
6.0,9.0,5.0,0.56,0.6,1.0,19.89,13.0,3360.81,0.09,55.0,0.08,186.71,0.2,4.0,13.0,26.0,13.0,13.0,11.11,N
4.0,5.0,3.0,0.33,0.67,1.0,23.64,9.31,2048.42,0.07,48.0,0.11,113.8,0.33,2.0,7.0,22.0,13.0,11.0,0.0,N
6.0,5.0,3.0,0.5,0.67,1.0,12.29,11.25,1555.89,0.05,32.0,0.09,86.44,0.33,2.0,8.0,15.0,8.0,12.0,44.44,N
3.0,3.0,2.0,0.4,0.5,1.0,12.24,9.33,1066.06,0.04,30.0,0.11,59.23,0.5,1.0,5.0,14.0,6.0,8.0,0.0,N
1.0,15.0,8.0,0.42,1.0,8.0,23.36,18.35,7869.25,0.14,85.0,0.05,437.18,1.0,6.0,21.0,39.0,17.0,16.0,5.0,N
2.0,7.0,4.0,0.25,0.75,3.0,35.44,9.9,3476.92,0.12,69.0,0.1,193.16,0.75,3.0,17.0,32.0,21.0,13.0,11.11,N
1.0,5.0,3.0,0.43,1.0,3.0,19.38,5.06,496.63,0.03,24.0,0.2,27.59,1.0,2.0,7.0,9.0,8.0,9.0,12.5,N
1.0,5.0,3.0,0.33,0.67,1.0,10.79,14.57,2290.24,0.05,37.0,0.07,127.24,0.33,2.0,8.0,17.0,7.0,12.0,10.0,N
1.0,9.0,5.0,0.36,0.6,3.0,27.69,10.11,2831.11,0.09,56.0,0.1,157.28,0.6,4.0,16.0,26.0,18.0,14.0,6.67,N
1.0,9.0,5.0,0.5,1.0,5.0,14.4,16.0,3685.14,0.08,49.0,0.06,204.73,1.0,3.0,11.0,20.0,10.0,16.0,16.67,N
1.0,9.0,5.0,0.5,1.0,5.0,13.06,16.0,3343.58,0.07,45.0,0.06,185.75,1.0,3.0,11.0,18.0,9.0,16.0,16.67,N
1.0,5.0,3.0,0.3,0.67,1.0,12.54,12.75,2038.87,0.05,37.0,0.08,113.27,0.33,2.0,8.0,17.0,8.0,12.0,9.09,N
1.0,5.0,3.0,0.23,1.0,1.0,19.11,10.5,2107.08,0.07,45.0,0.1,117.06,0.33,2.0,11.0,21.0,11.0,11.0,7.14,N
1.0,3.0,2.0,0.67,1.0,1.0,11.23,14.0,2200.43,0.05,37.0,0.07,122.25,0.5,1.0,6.0,10.0,5.0,14.0,0.0,N
2.0,7.0,4.0,0.4,0.5,1.0,16.12,14.3,3299.03,0.08,51.0,0.07,183.28,0.25,3.0,11.0,22.0,10.0,13.0,0.0,N
2.0,13.0,7.0,0.54,0.71,6.0,7.8,43.5,14758.99,0.11,74.0,0.02,819.94,0.86,6.0,19.0,29.0,6.0,18.0,0.0,N
2.0,9.0,5.0,0.63,0.8,4.0,7.35,21.12,3281.21,0.05,38.0,0.05,182.29,0.8,4.0,15.0,13.0,4.0,13.0,0.0,N
0.0,3.0,2.0,0.33,1.0,1.0,11.86,8.67,890.92,0.03,27.0,0.12,49.5,0.5,1.0,6.0,13.0,6.0,8.0,0.0,N
1.0,11.0,6.0,0.33,0.33,6.0,22.75,20.0,9099.07,0.15,88.0,0.05,505.5,1.0,5.0,17.0,40.0,18.0,18.0,0.0,N
3.0,31.0,16.0,0.39,0.75,12.0,42.81,30.67,40261.54,0.44,218.0,0.03,2236.75,0.75,15.0,49.0,92.0,39.0,26.0,0.0,N
3.0,5.0,3.0,0.38,0.67,1.0,16.74,11.23,2110.54,0.06,41.0,0.09,117.25,0.33,2.0,9.0,19.0,11.0,13.0,0.0,N
1.0,5.0,3.0,0.23,1.0,3.0,18.24,12.73,2955.18,0.08,50.0,0.08,164.18,1.0,2.0,9.0,20.0,11.0,14.0,0.0,N
13.0,37.0,19.0,0.46,0.84,5.0,88.36,21.82,42062.82,0.64,300.0,0.05,2336.82,0.26,18.0,68.0,144.0,66.0,20.0,0.0,N
13.0,91.0,47.0,0.47,0.68,22.0,99.09,49.13,239175.87,1.62,679.0,0.02,13287.55,0.47,43.0,140.0,306.0,109.0,35.0,5.88,N
1.0,5.0,3.0,0.38,0.33,1.0,13.45,12.44,2082.85,0.06,37.0,0.08,115.71,0.33,2.0,9.0,16.0,9.0,14.0,0.0,N
5.0,23.0,12.0,0.24,0.75,10.0,53.31,30.13,48410.46,0.54,263.0,0.03,2689.47,0.83,11.0,47.0,113.0,45.0,24.0,3.85,N
1.0,5.0,3.0,0.23,1.0,3.0,29.8,5.77,991.7,0.06,38.0,0.17,55.09,1.0,2.0,13.0,15.0,13.0,10.0,0.0,N
1.0,7.0,4.0,0.57,0.25,3.0,13.83,11.25,1750.38,0.05,36.0,0.09,97.24,0.75,3.0,11.0,15.0,8.0,12.0,0.0,N
1.0,13.0,7.0,0.37,0.57,7.0,25.13,19.0,9073.67,0.16,91.0,0.05,504.09,1.0,6.0,23.0,38.0,19.0,19.0,0.0,N
16.0,61.0,31.0,0.33,0.48,25.0,104.29,36.9,142000.7,1.28,548.0,0.03,7888.93,0.81,30.0,101.0,246.0,100.0,30.0,1.04,N
1.0,19.0,10.0,0.48,0.5,7.0,31.94,20.33,13197.22,0.22,122.0,0.05,733.18,0.7,9.0,31.0,55.0,23.0,17.0,4.76,N
1.0,3.0,2.0,0.33,1.0,1.0,21.31,4.5,431.59,0.03,23.0,0.22,23.98,0.5,1.0,8.0,9.0,9.0,9.0,0.0,N
3.0,5.0,3.0,0.27,1.0,1.0,33.89,4.85,795.9,0.05,38.0,0.21,44.22,0.33,2.0,13.0,18.0,13.0,7.0,0.0,N
2.0,21.0,11.0,0.52,0.27,3.0,35.91,25.31,23011.32,0.3,172.0,0.04,1278.41,0.27,10.0,33.0,81.0,24.0,15.0,0.0,N
0.0,5.0,3.0,0.3,1.0,1.0,25.87,9.0,2095.13,0.08,53.0,0.11,116.4,0.33,2.0,10.0,24.0,12.0,9.0,0.0,N
3.0,51.0,26.0,0.32,0.62,22.0,80.57,35.41,101041.69,0.95,444.0,0.03,5613.43,0.85,25.0,84.0,194.0,63.0,23.0,0.0,N
2.0,7.0,4.0,0.29,0.25,1.0,21.83,21.53,10120.67,0.16,94.0,0.05,562.26,0.25,3.0,14.0,38.0,15.0,17.0,0.0,N
1.0,3.0,2.0,0.4,1.0,1.0,10.99,6.4,449.97,0.02,19.0,0.16,25.0,0.5,1.0,7.0,8.0,5.0,8.0,0.0,N
0.0,11.0,6.0,0.27,0.67,1.0,33.56,12.02,4852.71,0.13,80.0,0.08,269.59,0.17,5.0,22.0,37.0,20.0,13.0,0.0,N
0.0,3.0,2.0,0.18,0.5,1.0,16.61,3.0,149.49,0.02,15.0,0.33,8.3,0.5,1.0,6.0,4.0,4.0,6.0,0.0,N
1.0,7.0,4.0,0.29,0.25,3.0,15.86,13.3,2805.08,0.07,46.0,0.08,155.84,0.75,3.0,12.0,19.0,10.0,14.0,0.0,N
0.0,3.0,2.0,0.18,1.0,1.0,15.77,6.87,745.37,0.04,26.0,0.15,41.41,0.5,1.0,6.0,11.0,8.0,10.0,0.0,N
9.0,9.0,5.0,0.24,0.8,3.0,16.41,15.0,3691.87,0.08,53.0,0.07,205.1,0.6,4.0,15.0,20.0,10.0,15.0,19.23,N
0.0,3.0,2.0,0.22,1.0,1.0,16.25,8.89,1283.82,0.05,34.0,0.11,71.32,0.5,1.0,8.0,16.0,9.0,10.0,0.0,N
2.0,5.0,3.0,0.3,0.33,1.0,13.14,8.17,876.39,0.04,29.0,0.12,48.69,0.33,2.0,10.0,14.0,6.0,7.0,0.0,N
1.0,7.0,4.0,0.19,0.5,1.0,34.66,14.24,7026.27,0.16,97.0,0.07,390.35,0.25,3.0,22.0,46.0,21.0,13.0,0.0,N
5.0,15.0,8.0,0.24,0.5,1.0,56.82,11.24,7181.41,0.21,115.0,0.09,398.97,0.13,7.0,34.0,53.0,33.0,14.0,0.0,N
1.0,7.0,4.0,0.19,0.5,1.0,53.82,9.17,4521.96,0.16,94.0,0.11,251.22,0.25,3.0,22.0,45.0,27.0,11.0,0.0,N
2.0,3.0,2.0,0.5,0.5,1.0,7.91,6.13,296.65,0.02,14.0,0.16,16.48,0.5,1.0,6.0,7.0,4.0,7.0,0.0,N
0.0,3.0,2.0,0.14,1.0,1.0,20.76,12.27,3126.53,0.08,58.0,0.08,173.7,0.5,1.0,5.0,27.0,11.0,10.0,0.0,N
0.0,7.0,4.0,0.24,0.75,1.0,25.96,11.15,3229.13,0.1,64.0,0.09,179.4,0.25,3.0,11.0,29.0,13.0,10.0,0.0,N
1.0,3.0,2.0,0.25,1.0,1.0,17.31,5.5,523.51,0.03,25.0,0.18,29.08,0.5,1.0,8.0,11.0,7.0,7.0,12.5,N
2.0,5.0,3.0,0.18,1.0,1.0,23.84,12.69,3840.79,0.1,66.0,0.08,213.38,0.33,2.0,14.0,30.0,13.0,11.0,0.0,N
0.0,5.0,3.0,0.15,0.67,1.0,32.45,13.89,6264.19,0.15,91.0,0.07,348.01,0.33,2.0,20.0,44.0,19.0,12.0,5.0,N
1.0,3.0,2.0,0.2,1.0,1.0,20.81,9.0,1685.67,0.06,42.0,0.11,93.65,0.5,1.0,10.0,18.0,11.0,11.0,0.0,N
3.0,13.0,7.0,0.32,1.0,4.0,34.83,15.79,8682.88,0.18,111.0,0.06,482.38,0.57,6.0,27.0,50.0,19.0,12.0,8.33,N
1.0,5.0,3.0,0.43,0.67,3.0,12.16,5.6,381.44,0.02,19.0,0.18,21.19,1.0,2.0,8.0,8.0,5.0,7.0,0.0,N
4.0,13.0,7.0,0.28,0.86,6.0,43.02,16.56,11801.69,0.24,125.0,0.06,655.65,0.86,6.0,29.0,53.0,32.0,20.0,0.0,N
1.0,13.0,7.0,0.54,0.14,7.0,10.33,21.25,4666.84,0.07,50.0,0.05,259.26,1.0,6.0,16.0,17.0,6.0,15.0,0.0,N
4.0,43.0,22.0,0.29,0.95,12.0,98.77,30.8,93697.55,1.01,442.0,0.03,5205.42,0.55,21.0,98.0,198.0,90.0,28.0,6.41,N
1.0,7.0,4.0,0.44,0.5,3.0,12.65,16.67,3515.14,0.07,46.0,0.06,195.29,0.75,3.0,11.0,20.0,9.0,15.0,0.0,N
1.0,7.0,4.0,0.36,0.75,4.0,16.45,14.3,3363.72,0.08,52.0,0.07,186.87,1.0,3.0,15.0,22.0,10.0,13.0,0.0,N
1.0,5.0,3.0,0.43,0.67,3.0,13.8,7.86,851.86,0.04,26.0,0.13,47.33,1.0,2.0,8.0,10.0,7.0,11.0,0.0,N
1.0,5.0,3.0,0.3,0.67,3.0,14.12,10.89,1674.72,0.05,34.0,0.09,93.04,1.0,2.0,9.0,14.0,9.0,14.0,0.0,N
39.0,20.0,18.0,0.12,0.11,1.0,90.99,45.11,185151.92,1.37,580.0,0.02,10286.22,0.06,1.0,25.0,268.0,101.0,34.0,0.67,N
6.0,7.0,4.0,0.25,0.5,1.0,20.83,12.0,2999.79,0.08,52.0,0.08,166.65,0.25,3.0,9.0,24.0,14.0,14.0,12.5,N
5.0,7.0,4.0,0.24,0.5,1.0,21.98,12.6,3489.0,0.09,57.0,0.08,193.83,0.25,3.0,13.0,27.0,15.0,14.0,20.0,N
20.0,9.0,5.0,0.09,0.6,1.0,130.74,11.41,17020.6,0.5,241.0,0.09,945.59,0.2,4.0,20.0,116.0,61.0,12.0,13.64,Y
15.0,5.0,3.0,0.06,0.33,1.0,102.96,17.5,31530.62,0.6,285.0,0.06,1751.7,0.33,2.0,9.0,140.0,64.0,16.0,7.55,Y
17.0,11.0,6.0,0.19,0.17,1.0,25.81,30.07,23331.58,0.26,143.0,0.03,1296.2,0.17,5.0,18.0,63.0,22.0,21.0,49.02,Y
18.0,14.0,8.0,0.16,0.5,3.0,51.88,14.58,11021.37,0.25,127.0,0.07,612.3,0.38,5.0,27.0,53.0,40.0,22.0,30.43,N
11.0,9.0,5.0,0.2,0.4,3.0,29.73,12.89,4943.51,0.13,76.0,0.08,274.64,0.6,4.0,17.0,35.0,19.0,14.0,48.78,N
21.0,15.0,9.0,0.19,0.78,5.0,40.02,17.15,11771.13,0.23,121.0,0.06,653.95,0.56,4.0,23.0,49.0,30.0,21.0,14.0,N
4.0,3.0,2.0,0.29,0.5,1.0,12.06,6.0,434.04,0.02,19.0,0.17,24.11,0.5,1.0,6.0,9.0,6.0,8.0,14.29,N
2.0,7.0,4.0,0.44,0.25,4.0,7.44,13.5,1355.12,0.03,28.0,0.07,75.28,1.0,3.0,11.0,9.0,3.0,9.0,0.0,N
6.0,5.0,3.0,0.14,0.33,1.0,50.16,27.35,37530.39,0.46,247.0,0.04,2085.02,0.33,2.0,18.0,106.0,31.0,16.0,55.56,N
2.0,3.0,2.0,0.25,0.5,1.0,20.06,14.21,4049.15,0.09,63.0,0.07,224.95,0.5,1.0,7.0,31.0,12.0,11.0,0.0,N
0.0,3.0,2.0,0.4,1.0,1.0,17.11,5.14,452.57,0.03,22.0,0.19,25.14,0.5,1.0,6.0,8.0,7.0,9.0,0.0,N
1.0,3.0,2.0,0.22,1.0,1.0,16.96,6.75,772.53,0.04,28.0,0.15,42.92,0.5,1.0,7.0,12.0,8.0,9.0,0.0,N
2.0,3.0,2.0,0.22,1.0,1.0,15.57,7.5,875.68,0.04,28.0,0.13,48.65,0.5,1.0,7.0,12.0,8.0,10.0,0.0,N
4.0,5.0,3.0,0.17,0.67,1.0,42.71,14.57,9068.9,0.21,114.0,0.07,503.83,0.33,2.0,13.0,51.0,28.0,16.0,32.0,N
6.0,5.0,3.0,0.13,0.67,1.0,66.13,15.71,16316.58,0.35,185.0,0.06,906.48,0.33,2.0,13.0,87.0,36.0,13.0,24.14,N
9.0,19.0,10.0,0.29,0.4,1.0,35.14,41.18,59587.71,0.48,246.0,0.02,3310.43,0.1,9.0,33.0,112.0,34.0,25.0,30.43,N
5.0,9.0,5.0,0.17,0.8,1.0,44.17,22.38,22130.78,0.33,178.0,0.04,1229.49,0.2,4.0,17.0,79.0,30.0,17.0,27.03,Y
2.0,9.0,5.0,0.23,0.8,1.0,18.68,25.88,12505.62,0.16,95.0,0.04,694.76,0.2,4.0,17.0,46.0,16.0,18.0,30.77,N
2.0,11.0,6.0,0.3,0.33,1.0,34.83,13.0,5886.19,0.15,89.0,0.08,327.01,0.17,5.0,23.0,42.0,21.0,13.0,9.52,N
7.0,3.0,2.0,0.17,1.0,1.0,41.64,7.11,2105.8,0.1,63.0,0.14,116.99,0.5,1.0,9.0,32.0,18.0,8.0,45.0,N
6.0,9.0,5.0,0.22,0.2,5.0,22.35,17.0,6460.0,0.13,76.0,0.06,358.89,1.0,4.0,14.0,30.0,15.0,17.0,0.0,N
11.0,3.0,2.0,0.06,0.5,1.0,86.17,6.67,3829.67,0.19,104.0,0.15,212.76,0.5,1.0,8.0,48.0,36.0,10.0,6.25,N
9.0,13.0,7.0,0.21,0.14,1.0,48.23,21.0,21270.06,0.34,176.0,0.05,1181.67,0.14,6.0,25.0,84.0,36.0,18.0,2.94,N
38.0,589.0,299.0,0.51,0.02,15.0,675.88,137.36,12751451.28,30.95,9605.0,0.01,708413.98,0.05,289.0,963.0,4015.0,760.0,52.0,0.67,N
4.0,39.0,20.0,0.39,0.1,1.0,71.48,12.37,10946.28,0.29,153.0,0.08,608.13,0.05,19.0,47.0,66.0,40.0,15.0,5.56,N
2.0,39.0,20.0,0.37,0.1,1.0,70.18,13.46,12721.96,0.31,162.0,0.07,706.78,0.05,19.0,48.0,69.0,41.0,16.0,5.26,N
1.0,11.0,6.0,0.21,0.33,1.0,30.47,16.36,8158.14,0.17,95.0,0.06,453.23,0.17,5.0,22.0,45.0,22.0,16.0,3.45,N
1.0,5.0,3.0,0.3,0.33,1.0,20.0,6.0,720.0,0.04,30.0,0.17,40.0,0.33,2.0,8.0,12.0,8.0,8.0,0.0,N
9.0,13.0,7.0,0.26,0.43,3.0,22.13,13.39,3968.8,0.1,61.0,0.07,220.49,0.43,6.0,21.0,25.0,14.0,15.0,6.9,N
5.0,25.0,13.0,0.21,0.08,13.0,59.11,30.37,54510.88,0.6,290.0,0.03,3028.38,1.0,12.0,37.0,124.0,49.0,24.0,8.7,N
45.0,50.0,27.0,0.16,0.41,1.0,106.48,59.27,374043.26,2.1,863.0,0.02,20780.18,0.04,22.0,96.0,405.0,123.0,36.0,36.13,Y
25.0,49.0,25.0,0.19,0.04,1.0,1295.68,12.3,195940.93,5.31,1879.0,0.08,10885.61,0.04,24.0,98.0,951.0,348.0,9.0,18.18,N
17.0,33.0,17.0,0.25,0.06,1.0,396.21,14.03,77960.6,1.85,783.0,0.07,4331.14,0.06,16.0,66.0,399.0,128.0,9.0,22.06,N
1.0,5.0,3.0,0.5,0.67,1.0,17.3,4.2,305.12,0.02,21.0,0.24,16.95,0.33,2.0,10.0,7.0,5.0,6.0,0.0,N
0.0,5.0,3.0,0.5,0.33,1.0,15.36,4.9,368.89,0.03,21.0,0.2,20.49,0.33,2.0,8.0,7.0,5.0,7.0,0.0,N
0.0,5.0,3.0,0.6,0.33,3.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,1.0,2.0,6.0,6.0,5.0,8.0,0.0,N
0.0,5.0,3.0,0.6,0.33,3.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,1.0,2.0,6.0,6.0,5.0,8.0,0.0,N
0.0,5.0,3.0,0.6,0.33,3.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,1.0,2.0,6.0,6.0,5.0,8.0,0.0,N
0.0,5.0,3.0,0.6,0.33,3.0,13.11,4.8,301.96,0.02,17.0,0.21,16.78,1.0,2.0,6.0,6.0,5.0,8.0,0.0,N
2.0,3.0,2.0,0.29,0.5,1.0,14.04,2.0,56.15,0.01,10.0,0.5,3.12,0.5,1.0,6.0,3.0,3.0,4.0,0.0,N
25.0,15.0,8.0,0.29,0.5,1.0,54.45,20.0,21781.35,0.36,195.0,0.05,1210.08,0.13,7.0,28.0,88.0,33.0,15.0,57.69,N
19.0,5.0,3.0,0.18,1.0,1.0,28.72,14.88,6354.23,0.14,82.0,0.07,353.01,0.33,2.0,16.0,35.0,20.0,17.0,51.72,N
16.0,15.0,8.0,0.35,0.38,1.0,24.73,28.0,19390.99,0.23,124.0,0.04,1077.28,0.13,7.0,21.0,56.0,24.0,24.0,50.0,N
8.0,5.0,3.0,0.43,0.67,1.0,18.95,7.5,1066.0,0.05,31.0,0.13,59.22,0.33,2.0,10.0,15.0,12.0,12.0,14.29,N
10.0,3.0,2.0,0.18,1.0,1.0,50.38,9.45,4498.98,0.16,98.0,0.11,249.94,0.5,1.0,10.0,42.0,20.0,9.0,56.52,N
10.0,5.0,3.0,0.3,0.33,1.0,33.57,11.0,4062.39,0.12,72.0,0.09,225.69,0.33,2.0,11.0,33.0,21.0,14.0,50.0,N
14.0,9.0,5.0,0.28,0.4,1.0,35.29,23.68,19791.23,0.28,156.0,0.04,1099.51,0.2,4.0,19.0,74.0,25.0,16.0,39.29,N
16.0,11.0,6.0,0.18,0.33,1.0,32.61,64.33,135012.09,0.7,363.0,0.02,7500.67,0.17,5.0,26.0,193.0,33.0,22.0,36.0,N
6.0,3.0,2.0,0.18,0.5,1.0,28.56,10.66,3242.83,0.1,64.0,0.09,180.16,0.5,1.0,7.0,31.0,16.0,11.0,0.0,N
12.0,5.0,3.0,0.17,0.33,1.0,21.78,37.5,30631.81,0.27,158.0,0.03,1701.77,0.33,2.0,13.0,75.0,18.0,18.0,11.11,Y
23.0,11.0,6.0,0.19,1.0,1.0,67.71,14.27,13778.81,0.32,178.0,0.07,765.49,0.17,5.0,27.0,83.0,32.0,11.0,50.91,N
12.0,3.0,2.0,0.14,1.0,1.0,48.3,17.5,14790.85,0.28,149.0,0.06,821.71,0.5,1.0,9.0,70.0,34.0,17.0,41.67,Y
16.0,11.0,6.0,0.33,0.17,1.0,23.33,29.45,20235.16,0.23,130.0,0.03,1124.18,0.17,6.0,17.0,62.0,20.0,19.0,32.0,N
2.0,17.0,9.0,0.47,0.44,6.0,26.33,31.74,26522.64,0.28,154.0,0.03,1473.48,0.67,8.0,25.0,73.0,23.0,20.0,0.0,N
0.0,3.0,2.0,0.33,0.5,1.0,5.18,15.0,1165.64,0.03,21.0,0.07,64.76,0.5,1.0,6.0,9.0,3.0,10.0,14.29,N
1.0,9.0,5.0,0.26,1.0,1.0,42.5,16.14,11090.08,0.23,129.0,0.06,616.12,0.2,4.0,21.0,60.0,26.0,14.0,0.0,N
8.0,143.0,73.0,0.51,0.82,15.0,123.47,68.57,580469.3,2.82,1130.0,0.01,32248.29,0.21,68.0,286.0,530.0,143.0,37.0,2.11,N
1.0,13.0,7.0,0.33,0.86,1.0,40.75,21.69,19168.66,0.29,160.0,0.05,1064.93,0.14,6.0,27.0,74.0,29.0,17.0,0.0,N
1.0,7.0,4.0,0.33,0.25,1.0,21.91,10.05,2210.79,0.07,48.0,0.1,122.82,0.25,3.0,12.0,17.0,11.0,13.0,0.0,N
5.0,31.0,17.0,0.31,0.71,15.0,29.26,76.36,170603.91,0.74,367.0,0.01,9478.0,0.88,13.0,53.0,144.0,33.0,35.0,0.0,N
5.0,13.0,7.0,0.29,0.86,6.0,29.99,22.05,14580.32,0.22,126.0,0.05,810.02,0.86,6.0,27.0,49.0,20.0,18.0,27.59,N
3.0,45.0,26.0,0.31,0.73,23.0,52.16,53.78,150849.96,0.93,425.0,0.02,8380.54,0.88,18.0,80.0,167.0,59.0,38.0,10.71,N
3.0,25.0,14.0,0.56,0.07,10.0,27.2,31.11,26315.66,0.28,147.0,0.03,1461.98,0.71,10.0,33.0,67.0,28.0,26.0,0.0,N
3.0,9.0,5.0,0.16,0.8,1.0,32.53,13.88,6262.85,0.15,88.0,0.07,347.94,0.2,4.0,20.0,37.0,20.0,15.0,23.08,N
1.0,5.0,3.0,0.43,0.33,1.0,14.73,8.94,1176.94,0.04,31.0,0.11,65.39,0.33,2.0,9.0,13.0,8.0,11.0,0.0,N
57.0,129.0,65.0,0.35,0.63,34.0,150.67,48.83,359267.3,2.45,981.0,0.02,19959.29,0.52,64.0,213.0,438.0,148.0,33.0,7.73,N
7.0,11.0,6.0,0.15,0.83,1.0,33.65,18.75,11829.4,0.21,117.0,0.05,657.19,0.17,5.0,23.0,50.0,24.0,18.0,17.78,N
5.0,8.0,6.0,0.25,0.33,1.0,19.95,12.41,3072.34,0.08,54.0,0.08,170.69,0.17,1.0,12.0,21.0,11.0,13.0,14.29,N
0.0,3.0,2.0,0.25,1.0,1.0,13.45,3.6,174.36,0.02,14.0,0.28,9.69,0.5,1.0,5.0,6.0,5.0,6.0,20.0,N
3.0,5.0,3.0,0.14,1.0,1.0,26.21,11.72,3599.53,0.1,62.0,0.09,199.97,0.33,2.0,13.0,25.0,16.0,15.0,12.5,N
0.0,3.0,2.0,0.17,1.0,1.0,26.06,4.0,416.99,0.03,25.0,0.25,23.17,0.5,1.0,6.0,10.0,10.0,8.0,0.0,N
0.0,3.0,2.0,0.25,0.5,1.0,23.66,7.92,1482.76,0.06,42.0,0.13,82.38,0.5,1.0,8.0,19.0,12.0,10.0,0.0,N
1.0,3.0,2.0,0.25,1.0,1.0,13.69,6.43,565.71,0.03,22.0,0.16,31.43,0.5,1.0,7.0,10.0,7.0,9.0,0.0,N
2.0,25.0,13.0,0.46,0.31,9.0,33.99,21.89,16290.19,0.25,138.0,0.05,905.01,0.69,12.0,37.0,53.0,23.0,19.0,0.0,N
3.0,9.0,6.0,0.27,0.17,1.0,27.21,20.39,11307.85,0.18,101.0,0.05,628.21,0.17,2.0,14.0,39.0,22.0,23.0,4.35,N
12.0,74.0,55.0,0.36,0.82,1.0,59.49,281.13,4701624.47,5.57,2242.0,0.0,261201.38,0.02,18.0,204.0,893.0,108.0,68.0,0.0,N
