@relation SelectedFeatures
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUMBER_OF_LINES numeric
@attribute Defective {Y,N}

@data
7.0,3.0,13.0,1.0,12.0,4.0,6.0,2.0,3.0,20.0,1.0,0.0,2.0,1.0,0.1,312.48,3.0,6.0,18.0,18.0,N
11.0,8.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,34.0,1.0,0.0,4.0,1.0,0.15,445.0,5.0,10.0,30.0,31.0,N
3.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,2.0,0.04,123.19,1.0,2.0,7.0,12.0,N
5.0,4.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,14.0,1.0,0.0,3.0,3.0,0.08,225.95,2.0,4.0,13.0,15.0,N
5.0,5.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,3.0,0.08,247.76,2.0,4.0,14.0,15.0,N
5.0,4.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,3.0,1.0,0.08,239.72,2.0,4.0,15.0,15.0,N
5.0,2.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,8.0,N
5.0,2.0,5.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,2.0,2.0,0.03,96.0,2.0,3.0,9.0,10.0,N
9.0,4.0,16.0,1.0,16.0,5.0,8.0,2.0,4.0,29.0,1.0,0.0,2.0,1.0,0.16,480.0,4.0,8.0,26.0,21.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,4.0,0.1,314.04,3.0,6.0,18.0,16.0,N
13.0,4.0,15.0,1.0,24.0,7.0,12.0,2.0,7.0,37.0,1.0,0.0,2.0,6.0,0.21,641.07,6.0,12.0,32.0,22.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,5.0,0.1,309.13,3.0,6.0,18.0,17.0,N
7.0,5.0,10.0,1.0,12.0,4.0,6.0,2.0,4.0,25.0,1.0,0.0,3.0,1.0,0.12,352.53,3.0,6.0,23.0,16.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.02,51.89,1.0,2.0,6.0,5.0,N
3.0,0.0,2.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,0.01,34.87,1.0,2.0,6.0,5.0,N
3.0,1.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.02,51.89,1.0,2.0,6.0,5.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
7.0,4.0,6.0,0.0,12.0,4.0,6.0,2.0,4.0,22.0,1.0,0.0,1.0,1.0,0.08,247.59,3.0,6.0,20.0,9.0,N
7.0,4.0,8.0,0.0,12.0,4.0,6.0,2.0,4.0,18.0,1.0,0.0,2.0,0.0,0.07,214.05,3.0,6.0,16.0,12.0,N
5.0,2.0,3.0,0.0,8.0,3.0,4.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,0.03,94.01,2.0,4.0,10.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
7.0,3.0,14.0,1.0,12.0,4.0,6.0,2.0,3.0,21.0,1.0,0.0,2.0,1.0,0.11,326.9,3.0,6.0,19.0,19.0,N
5.0,3.0,6.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.07,220.08,2.0,4.0,14.0,9.0,N
3.0,2.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.03,97.67,1.0,2.0,7.0,9.0,N
11.0,7.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,33.0,1.0,0.0,4.0,1.0,0.14,417.09,5.0,10.0,29.0,31.0,N
5.0,3.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,13.0,1.0,0.0,3.0,2.0,0.07,204.33,2.0,4.0,12.0,14.0,N
5.0,3.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,1.0,0.07,210.91,2.0,4.0,14.0,15.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,1.0,0.01,39.86,2.0,3.0,5.0,4.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,1.0,0.02,48.43,2.0,3.0,5.0,4.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,1.0,0.01,39.86,2.0,3.0,5.0,4.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,1.0,0.02,48.43,2.0,3.0,5.0,4.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,1.0,0.02,46.51,2.0,3.0,5.0,4.0,N
3.0,1.0,3.0,8.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,2.0,0.03,87.57,1.0,2.0,7.0,16.0,N
1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,4.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,25.27,1.0,2.0,6.0,4.0,N
3.0,0.0,4.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.01,30.88,1.0,2.0,6.0,7.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,2.0,0.02,62.27,1.0,2.0,6.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,5.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.01,44.97,1.0,2.0,3.0,8.0,N
3.0,0.0,1.0,0.0,6.0,2.0,2.0,3.0,1.0,5.0,1.0,0.0,1.0,2.0,0.01,42.0,2.0,3.0,5.0,4.0,N
1.0,0.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.01,24.0,1.0,2.0,2.0,4.0,N
7.0,2.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,15.0,1.0,0.0,3.0,2.0,0.09,284.98,3.0,6.0,13.0,17.0,N
7.0,3.0,12.0,0.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,3.0,2.0,0.11,324.33,3.0,6.0,14.0,17.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
5.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,7.0,N
5.0,3.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,3.0,0.03,98.1,2.0,3.0,9.0,8.0,N
5.0,4.0,3.0,0.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,1.0,0.0,0.04,125.64,2.0,4.0,15.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,59.21,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,2.0,0.02,64.73,1.0,2.0,7.0,7.0,N
3.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,1.0,0.0,0.02,65.73,1.0,2.0,8.0,5.0,N
1.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.01,19.65,1.0,2.0,3.0,4.0,N
12.0,9.0,18.0,2.0,12.0,8.0,6.0,2.0,7.0,28.0,5.0,0.0,2.0,1.0,0.11,315.0,3.0,6.0,22.0,24.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
5.0,3.0,4.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.06,173.92,2.0,4.0,14.0,7.0,N
3.0,3.0,6.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,1.0,0.03,77.71,1.0,2.0,7.0,10.0,N
3.0,3.0,7.0,0.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,1.0,0.03,79.95,1.0,2.0,8.0,11.0,N
7.0,3.0,13.0,1.0,12.0,4.0,6.0,2.0,3.0,20.0,1.0,0.0,2.0,1.0,0.1,312.48,3.0,6.0,18.0,18.0,N
11.0,8.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,34.0,1.0,0.0,4.0,1.0,0.15,445.0,5.0,10.0,30.0,31.0,N
3.0,2.0,6.0,1.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,3.0,2.0,0.04,123.19,1.0,2.0,7.0,12.0,N
5.0,4.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,14.0,1.0,0.0,3.0,3.0,0.08,225.95,2.0,4.0,13.0,15.0,N
5.0,5.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,3.0,0.08,247.76,2.0,4.0,14.0,15.0,N
5.0,4.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,16.0,1.0,0.0,3.0,1.0,0.08,239.72,2.0,4.0,15.0,15.0,N
5.0,2.0,4.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.03,92.0,2.0,3.0,9.0,8.0,N
5.0,2.0,5.0,0.0,6.0,3.0,2.0,3.0,3.0,10.0,3.0,1.0,2.0,2.0,0.03,96.0,2.0,3.0,9.0,10.0,N
9.0,4.0,16.0,1.0,16.0,5.0,8.0,2.0,4.0,29.0,1.0,0.0,2.0,1.0,0.16,480.0,4.0,8.0,26.0,21.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,4.0,0.1,314.04,3.0,6.0,18.0,16.0,N
13.0,4.0,15.0,1.0,24.0,7.0,12.0,2.0,7.0,37.0,1.0,0.0,2.0,6.0,0.21,641.07,6.0,12.0,32.0,22.0,N
7.0,4.0,9.0,1.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,3.0,5.0,0.1,309.13,3.0,6.0,18.0,17.0,N
7.0,5.0,10.0,1.0,12.0,4.0,6.0,2.0,4.0,25.0,1.0,0.0,3.0,1.0,0.12,352.53,3.0,6.0,23.0,16.0,N
3.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,0.0,0.01,22.46,1.0,2.0,5.0,4.0,N
7.0,4.0,6.0,0.0,12.0,4.0,6.0,2.0,4.0,22.0,1.0,0.0,1.0,1.0,0.08,247.59,3.0,6.0,20.0,9.0,N
7.0,4.0,8.0,0.0,12.0,4.0,6.0,2.0,4.0,18.0,1.0,0.0,2.0,0.0,0.07,214.05,3.0,6.0,16.0,12.0,N
5.0,2.0,3.0,0.0,8.0,3.0,4.0,2.0,2.0,11.0,3.0,1.0,1.0,1.0,0.03,94.01,2.0,4.0,10.0,6.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
3.0,2.0,4.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,1.0,0.02,57.36,1.0,2.0,7.0,7.0,N
7.0,3.0,14.0,1.0,12.0,4.0,6.0,2.0,3.0,21.0,1.0,0.0,2.0,1.0,0.11,326.9,3.0,6.0,19.0,19.0,N
5.0,3.0,6.0,0.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,1.0,1.0,0.07,220.08,2.0,4.0,14.0,9.0,N
3.0,2.0,5.0,0.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.03,97.67,1.0,2.0,7.0,9.0,N
11.0,7.0,20.0,5.0,20.0,6.0,10.0,2.0,5.0,33.0,1.0,0.0,4.0,1.0,0.14,417.09,5.0,10.0,29.0,31.0,N
5.0,3.0,8.0,1.0,8.0,3.0,4.0,2.0,3.0,13.0,1.0,0.0,3.0,2.0,0.07,204.33,2.0,4.0,12.0,14.0,N
5.0,3.0,9.0,1.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,3.0,1.0,0.07,210.91,2.0,4.0,14.0,15.0,N
3.0,1.0,4.0,5.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,1.0,0.02,51.89,1.0,2.0,7.0,12.0,N
7.0,4.0,21.0,48.0,4.0,5.0,2.0,2.0,5.0,16.0,1.0,0.0,3.0,0.0,0.11,326.9,1.0,2.0,13.0,74.0,N
17.0,5.0,36.0,16.0,20.0,11.0,10.0,2.0,10.0,34.0,1.0,0.0,6.0,1.0,0.28,845.66,5.0,10.0,25.0,60.0,N
78.0,24.0,155.0,65.0,104.0,51.0,52.0,2.0,48.0,156.0,1.0,0.0,5.0,1.0,1.56,4683.61,26.0,52.0,107.0,227.0,N
11.0,5.0,26.0,44.0,12.0,7.0,6.0,2.0,6.0,26.0,1.0,0.0,6.0,1.0,0.15,438.86,3.0,6.0,21.0,78.0,N
3.0,0.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,0.0,0.03,102.19,1.0,2.0,6.0,13.0,N
3.0,1.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,0.02,53.77,1.0,2.0,7.0,9.0,N
3.0,8.0,17.0,31.0,4.0,2.0,2.0,2.0,2.0,17.0,1.0,0.0,3.0,0.0,0.21,622.89,1.0,2.0,17.0,53.0,N
3.0,2.0,3.0,7.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,0.0,0.02,62.91,1.0,2.0,6.0,13.0,N
3.0,1.0,7.0,26.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,0.12,366.13,1.0,2.0,7.0,37.0,N
3.0,3.0,5.0,19.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,2.0,0.0,0.04,108.0,1.0,2.0,7.0,28.0,N
3.0,1.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,0.02,46.51,1.0,2.0,5.0,14.0,N
3.0,1.0,4.0,6.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,0.02,46.51,1.0,2.0,5.0,14.0,N
5.0,0.0,7.0,25.0,8.0,3.0,4.0,2.0,1.0,10.0,1.0,0.0,4.0,1.0,0.05,144.0,2.0,4.0,9.0,38.0,N
7.0,9.0,13.0,55.0,12.0,4.0,6.0,2.0,4.0,20.0,1.0,0.0,4.0,1.0,0.08,235.23,3.0,6.0,18.0,74.0,N
5.0,3.0,23.0,56.0,8.0,3.0,4.0,2.0,3.0,15.0,1.0,0.0,5.0,1.0,0.19,569.2,2.0,4.0,14.0,86.0,N
3.0,2.0,9.0,16.0,4.0,2.0,2.0,2.0,1.0,8.0,1.0,0.0,2.0,2.0,0.08,249.98,1.0,2.0,8.0,29.0,N
3.0,0.0,3.0,6.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,0.0,0.03,98.99,1.0,2.0,6.0,13.0,N
3.0,4.0,16.0,40.0,4.0,2.0,2.0,2.0,1.0,10.0,1.0,0.0,1.0,0.0,0.19,579.79,1.0,2.0,10.0,59.0,N
3.0,1.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,0.02,46.51,1.0,2.0,5.0,15.0,N
3.0,0.0,5.0,18.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,1.0,0.04,125.64,1.0,2.0,7.0,27.0,N
9.0,2.0,17.0,38.0,16.0,5.0,8.0,2.0,3.0,21.0,1.0,0.0,7.0,3.0,0.12,352.53,4.0,8.0,18.0,64.0,N
7.0,1.0,5.0,12.0,12.0,4.0,6.0,2.0,1.0,14.0,1.0,0.0,1.0,2.0,0.05,160.18,3.0,6.0,12.0,20.0,N
5.0,0.0,9.0,4.0,8.0,3.0,4.0,2.0,1.0,10.0,1.0,0.0,1.0,1.0,0.03,89.62,2.0,4.0,9.0,16.0,N
5.0,2.0,6.0,4.0,6.0,3.0,2.0,3.0,2.0,10.0,3.0,1.0,1.0,0.0,0.02,74.01,2.0,3.0,9.0,13.0,N
5.0,0.0,8.0,27.0,8.0,3.0,4.0,2.0,1.0,9.0,1.0,0.0,3.0,0.0,0.06,168.56,2.0,4.0,8.0,40.0,N
5.0,0.0,7.0,6.0,8.0,3.0,4.0,2.0,1.0,9.0,3.0,1.0,3.0,1.0,0.04,116.76,2.0,4.0,8.0,18.0,N
20.0,8.0,44.0,91.0,24.0,12.0,12.0,2.0,9.0,44.0,1.0,0.0,6.0,0.0,0.28,838.74,6.0,12.0,34.0,143.0,N
7.0,1.0,7.0,7.0,12.0,4.0,6.0,2.0,1.0,13.0,1.0,0.0,4.0,1.0,0.07,197.65,3.0,6.0,11.0,20.0,N
3.0,3.0,10.0,40.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,1.0,0.09,260.06,1.0,2.0,8.0,54.0,N
7.0,3.0,18.0,40.0,4.0,5.0,2.0,2.0,5.0,15.0,1.0,0.0,3.0,0.0,0.1,299.56,1.0,2.0,12.0,63.0,N
11.0,5.0,16.0,57.0,20.0,6.0,10.0,2.0,5.0,23.0,1.0,0.0,8.0,0.0,0.09,259.14,5.0,10.0,19.0,83.0,N
11.0,1.0,16.0,26.0,20.0,6.0,10.0,2.0,2.0,23.0,6.0,1.0,5.0,1.0,0.12,369.31,5.0,10.0,19.0,49.0,N
3.0,1.0,4.0,21.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,0.04,133.44,1.0,2.0,7.0,29.0,N
3.0,0.0,3.0,8.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,2.0,0.0,0.04,130.8,1.0,2.0,6.0,15.0,N
5.0,5.0,14.0,20.0,8.0,3.0,4.0,2.0,3.0,14.0,1.0,0.0,4.0,1.0,0.08,229.25,2.0,4.0,13.0,40.0,N
7.0,0.0,13.0,29.0,12.0,4.0,6.0,2.0,1.0,15.0,1.0,0.0,4.0,2.0,0.14,405.81,3.0,6.0,13.0,48.0,N
5.0,2.0,7.0,8.0,8.0,3.0,4.0,2.0,3.0,9.0,1.0,0.0,3.0,0.0,0.03,86.04,2.0,4.0,8.0,20.0,N
3.0,1.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,5.0,1.0,0.0,2.0,0.0,0.02,46.51,1.0,2.0,5.0,15.0,N
3.0,2.0,4.0,7.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,0.0,1.0,1.0,0.02,53.77,1.0,2.0,6.0,14.0,N
9.0,2.0,17.0,21.0,16.0,5.0,8.0,2.0,2.0,20.0,1.0,0.0,4.0,1.0,0.12,346.13,4.0,8.0,17.0,44.0,N
3.0,2.0,4.0,9.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,0.0,0.03,97.67,1.0,2.0,8.0,17.0,N
13.0,1.0,13.0,19.0,14.0,7.0,2.0,7.0,2.0,15.0,1.0,0.0,2.0,1.0,0.11,329.71,6.0,7.0,10.0,36.0,N
5.0,0.0,8.0,25.0,8.0,3.0,4.0,2.0,1.0,10.0,1.0,0.0,4.0,1.0,0.05,163.5,2.0,4.0,9.0,39.0,N
5.0,2.0,11.0,23.0,8.0,3.0,4.0,2.0,2.0,12.0,1.0,0.0,3.0,1.0,0.05,148.68,2.0,4.0,11.0,39.0,N
7.0,3.0,18.0,40.0,4.0,5.0,2.0,2.0,5.0,15.0,1.0,0.0,3.0,0.0,0.1,299.56,1.0,2.0,12.0,63.0,N
12.0,3.0,29.0,19.0,4.0,10.0,2.0,2.0,9.0,24.0,1.0,0.0,2.0,1.0,0.16,482.81,1.0,2.0,16.0,53.0,N
5.0,1.0,7.0,26.0,6.0,3.0,2.0,3.0,1.0,9.0,3.0,1.0,3.0,2.0,0.05,146.95,2.0,3.0,8.0,39.0,N
13.0,1.0,19.0,36.0,24.0,7.0,12.0,2.0,2.0,27.0,7.0,1.0,5.0,1.0,0.14,430.33,6.0,12.0,22.0,63.0,N
3.0,1.0,4.0,12.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,0.03,89.86,1.0,2.0,7.0,20.0,N
3.0,1.0,4.0,10.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,1.0,0.0,0.03,89.86,1.0,2.0,7.0,17.0,N
3.0,1.0,6.0,24.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,0.0,0.09,280.94,1.0,2.0,8.0,34.0,N
7.0,4.0,13.0,26.0,12.0,4.0,6.0,2.0,3.0,16.0,1.0,0.0,4.0,0.0,0.11,317.29,3.0,6.0,14.0,45.0,N
3.0,0.0,26.0,17.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,0.4,1186.21,1.0,2.0,7.0,47.0,N
3.0,1.0,12.0,35.0,4.0,2.0,2.0,2.0,2.0,8.0,1.0,0.0,2.0,0.0,0.16,488.54,1.0,2.0,8.0,51.0,N
3.0,1.0,4.0,8.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,0.03,100.0,1.0,2.0,7.0,16.0,N
3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,7.0,1.0,0.0,1.0,0.0,0.01,28.07,1.0,2.0,7.0,11.0,N
11.0,1.0,16.0,30.0,20.0,6.0,10.0,2.0,2.0,23.0,1.0,0.0,5.0,0.0,0.12,352.53,5.0,10.0,19.0,53.0,N
3.0,0.0,5.0,4.0,4.0,2.0,2.0,2.0,1.0,7.0,1.0,0.0,2.0,0.0,0.04,111.13,1.0,2.0,7.0,13.0,N
7.0,3.0,9.0,43.0,12.0,4.0,6.0,2.0,2.0,15.0,1.0,0.0,3.0,0.0,0.05,140.0,3.0,6.0,13.0,57.0,N
11.0,4.0,14.0,32.0,18.0,6.0,8.0,2.25,4.0,22.0,4.0,0.0,5.0,0.0,0.1,288.44,5.0,9.0,18.0,53.0,N
9.0,0.0,11.0,14.0,16.0,5.0,8.0,2.0,1.0,18.0,1.0,0.0,1.0,0.0,0.06,182.75,4.0,8.0,15.0,28.0,N
7.0,0.0,9.0,17.0,12.0,4.0,6.0,2.0,1.0,14.0,1.0,0.0,2.0,0.0,0.05,158.46,3.0,6.0,12.0,30.0,N
9.0,0.0,6.0,17.0,14.0,5.0,6.0,2.33,1.0,14.0,1.0,0.0,3.0,1.0,0.07,212.4,4.0,7.0,11.0,28.0,N
3.0,0.0,6.0,3.0,4.0,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,1.0,0.02,66.61,1.0,2.0,6.0,12.0,N
