@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_COUNT numeric
@attribute EDGE_COUNT numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
8.0,143.0,3.0,0.0,264.0,73.0,128.0,357.0,2.0,60.04,2.67,0.02,8015.42,68.0,132.0,286.0,0.48,152.0,151.0,142.0,N
1.0,13.0,0.0,0.0,24.0,7.0,12.0,32.0,0.0,18.48,0.25,0.05,763.37,6.0,12.0,27.0,0.3,29.0,23.0,21.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,0.0,10.05,0.07,0.1,220.08,3.0,6.0,12.0,0.29,11.0,14.0,12.0,N
2.0,29.0,7.0,1.0,52.0,1.0,24.0,72.0,0.0,44.27,0.69,0.02,2078.92,14.0,26.0,59.0,0.01,48.0,67.0,56.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,9.92,0.06,0.1,192.72,1.0,2.0,7.0,0.22,12.0,9.0,8.0,N
0.0,9.0,0.0,0.0,16.0,5.0,8.0,22.0,0.0,43.85,0.25,0.02,751.61,4.0,8.0,19.0,0.24,13.0,21.0,20.0,N
0.0,7.0,1.0,0.0,12.0,4.0,6.0,13.0,0.0,8.5,0.06,0.12,172.88,3.0,6.0,11.0,0.44,10.0,9.0,8.0,N
15.0,21.0,15.0,12.0,38.0,11.0,18.0,48.0,0.0,19.55,0.29,0.05,863.51,10.0,19.0,39.0,0.1,29.0,105.0,77.0,N
17.0,39.0,20.0,32.0,68.0,20.0,30.0,78.0,0.0,23.91,0.44,0.04,1322.55,19.0,34.0,60.0,0.13,38.0,159.0,109.0,Y
3.0,9.0,0.0,1.0,8.0,6.0,4.0,18.0,3.0,20.39,0.18,0.05,554.68,2.0,4.0,14.0,0.22,22.0,27.0,22.0,N
14.0,72.0,0.0,0.0,72.0,53.0,36.0,249.0,3.0,270.66,5.27,0.0,15811.64,18.0,36.0,198.0,0.3,104.0,174.0,152.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,5.0,1.0,7.2,0.03,0.14,76.15,1.0,2.0,5.0,0.25,5.0,8.0,6.0,N
1.0,5.0,0.0,0.0,6.0,3.0,2.0,10.0,1.0,11.0,0.08,0.09,250.25,2.0,3.0,9.0,0.25,15.0,12.0,10.0,N
1.0,7.0,0.0,0.0,10.0,4.0,4.0,16.0,3.0,11.85,0.07,0.08,213.97,3.0,5.0,14.0,0.33,13.0,12.0,10.0,N
1.0,7.0,0.0,0.0,10.0,4.0,4.0,14.0,1.0,12.71,0.1,0.08,312.75,3.0,5.0,12.0,0.31,17.0,13.0,11.0,N
3.0,13.0,0.0,3.0,14.0,8.0,6.0,23.0,0.0,20.67,0.13,0.05,379.57,4.0,7.0,17.0,0.42,15.0,19.0,17.0,N
42.0,27.0,0.0,8.0,34.0,14.0,10.0,65.0,0.0,22.38,0.51,0.04,1533.42,12.0,17.0,53.0,0.07,62.0,211.0,46.0,N
2.0,33.0,2.0,0.0,58.0,17.0,26.0,68.0,0.0,37.08,0.38,0.03,1133.15,16.0,29.0,53.0,0.44,30.0,39.0,36.0,N
3.0,37.0,4.0,0.0,72.0,19.0,36.0,88.0,0.0,36.22,0.59,0.03,1757.32,18.0,36.0,71.0,0.35,41.0,54.0,50.0,N
21.0,8.0,0.0,2.0,4.0,6.0,2.0,24.0,0.0,12.92,0.13,0.08,398.51,1.0,2.0,20.0,0.11,18.0,53.0,29.0,N
31.0,16.0,0.0,10.0,12.0,11.0,4.0,45.0,0.0,33.53,0.56,0.03,1692.74,4.0,7.0,36.0,0.1,51.0,105.0,63.0,N
4.0,25.0,5.0,10.0,44.0,13.0,20.0,72.0,0.0,12.79,0.4,0.08,1196.79,12.0,22.0,61.0,0.21,51.0,63.0,48.0,N
2.0,13.0,0.0,0.0,24.0,7.0,12.0,30.0,0.0,18.91,0.23,0.05,682.23,6.0,12.0,25.0,0.32,23.0,22.0,19.0,N
1.0,15.0,0.0,0.0,22.0,8.0,8.0,25.0,1.0,101.06,0.26,0.01,782.13,7.0,11.0,19.0,0.38,8.0,21.0,19.0,N
1.0,11.0,5.0,0.0,20.0,6.0,10.0,24.0,1.0,46.93,0.25,0.02,760.58,5.0,10.0,20.0,0.21,15.0,29.0,27.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,16.5,0.09,0.06,279.69,1.0,2.0,7.0,0.12,12.0,17.0,15.0,N
5.0,9.0,3.0,1.0,16.0,5.0,8.0,18.0,0.0,24.81,0.15,0.04,437.47,4.0,8.0,15.0,0.19,13.0,26.0,19.0,N
42.0,24.0,8.0,19.0,24.0,16.0,10.0,50.0,1.0,58.5,0.86,0.02,2581.08,7.0,12.0,36.0,0.1,42.0,153.0,91.0,N
17.0,3.0,3.0,16.0,4.0,2.0,2.0,8.0,0.0,16.62,0.21,0.06,636.29,1.0,2.0,8.0,0.04,26.0,53.0,19.0,N
24.0,5.0,2.0,15.0,8.0,3.0,4.0,16.0,1.0,24.97,0.37,0.04,1095.44,2.0,4.0,15.0,0.04,37.0,77.0,37.0,Y
28.0,5.0,4.0,14.0,6.0,3.0,2.0,10.0,0.0,12.25,0.13,0.08,391.73,2.0,3.0,9.0,0.04,20.0,77.0,19.0,Y
18.0,25.0,9.0,17.0,36.0,14.0,16.0,51.0,0.0,25.15,0.48,0.04,1426.79,10.0,18.0,39.0,0.13,51.0,112.0,76.0,N
0.0,9.0,0.0,4.0,12.0,5.0,4.0,14.0,3.0,11.53,0.12,0.09,346.79,4.0,6.0,11.0,0.21,17.0,24.0,19.0,N
0.0,9.0,0.0,3.0,12.0,5.0,4.0,14.0,2.0,10.78,0.1,0.09,302.21,4.0,6.0,11.0,0.24,16.0,21.0,17.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,3.0,5.0,0.02,0.2,53.77,1.0,2.0,6.0,0.29,4.0,7.0,5.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,3.0,12.1,0.03,0.08,100.0,1.0,2.0,6.0,0.22,5.0,9.0,7.0,N
4.0,13.0,0.0,3.0,24.0,7.0,12.0,37.0,0.0,25.74,0.28,0.04,850.95,6.0,12.0,32.0,0.16,23.0,44.0,36.0,N
13.0,26.0,1.0,1.0,44.0,14.0,22.0,59.0,0.0,42.62,0.44,0.02,1315.88,11.0,22.0,47.0,0.23,33.0,61.0,46.0,N
1.0,9.0,0.0,0.0,16.0,5.0,8.0,18.0,0.0,14.3,0.08,0.07,230.7,4.0,8.0,15.0,0.38,10.0,13.0,11.0,N
1.0,20.0,2.0,1.0,28.0,12.0,14.0,51.0,0.0,33.68,0.51,0.03,1535.7,7.0,14.0,41.0,0.25,37.0,48.0,45.0,N
3.0,13.0,5.0,0.0,24.0,7.0,12.0,27.0,0.0,13.42,0.16,0.07,483.31,6.0,12.0,22.0,0.23,19.0,31.0,27.0,N
9.0,3.0,1.0,25.0,4.0,2.0,2.0,12.0,0.0,12.66,0.12,0.08,351.75,1.0,2.0,12.0,0.04,16.0,54.0,19.0,Y
1.0,15.0,5.0,1.0,20.0,9.0,10.0,40.0,3.0,39.36,0.45,0.03,1338.0,5.0,10.0,33.0,0.25,35.0,36.0,33.0,N
12.0,27.0,3.0,2.0,40.0,15.0,18.0,63.0,3.0,59.06,0.91,0.02,2733.66,11.0,20.0,50.0,0.26,41.0,57.0,42.0,N
18.0,27.0,2.0,7.0,40.0,16.0,20.0,67.0,1.0,56.02,0.86,0.02,2565.64,10.0,20.0,53.0,0.15,49.0,110.0,70.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,16.0,0.0,21.72,0.09,0.05,258.51,3.0,6.0,14.0,0.33,9.0,12.0,10.0,N
0.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,8.8,0.03,0.11,104.0,1.0,2.0,6.0,0.4,5.0,5.0,4.0,N
1.0,3.0,0.0,0.0,4.0,2.0,2.0,13.0,0.0,27.26,0.45,0.04,1351.14,1.0,2.0,13.0,0.09,27.0,22.0,20.0,N
0.0,5.0,0.0,0.0,8.0,3.0,4.0,10.0,2.0,10.11,0.05,0.1,160.54,2.0,4.0,9.0,0.5,9.0,6.0,5.0,N
2.0,20.0,0.0,1.0,28.0,11.0,12.0,42.0,3.0,36.88,0.27,0.03,807.3,8.0,14.0,33.0,0.39,20.0,28.0,24.0,N
6.0,17.0,3.0,0.0,32.0,9.0,16.0,36.0,2.0,23.09,0.25,0.04,744.7,8.0,16.0,29.0,0.26,23.0,34.0,27.0,N
7.0,5.0,0.0,15.0,8.0,3.0,4.0,13.0,0.0,6.18,0.08,0.16,228.23,2.0,4.0,12.0,0.08,17.0,38.0,15.0,N
7.0,5.0,0.0,15.0,8.0,3.0,4.0,13.0,0.0,6.18,0.08,0.16,228.23,2.0,4.0,12.0,0.08,17.0,38.0,15.0,N
27.0,19.0,4.0,12.0,26.0,11.0,12.0,34.0,0.0,29.0,0.25,0.03,759.55,7.0,13.0,25.0,0.13,24.0,82.0,42.0,N
7.0,3.0,0.0,14.0,4.0,2.0,2.0,9.0,0.0,6.87,0.06,0.15,180.94,1.0,2.0,9.0,0.06,12.0,33.0,11.0,N
7.0,3.0,0.0,14.0,4.0,2.0,2.0,9.0,0.0,6.87,0.06,0.15,180.94,1.0,2.0,9.0,0.06,12.0,33.0,11.0,N
48.0,5.0,0.0,21.0,8.0,3.0,4.0,21.0,3.0,15.4,0.48,0.06,1434.0,2.0,4.0,20.0,0.03,50.0,102.0,32.0,N
48.0,5.0,1.0,21.0,8.0,3.0,4.0,21.0,3.0,17.85,0.51,0.06,1534.04,2.0,4.0,20.0,0.03,52.0,102.0,32.0,N
12.0,5.0,0.0,27.0,8.0,3.0,4.0,22.0,2.0,17.4,0.51,0.06,1517.64,2.0,4.0,21.0,0.04,50.0,71.0,31.0,N
12.0,5.0,0.0,27.0,8.0,3.0,4.0,22.0,2.0,17.4,0.51,0.06,1517.64,2.0,4.0,21.0,0.04,50.0,71.0,31.0,N
11.0,5.0,0.0,27.0,8.0,3.0,4.0,22.0,2.0,17.4,0.51,0.06,1517.64,2.0,4.0,21.0,0.04,50.0,70.0,31.0,N
11.0,5.0,0.0,27.0,8.0,3.0,4.0,22.0,2.0,17.4,0.51,0.06,1517.64,2.0,4.0,21.0,0.04,50.0,70.0,31.0,N
14.0,9.0,0.0,18.0,16.0,5.0,8.0,23.0,0.0,10.67,0.15,0.09,460.75,4.0,8.0,20.0,0.08,26.0,59.0,26.0,N
14.0,9.0,0.0,18.0,16.0,5.0,8.0,23.0,0.0,10.67,0.15,0.09,460.75,4.0,8.0,20.0,0.08,26.0,59.0,26.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,1.0,10.83,0.05,0.09,142.13,2.0,4.0,8.0,0.23,9.0,13.0,10.0,N
2.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,1.0,10.83,0.05,0.09,142.13,2.0,4.0,8.0,0.23,9.0,13.0,10.0,N
8.0,13.0,0.0,7.0,20.0,7.0,10.0,26.0,2.0,15.87,0.23,0.06,694.32,5.0,10.0,21.0,0.16,30.0,44.0,28.0,N
8.0,13.0,0.0,7.0,20.0,7.0,10.0,26.0,2.0,15.87,0.23,0.06,694.32,5.0,10.0,21.0,0.16,30.0,44.0,28.0,N
48.0,15.0,0.0,13.0,28.0,8.0,14.0,51.0,0.0,26.51,0.98,0.04,2946.23,7.0,14.0,45.0,0.06,61.0,138.0,76.0,N
48.0,15.0,0.0,13.0,28.0,8.0,14.0,51.0,0.0,26.51,0.98,0.04,2946.23,7.0,14.0,45.0,0.06,61.0,138.0,76.0,N
4.0,5.0,0.0,1.0,8.0,3.0,4.0,11.0,1.0,12.6,0.07,0.08,196.21,2.0,4.0,10.0,0.15,10.0,20.0,14.0,N
4.0,5.0,0.0,1.0,8.0,3.0,4.0,11.0,1.0,12.6,0.07,0.08,196.21,2.0,4.0,10.0,0.15,10.0,20.0,14.0,N
9.0,11.0,0.0,7.0,16.0,6.0,8.0,22.0,2.0,15.0,0.2,0.07,585.41,4.0,8.0,18.0,0.16,25.0,38.0,21.0,N
9.0,11.0,0.0,7.0,16.0,6.0,8.0,22.0,2.0,15.0,0.2,0.07,585.41,4.0,8.0,18.0,0.16,25.0,38.0,21.0,N
9.0,11.0,0.0,7.0,16.0,6.0,8.0,22.0,2.0,14.0,0.19,0.07,576.11,4.0,8.0,18.0,0.16,25.0,38.0,21.0,N
9.0,11.0,0.0,7.0,16.0,6.0,8.0,22.0,2.0,14.0,0.19,0.07,576.11,4.0,8.0,18.0,0.16,25.0,38.0,21.0,N
20.0,11.0,0.0,30.0,18.0,6.0,8.0,38.0,1.0,31.02,0.51,0.03,1535.28,5.0,9.0,34.0,0.05,43.0,120.0,49.0,N
20.0,11.0,0.0,30.0,18.0,6.0,8.0,38.0,1.0,31.02,0.51,0.03,1535.28,5.0,9.0,34.0,0.05,43.0,120.0,49.0,N
5.0,13.0,0.0,12.0,16.0,7.0,8.0,19.0,3.0,11.78,0.11,0.08,344.92,4.0,8.0,14.0,0.17,16.0,41.0,23.0,N
5.0,13.0,0.0,12.0,16.0,7.0,8.0,19.0,3.0,11.78,0.11,0.08,344.92,4.0,8.0,14.0,0.17,16.0,41.0,23.0,N
8.0,5.0,0.0,10.0,6.0,3.0,2.0,11.0,1.0,13.7,0.15,0.07,444.68,2.0,3.0,10.0,0.08,23.0,37.0,18.0,N
8.0,5.0,0.0,10.0,6.0,3.0,2.0,11.0,1.0,13.7,0.15,0.07,444.68,2.0,3.0,10.0,0.08,23.0,37.0,18.0,N
8.0,11.0,0.0,11.0,18.0,6.0,8.0,24.0,1.0,15.89,0.26,0.06,779.11,5.0,9.0,20.0,0.1,37.0,59.0,39.0,N
8.0,11.0,0.0,11.0,18.0,6.0,8.0,24.0,1.0,15.89,0.26,0.06,779.11,5.0,9.0,20.0,0.1,37.0,59.0,39.0,N
8.0,11.0,0.0,11.0,18.0,6.0,8.0,24.0,1.0,15.89,0.26,0.06,779.11,5.0,9.0,20.0,0.1,37.0,59.0,39.0,N
8.0,11.0,0.0,11.0,18.0,6.0,8.0,24.0,1.0,15.89,0.26,0.06,779.11,5.0,9.0,20.0,0.1,37.0,59.0,39.0,N
4.0,3.0,0.0,7.0,4.0,2.0,2.0,9.0,0.0,16.39,0.1,0.06,312.11,1.0,2.0,9.0,0.09,14.0,23.0,11.0,N
4.0,3.0,0.0,7.0,4.0,2.0,2.0,9.0,0.0,16.39,0.1,0.06,312.11,1.0,2.0,9.0,0.09,14.0,23.0,11.0,N
24.0,21.0,2.0,20.0,34.0,11.0,16.0,42.0,3.0,27.74,0.41,0.04,1227.01,9.0,17.0,33.0,0.12,41.0,90.0,45.0,N
24.0,21.0,2.0,20.0,34.0,11.0,16.0,42.0,3.0,27.74,0.41,0.04,1227.01,9.0,17.0,33.0,0.12,41.0,90.0,45.0,N
12.0,5.0,0.0,14.0,6.0,3.0,2.0,13.0,1.0,14.79,0.2,0.07,591.02,2.0,3.0,12.0,0.06,28.0,49.0,22.0,N
12.0,5.0,0.0,14.0,6.0,3.0,2.0,13.0,1.0,14.79,0.2,0.07,591.02,2.0,3.0,12.0,0.06,28.0,49.0,22.0,N
7.0,5.0,0.0,8.0,8.0,3.0,4.0,12.0,1.0,14.0,0.1,0.07,286.73,2.0,4.0,11.0,0.09,13.0,32.0,16.0,N
7.0,5.0,0.0,8.0,8.0,3.0,4.0,12.0,1.0,14.0,0.1,0.07,286.73,2.0,4.0,11.0,0.09,13.0,32.0,16.0,N
5.0,5.0,0.0,8.0,6.0,3.0,2.0,10.0,1.0,11.5,0.1,0.09,305.03,2.0,3.0,9.0,0.1,18.0,29.0,15.0,N
5.0,5.0,0.0,8.0,6.0,3.0,2.0,10.0,1.0,11.5,0.1,0.09,305.03,2.0,3.0,9.0,0.1,18.0,29.0,15.0,N
5.0,5.0,0.0,8.0,6.0,3.0,2.0,10.0,1.0,11.5,0.1,0.09,305.03,2.0,3.0,9.0,0.1,18.0,29.0,15.0,N
5.0,5.0,0.0,8.0,6.0,3.0,2.0,10.0,1.0,11.5,0.1,0.09,305.03,2.0,3.0,9.0,0.1,18.0,29.0,15.0,N
32.0,39.0,3.0,23.0,64.0,20.0,30.0,74.0,3.0,39.17,0.7,0.03,2109.85,17.0,32.0,56.0,0.14,58.0,146.0,83.0,N
32.0,39.0,3.0,23.0,64.0,20.0,30.0,74.0,3.0,39.17,0.7,0.03,2109.85,17.0,32.0,56.0,0.14,58.0,146.0,83.0,N
32.0,39.0,3.0,22.0,64.0,20.0,30.0,74.0,3.0,40.4,0.71,0.02,2115.03,17.0,32.0,56.0,0.14,58.0,145.0,83.0,N
32.0,39.0,3.0,22.0,64.0,20.0,30.0,74.0,3.0,40.4,0.71,0.02,2115.03,17.0,32.0,56.0,0.14,58.0,145.0,83.0,N
2.0,3.0,0.0,2.0,4.0,2.0,2.0,5.0,2.0,4.2,0.04,0.24,120.0,1.0,2.0,5.0,0.14,10.0,14.0,9.0,N
2.0,3.0,0.0,2.0,4.0,2.0,2.0,5.0,2.0,4.2,0.04,0.24,120.0,1.0,2.0,5.0,0.14,10.0,14.0,9.0,N
16.0,19.0,2.0,3.0,24.0,12.0,12.0,45.0,0.0,39.72,0.58,0.03,1728.08,6.0,12.0,35.0,0.12,43.0,98.0,78.0,N
57.0,23.0,2.0,10.0,32.0,14.0,16.0,51.0,0.0,45.43,0.52,0.02,1565.82,8.0,16.0,39.0,0.09,35.0,152.0,84.0,N
27.0,11.0,2.0,50.0,20.0,6.0,10.0,35.0,1.0,6.87,0.38,0.15,1133.65,5.0,10.0,31.0,0.04,64.0,164.0,63.0,N
5.0,5.0,0.0,7.0,8.0,3.0,4.0,11.0,2.0,8.73,0.06,0.11,180.94,2.0,4.0,10.0,0.1,11.0,30.0,17.0,N
60.0,10.0,4.0,3.0,12.0,6.0,6.0,20.0,3.0,11.67,0.19,0.09,573.26,3.0,6.0,16.0,0.06,27.0,100.0,36.0,N
2.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,6.25,0.04,0.16,112.59,1.0,2.0,7.0,0.13,8.0,15.0,12.0,N
4.0,5.0,0.0,4.0,8.0,3.0,4.0,9.0,0.0,8.25,0.05,0.12,135.93,2.0,4.0,8.0,0.14,8.0,21.0,12.0,N
17.0,15.0,1.0,55.0,26.0,8.0,12.0,34.0,4.0,29.57,0.33,0.03,1004.02,7.0,13.0,28.0,0.07,28.0,117.0,44.0,N
6.0,9.0,2.0,9.0,12.0,5.0,6.0,20.0,1.0,8.0,0.09,0.13,284.6,3.0,6.0,17.0,0.14,18.0,35.0,19.0,N
1.0,36.0,1.0,0.0,56.0,21.0,28.0,77.0,4.0,65.77,0.78,0.02,2345.67,14.0,28.0,58.0,0.4,39.0,52.0,50.0,N
8.0,3.0,0.0,0.0,4.0,2.0,2.0,13.0,0.0,7.37,0.12,0.14,347.11,1.0,2.0,13.0,0.08,19.0,25.0,16.0,N
11.0,13.0,0.0,6.0,18.0,7.0,6.0,23.0,0.0,29.66,0.34,0.03,1021.88,6.0,9.0,18.0,0.14,29.0,50.0,32.0,N
7.0,5.0,0.0,2.0,8.0,3.0,4.0,9.0,0.0,9.33,0.09,0.11,264.7,2.0,4.0,8.0,0.14,15.0,21.0,11.0,N
15.0,9.0,0.0,10.0,16.0,5.0,8.0,23.0,1.0,25.12,0.58,0.04,1741.26,4.0,8.0,20.0,0.08,43.0,65.0,39.0,N
4.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,11.5,0.07,0.09,200.16,1.0,2.0,7.0,0.14,9.0,14.0,9.0,N
9.0,11.0,0.0,6.0,20.0,6.0,10.0,26.0,0.0,24.5,0.36,0.04,1079.08,5.0,10.0,22.0,0.14,36.0,43.0,27.0,N
9.0,15.0,0.0,0.0,14.0,8.0,4.0,24.0,2.0,19.35,0.27,0.05,816.83,5.0,9.0,18.0,0.25,31.0,32.0,22.0,N
12.0,9.0,0.0,3.0,16.0,5.0,8.0,21.0,0.0,22.33,0.24,0.04,728.36,4.0,8.0,18.0,0.12,21.0,43.0,27.0,N
10.0,9.0,0.0,7.0,16.0,5.0,8.0,20.0,0.0,13.43,0.12,0.07,365.36,4.0,8.0,17.0,0.12,15.0,41.0,23.0,N
17.0,25.0,0.0,0.0,38.0,13.0,14.0,35.0,2.0,27.69,0.5,0.04,1494.19,12.0,19.0,24.0,0.21,39.0,61.0,43.0,N
16.0,17.0,0.0,1.0,28.0,9.0,12.0,36.0,1.0,13.35,0.36,0.07,1084.92,8.0,14.0,29.0,0.15,43.0,61.0,43.0,Y
4.0,3.0,0.0,2.0,4.0,2.0,2.0,6.0,0.0,6.0,0.03,0.17,98.99,1.0,2.0,6.0,0.14,7.0,14.0,7.0,N
8.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,0.0,9.33,0.1,0.11,300.0,2.0,4.0,8.0,0.12,18.0,25.0,16.0,Y
19.0,11.0,0.0,5.0,18.0,6.0,8.0,26.0,0.0,17.0,0.34,0.06,1026.58,5.0,9.0,22.0,0.1,38.0,59.0,34.0,Y
20.0,11.0,0.0,6.0,18.0,6.0,8.0,28.0,0.0,21.71,0.48,0.05,1447.1,5.0,9.0,24.0,0.09,42.0,65.0,38.0,Y
15.0,5.0,0.0,0.0,8.0,3.0,4.0,14.0,0.0,8.11,0.12,0.12,370.0,2.0,4.0,13.0,0.08,21.0,38.0,22.0,Y
8.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,1.0,10.35,0.09,0.1,272.4,1.0,2.0,7.0,0.09,17.0,22.0,13.0,N
27.0,25.0,0.0,0.0,4.0,23.0,2.0,51.0,1.0,28.96,0.52,0.03,1569.64,1.0,2.0,30.0,0.21,54.0,107.0,79.0,N
2.0,3.0,0.0,1.0,4.0,2.0,2.0,7.0,0.0,6.67,0.04,0.15,130.8,1.0,2.0,7.0,0.17,9.0,12.0,8.0,N
18.0,11.0,0.0,17.0,18.0,6.0,8.0,25.0,0.0,20.0,0.65,0.05,1961.85,5.0,9.0,21.0,0.06,60.0,94.0,58.0,Y
17.0,5.0,0.0,13.0,8.0,3.0,4.0,17.0,0.0,28.0,0.95,0.04,2856.42,2.0,4.0,16.0,0.04,70.0,81.0,50.0,N
19.0,19.0,0.0,8.0,36.0,10.0,18.0,45.0,1.0,25.56,0.7,0.04,2094.96,9.0,18.0,37.0,0.13,63.0,77.0,49.0,N
8.0,11.0,2.0,0.0,8.0,7.0,2.0,18.0,0.0,15.65,0.17,0.06,504.64,3.0,4.0,13.0,0.21,23.0,33.0,24.0,N
6.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,9.82,0.06,0.1,194.51,1.0,2.0,6.0,0.11,11.0,19.0,12.0,N
19.0,21.0,0.0,5.0,36.0,11.0,16.0,44.0,1.0,31.21,0.7,0.03,2098.14,10.0,18.0,35.0,0.16,61.0,69.0,44.0,N
13.0,17.0,0.0,4.0,32.0,9.0,16.0,34.0,1.0,9.8,0.17,0.1,498.57,8.0,16.0,27.0,0.18,23.0,50.0,32.0,N
20.0,19.0,0.0,7.0,36.0,10.0,18.0,44.0,1.0,27.5,0.72,0.04,2174.77,9.0,18.0,36.0,0.14,65.0,74.0,46.0,N
7.0,3.0,0.0,0.0,4.0,2.0,2.0,6.0,1.0,7.0,0.05,0.14,160.47,1.0,2.0,6.0,0.11,12.0,19.0,11.0,N
11.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,1.0,13.0,0.16,0.08,466.76,3.0,6.0,12.0,0.13,21.0,31.0,19.0,N
14.0,17.0,0.0,0.0,24.0,9.0,8.0,24.0,1.0,15.35,0.24,0.07,723.78,8.0,12.0,17.0,0.2,26.0,44.0,29.0,N
11.0,7.0,0.0,0.0,12.0,4.0,6.0,14.0,1.0,13.0,0.16,0.08,466.76,3.0,6.0,12.0,0.13,21.0,31.0,19.0,N
11.0,17.0,0.0,5.0,24.0,9.0,8.0,26.0,0.0,19.57,0.21,0.05,616.12,8.0,12.0,19.0,0.24,23.0,37.0,20.0,N
8.0,3.0,0.0,0.0,4.0,2.0,2.0,7.0,0.0,6.07,0.06,0.16,187.98,1.0,2.0,7.0,0.1,14.0,21.0,12.0,Y
7.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,0.0,6.43,0.07,0.16,215.49,2.0,4.0,8.0,0.14,14.0,22.0,14.0,Y
12.0,9.0,0.0,0.0,14.0,5.0,6.0,15.0,1.0,13.94,0.18,0.07,539.23,4.0,7.0,12.0,0.14,25.0,35.0,22.0,Y
13.0,9.0,0.0,0.0,14.0,5.0,6.0,15.0,1.0,14.52,0.18,0.07,535.76,4.0,7.0,12.0,0.14,24.0,36.0,22.0,Y
12.0,5.0,0.0,13.0,8.0,3.0,4.0,16.0,1.0,15.45,0.3,0.06,899.18,2.0,4.0,15.0,0.07,33.0,45.0,19.0,N
7.0,5.0,0.0,1.0,8.0,3.0,4.0,11.0,1.0,6.29,0.06,0.16,181.11,2.0,4.0,10.0,0.13,14.0,23.0,14.0,N
22.0,13.0,1.0,5.0,22.0,7.0,10.0,37.0,0.0,15.62,0.28,0.06,843.67,6.0,11.0,32.0,0.11,34.0,63.0,35.0,N
19.0,15.0,0.0,0.0,28.0,8.0,14.0,40.0,0.0,22.36,0.48,0.04,1428.0,7.0,14.0,34.0,0.13,39.0,64.0,44.0,N
16.0,17.0,0.0,3.0,32.0,9.0,16.0,41.0,0.0,33.54,0.5,0.03,1492.97,8.0,16.0,34.0,0.15,41.0,60.0,40.0,N
12.0,7.0,0.0,0.0,12.0,4.0,6.0,12.0,1.0,12.22,0.18,0.08,544.62,3.0,6.0,10.0,0.11,27.0,36.0,23.0,Y
8.0,5.0,0.0,2.0,8.0,3.0,4.0,12.0,3.0,10.11,0.1,0.1,300.0,2.0,4.0,11.0,0.12,18.0,26.0,15.0,N
37.0,48.0,1.0,48.0,80.0,27.0,40.0,93.0,4.0,28.44,1.06,0.04,3178.98,20.0,40.0,68.0,0.13,69.0,203.0,117.0,N
1.0,16.0,5.0,0.0,12.0,12.0,6.0,34.0,4.0,33.5,0.33,0.03,983.19,3.0,6.0,24.0,0.25,23.0,48.0,46.0,N
1.0,7.0,0.0,0.0,12.0,4.0,6.0,12.0,2.0,9.63,0.05,0.1,135.93,3.0,6.0,10.0,0.44,8.0,9.0,7.0,N
1.0,95.0,3.0,0.0,188.0,48.0,94.0,238.0,0.0,115.43,1.81,0.01,5430.06,47.0,94.0,192.0,0.44,29.0,108.0,106.0,N
0.0,9.0,1.0,0.0,16.0,5.0,8.0,17.0,2.0,17.14,0.1,0.06,288.85,4.0,8.0,14.0,0.42,11.0,12.0,11.0,N
1.0,5.0,0.0,0.0,8.0,3.0,4.0,9.0,2.0,9.0,0.06,0.11,169.92,2.0,4.0,8.0,0.33,10.0,9.0,7.0,N
1.0,11.0,1.0,0.0,18.0,6.0,8.0,20.0,1.0,16.0,0.11,0.06,341.84,5.0,9.0,16.0,0.29,15.0,21.0,19.0,N
