@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NUMBER_OF_LINES numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
10.0,5.0,4.0,3.0,8.0,3.0,0.12,4.0,2.0,17.0,0.0,0.17,104.0,499.96,0.33,2.0,4.0,16.0,43.0,25.0,Y
9.0,5.0,4.0,1.0,8.0,3.0,0.08,4.0,2.0,23.0,0.0,0.41,221.0,1234.28,0.33,2.0,4.0,22.0,58.0,38.0,Y
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
1.0,3.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,6.0,1.0,0.02,15.0,47.55,0.5,1.0,2.0,6.0,8.0,5.0,N
2.0,5.0,0.0,0.0,8.0,3.0,0.6,4.0,2.0,10.0,0.0,0.03,22.0,88.0,0.33,2.0,4.0,9.0,9.0,5.0,N
4.0,3.0,0.0,0.0,4.0,2.0,0.4,2.0,2.0,6.0,0.0,0.03,25.0,95.18,0.5,1.0,2.0,6.0,17.0,5.0,N
1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.01,7.0,19.65,1.0,0.0,0.0,2.0,5.0,2.0,N
11.0,1.0,4.0,0.0,0.0,1.0,0.14,0.0,0.0,5.0,0.0,0.04,32.0,121.84,1.0,0.0,0.0,6.0,26.0,7.0,N
9.0,17.0,1.0,11.0,22.0,9.0,0.2,6.0,3.67,29.0,0.0,0.26,156.0,793.64,0.78,8.0,11.0,22.0,57.0,44.0,Y
4.0,3.0,2.0,1.0,4.0,2.0,0.13,2.0,2.0,6.0,0.0,0.05,35.0,140.0,0.5,1.0,2.0,6.0,23.0,16.0,Y
12.0,1.0,5.0,3.0,0.0,1.0,0.1,0.0,0.0,8.0,0.0,0.06,45.0,180.0,1.0,0.0,0.0,9.0,29.0,10.0,Y
14.0,13.0,3.0,3.0,24.0,7.0,0.17,12.0,2.0,28.0,1.0,0.21,122.0,640.25,0.14,6.0,12.0,23.0,70.0,42.0,Y
5.0,1.0,2.0,0.0,0.0,1.0,0.25,0.0,0.0,3.0,0.0,0.01,9.0,23.26,1.0,0.0,0.0,4.0,13.0,4.0,N
8.0,1.0,4.0,1.0,0.0,1.0,0.17,0.0,0.0,5.0,0.0,0.02,15.0,45.0,1.0,0.0,0.0,6.0,20.0,6.0,Y
4.0,3.0,2.0,0.0,4.0,2.0,0.18,2.0,2.0,8.0,0.0,0.06,40.0,169.92,0.5,1.0,2.0,8.0,19.0,11.0,N
4.0,5.0,2.0,1.0,8.0,3.0,0.18,4.0,2.0,13.0,0.0,0.08,55.0,237.71,0.33,2.0,4.0,12.0,25.0,17.0,N
6.0,3.0,2.0,3.0,4.0,2.0,0.15,2.0,2.0,9.0,0.0,0.08,54.0,233.38,0.5,1.0,2.0,9.0,23.0,13.0,Y
5.0,1.0,2.0,0.0,0.0,1.0,0.1,0.0,0.0,3.0,0.0,0.03,26.0,96.21,1.0,0.0,0.0,4.0,20.0,10.0,N
5.0,1.0,2.0,0.0,0.0,1.0,0.1,0.0,0.0,3.0,0.0,0.03,26.0,96.21,1.0,0.0,0.0,4.0,19.0,10.0,N
14.0,1.0,9.0,3.0,0.0,1.0,0.08,0.0,0.0,10.0,0.0,0.07,47.0,199.65,1.0,0.0,0.0,11.0,38.0,13.0,Y
13.0,3.0,6.0,0.0,4.0,2.0,0.11,2.0,2.0,13.0,0.0,0.13,80.0,403.55,0.5,1.0,2.0,13.0,40.0,19.0,N
4.0,1.0,1.0,1.0,0.0,1.0,0.11,0.0,0.0,2.0,0.0,0.04,28.0,112.0,1.0,0.0,0.0,3.0,16.0,9.0,N
29.0,7.0,1.0,10.0,12.0,4.0,0.1,6.0,2.0,42.0,0.0,0.7,392.0,2100.16,0.25,3.0,6.0,40.0,102.0,41.0,Y
4.0,3.0,1.0,0.0,4.0,2.0,0.04,2.0,2.0,49.0,0.0,0.91,615.0,2742.55,0.5,1.0,2.0,49.0,55.0,49.0,N
6.0,3.0,1.0,16.0,4.0,2.0,0.09,2.0,2.0,7.0,0.0,0.38,202.0,1128.16,0.5,1.0,2.0,7.0,34.0,23.0,Y
27.0,3.0,1.0,1.0,4.0,2.0,0.06,2.0,2.0,32.0,0.0,0.58,339.0,1738.83,0.5,1.0,2.0,32.0,86.0,34.0,Y
7.0,5.0,0.0,0.0,8.0,3.0,0.13,4.0,2.0,13.0,0.0,0.2,140.0,614.92,0.33,2.0,4.0,12.0,36.0,23.0,N
5.0,3.0,4.0,4.0,4.0,2.0,0.11,2.0,2.0,11.0,0.0,0.09,59.0,280.54,0.5,1.0,2.0,11.0,27.0,18.0,N
6.0,5.0,1.0,0.0,8.0,3.0,0.14,4.0,2.0,21.0,0.0,0.27,179.0,798.24,0.33,2.0,4.0,20.0,30.0,22.0,N
27.0,5.0,1.0,5.0,8.0,3.0,0.09,4.0,2.0,31.0,0.0,0.53,323.0,1600.21,0.33,2.0,4.0,30.0,89.0,35.0,Y
5.0,5.0,0.0,9.0,8.0,3.0,0.18,4.0,2.0,12.0,0.0,0.18,118.0,533.78,0.33,2.0,4.0,11.0,25.0,17.0,Y
5.0,1.0,0.0,0.0,0.0,1.0,0.17,0.0,0.0,1.0,2.0,0.04,30.0,107.55,1.0,0.0,0.0,2.0,18.0,6.0,N
10.0,3.0,0.0,0.0,4.0,2.0,0.14,2.0,2.0,7.0,2.0,0.11,73.0,320.64,0.5,1.0,2.0,7.0,31.0,14.0,N
8.0,5.0,0.0,2.0,8.0,3.0,0.09,4.0,2.0,11.0,5.0,0.42,273.0,1267.77,0.33,2.0,4.0,10.0,60.0,34.0,Y
4.0,3.0,1.0,1.0,4.0,2.0,0.15,2.0,2.0,7.0,2.0,0.07,48.0,217.13,0.5,1.0,2.0,7.0,21.0,13.0,N
5.0,5.0,3.0,2.0,8.0,3.0,0.2,4.0,2.0,11.0,0.0,0.05,38.0,158.46,0.33,2.0,4.0,10.0,23.0,15.0,N
15.0,5.0,5.0,4.0,8.0,3.0,0.12,4.0,2.0,17.0,3.0,0.16,99.0,480.94,0.33,2.0,4.0,16.0,50.0,25.0,N
10.0,3.0,5.0,0.0,4.0,2.0,0.12,2.0,2.0,10.0,1.0,0.1,60.0,285.29,0.5,1.0,2.0,10.0,33.0,17.0,N
21.0,9.0,9.0,3.0,16.0,5.0,0.15,8.0,2.0,28.0,0.0,0.22,127.0,666.49,0.2,4.0,8.0,25.0,69.0,33.0,Y
2.0,3.0,1.0,0.0,4.0,2.0,0.22,2.0,2.0,6.0,0.0,0.07,50.0,212.4,0.5,1.0,2.0,6.0,13.0,9.0,N
3.0,3.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,6.0,0.0,0.07,46.0,202.05,0.5,1.0,2.0,6.0,15.0,10.0,N
7.0,1.0,2.0,0.0,0.0,1.0,0.17,0.0,0.0,3.0,0.0,0.04,30.0,120.0,1.0,0.0,0.0,4.0,20.0,6.0,N
11.0,13.0,4.0,1.0,18.0,7.0,0.32,6.0,3.0,23.0,0.0,0.16,94.0,482.15,0.14,6.0,9.0,18.0,38.0,22.0,Y
4.0,5.0,2.0,18.0,8.0,3.0,0.13,4.0,2.0,12.0,1.0,0.11,67.0,318.58,0.33,2.0,4.0,11.0,30.0,23.0,N
4.0,5.0,1.0,5.0,8.0,3.0,0.3,4.0,2.0,11.0,1.0,0.07,52.0,220.89,0.33,2.0,4.0,10.0,18.0,10.0,N
1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.0,5.0,11.61,1.0,0.0,0.0,2.0,5.0,2.0,N
7.0,3.0,0.0,6.0,4.0,2.0,0.17,2.0,2.0,6.0,4.0,0.07,54.0,210.97,0.5,1.0,2.0,6.0,33.0,12.0,N
11.0,5.0,0.0,6.0,8.0,3.0,0.2,4.0,2.0,10.0,3.0,0.09,64.0,271.87,0.33,2.0,4.0,9.0,51.0,15.0,N
2.0,1.0,2.0,3.0,0.0,1.0,0.2,0.0,0.0,3.0,1.0,0.03,22.0,83.76,1.0,0.0,0.0,4.0,9.0,5.0,N
2.0,1.0,2.0,4.0,0.0,1.0,0.17,0.0,0.0,3.0,1.0,0.04,27.0,105.49,1.0,0.0,0.0,4.0,10.0,6.0,N
1.0,1.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,0.01,6.0,15.51,1.0,0.0,0.0,2.0,5.0,2.0,N
6.0,1.0,2.0,2.0,0.0,1.0,0.1,0.0,0.0,3.0,1.0,0.08,48.0,225.62,1.0,0.0,0.0,4.0,32.0,10.0,N
3.0,37.0,3.0,0.0,0.0,19.0,0.53,0.0,0.0,68.0,3.0,0.43,230.0,1298.09,0.58,0.0,0.0,51.0,40.0,36.0,N
1.0,13.0,1.0,0.0,0.0,7.0,0.41,0.0,0.0,24.0,3.0,0.17,109.0,518.28,0.86,0.0,0.0,19.0,19.0,17.0,N
1.0,17.0,0.0,0.0,0.0,9.0,0.47,0.0,0.0,29.0,3.0,0.17,98.0,498.57,1.0,0.0,0.0,22.0,21.0,19.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,11.61,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,11.61,1.0,0.0,0.0,2.0,1.0,0.0,N
4.0,15.0,1.0,1.0,0.0,8.0,0.38,0.0,0.0,32.0,1.0,0.13,80.0,388.64,0.5,0.0,0.0,26.0,27.0,21.0,N
1.0,7.0,0.0,0.0,0.0,4.0,0.4,0.0,0.0,16.0,3.0,0.06,46.0,188.02,0.25,0.0,0.0,14.0,12.0,10.0,N
10.0,1.0,1.0,1.0,0.0,1.0,0.33,0.0,0.0,4.0,1.0,0.01,7.0,18.09,1.0,0.0,0.0,5.0,18.0,3.0,N
10.0,1.0,1.0,1.0,0.0,1.0,0.33,0.0,0.0,4.0,1.0,0.01,7.0,18.09,1.0,0.0,0.0,5.0,18.0,3.0,N
0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,3.0,5.0,2.0,N
0.0,1.0,1.0,1.0,0.0,1.0,0.5,0.0,0.0,2.0,0.0,0.0,4.0,8.0,1.0,0.0,0.0,3.0,5.0,2.0,N
23.0,1.0,8.0,9.0,0.0,1.0,0.07,0.0,0.0,9.0,1.0,0.08,49.0,232.99,1.0,0.0,0.0,10.0,54.0,14.0,N
23.0,1.0,8.0,9.0,0.0,1.0,0.07,0.0,0.0,9.0,1.0,0.08,49.0,232.99,1.0,0.0,0.0,10.0,54.0,14.0,N
15.0,1.0,8.0,8.0,0.0,1.0,0.05,0.0,0.0,11.0,2.0,0.13,74.0,376.47,1.0,0.0,0.0,12.0,134.0,19.0,N
15.0,1.0,8.0,8.0,0.0,1.0,0.05,0.0,0.0,11.0,2.0,0.13,74.0,376.47,1.0,0.0,0.0,12.0,134.0,19.0,N
2.0,3.0,2.0,0.0,4.0,2.0,0.14,2.0,2.0,8.0,0.0,0.08,56.0,237.88,0.5,1.0,2.0,8.0,18.0,14.0,N
1.0,3.0,0.0,1.0,0.0,2.0,0.17,0.0,0.0,6.0,1.0,0.03,29.0,96.34,0.5,0.0,0.0,6.0,14.0,12.0,N
1.0,1.0,3.0,0.0,0.0,1.0,0.2,0.0,0.0,5.0,0.0,0.02,15.0,45.0,1.0,0.0,0.0,6.0,8.0,5.0,N
1.0,3.0,1.0,0.0,0.0,2.0,0.18,0.0,0.0,8.0,1.0,0.04,32.0,128.0,0.5,0.0,0.0,8.0,13.0,11.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.13,0.0,0.0,6.0,1.0,0.06,46.0,175.14,1.0,0.0,0.0,7.0,9.0,8.0,N
1.0,3.0,1.0,0.0,0.0,2.0,0.2,0.0,0.0,7.0,1.0,0.07,48.0,203.9,0.5,0.0,0.0,7.0,12.0,10.0,N
1.0,13.0,2.0,0.0,0.0,7.0,0.35,0.0,0.0,28.0,0.0,0.1,67.0,303.08,0.86,0.0,0.0,23.0,23.0,20.0,N
7.0,5.0,1.0,3.0,0.0,3.0,0.15,0.0,0.0,11.0,2.0,0.09,72.0,274.13,0.33,0.0,0.0,10.0,28.0,20.0,N
1.0,3.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,6.0,2.0,0.02,18.0,62.27,0.5,0.0,0.0,6.0,9.0,7.0,N
6.0,9.0,2.0,0.0,0.0,5.0,0.22,0.0,0.0,19.0,2.0,0.15,88.0,447.7,0.6,0.0,0.0,16.0,35.0,23.0,N
12.0,15.0,0.0,3.0,0.0,8.0,0.21,0.0,0.0,30.0,0.0,0.26,152.0,791.84,0.63,0.0,0.0,24.0,65.0,39.0,N
1.0,5.0,1.0,0.0,0.0,3.0,0.43,0.0,0.0,10.0,1.0,0.04,29.0,113.3,0.33,0.0,0.0,9.0,9.0,7.0,N
30.0,8.0,5.0,4.0,4.0,6.0,0.14,2.0,2.0,23.0,2.0,0.31,174.0,926.02,0.17,1.0,2.0,19.0,114.0,42.0,N
40.0,33.0,1.0,8.0,52.0,17.0,0.31,20.0,2.6,49.0,2.0,0.28,163.0,849.14,1.0,16.0,26.0,34.0,118.0,54.0,N
28.0,9.0,4.0,5.0,16.0,5.0,0.14,8.0,2.0,23.0,2.0,0.27,168.0,824.36,0.2,4.0,8.0,20.0,89.0,37.0,N
16.0,3.0,2.0,3.0,4.0,2.0,0.11,2.0,2.0,7.0,2.0,0.09,55.0,258.51,0.5,1.0,2.0,7.0,61.0,19.0,N
29.0,15.0,4.0,4.0,14.0,9.0,0.23,6.0,2.33,31.0,2.0,0.23,133.0,702.96,0.56,4.0,7.0,24.0,89.0,39.0,N
12.0,4.0,3.0,1.0,0.0,3.0,0.16,0.0,0.0,12.0,2.0,0.1,61.0,290.05,0.33,0.0,0.0,11.0,37.0,19.0,N
10.0,3.0,1.0,2.0,4.0,2.0,0.1,2.0,2.0,8.0,0.0,0.18,130.0,531.37,0.5,1.0,2.0,8.0,45.0,21.0,N
24.0,1.0,1.0,0.0,0.0,1.0,0.05,0.0,0.0,2.0,0.0,0.19,119.0,559.35,1.0,0.0,0.0,3.0,88.0,19.0,N
15.0,5.0,3.0,3.0,8.0,3.0,0.17,4.0,2.0,13.0,3.0,0.16,95.0,466.15,0.33,2.0,4.0,12.0,55.0,18.0,N
18.0,7.0,1.0,4.0,10.0,4.0,0.17,4.0,2.5,12.0,2.0,0.19,109.0,559.09,0.75,3.0,5.0,10.0,69.0,23.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
22.0,9.0,5.0,8.0,8.0,5.0,0.14,4.0,2.0,22.0,3.0,0.22,120.0,647.08,0.2,2.0,4.0,19.0,77.0,35.0,N
14.0,9.0,3.0,5.0,16.0,5.0,0.23,8.0,2.0,19.0,3.0,0.17,94.0,500.26,0.8,4.0,8.0,16.0,66.0,22.0,N
14.0,5.0,4.0,4.0,6.0,3.0,0.18,2.0,3.0,12.0,3.0,0.13,81.0,397.46,1.0,2.0,3.0,11.0,51.0,17.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
60.0,3.0,8.0,8.0,4.0,2.0,0.06,2.0,2.0,14.0,0.0,0.28,162.0,843.93,0.5,1.0,2.0,14.0,126.0,31.0,N
33.0,16.0,9.0,12.0,16.0,10.0,0.23,6.0,2.67,33.0,0.0,0.3,153.0,892.43,0.5,5.0,8.0,25.0,102.0,44.0,N
30.0,21.0,7.0,9.0,40.0,11.0,0.22,20.0,2.0,49.0,3.0,0.38,213.0,1133.57,0.64,10.0,20.0,40.0,111.0,51.0,N
3.0,7.0,2.0,4.0,12.0,4.0,0.17,6.0,2.0,13.0,1.0,0.15,88.0,440.0,0.25,3.0,6.0,11.0,32.0,24.0,N
13.0,7.0,4.0,1.0,12.0,4.0,0.27,6.0,2.0,14.0,2.0,0.07,47.0,203.13,0.25,3.0,6.0,12.0,42.0,15.0,N
11.0,23.0,2.0,1.0,38.0,12.0,0.18,16.0,2.38,41.0,2.0,0.3,169.0,905.43,0.92,11.0,19.0,31.0,97.0,65.0,N
15.0,45.0,6.0,9.0,56.0,23.0,0.37,12.0,4.67,62.0,2.0,0.62,326.0,1849.21,0.83,22.0,84.0,41.0,125.0,63.0,N
13.0,5.0,0.0,6.0,8.0,3.0,0.25,4.0,2.0,9.0,2.0,0.06,42.0,178.41,0.33,2.0,4.0,8.0,69.0,12.0,N
4.0,5.0,2.0,0.0,6.0,3.0,0.27,2.0,3.0,9.0,3.0,0.08,48.0,225.62,1.0,2.0,3.0,8.0,17.0,11.0,N
7.0,1.0,1.0,0.0,0.0,1.0,0.33,0.0,0.0,2.0,2.0,0.01,7.0,18.09,1.0,0.0,0.0,3.0,30.0,3.0,N
3.0,3.0,1.0,0.0,4.0,2.0,0.33,2.0,2.0,6.0,2.0,0.05,36.0,155.59,0.5,1.0,2.0,6.0,10.0,6.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,2.0,0.01,13.0,44.97,1.0,0.0,0.0,3.0,5.0,2.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,2.0,2.0,0.02,16.0,59.21,1.0,0.0,0.0,3.0,5.0,2.0,N
2.0,1.0,1.0,0.0,0.0,1.0,0.17,0.0,0.0,3.0,1.0,0.01,11.0,34.87,1.0,0.0,0.0,4.0,80.0,6.0,N
7.0,29.0,3.0,7.0,0.0,15.0,0.47,0.0,0.0,63.0,0.0,0.36,184.0,1068.55,0.6,0.0,0.0,50.0,55.0,32.0,N
2.0,3.0,0.0,0.0,0.0,2.0,0.29,0.0,0.0,5.0,0.0,0.03,22.0,83.76,0.5,0.0,0.0,5.0,10.0,7.0,N
1.0,17.0,9.0,0.0,28.0,9.0,0.27,14.0,2.0,43.0,0.0,0.29,155.0,860.96,0.11,7.0,14.0,36.0,35.0,33.0,N
1.0,9.0,3.0,0.0,0.0,5.0,0.33,0.0,0.0,21.0,0.0,0.11,67.0,343.66,0.2,0.0,0.0,18.0,17.0,15.0,N
2.0,5.0,1.0,0.0,0.0,3.0,0.38,0.0,0.0,9.0,1.0,0.05,37.0,157.17,0.33,0.0,0.0,8.0,11.0,8.0,N
1.0,19.0,0.0,17.0,0.0,10.0,0.21,0.0,0.0,40.0,3.0,0.47,243.0,1398.44,0.8,0.0,0.0,32.0,50.0,48.0,N
1.0,5.0,0.0,1.0,0.0,3.0,0.27,0.0,0.0,10.0,2.0,0.05,34.0,151.62,0.33,0.0,0.0,9.0,13.0,11.0,N
1.0,13.0,2.0,0.0,0.0,7.0,0.26,0.0,0.0,27.0,2.0,0.18,105.0,529.66,0.86,0.0,0.0,22.0,31.0,27.0,N
2.0,13.0,3.0,0.0,0.0,7.0,0.58,0.0,0.0,29.0,2.0,0.13,83.0,403.21,0.57,0.0,0.0,24.0,16.0,12.0,N
12.0,55.0,12.0,2.0,0.0,34.0,0.4,0.0,0.0,121.0,2.0,0.98,445.0,2930.31,0.5,0.0,0.0,89.0,102.0,86.0,N
3.0,37.0,4.0,0.0,0.0,20.0,0.43,0.0,0.0,72.0,2.0,0.56,289.0,1685.71,0.6,0.0,0.0,54.0,55.0,47.0,N
5.0,19.0,2.0,0.0,0.0,10.0,0.5,0.0,0.0,39.0,2.0,0.19,110.0,573.04,0.1,0.0,0.0,31.0,26.0,20.0,N
0.0,1.0,1.0,0.0,0.0,1.0,0.33,0.0,0.0,3.0,0.0,0.01,9.0,23.26,1.0,0.0,0.0,4.0,5.0,3.0,N
5.0,67.0,16.0,1.0,0.0,34.0,0.37,0.0,0.0,153.0,2.0,1.1,542.0,3310.82,0.5,0.0,0.0,121.0,98.0,91.0,N
9.0,59.0,13.0,0.0,0.0,34.0,0.4,0.0,0.0,133.0,2.0,0.93,444.0,2790.72,0.44,0.0,0.0,101.0,99.0,84.0,N
3.0,19.0,12.0,0.0,0.0,10.0,0.25,0.0,0.0,62.0,2.0,0.59,287.0,1776.48,0.3,0.0,0.0,54.0,49.0,40.0,N
6.0,45.0,11.0,2.0,0.0,23.0,0.35,0.0,0.0,108.0,2.0,0.7,347.0,2089.76,0.83,0.0,0.0,87.0,78.0,66.0,N
10.0,49.0,12.0,2.0,0.0,25.0,0.18,0.0,0.0,135.0,2.0,1.51,706.0,4525.03,0.76,0.0,0.0,112.0,156.0,141.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.01,6.0,15.51,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,N
5.0,33.0,2.0,7.0,58.0,17.0,0.27,26.0,2.23,69.0,1.0,0.78,409.0,2331.48,0.53,16.0,29.0,54.0,75.0,62.0,N
23.0,11.0,5.0,1.0,8.0,8.0,0.18,4.0,2.0,24.0,1.0,0.28,151.0,829.27,0.13,2.0,4.0,18.0,77.0,45.0,N
6.0,37.0,2.0,6.0,60.0,19.0,0.23,24.0,2.5,63.0,1.0,0.51,267.0,1536.55,0.95,18.0,30.0,46.0,93.0,81.0,N
3.0,4.0,3.0,0.0,0.0,3.0,0.15,0.0,0.0,9.0,1.0,0.1,59.0,286.62,0.33,0.0,0.0,8.0,26.0,20.0,N
23.0,18.0,7.0,6.0,22.0,10.0,0.22,8.0,2.75,35.0,0.0,0.28,142.0,835.34,0.7,7.0,11.0,27.0,81.0,45.0,N
3.0,5.0,0.0,0.0,8.0,3.0,0.33,4.0,2.0,10.0,3.0,0.04,32.0,130.8,0.33,2.0,4.0,9.0,14.0,9.0,N
14.0,11.0,1.0,4.0,20.0,6.0,0.15,10.0,2.0,28.0,0.0,0.38,222.0,1129.42,0.17,5.0,10.0,24.0,73.0,41.0,N
53.0,27.0,2.0,12.0,44.0,14.0,0.17,18.0,2.44,55.0,0.0,0.88,451.0,2653.07,0.57,13.0,22.0,43.0,161.0,84.0,N
14.0,13.0,3.0,3.0,24.0,7.0,0.23,12.0,2.0,29.0,0.0,0.18,110.0,544.96,0.71,6.0,12.0,24.0,65.0,30.0,N
19.0,13.0,3.0,4.0,24.0,7.0,0.23,12.0,2.0,29.0,0.0,0.18,110.0,550.0,0.71,6.0,12.0,24.0,72.0,30.0,N
24.0,43.0,2.0,18.0,68.0,22.0,0.18,26.0,2.62,73.0,4.0,0.82,416.0,2457.27,0.64,21.0,34.0,53.0,184.0,119.0,N
19.0,13.0,3.0,5.0,24.0,7.0,0.23,12.0,2.0,29.0,0.0,0.18,110.0,550.0,0.71,6.0,12.0,24.0,70.0,30.0,N
21.0,10.0,1.0,1.0,0.0,9.0,0.2,0.0,0.0,21.0,1.0,0.26,144.0,786.16,0.11,0.0,0.0,14.0,75.0,45.0,N
5.0,7.0,0.0,4.0,10.0,4.0,0.44,4.0,2.5,11.0,2.0,0.05,36.0,147.15,0.25,3.0,5.0,9.0,16.0,9.0,N
29.0,39.0,1.0,7.0,62.0,20.0,0.32,24.0,2.58,67.0,0.0,0.64,344.0,1931.46,0.65,19.0,35.0,49.0,121.0,62.0,N
33.0,31.0,2.0,9.0,54.0,16.0,0.21,24.0,2.25,65.0,0.0,0.8,427.0,2397.48,0.19,15.0,27.0,51.0,140.0,75.0,N
39.0,69.0,1.0,25.0,118.0,35.0,0.29,50.0,2.36,123.0,0.0,0.85,452.0,2537.85,0.09,34.0,59.0,90.0,205.0,120.0,N
16.0,1.0,1.0,0.0,0.0,1.0,0.08,0.0,0.0,2.0,0.0,0.12,79.0,357.36,1.0,0.0,0.0,3.0,41.0,13.0,N
6.0,7.0,3.0,3.0,12.0,4.0,0.57,6.0,2.0,13.0,0.0,0.03,25.0,86.49,0.25,3.0,6.0,11.0,20.0,7.0,N
48.0,64.0,1.0,16.0,92.0,35.0,0.19,36.0,2.56,115.0,2.0,1.37,645.0,4100.62,0.63,28.0,46.0,82.0,241.0,180.0,N
48.0,5.0,7.0,2.0,6.0,3.0,0.06,2.0,3.0,14.0,0.0,0.53,267.0,1595.93,1.0,2.0,3.0,13.0,128.0,52.0,N
8.0,5.0,0.0,1.0,8.0,3.0,0.5,2.0,4.0,7.0,0.0,0.04,33.0,134.89,0.33,3.0,4.0,6.0,24.0,6.0,N
9.0,3.0,0.0,1.0,6.0,2.0,0.4,2.0,3.0,5.0,0.0,0.03,24.0,93.77,0.5,2.0,3.0,5.0,23.0,5.0,N
10.0,27.0,0.0,4.0,34.0,14.0,0.5,8.0,4.25,35.0,0.0,0.21,131.0,622.89,1.0,13.0,17.0,23.0,56.0,28.0,N
1.0,9.0,3.0,0.0,0.0,5.0,0.24,0.0,0.0,23.0,2.0,0.19,110.0,568.69,1.0,0.0,0.0,20.0,23.0,21.0,N
1.0,5.0,3.0,0.0,0.0,3.0,0.25,0.0,0.0,11.0,2.0,0.1,63.0,306.05,0.33,0.0,0.0,10.0,14.0,12.0,N
1.0,3.0,1.0,0.0,0.0,2.0,0.25,0.0,0.0,7.0,2.0,0.05,32.0,142.7,0.5,0.0,0.0,7.0,10.0,8.0,N
2.0,13.0,8.0,2.0,0.0,8.0,0.21,0.0,0.0,33.0,1.0,0.25,133.0,738.76,0.63,0.0,0.0,27.0,42.0,39.0,N
5.0,15.0,5.0,0.0,0.0,8.0,0.21,0.0,0.0,42.0,3.0,0.31,170.0,916.69,0.13,0.0,0.0,36.0,48.0,39.0,N
3.0,19.0,8.0,0.0,30.0,10.0,0.29,14.0,2.14,53.0,0.0,0.28,150.0,837.74,0.1,8.0,15.0,45.0,40.0,35.0,N
1.0,19.0,10.0,0.0,0.0,13.0,0.3,0.0,0.0,51.0,1.0,0.34,175.0,1029.46,0.23,0.0,0.0,40.0,45.0,43.0,N
2.0,5.0,2.0,0.0,8.0,3.0,0.5,4.0,2.0,11.0,0.0,0.05,35.0,143.06,0.33,2.0,4.0,10.0,14.0,6.0,N
12.0,25.0,5.0,0.0,48.0,1.0,0.04,24.0,2.0,62.0,0.0,0.28,174.0,827.35,1.0,12.0,24.0,51.0,46.0,28.0,N
3.0,7.0,2.0,0.0,12.0,4.0,0.5,6.0,2.0,16.0,0.0,0.06,48.0,192.0,0.25,3.0,6.0,14.0,17.0,8.0,N
1.0,3.0,0.0,4.0,4.0,2.0,0.18,2.0,2.0,6.0,5.0,0.07,48.0,207.45,0.5,1.0,2.0,6.0,18.0,11.0,N
