@relation SelectedFeatures
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
7.0,3.0,0.0,0.0,10.0,4.0,2.5,3.0,0.75,4.0,1.0,22.0,1.0,41.71,12.75,1.0,3.0,5.0,0.17,22.0,N
15.0,2.0,1.0,9.0,24.0,8.0,2.4,6.0,0.75,6.0,0.71,41.0,4.0,75.22,14.8,0.75,7.0,12.0,0.15,42.0,N
5.0,2.0,2.0,13.0,8.0,3.0,2.0,3.0,1.0,1.0,0.0,47.0,1.0,55.85,28.0,0.33,2.0,4.0,0.05,49.0,Y
7.0,1.0,0.0,0.0,10.0,4.0,2.5,2.0,0.5,3.0,0.67,22.0,0.0,21.05,14.77,0.75,3.0,5.0,0.14,22.0,N
7.0,2.0,1.0,7.0,10.0,4.0,2.5,3.0,0.75,3.0,0.67,24.0,1.0,30.72,19.13,0.75,3.0,5.0,0.11,25.0,Y
21.0,9.0,9.0,59.0,36.0,11.0,2.25,10.0,0.91,3.0,0.2,82.0,3.0,70.59,44.71,0.27,10.0,18.0,0.06,91.0,Y
3.0,2.0,1.0,12.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,10.0,1.0,23.14,6.5,0.5,1.0,2.0,0.07,11.0,Y
11.0,3.0,2.0,7.0,18.0,6.0,2.25,5.0,0.83,5.0,0.8,28.0,1.0,33.22,15.91,0.83,5.0,9.0,0.16,30.0,Y
9.0,2.0,5.0,1.0,16.0,5.0,2.0,5.0,1.0,4.0,0.75,28.0,2.0,18.72,21.54,0.8,4.0,8.0,0.1,33.0,N
3.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,10.0,1.0,10.42,6.75,0.5,1.0,2.0,0.13,10.0,N
19.0,2.0,0.0,0.0,36.0,10.0,2.0,9.0,0.9,10.0,1.0,50.0,2.0,65.44,11.21,1.0,9.0,18.0,0.16,50.0,N
19.0,6.0,1.0,0.0,32.0,10.0,2.29,8.0,0.8,10.0,1.0,29.0,2.0,31.33,20.43,1.0,9.0,16.0,0.26,30.0,N
19.0,2.0,0.0,0.0,36.0,10.0,2.0,9.0,0.9,10.0,1.0,50.0,2.0,74.62,10.16,1.0,9.0,18.0,0.16,50.0,N
5.0,1.0,2.0,0.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,22.0,2.0,55.95,7.24,0.33,2.0,4.0,0.09,24.0,N
11.0,3.0,2.0,3.0,18.0,6.0,2.25,5.0,0.83,4.0,0.6,18.0,1.0,26.39,12.07,0.67,5.0,9.0,0.21,20.0,N
5.0,1.0,0.0,0.0,8.0,3.0,2.0,2.0,0.67,1.0,0.0,12.0,2.0,15.22,12.0,0.33,2.0,4.0,0.19,12.0,N
21.0,4.0,1.0,8.0,36.0,11.0,2.25,5.0,0.45,7.0,0.6,41.0,5.0,42.16,35.93,0.64,10.0,18.0,0.16,42.0,N
13.0,6.0,0.0,5.0,24.0,7.0,2.0,6.0,0.86,1.0,0.0,59.0,4.0,95.6,31.4,0.14,6.0,12.0,0.09,59.0,N
9.0,6.0,0.0,4.0,16.0,5.0,2.0,5.0,1.0,1.0,0.0,42.0,1.0,66.6,18.54,0.2,4.0,8.0,0.09,42.0,N
3.0,0.0,0.0,0.0,4.0,2.0,2.0,1.0,0.5,1.0,0.0,9.0,2.0,14.83,3.5,0.5,1.0,2.0,0.18,9.0,N
13.0,6.0,1.0,16.0,24.0,7.0,2.0,5.0,0.71,1.0,0.0,39.0,5.0,29.5,36.25,0.14,6.0,12.0,0.1,40.0,N
