@relation CustomJM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute label {Y,N}

@data
36.0,0.0,4.0,15.36,30.0,46.0,7.0,0.13,13.0,9895.57,N
42.0,1.0,6.0,24.82,28.0,49.0,7.0,0.14,13.0,7599.79,Y
74.0,0.0,5.0,79.6,46.0,58.0,9.0,0.26,17.0,7878.68,N
10.0,1.0,1.0,25.57,6.0,13.0,1.0,0.03,1.0,343.81,N
55.0,12.0,3.0,22.6,37.0,112.0,6.0,0.27,10.0,29523.23,Y
21.0,0.0,1.0,14.73,18.0,43.0,5.0,0.11,9.0,8009.38,N
28.0,6.0,3.0,48.85,16.0,37.0,2.0,0.1,3.0,1989.87,Y
8.0,0.0,1.0,13.11,4.0,11.0,1.0,0.02,1.0,301.96,Y
17.0,0.0,4.0,23.96,11.0,28.0,3.0,0.06,5.0,1420.48,Y
50.0,0.0,7.0,37.61,40.0,86.0,4.0,0.29,5.0,20564.75,N
19.0,3.0,4.0,14.93,10.0,27.0,2.0,0.06,3.0,2239.75,N
26.0,0.0,3.0,85.05,20.0,84.0,1.0,0.26,1.0,6889.27,Y
135.0,21.0,18.0,31.82,87.0,188.0,18.0,0.6,35.0,102297.08,Y
56.0,6.0,7.0,27.26,41.0,108.0,12.0,0.3,23.0,29685.71,N
41.0,0.0,9.0,50.0,30.0,97.0,4.0,0.29,7.0,14693.67,N
79.0,3.0,8.0,50.52,59.0,151.0,14.0,0.52,18.0,47424.91,Y
221.0,42.0,31.0,99.53,120.0,523.0,19.0,2.16,35.0,423109.63,N
52.0,7.0,2.0,60.06,38.0,110.0,4.0,0.36,7.0,19943.94,N
17.0,0.0,3.0,13.93,12.0,17.0,3.0,0.04,5.0,1128.02,N
6.0,0.0,1.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
141.0,9.0,22.0,56.35,107.0,280.0,17.0,1.04,24.0,172016.99,N
18.0,0.0,6.0,25.18,9.0,31.0,2.0,0.07,3.0,1891.6,N
190.0,0.0,33.0,154.91,155.0,364.0,39.0,1.59,77.0,146112.75,Y
8.0,0.0,2.0,11.83,4.0,8.0,1.0,0.01,1.0,166.42,N
10.0,0.0,0.0,23.27,8.0,36.0,3.0,0.07,5.0,2051.59,N
12.0,0.0,0.0,15.73,10.0,12.0,2.0,0.02,3.0,251.63,N
28.0,8.0,1.0,22.21,17.0,47.0,2.0,0.11,3.0,5181.53,Y
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
36.0,0.0,2.0,39.9,32.0,256.0,8.0,0.65,15.0,94569.44,N
4.0,0.0,0.0,13.95,2.0,7.0,1.0,0.01,1.0,87.17,N
382.0,41.0,52.0,239.92,287.0,763.0,11.0,3.62,21.0,492866.89,N
11.0,0.0,0.0,15.0,9.0,20.0,4.0,0.04,7.0,1047.45,N
4.0,0.0,0.0,6.74,2.0,6.0,1.0,0.01,1.0,94.75,N
8.0,0.0,0.0,26.64,4.0,10.0,1.0,0.02,1.0,166.52,N
25.0,8.0,2.0,24.56,14.0,60.0,9.0,0.18,17.0,12380.3,N
27.0,0.0,4.0,13.87,20.0,35.0,5.0,0.09,9.0,5096.95,Y
14.0,0.0,2.0,23.97,9.0,27.0,2.0,0.06,3.0,1534.04,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
233.0,7.0,30.0,92.24,194.0,391.0,23.0,1.45,45.0,204728.95,N
4.0,0.0,0.0,12.18,2.0,7.0,1.0,0.01,1.0,109.62,N
20.0,1.0,4.0,29.38,13.0,51.0,1.0,0.11,1.0,3793.37,N
61.0,3.0,10.0,65.89,45.0,99.0,5.0,0.34,9.0,16035.27,N
100.0,17.0,17.0,57.92,64.0,164.0,11.0,0.55,21.0,46222.9,Y
110.0,13.0,14.0,61.94,81.0,176.0,17.0,0.69,33.0,69127.22,Y
22.0,0.0,1.0,24.86,17.0,93.0,9.0,0.26,17.0,24927.66,N
28.0,0.0,2.0,25.94,24.0,39.0,4.0,0.11,7.0,4519.05,N
56.0,0.0,5.0,60.44,46.0,105.0,10.0,0.35,19.0,18015.85,Y
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
54.0,0.0,2.0,68.48,49.0,50.0,20.0,0.18,39.0,4327.95,N
145.0,1.0,13.0,151.54,127.0,209.0,19.0,0.87,37.0,44953.74,Y
33.0,3.0,4.0,29.03,24.0,46.0,4.0,0.15,7.0,7284.13,N
25.0,3.0,5.0,28.82,13.0,55.0,9.0,0.15,17.0,7235.05,N
36.0,0.0,8.0,30.2,26.0,58.0,5.0,0.18,9.0,10097.41,N
49.0,2.0,4.0,30.65,33.0,67.0,3.0,0.21,5.0,13343.0,Y
19.0,0.0,2.0,16.55,13.0,51.0,2.0,0.13,3.0,9573.67,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
9.0,0.0,1.0,23.33,6.0,30.0,2.0,0.08,3.0,2371.85,N
12.0,0.0,1.0,16.12,9.0,10.0,2.0,0.02,3.0,258.12,Y
83.0,2.0,7.0,47.41,71.0,122.0,22.0,0.43,34.0,34674.56,Y
72.0,0.0,8.0,12.28,62.0,152.0,10.0,0.34,19.0,86639.21,N
160.0,1.0,31.0,252.04,122.0,251.0,4.0,1.13,7.0,45598.02,Y
205.0,5.0,27.0,135.04,171.0,446.0,49.0,1.73,86.0,198443.54,Y
45.0,1.0,8.0,37.88,34.0,76.0,5.0,0.23,9.0,12641.82,N
25.0,0.0,1.0,35.36,21.0,46.0,3.0,0.14,5.0,5034.82,N
45.0,0.0,6.0,36.89,37.0,82.0,19.0,0.27,37.0,17410.32,N
51.0,10.0,9.0,30.72,26.0,66.0,4.0,0.21,7.0,12879.44,N
27.0,1.0,16.0,11.99,7.0,11.0,2.0,0.03,3.0,533.03,N
84.0,11.0,7.0,34.71,62.0,161.0,18.0,0.5,35.0,64740.1,N
33.0,4.0,5.0,46.67,20.0,51.0,5.0,0.15,9.0,4065.39,N
36.0,6.0,7.0,24.16,21.0,58.0,5.0,0.16,9.0,9776.63,N
26.0,0.0,3.0,35.02,21.0,60.0,6.0,0.19,11.0,8964.04,N
13.0,0.0,2.0,36.83,8.0,22.0,1.0,0.06,1.0,771.46,N
18.0,0.0,2.0,14.5,14.0,21.0,4.0,0.06,7.0,2165.77,N
9.0,0.0,2.0,15.72,5.0,19.0,2.0,0.04,3.0,1069.68,N
122.0,23.0,12.0,36.71,82.0,240.0,13.0,0.71,25.0,124658.08,N
28.0,4.0,2.0,16.5,20.0,41.0,5.0,0.1,9.0,5892.59,N
4.0,0.0,0.0,11.86,2.0,8.0,1.0,0.01,1.0,145.3,N
16.0,2.0,1.0,10.23,9.0,19.0,3.0,0.05,5.0,1923.16,N
46.0,4.0,3.0,29.41,36.0,76.0,6.0,0.2,10.0,12296.59,N
79.0,8.0,12.0,34.68,57.0,139.0,13.0,0.44,22.0,49511.76,Y
81.0,29.0,21.0,26.36,29.0,54.0,5.0,0.14,9.0,6333.69,N
11.0,0.0,1.0,18.35,8.0,21.0,3.0,0.05,5.0,1274.38,N
29.0,13.0,3.0,0.0,11.0,13.0,1.0,0.01,1.0,0.0,N
29.0,0.0,5.0,19.25,22.0,49.0,7.0,0.15,13.0,10006.06,N
42.0,3.0,6.0,57.87,31.0,85.0,4.0,0.3,7.0,13798.14,Y
41.0,1.0,7.0,59.06,31.0,84.0,2.0,0.26,3.0,10353.48,N
5.0,0.0,0.0,8.22,3.0,9.0,2.0,0.02,3.0,374.67,N
4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
19.0,0.0,5.0,16.12,11.0,20.0,2.0,0.04,3.0,995.59,N
7.0,0.0,2.0,15.07,3.0,11.0,1.0,0.02,1.0,328.11,Y
26.0,1.0,4.0,36.84,18.0,36.0,3.0,0.11,5.0,2968.29,N
33.0,0.0,4.0,41.43,27.0,91.0,7.0,0.25,13.0,13145.13,N
8.0,0.0,2.0,12.81,4.0,11.0,1.0,0.02,1.0,373.62,N
7.0,0.0,0.0,10.53,5.0,6.0,2.0,0.01,3.0,74.86,N
45.0,0.0,3.0,75.6,42.0,88.0,7.0,0.34,13.0,13440.0,Y
20.0,0.0,1.0,20.48,17.0,36.0,5.0,0.1,9.0,4519.95,N
44.0,3.0,2.0,29.79,37.0,60.0,6.0,0.18,11.0,9519.28,N
18.0,0.0,3.0,27.93,12.0,33.0,1.0,0.09,1.0,2380.09,N
72.0,2.0,17.0,26.58,43.0,119.0,4.0,0.39,6.0,51795.43,N
35.0,2.0,3.0,11.58,28.0,64.0,8.0,0.14,13.0,16102.9,N
21.0,4.0,2.0,27.68,13.0,48.0,6.0,0.14,11.0,5931.87,N
13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
13.0,0.0,1.0,24.19,9.0,25.0,1.0,0.06,1.0,1253.99,N
8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
123.0,0.0,20.0,38.5,101.0,177.0,28.0,0.57,46.0,77011.02,Y
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,Y
54.0,1.0,18.0,29.8,33.0,138.0,10.0,0.4,19.0,49402.7,N
13.0,0.0,1.0,17.36,9.0,14.0,2.0,0.03,3.0,351.62,N
36.0,0.0,3.0,35.8,31.0,52.0,8.0,0.15,15.0,5988.9,N
11.0,0.0,1.0,10.84,8.0,16.0,3.0,0.04,5.0,1084.18,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
5.0,0.0,0.0,17.79,3.0,8.0,1.0,0.02,1.0,151.35,Y
109.0,4.0,6.0,52.79,95.0,207.0,14.0,0.73,27.0,89865.49,N
21.0,4.0,4.0,18.68,11.0,32.0,2.0,0.08,3.0,2849.17,N
12.0,0.0,1.0,18.88,9.0,19.0,3.0,0.05,5.0,1380.15,N
5.0,0.0,0.0,10.38,3.0,9.0,1.0,0.01,1.0,166.05,N
22.0,3.0,1.0,15.46,16.0,61.0,1.0,0.12,1.0,8356.84,N
18.0,0.0,1.0,21.19,15.0,16.0,3.0,0.03,5.0,471.01,N
22.0,0.0,3.0,22.3,17.0,30.0,3.0,0.07,5.0,2229.72,N
48.0,12.0,11.0,45.81,21.0,63.0,5.0,0.21,9.0,8348.29,N
160.0,18.0,73.0,22.39,64.0,132.0,18.0,0.38,35.0,59009.54,Y
15.0,0.0,3.0,24.86,10.0,17.0,2.0,0.04,3.0,541.33,N
90.0,3.0,18.0,72.74,61.0,169.0,2.0,0.53,3.0,34628.63,N
28.0,3.0,3.0,31.35,16.0,30.0,3.0,0.08,5.0,2006.15,N
13.0,0.0,0.0,14.09,11.0,13.0,2.0,0.03,3.0,410.98,N
14.0,0.0,4.0,16.5,8.0,16.0,1.0,0.05,1.0,1123.34,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
8.0,1.0,1.0,21.6,4.0,17.0,2.0,0.04,3.0,540.0,N
8.0,0.0,0.0,42.98,6.0,13.0,1.0,0.03,1.0,240.1,N
72.0,0.0,3.0,132.89,65.0,81.0,16.0,0.25,31.0,4359.02,Y
25.0,0.0,5.0,29.91,17.0,40.0,2.0,0.1,3.0,3297.43,N
16.0,0.0,3.0,17.09,11.0,15.0,3.0,0.03,5.0,558.13,N
13.0,0.0,0.0,16.75,11.0,18.0,4.0,0.04,7.0,942.32,N
12.0,0.0,1.0,12.23,9.0,25.0,3.0,0.06,5.0,2750.98,Y
11.0,0.0,0.0,15.19,9.0,18.0,3.0,0.04,5.0,1034.02,N
23.0,0.0,4.0,33.37,17.0,46.0,2.0,0.14,3.0,5639.63,Y
65.0,0.0,8.0,66.29,55.0,156.0,5.0,0.57,9.0,43834.43,N
10.0,0.0,1.0,14.88,7.0,13.0,2.0,0.03,3.0,410.22,N
27.0,0.0,3.0,48.83,22.0,55.0,3.0,0.17,5.0,5383.18,N
14.0,0.0,2.0,20.98,9.0,30.0,2.0,0.07,3.0,2175.01,N
113.0,0.0,9.0,68.26,97.0,256.0,27.0,0.94,53.0,117259.19,Y
74.0,8.0,15.0,61.74,48.0,145.0,6.0,0.55,11.0,44622.57,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
30.0,0.0,2.0,36.28,26.0,37.0,5.0,0.09,9.0,1978.57,N
9.0,0.0,2.0,9.05,5.0,14.0,2.0,0.03,3.0,732.69,N
5.0,0.0,0.0,10.57,3.0,7.0,1.0,0.01,1.0,95.1,N
55.0,5.0,5.0,33.7,34.0,87.0,4.0,0.29,7.0,22384.84,Y
11.0,0.0,2.0,14.74,7.0,16.0,2.0,0.03,3.0,737.18,N
7.0,0.0,0.0,25.73,5.0,9.0,1.0,0.02,1.0,134.42,N
12.0,0.0,2.0,17.3,8.0,12.0,3.0,0.02,5.0,224.17,N
39.0,0.0,4.0,31.83,31.0,85.0,6.0,0.22,11.0,13685.29,N
8.0,0.0,1.0,12.51,5.0,16.0,4.0,0.03,7.0,800.63,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
164.0,0.0,3.0,114.66,159.0,445.0,6.0,1.51,11.0,178979.41,N
10.0,0.0,0.0,14.4,8.0,16.0,2.0,0.03,3.0,640.0,N
18.0,0.0,2.0,25.66,13.0,32.0,2.0,0.08,3.0,2156.23,N
15.0,0.0,0.0,23.69,13.0,19.0,4.0,0.04,7.0,479.73,N
22.0,0.0,3.0,21.14,17.0,43.0,5.0,0.11,7.0,4904.65,N
74.0,13.0,4.0,26.74,57.0,153.0,7.0,0.46,13.0,71619.26,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
11.0,0.0,2.0,16.42,7.0,15.0,2.0,0.03,3.0,467.04,N
89.0,14.0,31.0,32.74,32.0,52.0,4.0,0.16,7.0,7276.49,Y
66.0,9.0,14.0,58.5,41.0,127.0,6.0,0.4,11.0,24649.77,Y
5.0,0.0,0.0,20.08,3.0,7.0,2.0,0.02,3.0,125.47,N
19.0,0.0,1.0,23.94,16.0,41.0,5.0,0.13,9.0,5910.97,N
23.0,1.0,2.0,11.07,17.0,22.0,3.0,0.04,5.0,1594.01,N
13.0,0.0,1.0,21.67,10.0,26.0,5.0,0.08,9.0,2622.6,N
19.0,0.0,4.0,25.48,11.0,28.0,3.0,0.08,5.0,2171.31,Y
8.0,0.0,1.0,11.84,5.0,13.0,2.0,0.02,3.0,374.67,N
15.0,0.0,1.0,15.56,12.0,21.0,3.0,0.06,5.0,1899.44,N
19.0,0.0,4.0,40.45,10.0,27.0,1.0,0.06,1.0,730.59,N
101.0,8.0,14.0,82.85,75.0,158.0,6.0,0.61,11.0,40810.58,N
171.0,9.0,11.0,172.57,41.0,211.0,1.0,0.88,1.0,40253.16,Y
5.0,1.0,0.0,10.87,2.0,7.0,1.0,0.01,1.0,133.19,Y
24.0,0.0,0.0,27.56,22.0,40.0,7.0,0.1,13.0,3105.67,N
22.0,5.0,3.0,23.78,12.0,31.0,3.0,0.08,5.0,2417.47,N
15.0,0.0,3.0,24.95,12.0,30.0,2.0,0.09,3.0,2807.71,N
12.0,0.0,1.0,37.11,9.0,19.0,2.0,0.05,3.0,675.52,N
4.0,0.0,0.0,10.8,2.0,6.0,1.0,0.01,1.0,67.5,N
70.0,7.0,32.0,35.42,28.0,88.0,6.0,0.24,11.0,14372.52,Y
17.0,2.0,2.0,34.64,11.0,22.0,1.0,0.06,1.0,906.44,N
7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
8.0,1.0,1.0,21.67,4.0,7.0,1.0,0.01,1.0,70.2,N
70.0,13.0,7.0,27.92,48.0,139.0,13.0,0.32,25.0,33877.71,Y
63.0,3.0,9.0,47.94,48.0,118.0,5.0,0.33,9.0,20985.24,Y
108.0,14.0,17.0,55.53,73.0,204.0,14.0,0.6,27.0,59182.25,Y
5.0,0.0,0.0,14.62,3.0,6.0,2.0,0.01,3.0,91.35,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
40.0,0.0,5.0,30.96,32.0,80.0,5.0,0.24,9.0,16913.84,Y
34.0,3.0,2.0,33.91,27.0,36.0,6.0,0.08,11.0,1721.24,N
36.0,3.0,3.0,36.94,27.0,39.0,7.0,0.09,13.0,2198.45,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
108.0,11.0,11.0,27.85,71.0,153.0,20.0,0.41,39.0,54735.73,N
10.0,0.0,1.0,22.33,7.0,15.0,2.0,0.03,3.0,427.32,N
21.0,0.0,2.0,25.43,17.0,43.0,4.0,0.11,7.0,4609.52,N
13.0,0.0,1.0,17.92,10.0,12.0,2.0,0.02,3.0,286.8,N
133.0,3.0,8.0,36.69,120.0,254.0,30.0,0.84,57.0,173460.96,N
13.0,0.0,1.0,16.47,10.0,19.0,3.0,0.05,5.0,1172.59,N
26.0,0.0,2.0,29.26,22.0,47.0,3.0,0.14,5.0,6241.51,Y
526.0,30.0,89.0,83.1,405.0,856.0,80.0,3.11,159.0,1049575.36,Y
23.0,0.0,1.0,38.83,22.0,67.0,3.0,0.21,5.0,9877.43,N
31.0,1.0,0.0,84.58,28.0,48.0,1.0,0.15,1.0,2412.57,N
37.0,0.0,2.0,26.52,30.0,69.0,13.0,0.22,25.0,16419.41,Y
31.0,0.0,7.0,44.34,22.0,96.0,3.0,0.27,5.0,14923.78,N
21.0,0.0,4.0,22.32,15.0,35.0,3.0,0.08,5.0,2612.38,Y
11.0,1.0,3.0,26.28,5.0,15.0,1.0,0.04,1.0,463.52,N
21.0,0.0,3.0,20.14,16.0,47.0,4.0,0.13,7.0,7603.98,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
39.0,8.0,6.0,36.64,25.0,76.0,3.0,0.24,5.0,14249.09,Y
20.0,0.0,3.0,17.35,14.0,20.0,3.0,0.04,5.0,815.6,N
25.0,7.0,4.0,34.05,12.0,26.0,2.0,0.07,3.0,1345.47,N
23.0,0.0,3.0,25.7,18.0,71.0,10.0,0.22,19.0,17304.83,N
17.0,1.0,2.0,10.91,11.0,21.0,4.0,0.05,7.0,1843.11,N
17.0,0.0,0.0,32.03,15.0,49.0,3.0,0.14,5.0,5434.21,N
21.0,0.0,3.0,18.78,15.0,28.0,2.0,0.07,3.0,2070.11,N
13.0,0.0,1.0,9.45,10.0,16.0,3.0,0.03,5.0,1144.0,N
22.0,0.0,2.0,28.3,18.0,29.0,4.0,0.08,7.0,1997.05,N
8.0,0.0,0.0,18.49,6.0,10.0,2.0,0.02,3.0,226.54,Y
118.0,1.0,6.0,91.25,108.0,250.0,14.0,0.93,27.0,85782.57,Y
17.0,0.0,3.0,15.72,12.0,22.0,3.0,0.06,5.0,1901.65,N
16.0,0.0,2.0,30.39,12.0,40.0,2.0,0.1,3.0,3018.54,Y
10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
7.0,0.0,0.0,6.89,4.0,10.0,1.0,0.01,1.0,248.16,N
4.0,0.0,0.0,13.5,2.0,5.0,1.0,0.01,1.0,54.0,N
11.0,0.0,1.0,16.75,8.0,29.0,2.0,0.06,3.0,2187.86,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
32.0,3.0,6.0,18.44,21.0,37.0,3.0,0.11,5.0,6180.62,N
14.0,0.0,2.0,14.53,10.0,15.0,3.0,0.04,5.0,1034.64,N
81.0,0.0,23.0,36.02,56.0,104.0,4.0,0.29,7.0,21253.29,N
20.0,0.0,4.0,13.47,14.0,20.0,3.0,0.05,5.0,1405.56,N
45.0,3.0,5.0,39.63,33.0,67.0,4.0,0.21,7.0,9744.74,N
27.0,0.0,1.0,30.09,24.0,71.0,9.0,0.23,17.0,15459.98,N
4.0,0.0,0.0,10.87,2.0,7.0,1.0,0.01,1.0,133.19,N
10.0,0.0,1.0,13.3,7.0,17.0,2.0,0.04,3.0,1264.16,N
46.0,7.0,13.0,65.12,23.0,62.0,2.0,0.2,3.0,5400.68,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
10.0,0.0,2.0,13.11,6.0,15.0,3.0,0.03,5.0,642.17,N
8.0,0.0,0.0,42.04,6.0,16.0,1.0,0.04,1.0,357.65,N
15.0,0.0,3.0,40.23,12.0,29.0,2.0,0.09,3.0,1699.87,N
8.0,0.0,1.0,15.86,5.0,12.0,1.0,0.02,1.0,345.37,N
26.0,0.0,4.0,24.16,20.0,36.0,5.0,0.09,9.0,2874.97,N
6.0,1.0,0.0,7.75,2.0,4.0,1.0,0.01,1.0,31.02,N
34.0,4.0,5.0,34.56,23.0,58.0,6.0,0.17,11.0,7449.53,N
12.0,0.0,0.0,19.36,10.0,19.0,4.0,0.04,7.0,648.0,N
23.0,0.0,4.0,33.51,14.0,29.0,2.0,0.08,3.0,1526.7,Y
16.0,2.0,1.0,26.82,11.0,32.0,8.0,0.09,15.0,2479.26,N
47.0,9.0,7.0,26.61,28.0,63.0,5.0,0.17,9.0,10118.96,N
17.0,1.0,2.0,23.44,9.0,42.0,7.0,0.1,13.0,3688.76,N
44.0,3.0,4.0,15.71,34.0,61.0,8.0,0.16,15.0,15007.69,N
20.0,0.0,4.0,33.68,13.0,33.0,1.0,0.09,1.0,2105.23,N
12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
18.0,0.0,3.0,28.66,13.0,38.0,2.0,0.1,3.0,3099.78,N
79.0,4.0,9.0,42.25,61.0,122.0,8.0,0.37,15.0,28557.64,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
48.0,3.0,4.0,35.06,34.0,88.0,13.0,0.27,25.0,18839.28,N
60.0,7.0,11.0,35.91,37.0,112.0,9.0,0.36,17.0,32842.0,Y
160.0,11.0,23.0,146.86,123.0,388.0,5.0,1.62,9.0,160969.13,Y
15.0,0.0,3.0,15.36,10.0,21.0,4.0,0.04,7.0,1128.74,N
65.0,3.0,6.0,44.49,52.0,103.0,8.0,0.31,15.0,19554.3,N
45.0,0.0,6.0,39.77,38.0,109.0,8.0,0.4,15.0,35858.47,N
8.0,0.0,1.0,21.98,5.0,17.0,1.0,0.03,1.0,488.46,N
7.0,0.0,0.0,9.08,5.0,14.0,2.0,0.02,3.0,510.86,N
9.0,0.0,0.0,29.45,7.0,18.0,2.0,0.05,3.0,691.55,N
28.0,0.0,4.0,36.67,22.0,36.0,3.0,0.11,5.0,2970.0,Y
20.0,0.0,3.0,14.54,15.0,30.0,4.0,0.08,7.0,3518.33,N
26.0,7.0,3.0,26.16,12.0,40.0,3.0,0.1,5.0,3482.89,N
6.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
29.0,0.0,5.0,18.05,21.0,43.0,3.0,0.1,5.0,4707.38,N
27.0,0.0,3.0,54.59,22.0,59.0,4.0,0.21,7.0,7582.92,Y
162.0,0.0,2.0,199.72,160.0,472.0,2.0,2.0,3.0,182874.17,Y
84.0,16.0,13.0,96.16,51.0,165.0,4.0,0.56,7.0,29478.87,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
122.0,15.0,14.0,73.24,77.0,276.0,11.0,0.94,21.0,108054.68,N
7.0,0.0,1.0,8.79,4.0,10.0,2.0,0.02,3.0,562.59,N
5.0,0.0,0.0,17.41,3.0,10.0,1.0,0.02,1.0,213.31,N
93.0,0.0,16.0,54.21,72.0,187.0,15.0,0.69,29.0,78368.98,Y
32.0,5.0,4.0,44.71,19.0,119.0,10.0,0.38,19.0,29360.83,N
55.0,0.0,13.0,42.95,36.0,93.0,2.0,0.3,3.0,19213.56,N
11.0,0.0,0.0,57.66,8.0,17.0,1.0,0.03,1.0,129.72,N
21.0,0.0,5.0,23.96,14.0,34.0,2.0,0.08,3.0,2309.48,N
39.0,9.0,2.0,21.6,28.0,76.0,11.0,0.2,21.0,15847.16,N
76.0,3.0,4.0,50.34,67.0,114.0,8.0,0.37,15.0,24823.1,N
143.0,7.0,31.0,192.91,95.0,258.0,3.0,1.05,5.0,51400.64,Y
23.0,4.0,2.0,20.39,15.0,27.0,3.0,0.07,5.0,2247.55,N
14.0,0.0,3.0,16.05,9.0,17.0,1.0,0.03,1.0,578.02,N
27.0,1.0,3.0,32.6,21.0,52.0,5.0,0.15,9.0,5872.0,N
34.0,3.0,3.0,80.26,26.0,173.0,34.0,0.47,67.0,24968.83,N
57.0,3.0,9.0,28.78,39.0,61.0,5.0,0.18,9.0,9716.87,Y
4.0,0.0,0.0,9.6,2.0,5.0,1.0,0.01,1.0,60.0,N
72.0,7.0,9.0,42.67,52.0,151.0,6.0,0.45,11.0,43402.17,Y
12.0,0.0,2.0,23.48,8.0,28.0,4.0,0.08,7.0,2205.47,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
16.0,0.0,1.0,12.61,13.0,44.0,6.0,0.09,11.0,5693.54,N
55.0,2.0,8.0,57.6,32.0,114.0,4.0,0.35,7.0,18723.92,N
13.0,0.0,2.0,24.67,9.0,21.0,3.0,0.05,5.0,1015.92,N
46.0,4.0,10.0,12.85,29.0,71.0,10.0,0.21,19.0,31478.68,N
22.0,2.0,4.0,19.02,13.0,23.0,3.0,0.05,5.0,1069.68,N
308.0,7.0,23.0,144.54,267.0,559.0,47.0,2.61,84.0,424664.6,Y
49.0,0.0,13.0,36.63,34.0,107.0,6.0,0.31,11.0,23506.58,Y
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
61.0,7.0,36.0,16.73,16.0,25.0,3.0,0.05,5.0,1442.29,N
78.0,0.0,21.0,41.1,56.0,137.0,9.0,0.48,17.0,50039.05,Y
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,Y
30.0,0.0,1.0,12.37,24.0,58.0,9.0,0.13,17.0,13063.03,N
39.0,0.0,2.0,37.67,35.0,75.0,4.0,0.24,7.0,13886.77,N
39.0,0.0,6.0,94.53,31.0,51.0,2.0,0.18,3.0,3014.62,N
22.0,3.0,1.0,16.54,16.0,52.0,3.0,0.12,5.0,7514.32,N
13.0,0.0,1.0,57.39,10.0,19.0,1.0,0.05,1.0,345.78,N
14.0,0.0,2.0,12.38,10.0,16.0,3.0,0.04,5.0,1100.86,N
15.0,0.0,1.0,9.23,12.0,20.0,5.0,0.04,9.0,1887.6,N
8.0,0.0,2.0,17.41,4.0,10.0,1.0,0.02,1.0,213.31,N
51.0,4.0,7.0,55.76,37.0,76.0,5.0,0.24,9.0,9555.22,N
6.0,0.0,0.0,16.5,4.0,7.0,1.0,0.01,1.0,66.0,N
4.0,0.0,0.0,9.83,2.0,4.0,1.0,0.01,1.0,39.3,N
15.0,0.0,2.0,14.15,10.0,20.0,4.0,0.04,7.0,1146.39,N
20.0,0.0,5.0,31.53,13.0,42.0,1.0,0.1,1.0,2731.23,N
6.0,0.0,1.0,9.51,3.0,8.0,1.0,0.01,1.0,152.21,N
57.0,1.0,6.0,53.25,46.0,127.0,12.0,0.43,23.0,30572.25,Y
