@relation CustomCM1
@attribute DECISION_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute PARAMETER_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute DECISION_DENSITY numeric
@attribute HALSTEAD_VOLUME numeric
@attribute LOC_COMMENTS numeric
@attribute HALSTEAD_LEVEL numeric
@attribute NUM_OPERATORS numeric
@attribute Defective {Y,N}

@data
4.0,1.0,4.5,3.0,2.0,2.0,87.57,0.0,0.22,14.0,N
2.0,3.0,9.33,0.0,1.0,2.0,62.27,0.0,0.11,11.0,N
4.0,3.0,13.76,0.0,2.0,2.0,427.5,5.0,0.07,49.0,N
2.0,3.0,14.67,0.0,2.0,2.0,118.03,0.0,0.07,23.0,N
2.0,3.0,5.69,5.0,1.0,2.0,105.49,0.0,0.18,14.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
4.0,3.0,16.14,4.0,3.0,2.0,313.82,1.0,0.06,36.0,N
78.0,42.0,56.83,0.0,51.0,2.13,6466.88,43.0,0.02,556.0,Y
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,1.0,3.5,0.0,1.0,2.0,33.22,0.0,0.29,7.0,N
10.0,7.0,24.19,1.0,4.0,2.0,417.09,5.0,0.04,48.0,N
2.0,0.0,5.0,2.0,1.0,2.0,25.27,0.0,0.2,5.0,N
2.0,0.0,15.75,2.0,1.0,2.0,62.27,0.0,0.06,11.0,N
8.0,4.0,34.36,1.0,2.0,2.0,480.0,1.0,0.03,60.0,N
6.0,7.0,15.75,1.0,3.0,2.0,263.11,12.0,0.06,41.0,N
2.0,1.0,5.0,1.0,1.0,2.0,34.87,0.0,0.2,6.0,N
2.0,3.0,8.57,4.0,2.0,2.0,132.83,0.0,0.12,19.0,N
6.0,5.0,24.56,1.0,3.0,2.0,352.53,1.0,0.04,49.0,N
4.0,2.0,9.6,1.0,1.0,2.0,94.01,0.0,0.1,15.0,N
4.0,5.0,9.6,5.0,1.0,2.0,208.5,0.0,0.1,26.0,N
2.0,1.0,8.8,3.0,1.0,3.0,80.0,0.0,0.11,12.0,N
10.0,7.0,24.19,1.0,4.0,2.0,417.09,5.0,0.04,48.0,N
4.0,1.0,11.0,2.0,1.0,2.5,82.04,0.0,0.09,13.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,2.0,6.0,4.0,1.0,2.0,79.95,0.0,0.17,12.0,N
6.0,2.0,7.94,1.0,1.0,2.0,142.62,0.0,0.13,20.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,2.0,16.58,5.0,2.0,2.0,656.28,5.0,0.06,87.0,N
2.0,1.0,5.6,3.0,1.0,2.0,57.36,0.0,0.18,8.0,N
4.0,4.0,9.33,0.0,1.0,2.0,125.64,0.0,0.11,19.0,N
6.0,4.0,15.17,0.0,2.0,2.0,214.05,0.0,0.07,27.0,N
4.0,3.0,15.75,5.0,2.0,2.0,286.73,0.0,0.06,34.0,N
2.0,1.0,4.17,0.0,2.0,2.0,36.0,2.0,0.24,7.0,N
2.0,0.0,5.0,2.0,1.0,2.0,30.88,0.0,0.2,7.0,N
6.0,9.0,11.33,1.0,2.0,2.0,315.0,2.0,0.09,43.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,0.0,6.67,1.0,1.0,3.0,62.27,0.0,0.15,13.0,N
2.0,2.0,4.67,2.0,1.0,2.0,64.73,0.0,0.21,10.0,N
4.0,1.0,17.08,0.0,2.0,2.0,394.73,1.0,0.06,48.0,N
2.0,2.0,4.8,1.0,1.0,2.0,59.21,0.0,0.21,10.0,N
2.0,2.0,6.86,0.0,2.0,2.0,97.67,9.0,0.15,13.0,N
2.0,2.0,3.5,0.0,1.0,2.0,33.22,0.0,0.29,7.0,N
2.0,1.0,4.38,1.0,1.0,3.0,48.43,0.0,0.23,9.0,N
2.0,3.0,7.5,0.0,2.0,2.0,97.67,1.0,0.13,15.0,N
4.0,2.0,7.86,1.0,1.0,2.0,94.01,0.0,0.13,12.0,N
4.0,0.0,18.86,5.0,2.0,2.0,208.15,0.0,0.05,27.0,N
2.0,2.0,3.0,0.0,1.0,2.0,27.0,5.0,0.33,7.0,N
4.0,7.0,11.85,3.0,1.0,2.0,285.29,6.0,0.08,38.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
6.0,3.0,26.39,1.0,2.0,2.0,312.48,1.0,0.04,40.0,N
2.0,2.0,3.5,2.0,1.0,2.0,51.81,0.0,0.29,8.0,N
2.0,2.0,5.83,4.0,1.0,2.0,77.71,4.0,0.17,11.0,N
6.0,9.0,11.33,1.0,2.0,2.0,315.0,2.0,0.09,43.0,N
2.0,0.0,5.0,2.0,1.0,2.0,30.88,0.0,0.2,7.0,N
2.0,1.0,4.0,2.0,1.0,2.0,44.97,0.0,0.25,10.0,N
2.0,5.0,3.43,1.0,2.0,2.0,96.21,0.0,0.29,18.0,N
4.0,4.0,17.94,1.0,3.0,2.0,239.72,1.0,0.06,32.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
6.0,8.0,22.0,4.0,4.0,2.0,394.2,0.0,0.05,49.0,N
16.0,2.0,23.0,3.0,6.0,2.0,569.2,0.0,0.04,70.0,N
8.0,8.0,28.95,5.0,4.0,2.25,838.72,0.0,0.03,85.0,N
6.0,4.0,17.0,4.0,3.0,2.0,314.04,1.0,0.06,38.0,N
2.0,2.0,3.5,2.0,1.0,2.0,51.81,0.0,0.29,8.0,N
2.0,1.0,4.0,2.0,1.0,2.0,44.97,0.0,0.25,10.0,N
4.0,3.0,20.3,3.0,4.0,2.0,307.19,0.0,0.05,38.0,N
2.0,2.0,4.67,2.0,1.0,2.0,64.73,0.0,0.21,10.0,N
12.0,7.0,19.13,1.0,5.0,2.0,471.22,0.0,0.05,56.0,N
4.0,3.0,5.09,3.0,3.0,2.0,133.44,0.0,0.2,16.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
2.0,1.0,5.5,1.0,1.0,2.0,109.81,1.0,0.18,15.0,N
2.0,2.0,3.5,2.0,1.0,2.0,51.81,0.0,0.29,8.0,N
6.0,4.0,18.4,2.0,2.0,2.0,230.32,0.0,0.05,26.0,N
2.0,1.0,5.25,2.0,1.0,2.0,55.35,0.0,0.19,10.0,N
4.0,1.0,15.6,5.0,3.0,2.0,155.32,0.0,0.06,25.0,N
4.0,2.0,6.0,1.0,1.0,2.0,70.32,4.0,0.17,10.0,N
2.0,1.0,3.0,2.0,1.0,2.0,28.53,0.0,0.33,6.0,N
2.0,2.0,4.8,1.0,1.0,2.0,59.21,0.0,0.21,10.0,N
2.0,5.0,10.13,3.0,3.0,2.0,151.24,0.0,0.1,19.0,N
2.0,3.0,2.0,0.0,1.0,2.0,28.07,4.0,0.5,7.0,N
6.0,1.0,18.0,3.0,1.0,2.0,116.0,0.0,0.06,17.0,N
6.0,2.0,16.29,6.0,3.0,2.33,225.14,0.0,0.06,34.0,N
6.0,6.0,16.36,1.0,3.0,2.33,282.03,0.0,0.06,36.0,N
6.0,1.0,15.0,2.0,1.0,2.0,160.18,12.0,0.07,26.0,N
6.0,4.0,17.0,4.0,3.0,2.0,314.04,1.0,0.06,38.0,N
12.0,4.0,31.88,6.0,2.0,2.0,641.07,1.0,0.03,73.0,N
2.0,2.0,9.0,1.0,1.0,2.0,91.38,0.0,0.11,14.0,N
2.0,2.0,5.79,2.0,2.0,3.0,96.0,0.0,0.17,15.0,N
2.0,2.0,3.5,0.0,1.0,2.0,33.22,0.0,0.29,7.0,N
4.0,4.0,12.0,2.0,2.0,2.5,211.52,0.0,0.08,26.0,N
4.0,4.0,10.05,3.0,1.0,2.0,178.81,2.0,0.1,22.0,N
2.0,3.0,5.5,0.0,2.0,2.0,108.0,19.0,0.18,16.0,N
2.0,0.0,11.67,2.0,2.0,2.0,89.69,0.0,0.09,17.0,N
2.0,1.0,4.0,2.0,1.0,2.0,44.97,0.0,0.25,10.0,N
2.0,0.0,4.8,0.0,1.0,2.0,66.61,0.0,0.21,12.0,N
6.0,3.0,24.8,2.0,3.0,2.0,324.33,0.0,0.04,38.0,N
34.0,8.0,62.5,2.0,12.0,2.53,1714.26,0.0,0.02,189.0,N
4.0,3.0,23.14,2.0,3.0,2.0,204.33,1.0,0.04,26.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
2.0,2.0,18.33,3.0,2.0,3.0,739.75,1.0,0.05,84.0,N
2.0,2.0,4.67,2.0,1.0,2.0,64.73,0.0,0.21,10.0,N
2.0,2.0,10.5,3.0,1.0,2.0,113.3,0.0,0.1,15.0,N
4.0,4.0,9.33,0.0,1.0,2.0,125.64,0.0,0.11,19.0,N
16.0,15.0,16.97,3.0,2.0,2.0,473.13,0.0,0.06,50.0,N
2.0,0.0,5.14,1.0,2.0,2.0,82.04,0.0,0.19,12.0,N
2.0,1.0,5.0,2.0,2.0,2.0,41.21,0.0,0.2,8.0,N
2.0,1.0,3.0,1.0,1.0,2.0,28.53,0.0,0.33,6.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
6.0,0.0,15.4,5.0,3.0,2.33,172.0,0.0,0.06,29.0,N
2.0,1.0,5.83,0.0,1.0,2.0,43.19,4.0,0.17,8.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,3.0,19.64,6.0,3.0,2.0,506.18,0.0,0.05,59.0,N
2.0,5.0,8.25,3.0,1.0,2.0,162.52,0.0,0.12,22.0,N
8.0,1.0,27.43,1.0,3.0,2.0,257.83,2.0,0.04,33.0,N
10.0,1.0,15.75,4.0,1.0,2.0,162.77,0.0,0.06,28.0,N
6.0,3.0,26.39,1.0,2.0,2.0,312.48,1.0,0.04,40.0,N
2.0,2.0,5.6,0.0,1.0,3.0,74.01,4.0,0.18,13.0,N
8.0,2.0,20.42,3.0,7.0,2.0,352.53,38.0,0.05,40.0,N
4.0,2.0,9.6,1.0,1.0,2.0,94.01,0.0,0.1,15.0,N
2.0,1.0,4.38,1.0,1.0,3.0,48.43,0.0,0.23,9.0,N
6.0,2.0,61.56,5.0,1.0,3.0,1673.25,8.0,0.02,180.0,N
4.0,8.0,12.57,2.0,3.0,2.0,208.5,3.0,0.08,34.0,N
8.0,4.0,18.6,0.0,4.0,2.0,1433.37,2.0,0.05,146.0,N
8.0,2.0,18.42,4.0,2.0,2.0,191.16,0.0,0.05,28.0,N
4.0,1.0,14.95,5.0,3.0,2.0,226.18,1.0,0.07,27.0,N
2.0,0.0,6.0,2.0,1.0,3.0,42.0,0.0,0.17,10.0,N
4.0,4.0,14.39,5.0,3.0,2.0,323.33,1.0,0.07,37.0,N
2.0,1.0,9.38,0.0,2.0,2.0,133.44,21.0,0.11,17.0,N
2.0,0.0,3.75,0.0,1.0,2.0,22.46,0.0,0.27,5.0,N
2.0,2.0,4.8,1.0,1.0,2.0,59.21,0.0,0.21,10.0,N
4.0,2.0,16.5,0.0,1.0,2.0,116.0,0.0,0.06,18.0,N
2.0,2.0,4.8,1.0,1.0,2.0,59.21,0.0,0.21,10.0,N
2.0,1.0,3.75,0.0,2.0,2.0,46.51,6.0,0.27,9.0,N
2.0,3.0,5.79,2.0,1.0,3.0,92.0,0.0,0.17,14.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
2.0,2.0,5.5,2.0,2.0,3.0,100.08,0.0,0.18,13.0,N
2.0,2.0,9.17,0.0,2.0,2.0,146.95,1.0,0.11,19.0,N
2.0,1.0,17.5,1.0,1.0,2.0,175.69,0.0,0.06,26.0,N
4.0,4.0,17.94,1.0,3.0,2.0,239.72,1.0,0.06,32.0,N
10.0,3.0,40.91,2.0,7.0,2.2,597.53,10.0,0.02,73.0,N
6.0,9.0,11.0,2.0,1.0,2.0,331.71,5.0,0.09,47.0,N
18.0,8.0,25.97,1.0,5.0,2.11,691.85,13.0,0.04,83.0,N
2.0,7.0,5.6,1.0,1.0,3.0,74.01,2.0,0.18,13.0,N
2.0,2.0,4.8,1.0,1.0,2.0,59.21,0.0,0.21,10.0,N
10.0,7.0,24.19,1.0,4.0,2.0,417.09,5.0,0.04,48.0,N
2.0,2.0,4.8,1.0,1.0,2.0,59.21,0.0,0.21,10.0,N
2.0,1.0,5.25,0.0,1.0,2.0,31.7,0.0,0.19,7.0,N
6.0,7.0,8.75,0.0,5.0,2.0,294.41,3.0,0.11,40.0,N
10.0,2.0,23.54,6.0,3.0,2.0,402.37,3.0,0.04,46.0,N
2.0,2.0,4.0,1.0,1.0,2.0,41.51,0.0,0.25,9.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,4.0,8.13,2.0,3.0,2.0,120.93,1.0,0.12,16.0,N
18.0,20.0,33.6,6.0,5.0,2.56,1327.35,22.0,0.03,138.0,N
2.0,3.0,7.2,2.0,1.0,2.0,77.71,0.0,0.14,12.0,N
6.0,0.0,16.8,4.0,2.0,2.33,159.41,0.0,0.06,25.0,N
12.0,4.0,31.88,6.0,2.0,2.0,641.07,1.0,0.03,73.0,N
6.0,2.0,27.19,2.0,3.0,2.0,284.98,0.0,0.04,34.0,N
2.0,0.0,6.0,2.0,1.0,3.0,42.0,0.0,0.17,10.0,N
2.0,0.0,9.0,1.0,1.0,2.0,64.73,0.0,0.11,14.0,N
6.0,5.0,24.56,1.0,3.0,2.0,352.53,1.0,0.04,49.0,N
6.0,1.0,16.0,6.0,3.0,2.33,195.99,0.0,0.06,31.0,N
2.0,1.0,13.75,3.0,1.0,3.0,378.33,4.0,0.07,42.0,Y
2.0,2.0,5.79,2.0,1.0,3.0,92.0,0.0,0.17,14.0,N
2.0,0.0,3.33,4.0,2.0,2.0,36.0,0.0,0.3,8.0,N
4.0,0.0,18.67,0.0,3.0,2.0,168.56,27.0,0.05,23.0,N
8.0,4.0,34.36,1.0,2.0,2.0,480.0,1.0,0.03,60.0,N
2.0,0.0,4.0,1.0,1.0,2.0,31.7,0.0,0.25,6.0,N
6.0,4.0,17.14,0.0,2.0,2.0,1168.28,16.0,0.06,127.0,N
2.0,2.0,10.67,0.0,1.0,2.0,65.73,0.0,0.09,11.0,N
2.0,5.0,10.13,3.0,3.0,2.0,151.24,0.0,0.1,19.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
10.0,8.0,22.1,1.0,4.0,2.0,445.0,5.0,0.05,50.0,N
2.0,1.0,5.83,0.0,1.0,2.0,43.19,4.0,0.17,8.0,N
6.0,0.0,16.35,4.0,2.0,2.33,309.13,3.0,0.06,38.0,N
6.0,0.0,26.0,2.0,4.0,2.0,405.81,29.0,0.04,55.0,N
4.0,3.0,23.14,2.0,3.0,2.0,204.33,1.0,0.04,26.0,N
4.0,5.0,7.5,2.0,1.0,2.5,210.91,0.0,0.13,25.0,N
4.0,7.0,25.0,3.0,2.0,2.0,358.2,8.0,0.04,48.0,N
2.0,0.0,9.56,1.0,2.0,2.0,155.32,0.0,0.1,21.0,N
2.0,3.0,4.67,1.0,2.0,2.0,77.71,0.0,0.21,13.0,N
4.0,1.0,5.25,2.0,1.0,2.0,93.77,0.0,0.19,12.0,N
2.0,0.0,3.75,0.0,1.0,2.0,22.46,0.0,0.27,5.0,N
8.0,4.0,17.78,4.0,3.0,2.0,627.67,3.0,0.06,65.0,N
2.0,2.0,4.67,2.0,1.0,2.0,64.73,0.0,0.21,10.0,N
2.0,1.0,10.0,4.0,2.0,3.0,101.58,0.0,0.1,16.0,N
2.0,0.0,8.13,2.0,1.0,2.0,120.93,2.0,0.12,16.0,N
4.0,3.0,17.33,1.0,1.0,2.0,173.92,0.0,0.06,26.0,N
2.0,1.0,11.25,1.0,1.0,2.0,142.62,2.0,0.09,18.0,N
4.0,8.0,12.57,2.0,3.0,2.0,208.5,3.0,0.08,34.0,N
2.0,0.0,6.67,1.0,1.0,3.0,62.27,0.0,0.15,13.0,N
2.0,2.0,6.75,1.0,1.0,2.0,66.61,0.0,0.15,12.0,N
10.0,5.0,41.43,1.0,4.0,2.0,1493.12,17.0,0.02,126.0,N
2.0,0.0,3.33,4.0,2.0,2.0,36.0,0.0,0.3,8.0,N
12.0,4.0,31.88,6.0,2.0,2.0,641.07,1.0,0.03,73.0,N
2.0,0.0,3.0,2.0,1.0,2.0,24.0,0.0,0.33,6.0,N
12.0,3.0,86.77,4.0,3.0,2.67,1597.46,16.0,0.01,177.0,N
2.0,1.0,9.0,2.0,2.0,2.0,87.57,8.0,0.11,13.0,N
4.0,1.0,5.83,1.0,2.0,2.0,49.83,0.0,0.17,10.0,N
6.0,8.0,22.0,4.0,4.0,2.0,394.2,0.0,0.05,49.0,N
4.0,4.0,17.94,1.0,3.0,2.0,239.72,1.0,0.06,32.0,N
2.0,4.0,5.14,0.0,1.0,2.0,78.14,2.0,0.19,11.0,N
