@relation CustomCM1
@attribute LOC_TOTAL numeric
@attribute LOC_COMMENTS numeric
@attribute LOC_BLANK numeric
@attribute HALSTEAD_CONTENT numeric
@attribute LOC_EXECUTABLE numeric
@attribute NUM_OPERATORS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute BRANCH_COUNT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute Defective {Y,N}

@data
10.0,0.0,2.0,19.93,6.0,8.0,1.0,0.02,1.0,141.74,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,8.0,2.0,2.0,1.0,0.0,1.0,8.0,N
4.0,0.0,0.0,4.75,1.0,2.0,1.0,0.0,1.0,4.75,N
13.0,0.0,3.0,20.76,8.0,12.0,1.0,0.02,1.0,230.63,N
2.0,0.0,0.0,6.2,0.0,5.0,1.0,0.01,1.0,38.77,N
13.0,0.0,2.0,37.21,6.0,16.0,1.0,0.04,1.0,393.02,N
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
42.0,1.0,3.0,53.98,34.0,72.0,5.0,0.18,8.0,5397.5,N
20.0,0.0,2.0,26.8,16.0,45.0,3.0,0.13,5.0,5341.12,N
4.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
44.0,1.0,4.0,37.44,35.0,65.0,5.0,0.17,8.0,6545.0,N
20.0,0.0,0.0,52.46,12.0,37.0,1.0,0.1,1.0,1619.04,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
7.0,0.0,0.0,4.21,5.0,7.0,2.0,0.01,3.0,151.6,N
77.0,7.0,7.0,42.59,61.0,153.0,19.0,0.42,37.0,36434.54,Y
15.0,0.0,0.0,33.22,9.0,25.0,1.0,0.06,1.0,945.06,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.49,2.0,7.0,1.0,0.01,1.0,67.38,N
5.0,0.0,0.0,8.0,3.0,6.0,1.0,0.01,1.0,72.0,Y
12.0,0.0,0.0,20.27,10.0,26.0,4.0,0.07,7.0,1954.18,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
10.0,0.0,1.0,24.35,6.0,19.0,1.0,0.04,1.0,564.06,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
23.0,1.0,2.0,28.75,18.0,39.0,3.0,0.09,5.0,2700.58,N
24.0,0.0,0.0,66.16,14.0,45.0,1.0,0.12,1.0,2101.93,N
8.0,0.0,0.0,16.84,3.0,5.0,1.0,0.01,1.0,37.9,N
26.0,0.0,4.0,45.4,15.0,43.0,2.0,0.12,3.0,2726.93,N
53.0,0.0,0.0,60.05,47.0,76.0,5.0,0.19,8.0,5594.49,Y
15.0,0.0,1.0,14.28,10.0,15.0,2.0,0.03,3.0,634.56,N
40.0,0.0,3.0,48.52,35.0,76.0,4.0,0.21,7.0,8199.5,N
7.0,1.0,0.0,14.17,4.0,11.0,1.0,0.02,1.0,199.32,N
44.0,2.0,6.0,48.51,31.0,61.0,5.0,0.16,9.0,4894.97,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
107.0,11.0,20.0,53.5,70.0,105.0,9.0,0.35,17.0,20664.58,Y
39.0,1.0,1.0,36.86,33.0,56.0,5.0,0.14,8.0,5016.67,Y
13.0,0.0,0.0,21.02,7.0,18.0,2.0,0.04,3.0,813.86,N
162.0,5.0,4.0,56.22,144.0,291.0,28.0,0.96,55.0,147636.19,N
14.0,3.0,4.0,16.84,5.0,12.0,1.0,0.01,1.0,119.78,N
12.0,0.0,1.0,22.67,7.0,22.0,1.0,0.05,1.0,816.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,Y
6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
20.0,0.0,0.0,52.46,12.0,37.0,1.0,0.1,1.0,1619.04,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,15.95,0.0,7.0,1.0,0.01,1.0,99.66,N
28.0,0.0,1.0,23.68,22.0,32.0,4.0,0.09,7.0,3090.09,N
55.0,3.0,7.0,55.37,37.0,84.0,4.0,0.3,7.0,14440.71,Y
14.0,0.0,1.0,8.95,11.0,19.0,2.0,0.04,3.0,1830.4,N
2.0,0.0,0.0,9.05,0.0,5.0,1.0,0.01,1.0,36.19,N
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
12.0,2.0,0.0,25.9,8.0,16.0,2.0,0.03,3.0,304.49,Y
17.0,0.0,0.0,21.79,15.0,30.0,3.0,0.06,5.0,1636.87,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
17.0,0.0,0.0,15.15,15.0,21.0,4.0,0.04,7.0,1031.42,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
70.0,2.0,4.0,53.74,56.0,186.0,13.0,0.6,31.0,59984.29,Y
6.0,0.0,1.0,7.74,3.0,3.0,1.0,0.0,1.0,17.41,N
38.0,6.0,3.0,23.96,27.0,45.0,4.0,0.11,7.0,4592.87,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
82.0,2.0,3.0,67.29,75.0,119.0,16.0,0.37,31.0,18211.24,Y
54.0,1.0,2.0,58.14,49.0,94.0,18.0,0.26,35.0,10502.26,N
13.0,0.0,1.0,21.6,7.0,17.0,1.0,0.04,1.0,540.0,N
2.0,0.0,0.0,9.6,0.0,5.0,1.0,0.01,1.0,60.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
41.0,3.0,8.0,26.69,28.0,61.0,7.0,0.12,8.0,4665.3,N
8.0,0.0,0.0,14.62,4.0,6.0,1.0,0.01,1.0,91.35,N
9.0,0.0,2.0,16.01,5.0,32.0,3.0,0.07,5.0,2917.3,Y
11.0,0.0,1.0,23.54,6.0,18.0,1.0,0.04,1.0,545.26,N
68.0,3.0,6.0,50.46,51.0,91.0,5.0,0.26,9.0,11794.86,N
1.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,N
7.0,0.0,0.0,11.7,5.0,9.0,1.0,0.01,1.0,130.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
47.0,2.0,1.0,45.99,41.0,95.0,6.0,0.25,11.0,12069.0,Y
12.0,0.0,0.0,14.41,9.0,24.0,3.0,0.05,5.0,1743.03,N
5.0,0.0,0.0,9.83,4.0,4.0,1.0,0.01,1.0,39.3,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
118.0,2.0,16.0,85.04,93.0,172.0,19.0,0.54,37.0,30630.91,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
5.0,0.0,0.0,9.83,3.0,4.0,1.0,0.01,1.0,39.3,N
40.0,0.0,3.0,34.3,35.0,57.0,5.0,0.16,9.0,6458.35,Y
1.0,0.0,0.0,16.84,0.0,5.0,1.0,0.01,1.0,37.9,N
14.0,0.0,2.0,33.72,8.0,15.0,1.0,0.04,1.0,361.18,N
5.0,0.0,0.0,14.4,1.0,9.0,1.0,0.01,1.0,129.56,N
13.0,0.0,1.0,24.74,7.0,10.0,1.0,0.02,1.0,222.69,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
57.0,0.0,1.0,58.78,52.0,124.0,4.0,0.36,7.0,20116.66,Y
12.0,0.0,0.0,25.48,6.0,13.0,1.0,0.03,1.0,377.68,Y
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
6.0,0.0,0.0,14.4,3.0,9.0,1.0,0.01,1.0,129.56,N
60.0,0.0,5.0,50.41,46.0,111.0,6.0,0.33,11.0,19167.59,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
17.0,0.0,3.0,15.23,12.0,15.0,2.0,0.03,3.0,548.26,N
24.0,0.0,1.0,46.64,19.0,36.0,2.0,0.11,3.0,2223.49,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
19.0,0.0,0.0,32.68,16.0,30.0,2.0,0.07,3.0,1457.67,N
9.0,2.0,0.0,11.16,4.0,6.0,1.0,0.01,1.0,108.97,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
24.0,0.0,1.0,22.65,21.0,39.0,3.0,0.08,5.0,2576.83,N
34.0,2.0,3.0,34.19,27.0,46.0,5.0,0.12,9.0,4092.71,N
5.0,0.0,0.0,14.99,3.0,8.0,1.0,0.01,1.0,134.92,N
14.0,0.0,1.0,21.27,11.0,19.0,2.0,0.04,3.0,562.59,N
13.0,0.0,1.0,14.45,8.0,17.0,2.0,0.03,3.0,592.07,N
41.0,0.0,4.0,38.49,34.0,54.0,3.0,0.15,5.0,5189.4,N
4.0,0.0,0.0,7.86,2.0,5.0,1.0,0.01,1.0,49.13,N
63.0,2.0,7.0,43.95,52.0,112.0,8.0,0.36,15.0,26025.75,Y
23.0,1.0,1.0,22.33,18.0,44.0,3.0,0.11,5.0,4490.66,Y
123.0,2.0,11.0,68.03,108.0,212.0,15.0,0.74,29.0,72378.03,N
44.0,0.0,1.0,54.53,38.0,62.0,4.0,0.18,7.0,5279.89,N
54.0,5.0,9.0,38.05,36.0,57.0,4.0,0.16,6.0,5945.41,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
20.0,1.0,1.0,30.33,13.0,30.0,2.0,0.07,3.0,1619.78,Y
2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
84.0,1.0,1.0,154.03,78.0,207.0,7.0,0.63,12.0,23269.16,Y
49.0,1.0,6.0,55.28,35.0,78.0,4.0,0.27,7.0,11467.22,N
15.0,0.0,1.0,19.13,12.0,22.0,1.0,0.05,1.0,1382.33,Y
145.0,3.0,58.0,63.84,81.0,268.0,25.0,0.94,49.0,123803.5,Y
16.0,0.0,1.0,17.59,13.0,24.0,4.0,0.05,5.0,1404.74,N
9.0,0.0,0.0,23.08,6.0,17.0,2.0,0.04,3.0,723.9,Y
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
6.0,0.0,1.0,7.74,3.0,3.0,1.0,0.0,1.0,17.41,N
5.0,0.0,0.0,9.83,3.0,4.0,1.0,0.01,1.0,39.3,N
3.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,N
8.0,0.0,0.0,16.34,6.0,11.0,1.0,0.02,1.0,211.72,N
34.0,0.0,4.0,29.87,28.0,69.0,5.0,0.17,9.0,8344.83,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
18.0,0.0,0.0,32.7,12.0,13.0,1.0,0.03,1.0,294.3,N
13.0,0.0,3.0,13.44,8.0,18.0,3.0,0.04,5.0,933.33,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
23.0,1.0,3.0,38.54,16.0,35.0,2.0,0.09,3.0,1834.9,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,14.4,3.0,9.0,1.0,0.01,1.0,90.0,N
75.0,1.0,18.0,57.39,52.0,172.0,9.0,0.58,17.0,53155.21,Y
4.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
66.0,4.0,9.0,49.98,51.0,97.0,6.0,0.26,11.0,12518.41,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
26.0,0.0,3.0,44.72,21.0,41.0,2.0,0.11,3.0,2284.41,Y
5.0,0.0,0.0,15.11,3.0,10.0,2.0,0.02,3.0,306.0,N
13.0,0.0,1.0,17.59,10.0,18.0,2.0,0.04,3.0,831.38,N
18.0,0.0,0.0,17.18,14.0,15.0,2.0,0.04,3.0,657.57,N
43.0,0.0,2.0,35.3,36.0,66.0,5.0,0.2,9.0,10202.14,N
5.0,0.0,0.0,9.6,3.0,5.0,1.0,0.01,1.0,60.0,N
39.0,0.0,2.0,32.91,35.0,61.0,4.0,0.16,7.0,7317.04,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.01,1.0,0.0,N
20.0,1.0,2.0,16.82,13.0,23.0,3.0,0.05,5.0,1287.66,N
24.0,0.0,3.0,20.24,19.0,38.0,5.0,0.11,9.0,5074.74,Y
18.0,0.0,1.0,24.67,12.0,27.0,1.0,0.07,1.0,1679.37,N
17.0,0.0,0.0,15.15,15.0,21.0,4.0,0.04,7.0,1031.42,Y
25.0,2.0,3.0,32.64,18.0,23.0,2.0,0.06,3.0,879.88,Y
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
16.0,1.0,2.0,29.28,9.0,24.0,1.0,0.06,1.0,1054.16,N
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
19.0,0.0,2.0,13.45,15.0,34.0,4.0,0.07,7.0,3756.37,N
13.0,0.0,4.0,11.72,7.0,14.0,2.0,0.03,3.0,574.31,N
2.0,0.0,0.0,12.68,0.0,6.0,1.0,0.01,1.0,79.25,N
6.0,0.0,0.0,10.8,4.0,6.0,1.0,0.01,1.0,67.5,N
47.0,0.0,2.0,43.58,43.0,52.0,7.0,0.18,13.0,6323.86,Y
34.0,0.0,6.0,23.85,24.0,54.0,9.0,0.13,17.0,6675.75,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,15.95,0.0,7.0,1.0,0.01,1.0,99.66,N
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
17.0,1.0,2.0,23.6,9.0,21.0,1.0,0.05,1.0,936.67,N
26.0,0.0,0.0,35.53,24.0,48.0,4.0,0.14,7.0,4935.43,Y
45.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
13.0,0.0,1.0,11.92,10.0,21.0,2.0,0.04,3.0,965.81,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
217.0,17.0,23.0,143.73,173.0,345.0,28.0,1.12,54.0,77990.66,Y
26.0,0.0,6.0,25.92,17.0,30.0,3.0,0.08,5.0,2304.56,N
16.0,0.0,2.0,14.45,12.0,17.0,2.0,0.03,3.0,592.07,N
4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,N
16.0,6.0,2.0,9.6,3.0,5.0,1.0,0.01,1.0,60.0,N
2.0,0.0,0.0,7.86,0.0,5.0,1.0,0.01,1.0,49.13,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
6.0,0.0,0.0,10.57,4.0,7.0,1.0,0.01,1.0,95.1,N
6.0,0.0,0.0,9.36,3.0,8.0,1.0,0.01,1.0,162.5,N
22.0,0.0,0.0,59.23,13.0,41.0,1.0,0.11,1.0,1857.56,N
19.0,5.0,3.0,9.55,8.0,13.0,2.0,0.03,3.0,773.56,N
16.0,0.0,2.0,27.26,10.0,21.0,1.0,0.05,1.0,737.24,N
5.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
4.0,0.0,0.0,7.49,2.0,7.0,1.0,0.01,1.0,67.38,N
24.0,0.0,2.0,50.66,20.0,29.0,3.0,0.07,5.0,969.74,N
11.0,0.0,1.0,16.89,8.0,12.0,2.0,0.03,3.0,342.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
62.0,0.0,5.0,71.91,50.0,282.0,14.0,1.0,36.0,126141.8,Y
15.0,0.0,3.0,21.1,10.0,25.0,3.0,0.07,5.0,1981.69,Y
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
56.0,4.0,2.0,46.69,48.0,102.0,10.0,0.27,19.0,14573.21,N
72.0,10.0,12.0,53.34,46.0,89.0,7.0,0.26,13.0,11401.84,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,10.44,0.0,8.0,2.0,0.01,3.0,127.89,N
14.0,0.0,4.0,11.35,8.0,13.0,2.0,0.02,3.0,408.69,N
46.0,6.0,5.0,33.81,31.0,69.0,5.0,0.19,9.0,10086.81,N
9.0,0.0,0.0,12.4,5.0,9.0,1.0,0.02,1.0,174.4,N
21.0,0.0,2.0,19.61,17.0,40.0,4.0,0.09,7.0,4010.59,N
16.0,1.0,2.0,29.28,9.0,24.0,1.0,0.06,1.0,1054.16,N
72.0,6.0,10.0,54.22,53.0,128.0,12.0,0.42,23.0,29746.87,Y
4.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
9.0,0.0,1.0,6.0,6.0,8.0,2.0,0.01,3.0,216.0,N
4.0,0.0,0.0,7.74,2.0,3.0,1.0,0.0,1.0,17.41,Y
46.0,0.0,3.0,42.54,38.0,59.0,4.0,0.16,7.0,5529.0,N
30.0,2.0,2.0,26.4,24.0,44.0,2.0,0.11,3.0,4124.97,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
46.0,5.0,5.0,66.55,22.0,56.0,2.0,0.17,3.0,3836.67,N
13.0,0.0,0.0,21.02,7.0,18.0,2.0,0.04,3.0,813.86,N
13.0,0.0,3.0,13.44,8.0,18.0,3.0,0.04,5.0,933.33,Y
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
17.0,0.0,0.0,52.46,12.0,37.0,1.0,0.1,1.0,1619.04,N
162.0,35.0,11.0,56.51,114.0,204.0,17.0,0.67,33.0,71598.78,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
14.0,0.0,1.0,17.66,9.0,19.0,2.0,0.04,3.0,830.49,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
42.0,4.0,5.0,26.39,29.0,61.0,5.0,0.17,9.0,9417.11,N
6.0,0.0,0.0,9.51,3.0,6.0,1.0,0.01,1.0,85.59,N
42.0,0.0,7.0,28.09,33.0,67.0,5.0,0.21,9.0,14713.79,N
14.0,0.0,2.0,23.0,8.0,15.0,1.0,0.03,1.0,368.0,N
27.0,6.0,1.0,23.17,16.0,30.0,3.0,0.07,5.0,2018.06,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
46.0,0.0,6.0,39.92,38.0,57.0,5.0,0.14,9.0,4475.06,N
15.0,0.0,0.0,27.26,8.0,21.0,1.0,0.05,1.0,737.24,N
22.0,0.0,5.0,27.18,15.0,81.0,5.0,0.23,9.0,16984.95,Y
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
10.0,0.0,0.0,10.42,8.0,13.0,2.0,0.02,3.0,474.58,N
2.0,0.0,0.0,4.75,0.0,2.0,1.0,0.0,1.0,4.75,N
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,N
7.0,0.0,0.0,12.85,5.0,9.0,2.0,0.01,3.0,157.4,N
22.0,0.0,3.0,23.6,15.0,21.0,2.0,0.05,3.0,936.67,N
7.0,0.0,0.0,14.34,4.0,9.0,1.0,0.02,1.0,175.66,N
15.0,0.0,1.0,19.71,12.0,15.0,2.0,0.04,3.0,596.3,N
44.0,0.0,6.0,20.15,35.0,114.0,13.0,0.33,25.0,49145.34,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
29.0,1.0,4.0,37.73,19.0,41.0,2.0,0.1,3.0,2414.81,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
10.0,1.0,0.0,20.31,5.0,11.0,2.0,0.02,3.0,182.83,N
43.0,8.0,3.0,31.91,30.0,42.0,4.0,0.1,7.0,2836.38,N
28.0,0.0,1.0,22.36,22.0,33.0,4.0,0.09,7.0,3472.18,N
19.0,0.0,0.0,25.31,17.0,27.0,2.0,0.06,3.0,1240.39,N
2.0,0.0,0.0,9.6,0.0,5.0,1.0,0.01,1.0,60.0,N
6.0,0.0,0.0,11.86,4.0,8.0,1.0,0.01,1.0,145.3,N
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
52.0,0.0,1.0,55.44,46.0,71.0,5.0,0.18,8.0,5344.61,Y
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
15.0,0.0,2.0,16.2,11.0,25.0,3.0,0.06,5.0,1921.01,N
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
15.0,0.0,1.0,89.39,12.0,25.0,1.0,0.07,1.0,558.7,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
21.0,0.0,3.0,25.29,15.0,25.0,2.0,0.06,3.0,1360.08,N
51.0,3.0,2.0,35.44,44.0,93.0,13.0,0.24,25.0,14362.87,N
4.0,0.0,0.0,6.55,2.0,6.0,1.0,0.01,1.0,58.95,Y
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
1.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
2.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
97.0,2.0,5.0,53.32,88.0,164.0,14.0,0.54,27.0,48369.03,Y
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,9.51,3.0,1.0,1.0,0.0,1.0,2.38,N
15.0,0.0,1.0,49.82,12.0,31.0,2.0,0.08,3.0,1153.79,N
20.0,0.0,0.0,52.46,12.0,37.0,1.0,0.1,1.0,1619.04,N
49.0,2.0,4.0,37.22,40.0,72.0,5.0,0.18,9.0,8127.78,N
2.0,0.0,0.0,19.58,0.0,11.0,1.0,0.02,1.0,239.86,N
14.0,0.0,1.0,19.01,10.0,27.0,3.0,0.06,5.0,1518.63,Y
48.0,4.0,3.0,15.2,35.0,48.0,9.0,0.12,17.0,8324.42,N
4.0,0.0,0.0,5.33,0.0,3.0,1.0,0.0,1.0,12.0,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
5.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
17.0,0.0,2.0,15.47,12.0,20.0,3.0,0.04,5.0,870.0,N
56.0,1.0,5.0,74.95,48.0,109.0,5.0,0.33,9.0,13042.34,Y
4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
48.0,0.0,3.0,33.47,41.0,86.0,4.0,0.23,7.0,14339.44,Y
11.0,0.0,2.0,29.01,7.0,24.0,3.0,0.07,5.0,1408.1,Y
38.0,0.0,2.0,46.32,33.0,80.0,4.0,0.21,7.0,8591.51,N
14.0,0.0,0.0,32.11,10.0,21.0,1.0,0.04,1.0,566.52,Y
5.0,0.0,0.0,10.44,2.0,8.0,1.0,0.01,1.0,127.89,N
23.0,0.0,2.0,69.59,15.0,24.0,1.0,0.07,1.0,687.42,Y
6.0,0.0,0.0,12.68,1.0,6.0,1.0,0.01,1.0,79.25,N
62.0,4.0,11.0,42.93,43.0,85.0,10.0,0.25,19.0,12760.86,N
15.0,0.0,0.0,14.3,13.0,29.0,3.0,0.06,5.0,2415.96,N
23.0,0.0,5.0,27.78,16.0,78.0,5.0,0.21,9.0,14439.1,Y
2.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
15.0,0.0,1.0,14.28,9.0,15.0,2.0,0.03,3.0,634.56,N
5.0,0.0,0.0,9.51,2.0,6.0,1.0,0.01,1.0,85.59,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
43.0,2.0,3.0,61.35,25.0,71.0,4.0,0.2,7.0,5688.55,N
3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
4.0,0.0,0.0,5.33,2.0,3.0,1.0,0.0,1.0,12.0,N
17.0,0.0,3.0,14.45,12.0,17.0,2.0,0.03,3.0,592.07,N
27.0,5.0,0.0,13.43,19.0,36.0,6.0,0.1,11.0,6738.55,N
88.0,5.0,7.0,36.77,74.0,150.0,14.0,0.43,27.0,44593.23,N
3.0,0.0,0.0,8.96,1.0,11.0,3.0,0.02,5.0,322.65,N
4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,N
12.0,0.0,1.0,22.67,7.0,22.0,1.0,0.05,1.0,816.0,N
12.0,0.0,0.0,29.33,4.0,12.0,1.0,0.03,1.0,264.0,Y
68.0,7.0,10.0,42.66,49.0,120.0,9.0,0.34,17.0,24862.57,N
1.0,0.0,0.0,7.74,0.0,3.0,1.0,0.0,1.0,17.41,N
57.0,2.0,11.0,103.45,42.0,69.0,1.0,0.23,1.0,4461.99,Y
9.0,0.0,0.0,54.91,7.0,16.0,1.0,0.04,1.0,292.41,N
36.0,0.0,1.0,35.6,30.0,56.0,5.0,0.16,9.0,6337.5,N
11.0,0.0,1.0,9.87,8.0,14.0,2.0,0.03,3.0,611.96,N
4.0,0.0,0.0,5.8,2.0,4.0,1.0,0.0,1.0,23.22,N
15.0,0.0,1.0,14.28,10.0,15.0,2.0,0.03,3.0,634.56,N
15.0,0.0,1.0,14.28,10.0,15.0,2.0,0.03,3.0,634.56,N
12.0,0.0,2.0,18.03,8.0,12.0,1.0,0.02,1.0,220.91,N
