@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,0.0,0.0,3.0,3.0,1.0,29.0,46.62,10.42,5062.36,0.1,281.24,36.0,63.0,19.0,11.0,34.0,N
0.0,0.0,1.0,1.0,1.0,1.0,5.0,19.46,4.5,394.06,0.22,21.89,9.0,14.0,7.0,7.0,9.0,N
4.0,0.0,0.0,5.0,5.0,4.0,28.0,29.87,16.71,8344.83,0.06,463.6,36.0,69.0,14.0,13.0,34.0,N
1.0,0.0,0.0,2.0,2.0,1.0,18.0,38.52,8.74,2939.56,0.11,163.31,27.0,43.0,17.0,11.0,24.0,N
1.0,0.0,0.0,3.0,3.0,1.0,25.0,32.82,9.17,2757.59,0.11,153.2,25.0,39.0,15.0,11.0,29.0,Y
1.0,0.0,0.0,3.0,3.0,1.0,24.0,32.82,9.17,2757.59,0.11,153.2,25.0,39.0,15.0,11.0,29.0,N
1.0,0.0,0.0,2.0,2.0,1.0,14.0,17.28,8.33,1200.0,0.12,66.67,10.0,26.0,6.0,10.0,17.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,19.37,2.5,121.08,0.4,6.73,6.0,8.0,6.0,5.0,6.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,9.0,26.79,5.25,738.4,0.19,41.02,12.0,24.0,8.0,7.0,12.0,Y
1.0,0.0,0.0,1.0,1.0,1.0,8.0,26.11,5.06,667.33,0.2,37.07,13.0,20.0,9.0,7.0,12.0,N
16.0,0.0,6.0,7.0,7.0,1.0,69.0,68.37,21.91,32835.61,0.05,1824.2,103.0,144.0,47.0,20.0,93.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,14.0,62.53,5.9,2180.08,0.17,121.12,31.0,45.0,21.0,8.0,20.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
4.0,0.0,0.0,2.0,2.0,1.0,22.0,44.55,8.64,3327.5,0.12,184.86,33.0,44.0,21.0,11.0,28.0,N
2.0,0.0,0.0,1.0,1.0,1.0,10.0,40.76,3.23,425.45,0.31,23.64,14.0,17.0,13.0,6.0,18.0,N
2.0,0.0,0.0,1.0,1.0,1.0,5.0,20.16,2.92,171.53,0.34,9.53,7.0,10.0,6.0,5.0,10.0,N
0.0,0.0,0.0,1.0,1.0,1.0,6.0,17.92,4.0,286.8,0.25,15.93,8.0,12.0,6.0,6.0,8.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
3.0,0.0,0.0,3.0,3.0,1.0,20.0,65.97,9.4,5829.1,0.11,323.84,47.0,68.0,30.0,12.0,32.0,N
2.0,0.0,0.0,1.0,1.0,1.0,13.0,51.76,3.19,525.93,0.31,29.22,17.0,20.0,16.0,6.0,23.0,N
2.0,0.0,0.0,1.0,1.0,1.0,13.0,46.22,3.72,639.24,0.27,35.51,17.0,21.0,16.0,7.0,23.0,N
1.0,0.0,0.0,4.0,4.0,1.0,25.0,44.45,9.47,3989.43,0.11,221.64,30.0,55.0,19.0,12.0,31.0,N
3.0,0.0,0.0,4.0,4.0,1.0,35.0,48.52,13.0,8199.5,0.08,455.53,46.0,76.0,23.0,13.0,40.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,12.0,48.95,5.88,1693.64,0.17,94.09,25.0,37.0,17.0,8.0,16.0,N
2.0,0.0,0.0,5.0,4.0,1.0,24.0,33.51,14.87,7408.8,0.07,411.6,38.0,55.0,23.0,18.0,28.0,N
2.0,0.0,0.0,1.0,1.0,1.0,8.0,33.72,3.27,361.18,0.31,20.07,12.0,15.0,11.0,6.0,14.0,N
2.0,0.0,0.0,4.0,4.0,1.0,24.0,37.72,9.53,3425.73,0.1,190.32,27.0,47.0,17.0,12.0,30.0,N
0.0,0.0,0.0,3.0,3.0,1.0,21.0,32.84,7.07,1641.93,0.14,91.22,18.0,32.0,14.0,11.0,24.0,N
0.0,0.0,0.0,1.0,1.0,1.0,6.0,14.26,2.0,57.06,0.5,3.17,5.0,4.0,5.0,4.0,9.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,1.0,8.0,1.0,0.44,2.0,2.0,2.0,2.0,3.0,N
15.0,0.0,2.0,12.0,12.0,6.0,97.0,137.08,18.0,44415.05,0.06,2467.5,140.0,242.0,70.0,18.0,116.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,8.0,1.0,8.0,1.0,0.44,2.0,2.0,2.0,2.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,5.0,16.0,0.5,4.0,2.0,0.22,3.0,1.0,3.0,1.0,8.0,N
0.0,0.0,0.0,1.0,1.0,1.0,5.0,16.0,0.5,4.0,2.0,0.22,3.0,1.0,3.0,1.0,8.0,N
0.0,0.0,0.0,4.0,4.0,1.0,35.0,132.09,7.78,7990.75,0.13,443.93,56.0,130.0,36.0,10.0,37.0,N
0.0,0.0,0.0,1.0,1.0,1.0,24.0,101.02,4.9,2425.5,0.2,134.75,35.0,64.0,25.0,7.0,29.0,Y
6.0,0.0,0.0,7.0,7.0,1.0,30.0,36.49,16.0,9342.72,0.06,519.03,48.0,71.0,18.0,12.0,38.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,13.0,51.49,5.41,1507.89,0.18,83.77,23.0,37.0,17.0,8.0,15.0,N
22.0,0.0,7.0,16.0,13.0,11.0,101.0,69.24,29.65,60862.61,0.03,3381.26,130.0,192.0,57.0,26.0,132.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,6.0,17.92,4.0,286.8,0.25,15.93,8.0,12.0,6.0,6.0,8.0,N
0.0,0.0,0.0,1.0,1.0,1.0,17.0,77.55,6.67,3446.62,0.15,191.48,40.0,60.0,27.0,9.0,25.0,N
2.0,0.0,0.0,1.0,1.0,1.0,12.0,48.04,3.2,491.94,0.31,27.33,16.0,19.0,15.0,6.0,22.0,N
2.0,0.0,0.0,4.0,4.0,1.0,25.0,44.45,9.47,3989.43,0.11,221.64,30.0,55.0,19.0,12.0,32.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
1.0,0.0,0.0,2.0,2.0,1.0,15.0,20.85,9.45,1864.0,0.11,103.56,16.0,27.0,11.0,13.0,18.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,3.0,3.0,1.0,13.0,33.04,8.08,2155.65,0.12,119.76,21.0,38.0,13.0,10.0,16.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
2.0,0.0,0.0,4.0,4.0,1.0,15.0,13.45,16.71,3756.37,0.06,208.69,18.0,34.0,7.0,13.0,19.0,N
0.0,0.0,0.0,4.0,4.0,1.0,17.0,18.76,14.95,4192.89,0.07,232.94,23.0,39.0,10.0,13.0,19.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,6.0,16.32,4.67,355.35,0.21,19.74,7.0,13.0,6.0,8.0,9.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,8.0,27.26,5.2,737.24,0.19,40.96,13.0,21.0,10.0,8.0,12.0,N
2.0,0.0,0.0,1.0,1.0,1.0,6.0,33.72,3.27,361.18,0.31,20.07,12.0,15.0,11.0,6.0,12.0,N
0.0,0.0,0.0,4.0,4.0,1.0,24.0,35.53,11.79,4935.43,0.08,274.19,33.0,48.0,21.0,15.0,26.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,8.0,27.26,5.2,737.24,0.19,40.96,13.0,21.0,10.0,8.0,12.0,N
2.0,0.0,0.0,1.0,1.0,1.0,6.0,33.72,3.27,361.18,0.31,20.07,12.0,15.0,11.0,6.0,12.0,N
12.0,0.0,0.0,16.0,13.0,10.0,95.0,59.66,33.33,66290.05,0.03,3682.78,140.0,194.0,42.0,20.0,112.0,Y
5.0,0.0,1.0,5.0,4.0,1.0,48.0,74.95,13.19,13042.34,0.08,724.57,69.0,109.0,34.0,13.0,56.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,14.0,58.93,6.2,2265.23,0.16,125.85,31.0,45.0,20.0,8.0,21.0,Y
2.0,0.0,0.0,1.0,1.0,1.0,11.0,44.37,3.21,458.43,0.31,25.47,15.0,18.0,14.0,6.0,20.0,N
2.0,0.0,0.0,1.0,1.0,1.0,5.0,20.16,2.92,171.53,0.34,9.53,7.0,10.0,6.0,5.0,10.0,N
10.0,0.0,0.0,6.0,5.0,5.0,30.0,26.93,18.9,9619.48,0.05,534.42,36.0,59.0,20.0,21.0,43.0,Y
1.0,0.0,0.0,4.0,1.0,1.0,22.0,23.68,11.42,3090.09,0.09,171.67,27.0,32.0,13.0,11.0,28.0,N
11.0,0.0,35.0,17.0,16.0,12.0,114.0,56.51,35.6,71598.78,0.03,3977.71,130.0,204.0,42.0,23.0,162.0,Y
8.0,1.0,0.0,6.0,4.0,3.0,43.0,42.1,25.33,27017.88,0.04,1500.99,76.0,98.0,42.0,28.0,55.0,N
0.0,0.0,1.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
1.0,0.0,0.0,2.0,2.0,1.0,8.0,16.68,6.87,788.52,0.15,43.81,10.0,17.0,8.0,11.0,12.0,N
16.0,0.0,4.0,22.0,16.0,6.0,130.0,101.78,29.75,90061.35,0.03,5003.41,192.0,271.0,71.0,22.0,152.0,Y
1.0,0.0,0.0,1.0,1.0,1.0,8.0,32.53,4.9,781.11,0.2,43.4,14.0,25.0,10.0,7.0,12.0,N
2.0,0.0,0.0,1.0,1.0,1.0,6.0,33.72,3.27,361.18,0.31,20.07,12.0,15.0,11.0,6.0,12.0,N
0.0,0.0,0.0,1.0,1.0,1.0,11.0,41.07,5.43,1210.42,0.18,67.25,19.0,31.0,14.0,8.0,15.0,N
0.0,0.0,0.0,2.0,2.0,1.0,8.0,14.28,6.67,634.56,0.15,35.25,10.0,15.0,6.0,8.0,12.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,14.99,3.0,134.92,0.33,7.5,5.0,8.0,5.0,6.0,6.0,N
0.0,0.0,0.0,4.0,4.0,1.0,21.0,42.94,8.68,3238.55,0.12,179.92,30.0,46.0,19.0,11.0,25.0,Y
1.0,0.0,0.0,2.0,2.0,1.0,11.0,24.97,6.25,975.5,0.16,54.19,15.0,20.0,12.0,10.0,14.0,N
0.0,0.0,0.0,4.0,2.0,1.0,10.0,20.27,9.82,1954.18,0.1,108.57,18.0,26.0,11.0,12.0,12.0,Y
1.0,0.0,0.0,5.0,5.0,1.0,20.0,25.72,14.5,5407.39,0.07,300.41,29.0,47.0,15.0,15.0,23.0,N
7.0,0.0,7.0,11.0,11.0,1.0,60.0,67.96,19.4,25571.05,0.05,1420.61,89.0,138.0,39.0,17.0,78.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,13.0,55.66,5.89,1933.99,0.17,107.44,28.0,41.0,19.0,8.0,18.0,N
1.0,0.0,0.0,1.0,1.0,1.0,8.0,16.5,6.0,593.95,0.17,33.0,9.0,17.0,6.0,8.0,11.0,Y
2.0,0.0,0.0,1.0,1.0,1.0,9.0,37.21,3.25,393.02,0.31,21.83,13.0,16.0,12.0,6.0,16.0,N
2.0,0.0,0.0,1.0,1.0,1.0,5.0,20.16,2.92,171.53,0.34,9.53,7.0,10.0,6.0,5.0,10.0,N
1.0,0.0,0.0,1.0,1.0,1.0,5.0,12.65,4.38,242.16,0.23,13.45,5.0,11.0,4.0,7.0,8.0,N
3.0,0.0,0.0,2.0,2.0,1.0,21.0,44.72,7.15,2284.41,0.14,126.91,27.0,41.0,17.0,9.0,26.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.51,3.0,85.59,0.33,4.75,3.0,6.0,3.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,12.0,48.95,5.88,1693.64,0.17,94.09,25.0,37.0,17.0,8.0,16.0,N
2.0,0.0,0.0,1.0,1.0,1.0,8.0,33.72,3.27,361.18,0.31,20.07,12.0,15.0,11.0,6.0,14.0,N
2.0,0.0,0.0,1.0,1.0,1.0,5.0,20.16,2.92,171.53,0.34,9.53,7.0,10.0,6.0,5.0,10.0,N
6.0,0.0,1.0,4.0,4.0,3.0,29.0,26.52,14.5,5576.53,0.07,309.81,29.0,51.0,14.0,14.0,38.0,N
0.0,0.0,0.0,1.0,1.0,1.0,13.0,54.15,5.56,1671.27,0.18,92.85,25.0,39.0,18.0,8.0,18.0,N
2.0,0.0,0.0,1.0,1.0,1.0,6.0,37.21,3.25,393.02,0.31,21.83,13.0,16.0,12.0,6.0,13.0,N
0.0,0.0,0.0,1.0,1.0,1.0,10.0,39.43,5.43,1162.0,0.18,64.56,19.0,29.0,14.0,8.0,15.0,N
2.0,0.0,0.0,1.0,1.0,1.0,9.0,37.21,3.25,393.02,0.31,21.83,13.0,16.0,12.0,6.0,16.0,N
2.0,0.0,0.0,1.0,1.0,1.0,8.0,23.0,4.0,368.0,0.25,20.44,8.0,15.0,8.0,8.0,14.0,N
5.0,0.0,3.0,5.0,4.0,3.0,25.0,39.13,10.61,4401.18,0.09,244.51,31.0,52.0,19.0,13.0,35.0,Y
0.0,0.0,0.0,3.0,3.0,1.0,12.0,16.5,6.3,654.97,0.16,36.39,9.0,20.0,5.0,7.0,14.0,N
13.0,0.0,4.0,11.0,11.0,1.0,65.0,51.83,28.95,43431.19,0.03,2412.84,100.0,154.0,38.0,22.0,84.0,Y
10.0,0.0,2.0,11.0,11.0,1.0,66.0,57.05,28.71,47016.12,0.03,2612.01,107.0,167.0,41.0,22.0,80.0,Y
7.0,0.0,2.0,8.0,8.0,1.0,52.0,43.95,24.33,26025.75,0.04,1445.88,73.0,112.0,33.0,22.0,63.0,Y
1.0,0.0,0.0,1.0,1.0,1.0,6.0,24.35,4.81,564.06,0.21,31.34,11.0,19.0,8.0,7.0,10.0,N
1.0,0.0,0.0,1.0,1.0,1.0,8.0,24.76,5.78,826.58,0.17,45.92,13.0,22.0,9.0,8.0,13.0,N
1.0,0.0,0.0,1.0,1.0,1.0,7.0,20.56,5.0,513.99,0.2,28.56,10.0,17.0,7.0,7.0,11.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,6.67,4.5,135.0,0.22,7.5,3.0,7.0,2.0,6.0,7.0,N
1.0,0.0,0.0,3.0,3.0,1.0,9.0,19.93,2.5,124.57,0.4,6.92,5.0,10.0,5.0,5.0,12.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,8.0,6.82,12.83,1123.8,0.08,62.43,7.0,16.0,3.0,11.0,10.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,13.5,2.0,54.0,0.5,3.0,4.0,5.0,4.0,4.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,13.5,2.0,54.0,0.5,3.0,4.0,5.0,4.0,4.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.83,2.0,39.3,0.5,2.18,3.0,4.0,3.0,4.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,13.5,2.0,54.0,0.5,3.0,4.0,5.0,4.0,4.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,23.07,4.13,392.63,0.24,21.81,11.0,14.0,8.0,6.0,7.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,13.5,2.0,54.0,0.5,3.0,4.0,5.0,4.0,4.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,5.0,24.92,4.13,424.04,0.24,23.56,11.0,16.0,8.0,6.0,8.0,N
0.0,0.0,0.0,1.0,1.0,1.0,5.0,23.69,4.5,479.73,0.22,26.65,12.0,16.0,8.0,6.0,8.0,N
0.0,0.0,0.0,2.0,1.0,1.0,6.0,23.08,5.6,723.9,0.18,40.22,14.0,17.0,10.0,8.0,9.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,5.0,23.69,4.5,479.73,0.22,26.65,12.0,16.0,8.0,6.0,8.0,N
3.0,0.0,3.0,6.0,6.0,1.0,37.0,20.7,20.67,8842.33,0.05,491.24,31.0,58.0,12.0,16.0,45.0,N
2.0,0.0,1.0,2.0,2.0,1.0,11.0,33.6,5.67,1078.92,0.18,59.94,17.0,24.0,15.0,10.0,19.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,12.85,3.5,157.4,0.29,8.74,4.0,9.0,4.0,7.0,7.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,13.29,3.0,119.59,0.33,6.64,4.0,8.0,4.0,6.0,7.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,12.85,3.5,157.4,0.29,8.74,4.0,9.0,4.0,7.0,7.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,13.29,3.0,119.59,0.33,6.64,4.0,8.0,4.0,6.0,7.0,N
3.0,0.0,1.0,5.0,4.0,1.0,29.0,22.01,20.4,9158.6,0.05,508.81,34.0,55.0,15.0,18.0,35.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,17.0,16.67,9.75,1584.53,0.1,88.03,12.0,25.0,8.0,13.0,19.0,Y
10.0,0.0,8.0,12.0,9.0,1.0,53.0,37.59,19.71,14609.41,0.05,811.63,46.0,84.0,28.0,24.0,73.0,N
0.0,0.0,0.0,2.0,2.0,1.0,5.0,12.85,3.5,157.4,0.29,8.74,4.0,9.0,4.0,7.0,7.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,2.0,3.0,2.0,3.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,7.0,37.0,2.5,231.28,0.4,12.85,8.0,17.0,8.0,5.0,9.0,Y
1.0,2.0,0.0,2.0,2.0,1.0,11.0,9.94,13.75,1880.19,0.07,104.46,10.0,25.0,4.0,11.0,16.0,Y
1.0,0.0,0.0,3.0,2.0,1.0,8.0,12.8,7.5,720.0,0.13,40.0,9.0,15.0,6.0,10.0,11.0,N
0.0,0.0,0.0,3.0,3.0,1.0,7.0,9.52,10.0,951.84,0.1,52.88,8.0,17.0,4.0,10.0,9.0,N
3.0,0.0,3.0,1.0,1.0,1.0,24.0,27.09,9.31,2347.15,0.11,130.4,22.0,33.0,13.0,11.0,33.0,Y
5.0,0.0,1.0,9.0,2.0,1.0,30.0,20.68,15.27,4822.86,0.07,267.94,24.0,44.0,11.0,14.0,38.0,N
1.0,0.0,0.0,3.0,3.0,1.0,16.0,14.75,8.0,944.22,0.13,52.46,12.0,19.0,6.0,8.0,19.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,4.0,17.17,2.4,98.9,0.42,5.49,6.0,7.0,5.0,4.0,6.0,N
0.0,0.0,0.0,1.0,1.0,1.0,4.0,21.67,1.8,70.2,0.56,3.9,6.0,7.0,5.0,3.0,6.0,N
2.0,1.0,10.0,2.0,2.0,1.0,6.0,11.53,6.42,474.89,0.16,26.38,11.0,9.0,6.0,7.0,20.0,Y
2.0,0.0,3.0,4.0,4.0,1.0,24.0,27.57,16.32,7345.59,0.06,408.09,37.0,53.0,17.0,15.0,31.0,N
0.0,1.0,0.0,1.0,1.0,1.0,2.0,12.0,2.5,75.0,0.4,4.17,3.0,7.0,3.0,5.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,7.49,3.75,105.28,0.27,5.85,3.0,7.0,2.0,5.0,5.0,Y
0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,5.0,N
0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,5.0,N
0.0,1.0,0.0,1.0,1.0,1.0,3.0,14.4,3.0,129.56,0.33,7.2,4.0,9.0,4.0,6.0,6.0,N
0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,5.0,N
0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,5.0,N
0.0,0.0,0.0,1.0,1.0,1.0,3.0,11.23,2.0,44.92,0.5,2.5,3.0,5.0,3.0,4.0,5.0,N
0.0,1.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,5.0,N
1.0,0.0,1.0,2.0,2.0,1.0,8.0,25.1,5.25,691.79,0.19,38.43,14.0,16.0,12.0,9.0,15.0,Y
0.0,0.0,0.0,3.0,3.0,1.0,15.0,21.79,8.67,1636.87,0.12,90.94,13.0,30.0,9.0,12.0,17.0,N
16.0,7.0,9.0,26.0,19.0,16.0,171.0,64.47,49.32,156823.6,0.02,8712.42,194.0,297.0,59.0,30.0,205.0,Y
0.0,0.0,2.0,4.0,3.0,1.0,25.0,17.38,18.2,5757.8,0.05,319.88,26.0,43.0,10.0,14.0,29.0,N
10.0,1.0,6.0,12.0,10.0,8.0,53.0,54.22,23.42,29746.87,0.04,1652.6,87.0,128.0,39.0,21.0,72.0,Y
1.0,0.0,0.0,2.0,1.0,1.0,12.0,13.87,7.5,780.0,0.13,43.33,9.0,17.0,6.0,10.0,15.0,N
1.0,0.0,1.0,1.0,1.0,1.0,11.0,23.93,4.57,500.08,0.22,27.78,8.0,20.0,7.0,8.0,16.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.8,2.0,23.22,0.5,1.29,1.0,4.0,1.0,4.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
0.0,0.0,0.0,1.0,1.0,1.0,2.0,6.55,3.0,58.95,0.33,3.28,1.0,6.0,1.0,6.0,4.0,Y
0.0,0.0,0.0,1.0,1.0,1.0,2.0,9.0,3.0,81.0,0.33,4.5,2.0,7.0,2.0,6.0,4.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,2.0,N
0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.67,0.67,1.0,3.0,1.0,3.0,1.0,N
