@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.0,3.0,0.0,0.0,0.0,0.29,2.0,1.0,0.5,0.0,0.0,7.2,639.44,0.14,35.52,0.5,1.0,5.0,8.0,10.0,0.0,7.0,N
3.0,3.0,1.0,0.0,0.0,0.33,2.0,2.0,1.0,0.0,0.0,3.0,104.61,0.33,5.81,0.5,1.0,3.0,6.0,11.0,0.0,6.0,N
5.0,1.0,2.0,0.0,0.0,0.11,0.0,1.0,1.0,0.0,3.0,5.25,779.42,0.19,43.3,1.0,0.0,8.0,7.0,18.0,0.0,9.0,N
4.0,1.0,2.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,1.0,2.0,66.0,0.5,3.67,1.0,0.0,4.0,4.0,10.0,0.0,4.0,N
21.0,7.0,13.0,5.0,9.0,0.12,2.0,4.0,1.0,0.0,0.0,7.97,5199.37,0.13,288.85,0.25,3.0,32.0,10.0,65.0,33.33,33.0,Y
23.0,3.0,9.0,0.0,11.0,0.06,2.0,2.0,1.0,0.0,1.0,11.17,6703.96,0.09,372.44,0.5,1.0,29.0,12.0,67.0,26.19,31.0,Y
25.0,15.0,14.0,9.0,5.0,0.1,2.17,6.0,0.75,0.43,2.0,31.91,78348.5,0.03,4352.69,0.5,7.0,53.0,19.0,115.0,16.09,82.0,Y
12.0,21.0,2.0,15.0,10.0,0.16,2.0,2.0,0.18,0.0,5.0,65.33,129533.9,0.02,7196.33,0.09,10.0,27.0,21.0,97.0,32.04,68.0,Y
12.0,5.0,3.0,2.0,13.0,0.06,2.0,3.0,1.0,0.0,4.0,33.49,117276.02,0.03,6515.33,0.33,2.0,68.0,18.0,83.0,22.73,53.0,Y
7.0,1.0,3.0,0.0,3.0,0.17,0.0,1.0,1.0,0.0,0.0,3.0,179.38,0.33,9.97,1.0,0.0,5.0,5.0,18.0,33.33,6.0,N
3.0,3.0,0.0,0.0,0.0,0.25,2.0,1.0,0.5,0.0,0.0,9.9,1017.71,0.1,56.54,0.5,1.0,5.0,9.0,13.0,0.0,8.0,N
3.0,3.0,1.0,0.0,1.0,0.29,2.0,2.0,1.0,0.0,0.0,6.13,339.02,0.16,18.83,0.5,1.0,4.0,7.0,13.0,12.5,7.0,N
11.0,3.0,3.0,3.0,10.0,0.08,2.0,2.0,1.0,0.0,1.0,19.5,9030.08,0.05,501.67,0.5,1.0,12.0,12.0,47.0,38.24,24.0,Y
9.0,1.0,3.0,0.0,5.0,0.1,0.0,1.0,1.0,0.0,1.0,11.11,2454.36,0.09,136.35,1.0,0.0,9.0,10.0,26.0,33.33,10.0,N
2.0,1.0,0.0,0.0,0.0,0.17,0.0,1.0,1.0,0.0,1.0,9.0,914.21,0.11,50.79,1.0,0.0,5.0,10.0,10.0,0.0,6.0,N
24.0,31.0,6.0,25.0,22.0,0.18,2.25,4.0,0.25,0.2,0.0,43.62,76555.91,0.02,4253.11,0.25,15.0,26.0,21.0,137.0,42.34,89.0,Y
2.0,1.0,0.0,1.0,1.0,0.2,0.0,1.0,1.0,0.0,0.0,7.5,872.01,0.13,48.44,1.0,0.0,4.0,6.0,10.0,33.33,5.0,Y
3.0,3.0,1.0,0.0,0.0,0.33,2.0,1.0,0.5,0.0,0.0,6.75,606.54,0.15,33.7,0.5,1.0,6.0,9.0,11.0,0.0,6.0,N
13.0,18.0,7.0,18.0,7.0,0.16,2.17,8.0,0.8,0.0,0.0,29.46,35752.82,0.03,1986.27,0.1,7.0,28.0,22.0,84.0,36.23,62.0,Y
11.0,1.0,1.0,0.0,4.0,0.06,0.0,1.0,1.0,0.0,0.0,16.0,5537.66,0.06,307.65,1.0,0.0,10.0,8.0,34.0,19.05,17.0,N
15.0,13.0,2.0,40.0,9.0,0.1,2.2,4.0,0.57,0.67,0.0,40.38,57328.2,0.02,3184.9,0.71,6.0,26.0,20.0,93.0,64.47,67.0,Y
9.0,3.0,3.0,10.0,5.0,0.07,2.0,2.0,1.0,0.0,0.0,17.19,8989.71,0.06,499.43,0.5,1.0,16.0,11.0,46.0,42.86,30.0,Y
11.0,3.0,1.0,1.0,4.0,0.1,2.0,1.0,0.5,0.0,0.0,19.17,8119.88,0.05,451.1,0.5,1.0,12.0,10.0,38.0,20.0,21.0,N
11.0,3.0,1.0,0.0,4.0,0.1,2.0,1.0,0.5,0.0,0.0,19.17,8119.88,0.05,451.1,0.5,1.0,12.0,10.0,38.0,16.0,21.0,N
9.0,1.0,1.0,1.0,3.0,0.06,0.0,1.0,1.0,0.0,0.0,16.89,5453.58,0.06,302.98,1.0,0.0,9.0,8.0,30.0,21.05,16.0,N
12.0,7.0,4.0,25.0,8.0,0.09,2.0,3.0,0.75,0.0,0.0,16.78,11718.04,0.06,651.0,0.25,3.0,20.0,11.0,67.0,62.26,45.0,Y
17.0,9.0,3.0,9.0,8.0,0.11,2.33,3.0,0.6,0.5,0.0,39.26,42651.03,0.03,2369.5,0.6,4.0,21.0,17.0,74.0,30.91,47.0,Y
9.0,11.0,3.0,3.0,10.0,0.16,2.0,6.0,1.0,0.0,1.0,29.65,30059.84,0.03,1669.99,0.17,5.0,17.0,16.0,59.0,27.08,38.0,Y
22.0,21.0,9.0,38.0,12.0,0.12,2.0,9.0,0.82,0.0,4.0,30.76,59840.57,0.03,3324.48,0.09,10.0,42.0,19.0,128.0,49.5,89.0,Y
20.0,5.0,11.0,4.0,10.0,0.14,2.0,2.0,0.67,0.0,0.0,11.0,4795.88,0.09,266.44,0.33,2.0,21.0,14.0,54.0,43.75,22.0,Y
16.0,15.0,6.0,4.0,9.0,0.18,2.4,4.0,0.5,0.0,1.0,43.81,48552.55,0.02,2697.36,0.13,7.0,21.0,23.0,72.0,24.07,45.0,Y
32.0,29.0,9.0,45.0,18.0,0.14,2.08,5.0,0.33,0.14,3.0,43.25,112076.69,0.02,6226.48,0.2,14.0,48.0,24.0,164.0,49.22,110.0,N
13.0,5.0,3.0,0.0,6.0,0.18,2.0,2.0,0.67,0.0,0.0,13.33,5430.29,0.08,301.68,0.33,2.0,18.0,12.0,38.0,26.09,17.0,N
10.0,5.0,4.0,3.0,6.0,0.12,2.0,3.0,1.0,0.0,0.0,16.5,8249.42,0.06,458.3,0.33,2.0,16.0,12.0,43.0,29.03,25.0,Y
9.0,5.0,4.0,1.0,9.0,0.08,2.0,2.0,0.67,0.0,0.0,28.5,35176.89,0.04,1954.27,0.33,2.0,30.0,18.0,58.0,21.28,38.0,Y
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
1.0,3.0,0.0,0.0,0.0,0.4,2.0,1.0,0.5,0.0,1.0,6.0,285.29,0.17,15.85,0.5,1.0,3.0,6.0,8.0,0.0,5.0,N
2.0,5.0,0.0,0.0,0.0,0.6,2.0,1.0,0.33,0.0,0.0,9.17,806.67,0.11,44.81,0.33,2.0,6.0,10.0,9.0,0.0,5.0,N
4.0,3.0,0.0,0.0,6.0,0.4,2.0,1.0,0.5,0.0,0.0,10.8,1027.99,0.09,57.11,0.5,1.0,5.0,9.0,17.0,54.55,5.0,N
1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,2.0,39.3,0.5,2.18,1.0,0.0,3.0,4.0,5.0,0.0,2.0,N
11.0,1.0,4.0,0.0,6.0,0.14,0.0,1.0,1.0,0.0,0.0,5.0,609.18,0.2,33.84,1.0,0.0,7.0,7.0,26.0,46.15,7.0,N
9.0,17.0,1.0,11.0,2.0,0.2,3.67,2.0,0.22,0.75,0.0,36.56,29017.62,0.03,1612.09,0.78,8.0,16.0,18.0,57.0,28.26,44.0,Y
4.0,3.0,2.0,1.0,1.0,0.13,2.0,2.0,1.0,0.0,0.0,6.0,840.0,0.17,46.67,0.5,1.0,8.0,8.0,23.0,11.76,16.0,Y
12.0,1.0,5.0,3.0,5.0,0.1,0.0,1.0,1.0,0.0,0.0,5.4,972.0,0.19,54.0,1.0,0.0,10.0,6.0,29.0,53.33,10.0,Y
14.0,13.0,3.0,3.0,12.0,0.17,2.0,4.0,0.57,0.0,1.0,28.41,18190.55,0.04,1010.59,0.14,6.0,17.0,21.0,70.0,27.78,42.0,Y
5.0,1.0,2.0,0.0,2.0,0.25,0.0,1.0,1.0,0.0,0.0,2.0,46.53,0.5,2.58,1.0,0.0,2.0,4.0,13.0,33.33,4.0,N
8.0,1.0,4.0,1.0,4.0,0.17,0.0,1.0,1.0,0.0,0.0,2.0,90.0,0.5,5.0,1.0,0.0,4.0,4.0,20.0,50.0,6.0,Y
4.0,3.0,2.0,0.0,2.0,0.18,2.0,2.0,1.0,0.0,0.0,11.0,1869.09,0.09,103.84,0.5,1.0,8.0,11.0,19.0,15.38,11.0,N
4.0,5.0,2.0,1.0,2.0,0.18,2.0,3.0,1.0,0.0,0.0,16.5,3922.15,0.06,217.9,0.33,2.0,8.0,12.0,25.0,15.79,17.0,N
6.0,3.0,2.0,3.0,2.0,0.15,2.0,2.0,1.0,0.0,0.0,14.06,3280.34,0.07,182.24,0.5,1.0,9.0,11.0,23.0,33.33,13.0,Y
5.0,1.0,2.0,0.0,3.0,0.1,0.0,1.0,1.0,0.0,0.0,4.29,412.33,0.23,22.91,1.0,0.0,7.0,6.0,20.0,23.08,10.0,N
5.0,1.0,2.0,0.0,2.0,0.1,0.0,1.0,1.0,0.0,0.0,4.29,412.33,0.23,22.91,1.0,0.0,7.0,6.0,19.0,16.67,10.0,N
14.0,1.0,9.0,3.0,9.0,0.08,0.0,1.0,1.0,0.0,0.0,4.38,873.48,0.23,48.53,1.0,0.0,12.0,7.0,38.0,54.55,13.0,Y
13.0,3.0,6.0,0.0,6.0,0.11,2.0,2.0,1.0,0.0,0.0,9.75,3934.63,0.1,218.59,0.5,1.0,22.0,11.0,40.0,24.0,19.0,N
4.0,1.0,1.0,1.0,1.0,0.11,0.0,1.0,1.0,0.0,0.0,6.67,746.67,0.15,41.48,1.0,0.0,6.0,10.0,16.0,20.0,9.0,N
29.0,7.0,1.0,10.0,30.0,0.1,2.0,4.0,1.0,0.0,0.0,23.23,48777.92,0.04,2709.88,0.25,3.0,31.0,10.0,102.0,56.34,41.0,Y
4.0,3.0,1.0,0.0,0.0,0.04,2.0,2.0,1.0,0.0,0.0,92.08,252543.19,0.01,14030.18,0.5,1.0,12.0,10.0,55.0,0.0,49.0,N
6.0,3.0,1.0,16.0,3.0,0.09,2.0,2.0,1.0,0.0,0.0,11.0,12409.79,0.09,689.43,0.5,1.0,37.0,11.0,34.0,73.08,23.0,Y
27.0,3.0,1.0,1.0,23.0,0.06,2.0,2.0,1.0,0.0,0.0,23.6,41036.32,0.04,2279.8,0.5,1.0,25.0,10.0,86.0,42.11,34.0,Y
7.0,5.0,0.0,0.0,4.0,0.13,2.0,1.0,0.33,0.0,0.0,21.82,13416.53,0.05,745.36,0.33,2.0,11.0,10.0,36.0,14.81,23.0,N
5.0,3.0,4.0,4.0,2.0,0.11,2.0,2.0,1.0,0.0,0.0,8.25,2314.44,0.12,128.58,0.5,1.0,16.0,11.0,27.0,30.0,18.0,N
6.0,5.0,1.0,0.0,0.0,0.14,2.0,3.0,1.0,0.0,0.0,38.4,30652.35,0.03,1702.91,0.33,2.0,10.0,12.0,30.0,0.0,22.0,N
27.0,5.0,1.0,5.0,25.0,0.09,2.0,3.0,1.0,0.0,0.0,30.8,49286.33,0.03,2738.13,0.33,2.0,20.0,11.0,89.0,50.0,35.0,Y
5.0,5.0,0.0,9.0,1.0,0.18,2.0,1.0,0.33,0.0,0.0,19.25,10275.27,0.05,570.85,0.33,2.0,12.0,11.0,25.0,55.56,17.0,Y
5.0,1.0,0.0,0.0,4.0,0.17,0.0,1.0,1.0,0.0,2.0,7.0,752.84,0.14,41.82,1.0,0.0,5.0,7.0,18.0,40.0,6.0,N
10.0,3.0,0.0,0.0,4.0,0.14,2.0,1.0,0.5,0.0,2.0,17.05,5466.9,0.06,303.72,0.5,1.0,10.0,11.0,31.0,22.22,14.0,N
8.0,5.0,0.0,2.0,9.0,0.09,2.0,1.0,0.33,0.0,5.0,73.18,92777.91,0.01,5154.33,0.33,2.0,11.0,14.0,60.0,25.58,34.0,Y
4.0,3.0,1.0,1.0,1.0,0.15,2.0,2.0,1.0,0.0,2.0,10.36,2250.27,0.1,125.01,0.5,1.0,11.0,12.0,21.0,14.29,13.0,N
5.0,5.0,3.0,2.0,1.0,0.2,2.0,3.0,1.0,0.0,0.0,6.0,950.74,0.17,52.82,0.33,2.0,9.0,9.0,23.0,18.75,15.0,N
15.0,5.0,5.0,4.0,6.0,0.12,2.0,3.0,1.0,0.0,3.0,9.52,4580.38,0.11,254.47,0.33,2.0,21.0,8.0,50.0,32.25,25.0,N
10.0,3.0,5.0,0.0,4.0,0.12,2.0,2.0,1.0,0.0,1.0,6.32,1801.85,0.16,100.1,0.5,1.0,19.0,8.0,33.0,19.05,17.0,N
21.0,9.0,9.0,3.0,13.0,0.15,2.0,5.0,1.0,0.0,0.0,11.81,7874.42,0.08,437.47,0.2,4.0,27.0,11.0,69.0,34.78,33.0,Y
2.0,3.0,1.0,0.0,0.0,0.22,2.0,1.0,0.5,0.0,0.0,11.67,2477.96,0.09,137.66,0.5,1.0,9.0,10.0,13.0,0.0,9.0,N
3.0,3.0,0.0,0.0,0.0,0.2,2.0,1.0,0.5,0.0,0.0,12.67,2559.26,0.08,142.18,0.5,1.0,9.0,12.0,15.0,0.0,10.0,N
7.0,1.0,2.0,0.0,5.0,0.17,0.0,1.0,1.0,0.0,0.0,4.67,560.0,0.21,31.11,1.0,0.0,9.0,7.0,20.0,45.45,6.0,N
11.0,13.0,4.0,1.0,3.0,0.32,3.0,4.0,0.57,0.0,0.0,9.91,4779.6,0.1,265.53,0.14,6.0,23.0,12.0,38.0,16.0,22.0,Y
4.0,5.0,2.0,18.0,1.0,0.13,2.0,2.0,0.67,0.0,1.0,14.38,4579.55,0.07,254.42,0.33,2.0,12.0,15.0,30.0,79.17,23.0,N
4.0,5.0,1.0,5.0,2.0,0.3,2.0,2.0,0.67,0.0,1.0,16.25,3589.5,0.06,199.42,0.33,2.0,6.0,13.0,18.0,58.33,10.0,N
1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,2.0,23.22,0.5,1.29,1.0,0.0,1.0,4.0,5.0,0.0,2.0,N
7.0,3.0,0.0,6.0,9.0,0.17,2.0,1.0,0.5,0.0,4.0,7.88,1661.41,0.13,92.3,0.5,1.0,8.0,7.0,33.0,71.43,12.0,N
11.0,5.0,0.0,6.0,21.0,0.2,2.0,1.0,0.33,0.0,3.0,15.13,4111.99,0.07,228.44,0.33,2.0,8.0,11.0,51.0,75.0,15.0,N
2.0,1.0,2.0,3.0,0.0,0.2,0.0,1.0,1.0,0.0,1.0,6.0,502.57,0.17,27.92,1.0,0.0,6.0,8.0,9.0,60.0,5.0,N
2.0,1.0,2.0,4.0,0.0,0.17,0.0,1.0,1.0,0.0,1.0,6.29,663.06,0.16,36.84,1.0,0.0,7.0,8.0,10.0,66.67,6.0,N
1.0,1.0,0.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,1.0,2.0,31.02,0.5,1.72,1.0,0.0,2.0,4.0,5.0,50.0,2.0,N
6.0,1.0,2.0,2.0,14.0,0.1,0.0,1.0,1.0,0.0,1.0,9.92,2237.41,0.1,124.3,1.0,0.0,12.0,14.0,32.0,66.67,10.0,N
3.0,37.0,3.0,0.0,0.0,0.53,0.0,6.0,0.32,0.56,3.0,43.85,56916.12,0.02,3162.01,0.58,0.0,26.0,24.0,40.0,0.0,36.0,N
1.0,13.0,1.0,0.0,0.0,0.41,0.0,6.0,0.86,0.83,3.0,17.53,9086.14,0.06,504.79,0.86,0.0,16.0,11.0,19.0,0.0,17.0,N
1.0,17.0,0.0,0.0,0.0,0.47,0.0,1.0,0.11,1.0,3.0,25.33,12630.47,0.04,701.69,1.0,0.0,15.0,19.0,21.0,0.0,19.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,23.22,0.5,1.29,1.0,0.0,1.0,4.0,1.0,0.0,0.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,23.22,0.5,1.29,1.0,0.0,1.0,4.0,1.0,0.0,0.0,N
4.0,15.0,1.0,1.0,1.0,0.38,0.0,2.0,0.25,0.43,1.0,23.38,9084.42,0.04,504.69,0.5,0.0,12.0,17.0,27.0,9.09,21.0,N
1.0,7.0,0.0,0.0,0.0,0.4,0.0,1.0,0.25,0.0,3.0,21.6,4061.3,0.05,225.63,0.25,0.0,5.0,12.0,12.0,0.0,10.0,N
10.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,1.0,0.0,1.0,1.5,27.14,0.67,1.51,1.0,0.0,3.0,3.0,18.0,33.33,3.0,N
10.0,1.0,1.0,1.0,0.0,0.33,0.0,1.0,1.0,0.0,1.0,1.5,27.14,0.67,1.51,1.0,0.0,3.0,3.0,18.0,33.33,3.0,N
0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,12.0,0.67,0.67,1.0,0.0,1.0,3.0,5.0,50.0,2.0,N
0.0,1.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.0,0.0,1.5,12.0,0.67,0.67,1.0,0.0,1.0,3.0,5.0,50.0,2.0,N
23.0,1.0,8.0,9.0,3.0,0.07,0.0,1.0,1.0,0.0,1.0,4.42,1030.06,0.23,57.23,1.0,0.0,19.0,8.0,54.0,70.59,14.0,N
23.0,1.0,8.0,9.0,3.0,0.07,0.0,1.0,1.0,0.0,1.0,4.42,1030.06,0.23,57.23,1.0,0.0,19.0,8.0,54.0,70.59,14.0,N
15.0,1.0,8.0,8.0,8.0,0.05,0.0,1.0,1.0,0.0,2.0,3.19,1200.82,0.31,66.71,1.0,0.0,29.0,5.0,134.0,59.26,19.0,N
15.0,1.0,8.0,8.0,8.0,0.05,0.0,1.0,1.0,0.0,2.0,3.19,1200.82,0.31,66.71,1.0,0.0,29.0,5.0,134.0,59.26,19.0,N
2.0,3.0,2.0,0.0,0.0,0.14,2.0,2.0,1.0,0.0,0.0,13.33,3171.79,0.08,176.21,0.5,1.0,9.0,10.0,18.0,0.0,14.0,N
1.0,3.0,0.0,1.0,0.0,0.17,0.0,1.0,0.5,0.0,1.0,9.0,867.02,0.11,48.17,0.5,0.0,4.0,6.0,14.0,8.33,12.0,N
1.0,1.0,3.0,0.0,0.0,0.2,0.0,1.0,1.0,0.0,0.0,1.8,81.0,0.56,4.5,1.0,0.0,5.0,3.0,8.0,0.0,5.0,N
1.0,3.0,1.0,0.0,0.0,0.18,0.0,2.0,1.0,0.0,1.0,7.0,896.0,0.14,49.78,0.5,0.0,8.0,8.0,13.0,0.0,11.0,N
0.0,1.0,1.0,0.0,0.0,0.13,0.0,1.0,1.0,0.0,1.0,5.56,972.99,0.18,54.06,1.0,0.0,9.0,5.0,9.0,0.0,8.0,N
1.0,3.0,1.0,0.0,0.0,0.2,0.0,2.0,1.0,0.0,1.0,7.27,1482.91,0.14,82.38,0.5,0.0,11.0,8.0,12.0,0.0,10.0,N
1.0,13.0,2.0,0.0,0.0,0.35,0.0,3.0,0.43,0.83,0.0,17.55,5319.03,0.06,295.5,0.86,0.0,10.0,13.0,23.0,0.0,20.0,N
7.0,5.0,1.0,3.0,0.0,0.15,0.0,1.0,0.33,0.0,2.0,13.0,3563.68,0.08,197.98,0.33,0.0,7.0,7.0,28.0,15.0,20.0,N
1.0,3.0,0.0,0.0,0.0,0.29,0.0,1.0,0.5,0.0,2.0,7.0,435.89,0.14,24.22,0.5,0.0,4.0,7.0,9.0,0.0,7.0,N
6.0,9.0,2.0,0.0,5.0,0.22,0.0,4.0,0.8,0.5,2.0,23.43,10491.03,0.04,582.83,0.6,0.0,15.0,19.0,35.0,17.86,23.0,N
12.0,15.0,0.0,3.0,12.0,0.21,0.0,1.0,0.13,0.57,0.0,18.67,14780.96,0.05,821.16,0.63,0.0,21.0,16.0,65.0,29.41,39.0,N
1.0,5.0,1.0,0.0,0.0,0.43,0.0,1.0,0.33,0.0,1.0,9.75,1104.67,0.1,61.37,0.33,0.0,6.0,9.0,9.0,0.0,7.0,N
30.0,8.0,5.0,4.0,41.0,0.14,2.0,6.0,1.0,0.0,2.0,28.95,26810.35,0.03,1489.46,0.17,1.0,21.0,19.0,114.0,54.22,42.0,N
40.0,33.0,1.0,8.0,23.0,0.31,2.6,11.0,0.65,1.0,2.0,28.9,24540.17,0.03,1363.34,1.0,16.0,20.0,17.0,118.0,40.26,54.0,N
28.0,9.0,4.0,5.0,23.0,0.14,2.0,5.0,1.0,0.0,2.0,20.67,17036.72,0.05,946.48,0.2,4.0,18.0,12.0,89.0,46.67,37.0,N
16.0,3.0,2.0,3.0,25.0,0.11,2.0,2.0,1.0,0.0,2.0,13.64,3525.33,0.07,195.85,0.5,1.0,11.0,15.0,61.0,63.64,19.0,N
29.0,15.0,4.0,4.0,13.0,0.23,2.33,6.0,0.67,0.5,2.0,25.26,17758.95,0.04,986.61,0.56,4.0,19.0,20.0,89.0,32.68,39.0,N
12.0,4.0,3.0,1.0,5.0,0.16,0.0,3.0,1.0,0.0,2.0,9.6,2784.46,0.1,154.69,0.33,0.0,15.0,12.0,37.0,25.0,19.0,N
10.0,3.0,1.0,2.0,13.0,0.1,2.0,1.0,0.5,0.0,0.0,23.11,12280.56,0.04,682.25,0.5,1.0,9.0,8.0,45.0,44.12,21.0,N
24.0,1.0,1.0,0.0,24.0,0.05,0.0,1.0,1.0,0.0,0.0,22.0,12305.75,0.05,683.65,1.0,0.0,13.0,13.0,88.0,55.81,19.0,N
15.0,5.0,3.0,3.0,21.0,0.17,2.0,2.0,0.67,0.0,3.0,14.91,6951.19,0.07,386.18,0.33,2.0,17.0,13.0,55.0,61.54,18.0,N
18.0,7.0,1.0,4.0,27.0,0.17,2.5,2.0,0.5,0.67,2.0,21.18,11839.59,0.05,657.76,0.75,3.0,17.0,18.0,69.0,62.0,23.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
22.0,9.0,5.0,8.0,18.0,0.14,2.0,5.0,1.0,0.0,3.0,21.5,13912.18,0.05,772.9,0.2,2.0,21.0,21.0,77.0,49.06,35.0,N
14.0,9.0,3.0,5.0,27.0,0.23,2.0,4.0,0.8,0.75,3.0,19.5,9755.09,0.05,541.95,0.8,4.0,20.0,20.0,66.0,65.31,22.0,N
14.0,5.0,4.0,4.0,19.0,0.18,3.0,2.0,0.67,1.0,3.0,16.5,6558.06,0.06,364.34,1.0,2.0,15.0,15.0,51.0,63.89,17.0,N
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,N
60.0,3.0,8.0,8.0,34.0,0.06,2.0,2.0,1.0,0.0,0.0,17.87,15085.27,0.06,838.07,0.5,1.0,24.0,13.0,126.0,64.62,31.0,N
33.0,16.0,9.0,12.0,23.0,0.23,2.67,8.0,0.8,0.44,0.0,20.29,18111.12,0.05,1006.17,0.5,5.0,34.0,23.0,102.0,52.24,44.0,N
30.0,21.0,7.0,9.0,27.0,0.22,2.0,5.0,0.45,0.6,3.0,30.0,34007.12,0.03,1889.28,0.64,10.0,24.0,16.0,111.0,46.15,51.0,N
3.0,7.0,2.0,4.0,3.0,0.17,2.0,3.0,0.75,0.0,1.0,20.4,8976.0,0.05,498.67,0.25,3.0,15.0,17.0,32.0,25.93,24.0,N
13.0,7.0,4.0,1.0,13.0,0.27,2.0,4.0,1.0,0.0,2.0,9.5,1929.74,0.11,107.21,0.25,3.0,10.0,10.0,42.0,50.0,15.0,N
11.0,23.0,2.0,1.0,20.0,0.18,2.38,3.0,0.25,0.91,2.0,23.68,21440.49,0.04,1191.14,0.92,11.0,25.0,16.0,97.0,24.71,65.0,N
15.0,45.0,6.0,9.0,46.0,0.37,4.67,7.0,0.3,0.82,2.0,34.14,63133.21,0.03,3507.4,0.83,22.0,32.0,19.0,125.0,50.46,63.0,N
13.0,5.0,0.0,6.0,42.0,0.25,2.0,1.0,0.33,0.0,2.0,11.0,1962.54,0.09,109.03,0.33,2.0,8.0,11.0,69.0,88.89,12.0,N
4.0,5.0,2.0,0.0,1.0,0.27,3.0,2.0,0.67,1.0,3.0,11.67,2632.25,0.09,146.24,1.0,2.0,12.0,14.0,17.0,8.33,11.0,N
7.0,1.0,1.0,0.0,19.0,0.33,0.0,1.0,1.0,0.0,2.0,2.0,36.19,0.5,2.0,1.0,0.0,2.0,4.0,30.0,86.36,3.0,N
3.0,3.0,1.0,0.0,0.0,0.33,2.0,1.0,0.5,0.0,2.0,11.25,1750.38,0.09,97.24,0.5,1.0,8.0,12.0,10.0,0.0,6.0,N
2.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,2.0,3.0,134.92,0.33,7.5,1.0,0.0,5.0,6.0,5.0,0.0,2.0,N
2.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,2.0,3.5,207.22,0.29,11.51,1.0,0.0,6.0,7.0,5.0,0.0,2.0,N
2.0,1.0,1.0,0.0,1.0,0.17,0.0,1.0,1.0,0.0,1.0,4.0,139.48,0.25,7.75,1.0,0.0,3.0,6.0,80.0,14.29,6.0,N
7.0,29.0,3.0,7.0,14.0,0.47,0.0,5.0,0.33,0.57,0.0,33.06,35331.2,0.03,1962.84,0.6,0.0,31.0,25.0,55.0,45.65,32.0,N
2.0,3.0,0.0,0.0,0.0,0.29,0.0,1.0,0.5,0.0,0.0,7.2,603.09,0.14,33.5,0.5,0.0,5.0,9.0,10.0,0.0,7.0,N
1.0,17.0,9.0,0.0,0.0,0.27,2.0,8.0,0.89,0.0,0.0,19.35,16663.77,0.05,925.76,0.11,7.0,31.0,16.0,35.0,0.0,33.0,N
1.0,9.0,3.0,0.0,0.0,0.33,0.0,4.0,0.8,0.0,0.0,11.33,3894.84,0.09,216.38,0.2,0.0,21.0,14.0,17.0,0.0,15.0,N
2.0,5.0,1.0,0.0,0.0,0.38,0.0,2.0,0.67,0.0,1.0,14.08,2213.52,0.07,122.97,0.33,0.0,6.0,13.0,11.0,0.0,8.0,N
1.0,19.0,0.0,17.0,0.0,0.21,0.0,1.0,0.1,0.78,3.0,47.36,66226.0,0.02,3679.22,0.8,0.0,28.0,26.0,50.0,35.42,48.0,N
1.0,5.0,0.0,1.0,0.0,0.27,0.0,1.0,0.33,0.0,2.0,10.83,1642.56,0.09,91.25,0.33,0.0,9.0,13.0,13.0,9.09,11.0,N
