@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
1.0,3.0,0.0,0.0,2.0,1.0,6.0,9.83,6.4,402.61,0.16,22.37,62.91,9.0,5.0,8.0,9.0,N
1.0,3.0,0.0,0.0,2.0,1.0,7.0,9.4,8.1,616.79,0.12,34.27,76.15,11.0,5.0,9.0,10.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
4.0,35.0,0.0,1.0,18.0,18.0,58.0,46.48,34.0,53729.51,0.03,2984.97,1580.28,178.0,30.0,20.0,65.0,N
8.0,9.0,0.0,0.0,5.0,5.0,18.0,28.4,15.0,6390.91,0.07,355.05,426.06,54.0,16.0,15.0,28.0,N
9.0,9.0,0.0,2.0,5.0,1.0,23.0,36.71,14.48,7692.13,0.07,427.34,531.36,64.0,21.0,16.0,36.0,N
6.0,9.0,0.0,11.0,6.0,1.0,28.0,31.24,12.6,4959.29,0.08,275.52,393.59,47.0,20.0,18.0,47.0,N
2.0,3.0,0.0,3.0,2.0,1.0,9.0,27.17,5.42,797.12,0.18,44.28,147.16,20.0,12.0,10.0,16.0,N
3.0,39.0,0.0,4.0,20.0,14.0,50.0,62.85,20.1,25384.76,0.05,1410.26,1263.13,141.0,31.0,14.0,61.0,N
0.0,3.0,0.0,0.0,2.0,1.0,7.0,11.95,4.2,210.8,0.24,11.71,50.19,8.0,5.0,7.0,7.0,Y
5.0,1.0,0.0,1.0,1.0,1.0,31.0,46.37,20.0,18549.57,0.05,1030.53,927.48,107.0,26.0,16.0,40.0,N
1.0,5.0,0.0,0.0,4.0,1.0,18.0,31.15,7.88,1932.09,0.13,107.34,245.34,32.0,16.0,14.0,21.0,N
4.0,1.0,0.0,1.0,1.0,1.0,16.0,25.27,12.83,4162.24,0.08,231.24,324.33,47.0,12.0,14.0,24.0,N
5.0,3.0,0.0,3.0,2.0,1.0,12.0,39.23,4.27,714.12,0.23,39.67,167.37,21.0,15.0,8.0,24.0,N
1.0,1.0,0.0,0.0,1.0,1.0,8.0,28.77,3.67,386.78,0.27,21.49,105.49,16.0,9.0,6.0,11.0,N
5.0,7.0,0.0,0.0,4.0,1.0,22.0,40.34,11.02,4900.41,0.09,272.25,444.61,47.0,23.0,13.0,29.0,N
4.0,1.0,0.0,0.0,1.0,1.0,11.0,41.05,5.88,1420.47,0.17,78.92,241.48,27.0,17.0,8.0,17.0,N
1.0,5.0,0.0,0.0,3.0,1.0,9.0,27.6,6.8,1276.0,0.15,70.89,187.65,28.0,10.0,8.0,12.0,N
5.0,5.0,0.0,1.0,3.0,3.0,16.0,27.21,13.87,5234.0,0.07,290.78,377.4,42.0,19.0,17.0,24.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,10.44,3.5,127.89,0.29,7.11,36.54,8.0,3.0,7.0,4.0,N
7.0,5.0,1.0,0.0,3.0,1.0,20.0,33.43,13.71,6287.07,0.07,349.28,458.43,52.0,21.0,16.0,30.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,16.12,4.0,258.12,0.25,14.34,64.53,10.0,6.0,6.0,5.0,N
23.0,26.0,0.0,0.0,22.0,1.0,72.0,57.32,22.2,28249.68,0.05,1569.43,1272.51,123.0,55.0,33.0,97.0,N
2.0,7.0,0.0,0.0,4.0,3.0,23.0,28.5,18.75,10019.59,0.05,556.64,534.38,75.0,14.0,15.0,27.0,N
2.0,1.0,0.0,0.0,1.0,1.0,7.0,21.94,5.83,746.67,0.17,41.48,128.0,17.0,9.0,7.0,11.0,N
4.0,5.0,0.0,0.0,3.0,3.0,15.0,28.07,13.18,4873.05,0.08,270.73,369.87,40.0,20.0,17.0,21.0,N
2.0,3.0,0.0,0.0,2.0,1.0,14.0,31.12,8.25,2118.3,0.12,117.68,256.76,30.0,16.0,11.0,18.0,N
0.0,3.0,0.0,0.0,2.0,1.0,7.0,13.88,4.8,319.72,0.21,17.76,66.61,12.0,5.0,8.0,9.0,N
2.0,5.0,0.0,0.0,3.0,3.0,8.0,20.41,8.75,1562.9,0.11,86.83,178.62,23.0,12.0,14.0,12.0,N
5.0,9.0,0.0,1.0,5.0,1.0,23.0,34.92,16.35,9331.72,0.06,518.42,570.82,61.0,23.0,16.0,31.0,N
6.0,9.0,0.0,10.0,5.0,3.0,21.0,26.11,24.56,15744.05,0.04,874.67,641.16,73.0,18.0,17.0,39.0,N
11.0,9.0,1.0,13.0,5.0,1.0,43.0,59.62,19.68,23101.7,0.05,1283.43,1173.62,115.0,38.0,17.0,70.0,N
1.0,3.0,0.0,0.0,2.0,1.0,7.0,17.59,8.94,1404.74,0.11,78.04,157.17,24.0,8.0,11.0,10.0,N
1.0,1.0,0.0,0.0,1.0,1.0,10.0,26.63,10.83,3124.78,0.09,173.6,288.44,35.0,15.0,13.0,13.0,N
1.0,1.0,0.0,0.0,1.0,1.0,4.0,11.86,4.38,227.03,0.23,12.61,51.89,10.0,4.0,7.0,7.0,N
1.0,1.0,0.0,0.0,1.0,1.0,11.0,28.52,10.56,3181.37,0.09,176.74,301.19,36.0,16.0,13.0,14.0,N
1.0,1.0,0.0,0.0,1.0,1.0,5.0,19.16,6.19,733.44,0.16,40.75,118.54,18.0,8.0,9.0,8.0,N
2.0,1.0,0.0,0.0,1.0,1.0,4.0,18.35,7.5,1032.06,0.13,57.34,137.61,18.0,9.0,9.0,8.0,N
21.0,21.0,0.0,0.0,19.0,1.0,61.0,48.08,21.43,22079.52,0.05,1226.64,1030.38,107.0,42.0,30.0,84.0,N
3.0,7.0,0.0,0.0,4.0,3.0,25.0,27.38,19.0,9882.48,0.05,549.03,520.13,68.0,15.0,15.0,30.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,17.03,4.0,272.46,0.25,15.14,68.11,11.0,6.0,6.0,5.0,N
7.0,1.0,0.0,0.0,1.0,1.0,11.0,28.22,10.16,2910.99,0.1,161.72,286.62,34.0,16.0,13.0,20.0,N
2.0,3.0,0.0,0.0,2.0,1.0,16.0,39.02,8.53,2838.95,0.12,157.72,332.84,41.0,17.0,10.0,20.0,N
1.0,3.0,0.0,0.0,2.0,1.0,9.0,17.28,5.79,578.57,0.17,32.14,100.0,16.0,7.0,9.0,12.0,N
2.0,5.0,0.0,0.0,3.0,3.0,9.0,24.33,8.5,1757.96,0.12,97.66,206.82,27.0,13.0,13.0,13.0,N
4.0,7.0,0.0,0.0,4.0,1.0,20.0,36.99,14.95,8272.58,0.07,459.59,553.18,60.0,22.0,14.0,26.0,N
15.0,61.0,4.0,7.0,31.0,22.0,153.0,122.21,42.66,222410.42,0.02,12356.13,5213.56,430.0,100.0,27.0,181.0,N
4.0,1.0,0.0,0.0,1.0,1.0,26.0,57.43,13.07,9813.43,0.08,545.19,750.75,92.0,21.0,9.0,35.0,N
1.0,1.0,0.0,0.0,1.0,1.0,4.0,14.5,4.08,241.76,0.24,13.43,59.21,9.0,6.0,7.0,7.0,N
2.0,7.0,0.0,6.0,4.0,1.0,19.0,18.58,14.93,4141.81,0.07,230.1,277.44,33.0,14.0,19.0,27.0,N
3.0,3.0,0.0,1.0,2.0,1.0,12.0,21.15,10.0,2115.2,0.1,117.51,211.52,25.0,13.0,13.0,18.0,N
3.0,3.0,0.0,4.0,2.0,1.0,8.0,17.3,3.6,224.17,0.28,12.45,62.27,12.0,5.0,6.0,17.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,11.52,3.75,161.94,0.27,9.0,43.19,8.0,4.0,6.0,7.0,N
16.0,19.0,0.0,9.0,10.0,6.0,78.0,71.13,32.38,74556.83,0.03,4142.05,2302.91,229.0,48.0,21.0,107.0,Y
13.0,12.0,0.0,0.0,11.0,1.0,49.0,39.51,19.76,15426.61,0.05,857.03,780.7,91.0,25.0,19.0,64.0,Y
5.0,7.0,3.0,0.0,6.0,1.0,40.0,42.88,12.73,6946.35,0.08,385.91,545.78,69.0,22.0,16.0,50.0,N
4.0,7.0,3.0,0.0,6.0,1.0,38.0,42.86,12.0,6171.56,0.08,342.86,514.29,65.0,22.0,16.0,47.0,N
3.0,3.0,0.0,0.0,2.0,1.0,18.0,19.72,10.0,1971.73,0.1,109.54,197.17,35.0,6.0,6.0,23.0,N
2.0,21.0,1.0,19.0,11.0,1.0,78.0,52.89,24.57,31931.67,0.04,1773.98,1299.54,129.0,42.0,24.0,100.0,Y
4.0,5.0,0.0,2.0,3.0,1.0,19.0,34.97,14.0,6854.64,0.07,380.81,489.62,50.0,24.0,16.0,28.0,N
21.0,65.0,0.0,0.0,33.0,29.0,199.0,116.27,47.77,265324.3,0.02,14740.24,5554.29,485.0,91.0,27.0,224.0,N
12.0,13.0,0.0,1.0,10.0,1.0,49.0,56.03,15.06,12703.19,0.07,705.73,843.67,86.0,35.0,17.0,64.0,N
3.0,5.0,0.0,0.0,3.0,1.0,15.0,34.21,6.3,1357.61,0.16,75.42,215.49,26.0,15.0,9.0,20.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
3.0,3.0,0.0,0.0,2.0,1.0,12.0,35.81,4.8,825.1,0.21,45.84,171.9,20.0,15.0,8.0,17.0,N
1.0,3.0,0.0,1.0,2.0,1.0,4.0,22.84,3.0,205.6,0.33,11.42,68.53,10.0,8.0,6.0,8.0,N
3.0,3.0,0.0,0.0,2.0,1.0,15.0,33.7,9.58,3092.48,0.1,171.8,322.84,38.0,19.0,14.0,20.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
1.0,3.0,0.0,0.0,2.0,1.0,8.0,23.24,6.14,875.19,0.16,48.62,142.62,18.0,11.0,9.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,5.33,1.5,12.0,0.67,0.67,8.0,3.0,1.0,3.0,4.0,N
5.0,11.0,0.0,0.0,6.0,1.0,24.0,39.76,15.36,9381.29,0.07,521.17,610.76,66.0,25.0,16.0,31.0,N
4.0,5.0,0.0,0.0,3.0,1.0,16.0,36.8,8.67,2764.22,0.12,153.57,318.95,39.0,18.0,12.0,22.0,N
4.0,3.0,0.0,0.0,2.0,1.0,13.0,28.89,7.14,1473.74,0.14,81.87,206.32,25.0,14.0,10.0,19.0,N
2.0,3.0,0.0,0.0,2.0,1.0,12.0,31.07,5.23,850.08,0.19,47.23,162.52,20.0,13.0,8.0,16.0,N
3.0,3.0,0.0,0.0,2.0,1.0,17.0,39.34,11.74,5421.34,0.09,301.19,461.82,52.0,23.0,15.0,22.0,N
16.0,19.0,0.0,1.0,10.0,4.0,86.0,79.05,31.78,79836.25,0.03,4435.35,2512.18,243.0,59.0,25.0,105.0,N
5.0,7.0,0.0,0.0,4.0,1.0,21.0,50.71,10.5,5591.27,0.1,310.63,532.5,61.0,24.0,12.0,28.0,N
8.0,9.0,0.0,0.0,5.0,5.0,31.0,29.1,28.33,23357.27,0.04,1297.63,824.37,83.0,24.0,20.0,41.0,N
6.0,9.0,0.0,0.0,5.0,5.0,18.0,31.48,16.29,8349.43,0.06,463.86,512.67,59.0,21.0,18.0,26.0,N
8.0,5.0,0.0,0.0,3.0,3.0,25.0,32.72,15.39,7753.7,0.06,430.76,503.66,60.0,19.0,15.0,35.0,N
3.0,11.0,0.0,0.0,6.0,1.0,24.0,41.97,5.77,1396.91,0.17,77.61,242.13,32.0,13.0,6.0,29.0,N
6.0,15.0,0.0,6.0,8.0,1.0,26.0,31.84,13.29,5620.38,0.08,312.24,423.04,59.0,14.0,12.0,41.0,N
0.0,5.0,0.0,1.0,3.0,1.0,14.0,23.59,13.8,4492.43,0.07,249.58,325.54,50.0,10.0,12.0,17.0,N
1.0,3.0,0.0,0.0,2.0,1.0,5.0,10.33,4.5,209.28,0.22,11.63,46.51,8.0,4.0,6.0,8.0,N
0.0,3.0,0.0,0.0,2.0,1.0,4.0,17.99,2.5,112.43,0.4,6.25,44.97,7.0,6.0,5.0,6.0,N
7.0,15.0,0.0,0.0,8.0,1.0,29.0,32.39,21.48,14940.47,0.05,830.03,695.61,77.0,23.0,19.0,38.0,N
9.0,15.0,0.0,0.0,8.0,1.0,40.0,40.33,33.84,46192.44,0.03,2566.25,1364.91,130.0,35.0,23.0,51.0,N
0.0,1.0,0.0,0.0,1.0,1.0,4.0,26.31,2.81,208.15,0.36,11.56,74.01,11.0,8.0,5.0,6.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,N
1.0,3.0,0.0,5.0,2.0,1.0,7.0,15.45,7.14,788.3,0.14,43.79,110.36,17.0,7.0,10.0,15.0,N
1.0,3.0,0.0,0.0,2.0,1.0,13.0,26.07,11.0,3154.0,0.09,175.22,286.73,39.0,13.0,13.0,16.0,N
5.0,25.0,2.0,0.0,13.0,1.0,44.0,49.37,20.58,20918.07,0.05,1162.11,1016.26,116.0,30.0,19.0,53.0,N
14.0,7.0,0.0,0.0,4.0,1.0,46.0,33.77,40.7,55924.15,0.02,3106.9,1374.2,143.0,23.0,16.0,62.0,N
31.0,15.0,3.0,6.0,8.0,3.0,76.0,65.59,31.28,64163.15,0.03,3564.62,2051.46,197.0,47.0,21.0,119.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,7.74,1.5,17.41,0.67,0.97,11.61,3.0,2.0,3.0,4.0,N
6.0,9.0,0.0,0.0,5.0,1.0,20.0,40.65,10.17,4207.87,0.1,233.77,413.59,44.0,23.0,13.0,28.0,N
10.0,15.0,6.0,4.0,8.0,5.0,38.0,29.52,40.79,49118.73,0.02,2728.82,1204.14,129.0,24.0,22.0,60.0,N
3.0,9.0,0.0,9.0,5.0,3.0,17.0,19.01,12.46,2950.59,0.08,163.92,236.84,28.0,12.0,13.0,31.0,N
3.0,15.0,0.0,2.0,9.0,4.0,39.0,38.03,19.38,14283.51,0.05,793.53,737.02,84.0,25.0,19.0,47.0,N
7.0,5.0,0.0,5.0,3.0,1.0,24.0,45.3,15.69,11154.73,0.06,619.71,710.84,83.0,26.0,17.0,39.0,N
39.0,10.0,7.0,20.0,6.0,1.0,44.0,29.59,24.94,18403.18,0.04,1022.4,737.97,73.0,24.0,19.0,112.0,Y
2.0,10.0,0.0,10.0,6.0,1.0,24.0,22.82,10.0,2282.35,0.1,126.8,228.23,32.0,12.0,15.0,36.0,N
1.0,7.0,0.0,0.0,4.0,3.0,15.0,26.71,8.8,2068.19,0.11,114.9,235.02,26.0,15.0,11.0,16.0,N
8.0,21.0,0.0,1.0,11.0,8.0,33.0,51.31,14.26,10431.63,0.07,579.53,731.63,79.0,31.0,17.0,44.0,N
9.0,1.0,0.0,0.0,1.0,1.0,24.0,48.14,15.13,11020.38,0.07,612.24,728.36,84.0,23.0,12.0,38.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,11.52,3.75,161.94,0.27,9.0,43.19,8.0,4.0,6.0,7.0,N
0.0,3.0,0.0,0.0,2.0,1.0,4.0,11.52,3.75,161.94,0.27,9.0,43.19,8.0,4.0,6.0,6.0,N
6.0,11.0,0.0,0.0,6.0,1.0,19.0,42.1,11.14,5227.43,0.09,290.41,469.13,54.0,21.0,12.0,27.0,N
19.0,11.0,1.0,12.0,6.0,5.0,59.0,58.28,29.51,50758.43,0.03,2819.91,1719.91,169.0,41.0,20.0,93.0,N
6.0,12.0,1.0,38.0,7.0,4.0,35.0,23.24,17.73,7307.63,0.06,405.98,412.08,53.0,15.0,19.0,82.0,N
4.0,7.0,3.0,0.0,6.0,1.0,41.0,45.8,12.67,7347.81,0.08,408.21,580.09,71.0,24.0,16.0,50.0,Y
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
2.0,5.0,0.0,0.0,3.0,1.0,18.0,37.77,17.05,10982.67,0.06,610.15,644.05,76.0,19.0,12.0,22.0,N
4.0,35.0,0.0,1.0,18.0,14.0,60.0,52.71,33.59,59485.13,0.03,3304.73,1770.68,188.0,37.0,22.0,67.0,N
1.0,3.0,0.0,1.0,2.0,1.0,11.0,27.92,9.43,2481.83,0.11,137.88,263.22,34.0,14.0,12.0,15.0,N
1.0,13.0,0.0,0.0,7.0,5.0,26.0,36.27,16.84,10285.77,0.06,571.43,610.76,75.0,22.0,19.0,29.0,Y
4.0,5.0,0.0,2.0,3.0,1.0,15.0,20.45,11.56,2731.15,0.09,151.73,236.35,37.0,9.0,13.0,23.0,N
0.0,3.0,0.0,0.0,2.0,1.0,5.0,11.52,3.75,161.94,0.27,9.0,43.19,8.0,4.0,6.0,7.0,N
14.0,5.0,0.0,5.0,3.0,1.0,31.0,49.1,16.69,13680.63,0.06,760.04,819.58,92.0,26.0,14.0,52.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,N
3.0,7.0,4.0,8.0,6.0,1.0,45.0,72.26,10.83,8480.28,0.09,471.13,782.79,86.0,36.0,15.0,62.0,Y
8.0,19.0,2.0,4.0,10.0,8.0,46.0,37.63,25.52,24499.5,0.04,1361.08,960.12,97.0,29.0,20.0,62.0,N
8.0,38.0,0.0,18.0,21.0,1.0,115.0,51.67,43.42,97414.98,0.02,5411.94,2243.61,230.0,37.0,21.0,145.0,N
5.0,7.0,0.0,1.0,4.0,1.0,43.0,54.31,21.95,26167.57,0.05,1453.75,1192.08,111.0,41.0,20.0,49.0,Y
5.0,19.0,1.0,14.0,10.0,1.0,49.0,23.9,27.2,17680.0,0.04,982.22,650.0,82.0,15.0,17.0,71.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
0.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,N
0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,N
4.0,7.0,2.0,8.0,4.0,3.0,30.0,26.77,14.57,5684.85,0.07,315.82,390.14,49.0,14.0,12.0,47.0,N
2.0,7.0,2.0,1.0,4.0,3.0,27.0,16.12,20.43,6729.66,0.05,373.87,329.42,53.0,7.0,11.0,34.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,21.59,2.0,86.37,0.5,4.8,43.19,7.0,6.0,4.0,7.0,N
0.0,1.0,0.0,0.0,1.0,1.0,6.0,7.33,9.0,594.0,0.11,33.0,66.0,16.0,2.0,6.0,9.0,N
0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,N
1.0,1.0,0.0,0.0,1.0,1.0,5.0,19.31,5.71,630.64,0.18,35.04,110.36,19.0,7.0,10.0,6.0,N
3.0,3.0,0.0,0.0,2.0,1.0,4.0,12.34,5.83,420.0,0.17,23.33,72.0,11.0,6.0,10.0,9.0,N
5.0,15.0,3.0,9.0,8.0,6.0,46.0,54.87,30.0,49382.78,0.03,2743.49,1646.09,167.0,38.0,20.0,65.0,N
1.0,3.0,0.0,1.0,2.0,1.0,10.0,23.5,4.0,376.05,0.25,20.89,94.01,14.0,9.0,8.0,14.0,N
9.0,47.0,0.0,2.0,29.0,1.0,213.0,69.78,102.24,729371.6,0.01,40520.64,7134.14,606.0,76.0,35.0,226.0,N
5.0,7.0,0.0,1.0,4.0,1.0,49.0,51.68,23.03,27413.4,0.04,1522.97,1190.32,117.0,33.0,16.0,57.0,N
5.0,7.0,0.0,1.0,4.0,1.0,53.0,55.38,23.78,31310.62,0.04,1739.48,1316.8,124.0,36.0,16.0,61.0,N
5.0,10.0,1.0,0.0,7.0,5.0,79.0,76.68,38.91,116083.73,0.03,6449.1,2983.52,265.0,60.0,23.0,87.0,N
6.0,11.0,0.0,5.0,6.0,1.0,17.0,30.07,13.38,5384.59,0.07,299.14,402.37,47.0,17.0,13.0,30.0,N
1.0,5.0,0.0,0.0,3.0,1.0,11.0,25.1,10.23,2626.89,0.1,145.94,256.76,35.0,13.0,14.0,14.0,N
6.0,17.0,0.0,5.0,9.0,5.0,20.0,32.83,16.58,9024.89,0.06,501.38,544.36,65.0,19.0,15.0,33.0,N
3.0,3.0,0.0,0.0,2.0,1.0,7.0,8.31,11.0,1005.14,0.09,55.84,91.38,18.0,3.0,11.0,12.0,N
0.0,1.0,0.0,0.0,1.0,1.0,5.0,44.77,2.18,213.1,0.46,11.84,97.67,13.0,11.0,4.0,7.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,16.84,1.5,37.9,0.67,2.11,25.27,5.0,4.0,3.0,5.0,N
3.0,1.0,0.0,1.0,1.0,1.0,6.0,28.47,3.61,371.22,0.28,20.62,102.8,14.0,9.0,5.0,12.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,6.46,4.0,103.4,0.25,5.74,25.85,6.0,2.0,4.0,5.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,8.45,6.0,304.31,0.17,16.91,50.72,10.0,3.0,6.0,5.0,N
10.0,11.0,0.0,17.0,6.0,5.0,40.0,40.7,18.18,13453.78,0.06,747.43,739.96,91.0,22.0,16.0,69.0,N
5.0,3.0,0.0,2.0,2.0,1.0,19.0,48.77,11.08,5990.95,0.09,332.83,540.54,65.0,24.0,14.0,28.0,N
3.0,5.0,0.0,0.0,3.0,1.0,13.0,43.65,14.32,8948.86,0.07,497.16,625.0,62.0,22.0,10.0,19.0,N
1.0,1.0,0.0,0.0,1.0,1.0,4.0,25.14,6.8,1162.58,0.15,64.59,170.97,24.0,10.0,8.0,7.0,N
18.0,25.0,6.0,26.0,13.0,4.0,91.0,56.47,61.01,210218.88,0.02,11678.83,3445.54,363.0,42.0,25.0,144.0,N
1.0,3.0,0.0,0.0,2.0,1.0,6.0,22.56,3.38,257.0,0.3,14.28,76.15,11.0,8.0,6.0,9.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,11.41,2.5,71.32,0.4,3.96,28.53,5.0,4.0,5.0,4.0,N
2.0,1.0,0.0,0.0,1.0,1.0,2.0,6.2,2.5,38.77,0.4,2.15,15.51,5.0,1.0,5.0,7.0,N
0.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,N
5.0,3.0,0.0,0.0,2.0,1.0,20.0,27.45,15.3,6426.0,0.07,357.0,420.0,57.0,15.0,17.0,27.0,N
44.0,21.0,1.0,4.0,11.0,1.0,87.0,57.6,49.93,143593.2,0.02,7977.4,2875.88,257.0,43.0,19.0,145.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,11.41,2.5,71.32,0.4,3.96,28.53,5.0,4.0,5.0,4.0,N
2.0,11.0,0.0,0.0,6.0,3.0,30.0,38.16,9.17,3206.27,0.11,178.13,349.77,42.0,18.0,11.0,34.0,N
0.0,1.0,0.0,0.0,1.0,1.0,6.0,37.0,2.0,148.02,0.5,8.22,74.01,11.0,9.0,4.0,8.0,N
1.0,5.0,0.0,0.0,3.0,1.0,16.0,29.25,6.25,1142.73,0.16,63.48,182.84,26.0,12.0,10.0,19.0,N
1.0,5.0,0.0,0.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.16,65.03,187.3,27.0,12.0,10.0,18.0,N
0.0,1.0,0.0,0.0,1.0,1.0,6.0,39.98,2.0,159.91,0.5,8.88,79.95,11.0,10.0,4.0,8.0,N
1.0,5.0,0.0,0.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.16,65.03,187.3,27.0,12.0,10.0,18.0,N
1.0,5.0,0.0,0.0,3.0,1.0,15.0,29.97,6.25,1170.6,0.16,65.03,187.3,27.0,12.0,10.0,18.0,N
2.0,11.0,0.0,0.0,6.0,3.0,30.0,38.69,9.17,3250.8,0.11,180.6,354.63,43.0,18.0,11.0,34.0,N
0.0,1.0,0.0,0.0,1.0,1.0,6.0,37.0,2.0,148.02,0.5,8.22,74.01,11.0,9.0,4.0,8.0,N
1.0,5.0,0.0,0.0,3.0,1.0,15.0,29.25,6.25,1142.73,0.16,63.48,182.84,26.0,12.0,10.0,18.0,N
1.0,3.0,0.0,0.0,2.0,1.0,11.0,30.18,4.36,574.63,0.23,31.92,131.69,19.0,11.0,8.0,14.0,N
1.0,5.0,0.0,0.0,3.0,1.0,16.0,31.13,6.54,1330.97,0.15,73.94,203.56,28.0,13.0,10.0,19.0,N
1.0,7.0,0.0,0.0,4.0,1.0,20.0,34.22,7.46,1906.47,0.13,105.91,255.41,36.0,14.0,11.0,23.0,N
0.0,1.0,0.0,0.0,1.0,1.0,6.0,37.0,2.0,148.02,0.5,8.22,74.01,11.0,9.0,4.0,8.0,N
7.0,11.0,0.0,0.0,6.0,1.0,38.0,36.98,18.16,12193.85,0.06,677.44,671.55,86.0,19.0,15.0,47.0,N
1.0,5.0,0.0,0.0,3.0,1.0,8.0,15.42,7.71,917.55,0.13,50.98,118.94,19.0,7.0,12.0,11.0,N
0.0,1.0,0.0,0.0,1.0,1.0,5.0,30.47,2.0,121.89,0.5,6.77,60.94,9.0,8.0,4.0,7.0,N
6.0,3.0,0.0,0.0,2.0,1.0,15.0,35.66,10.42,3872.1,0.1,215.12,371.56,42.0,19.0,12.0,23.0,N
5.0,5.0,0.0,0.0,4.0,1.0,33.0,40.53,19.25,15018.77,0.05,834.38,780.2,82.0,20.0,10.0,40.0,N
1.0,7.0,0.0,0.0,4.0,3.0,21.0,29.38,17.0,8489.72,0.06,471.65,499.4,67.0,16.0,17.0,24.0,N
0.0,1.0,0.0,0.0,1.0,1.0,2.0,11.41,2.5,71.32,0.4,3.96,28.53,5.0,4.0,5.0,4.0,N
8.0,9.0,0.0,1.0,5.0,1.0,41.0,35.25,19.5,13402.82,0.05,744.6,687.32,82.0,20.0,15.0,52.0,N
7.0,7.0,0.0,0.0,4.0,1.0,27.0,32.54,15.68,7999.96,0.06,444.44,510.32,63.0,17.0,13.0,36.0,N
3.0,17.0,1.0,8.0,9.0,9.0,29.0,21.92,30.0,19725.7,0.03,1095.87,657.52,74.0,15.0,15.0,43.0,N
0.0,1.0,0.0,0.0,1.0,1.0,3.0,28.71,4.67,625.24,0.21,34.74,133.98,17.0,12.0,8.0,5.0,N
3.0,21.0,0.0,0.0,11.0,6.0,25.0,32.81,24.0,18900.6,0.04,1050.03,787.52,80.0,23.0,16.0,30.0,N
