@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
8.0,14.0,3.0,0.0,2.06,0.82,15.0,0.19,139.0,2.0,60.04,0.02,8015.42,0.21,286.0,0.48,152.0,36.0,151.0,2.11,N
1.0,3.0,0.0,0.0,2.0,0.86,1.0,0.0,21.0,0.0,18.48,0.05,763.37,0.14,27.0,0.3,29.0,16.0,23.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.25,1.0,0.0,12.0,0.0,10.05,0.1,220.08,0.25,12.0,0.29,11.0,13.0,14.0,0.0,N
2.0,5.0,7.0,1.0,2.17,1.0,1.0,0.0,49.0,0.0,44.27,0.02,2078.92,1.0,59.0,0.01,48.0,34.0,67.0,14.04,N
0.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,8.0,0.0,9.92,0.1,192.72,0.5,7.0,0.22,12.0,14.0,9.0,0.0,N
0.0,1.0,0.0,0.0,2.0,0.8,1.0,0.0,20.0,0.0,43.85,0.02,751.61,0.2,19.0,0.24,13.0,20.0,21.0,0.0,N
0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,7.0,0.0,8.5,0.12,172.88,0.25,11.0,0.44,10.0,10.0,9.0,12.5,N
15.0,2.0,15.0,12.0,2.11,0.27,5.0,0.4,62.0,0.0,19.55,0.05,863.51,0.45,39.0,0.1,29.0,21.0,105.0,30.34,N
17.0,2.0,20.0,32.0,2.27,0.2,12.0,0.58,89.0,0.0,23.91,0.04,1322.55,0.6,60.0,0.13,38.0,23.0,159.0,36.88,Y
3.0,0.0,0.0,1.0,2.0,0.17,1.0,0.0,22.0,3.0,20.39,0.05,554.68,0.17,14.0,0.22,22.0,23.0,27.0,4.35,N
14.0,10.0,0.0,0.0,2.0,0.81,1.0,0.0,152.0,3.0,270.66,0.0,15811.64,0.02,198.0,0.3,104.0,66.0,174.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,6.0,1.0,7.2,0.14,76.15,0.5,5.0,0.25,5.0,9.0,8.0,0.0,N
1.0,3.0,0.0,0.0,3.0,0.67,3.0,1.0,10.0,1.0,11.0,0.09,250.25,1.0,9.0,0.25,15.0,15.0,12.0,0.0,N
1.0,3.0,0.0,0.0,2.5,0.75,3.0,0.67,10.0,3.0,11.85,0.08,213.97,0.75,14.0,0.33,13.0,14.0,12.0,0.0,N
1.0,3.0,0.0,0.0,2.5,0.5,3.0,0.67,11.0,1.0,12.71,0.08,312.75,0.75,12.0,0.31,17.0,16.0,13.0,0.0,N
3.0,1.0,0.0,3.0,2.33,0.25,3.0,0.29,17.0,0.0,20.67,0.05,379.57,0.38,17.0,0.42,15.0,20.0,19.0,15.0,N
42.0,11.0,0.0,8.0,3.4,0.29,9.0,0.62,46.0,0.0,22.38,0.04,1533.42,0.64,53.0,0.07,62.0,25.0,211.0,14.81,N
2.0,6.0,2.0,0.0,2.23,0.41,14.0,0.81,34.0,0.0,37.08,0.03,1133.15,0.82,53.0,0.44,30.0,25.0,39.0,5.56,N
3.0,7.0,4.0,0.0,2.0,0.63,11.0,0.56,46.0,0.0,36.22,0.03,1757.32,0.58,71.0,0.35,41.0,22.0,54.0,8.0,N
21.0,5.0,0.0,2.0,2.0,0.5,1.0,0.0,29.0,0.0,12.92,0.08,398.51,0.17,20.0,0.11,18.0,15.0,53.0,6.45,N
31.0,10.0,0.0,10.0,3.0,0.55,5.0,0.4,63.0,0.0,33.53,0.03,1692.74,0.45,36.0,0.1,51.0,30.0,105.0,13.7,N
4.0,24.0,5.0,10.0,2.2,1.0,11.0,0.83,43.0,0.0,12.79,0.08,1196.79,0.85,61.0,0.21,51.0,15.0,63.0,25.86,N
2.0,3.0,0.0,0.0,2.0,0.57,7.0,1.0,19.0,0.0,18.91,0.05,682.23,1.0,25.0,0.32,23.0,15.0,22.0,0.0,N
1.0,0.0,0.0,0.0,2.75,0.13,6.0,0.71,19.0,1.0,101.06,0.01,782.13,0.75,19.0,0.38,8.0,21.0,21.0,0.0,N
1.0,1.0,5.0,0.0,2.0,0.33,4.0,0.6,22.0,1.0,46.93,0.02,760.58,0.67,20.0,0.21,15.0,22.0,29.0,18.52,N
1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,15.0,1.0,16.5,0.06,279.69,0.5,7.0,0.12,12.0,18.0,17.0,0.0,N
5.0,3.0,3.0,1.0,2.0,0.4,1.0,0.0,16.0,0.0,24.81,0.04,437.47,0.2,15.0,0.19,13.0,15.0,26.0,20.0,N
42.0,3.0,8.0,19.0,2.4,0.63,7.0,0.4,83.0,1.0,58.5,0.02,2581.08,0.44,36.0,0.1,42.0,26.0,153.0,24.55,N
17.0,1.0,3.0,16.0,2.0,0.5,1.0,0.0,16.0,0.0,16.62,0.06,636.29,0.5,8.0,0.04,26.0,16.0,53.0,54.29,N
24.0,4.0,2.0,15.0,2.0,1.0,1.0,0.0,35.0,1.0,24.97,0.04,1095.44,0.33,15.0,0.04,37.0,21.0,77.0,32.68,Y
28.0,3.0,4.0,14.0,3.0,0.67,3.0,1.0,15.0,0.0,12.25,0.08,391.73,1.0,9.0,0.04,20.0,14.0,77.0,54.55,Y
18.0,8.0,9.0,17.0,2.25,0.57,5.0,0.31,67.0,0.0,25.15,0.04,1426.79,0.36,39.0,0.13,51.0,27.0,112.0,27.96,N
0.0,1.0,0.0,4.0,3.0,0.6,5.0,1.0,19.0,3.0,11.53,0.09,346.79,1.0,11.0,0.21,17.0,14.0,24.0,17.39,N
0.0,1.0,0.0,3.0,3.0,0.6,5.0,1.0,17.0,2.0,10.78,0.09,302.21,1.0,11.0,0.24,16.0,15.0,21.0,15.0,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,5.0,3.0,5.0,0.2,53.77,0.5,6.0,0.29,4.0,8.0,7.0,0.0,N
1.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,7.0,3.0,12.1,0.08,100.0,0.5,6.0,0.22,5.0,11.0,9.0,0.0,N
4.0,2.0,0.0,3.0,2.0,1.0,1.0,0.0,36.0,0.0,25.74,0.04,850.95,0.14,32.0,0.16,23.0,16.0,44.0,7.69,N
13.0,4.0,1.0,1.0,2.0,0.79,7.0,0.46,45.0,0.0,42.62,0.02,1315.88,0.5,47.0,0.23,33.0,29.0,61.0,4.26,N
1.0,1.0,0.0,0.0,2.0,0.6,1.0,0.0,11.0,0.0,14.3,0.07,230.7,0.2,15.0,0.38,10.0,13.0,13.0,0.0,N
1.0,5.0,2.0,1.0,2.0,0.75,7.0,0.55,43.0,0.0,33.68,0.03,1535.7,0.58,41.0,0.25,37.0,28.0,48.0,6.52,N
3.0,4.0,5.0,0.0,2.0,1.0,6.0,0.83,22.0,0.0,13.42,0.07,483.31,0.86,22.0,0.23,19.0,15.0,31.0,18.52,N
9.0,1.0,1.0,25.0,2.0,1.0,1.0,0.0,18.0,0.0,12.66,0.08,351.75,0.5,12.0,0.04,16.0,15.0,54.0,59.09,Y
1.0,2.0,5.0,1.0,2.0,0.56,4.0,0.38,28.0,3.0,39.36,0.03,1338.0,0.44,33.0,0.25,35.0,29.0,36.0,17.65,N
12.0,2.0,3.0,2.0,2.22,0.53,10.0,0.64,39.0,3.0,59.06,0.02,2733.66,0.67,50.0,0.26,41.0,29.0,57.0,11.36,N
18.0,8.0,2.0,7.0,2.0,0.5,5.0,0.27,68.0,1.0,56.02,0.02,2565.64,0.31,53.0,0.15,49.0,30.0,110.0,11.69,N
1.0,1.0,0.0,0.0,2.0,0.75,1.0,0.0,10.0,0.0,21.72,0.05,258.51,0.25,14.0,0.33,9.0,17.0,12.0,0.0,N
0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,1.0,8.8,0.11,104.0,0.5,6.0,0.4,5.0,11.0,5.0,0.0,N
1.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,20.0,0.0,27.26,0.04,1351.14,0.5,13.0,0.09,27.0,16.0,22.0,0.0,N
0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,5.0,2.0,10.11,0.1,160.54,0.33,9.0,0.5,9.0,13.0,6.0,0.0,N
2.0,2.0,0.0,1.0,2.33,0.45,11.0,1.0,24.0,3.0,36.88,0.03,807.3,1.0,33.0,0.39,20.0,25.0,28.0,4.0,N
6.0,2.0,3.0,0.0,2.0,0.22,5.0,0.5,24.0,2.0,23.09,0.04,744.7,0.56,29.0,0.26,23.0,18.0,34.0,11.11,N
7.0,6.0,0.0,15.0,2.0,1.0,1.0,0.0,15.0,0.0,6.18,0.16,228.23,0.33,12.0,0.08,17.0,10.0,38.0,50.0,N
7.0,6.0,0.0,15.0,2.0,1.0,1.0,0.0,15.0,0.0,6.18,0.16,228.23,0.33,12.0,0.08,17.0,10.0,38.0,50.0,N
27.0,1.0,4.0,12.0,2.17,0.18,1.0,0.0,38.0,0.0,29.0,0.03,759.55,0.09,25.0,0.13,24.0,24.0,82.0,29.63,N
7.0,5.0,0.0,14.0,2.0,1.0,1.0,0.0,11.0,0.0,6.87,0.15,180.94,0.5,9.0,0.06,12.0,11.0,33.0,56.0,N
7.0,5.0,0.0,14.0,2.0,1.0,1.0,0.0,11.0,0.0,6.87,0.15,180.94,0.5,9.0,0.06,12.0,11.0,33.0,56.0,N
48.0,5.0,0.0,21.0,2.0,0.33,1.0,0.0,32.0,3.0,15.4,0.06,1434.0,0.33,20.0,0.03,50.0,14.0,102.0,39.62,N
48.0,5.0,1.0,21.0,2.0,0.33,1.0,0.0,31.0,3.0,17.85,0.06,1534.04,0.33,20.0,0.03,52.0,16.0,102.0,41.51,N
12.0,6.0,0.0,27.0,2.0,0.33,1.0,0.0,31.0,2.0,17.4,0.06,1517.64,0.33,21.0,0.04,50.0,15.0,71.0,46.55,N
12.0,6.0,0.0,27.0,2.0,0.33,1.0,0.0,31.0,2.0,17.4,0.06,1517.64,0.33,21.0,0.04,50.0,15.0,71.0,46.55,N
11.0,6.0,0.0,27.0,2.0,0.33,1.0,0.0,31.0,2.0,17.4,0.06,1517.64,0.33,21.0,0.04,50.0,15.0,70.0,46.55,N
11.0,6.0,0.0,27.0,2.0,0.33,1.0,0.0,31.0,2.0,17.4,0.06,1517.64,0.33,21.0,0.04,50.0,15.0,70.0,46.55,N
14.0,7.0,0.0,18.0,2.0,1.0,1.0,0.0,26.0,0.0,10.67,0.09,460.75,0.2,20.0,0.08,26.0,15.0,59.0,40.91,N
14.0,7.0,0.0,18.0,2.0,1.0,1.0,0.0,26.0,0.0,10.67,0.09,460.75,0.2,20.0,0.08,26.0,15.0,59.0,40.91,N
2.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,10.0,1.0,10.83,0.09,142.13,0.33,8.0,0.23,9.0,15.0,13.0,0.0,N
2.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,10.0,1.0,10.83,0.09,142.13,0.33,8.0,0.23,9.0,15.0,13.0,0.0,N
8.0,6.0,0.0,7.0,2.0,1.0,5.0,0.67,28.0,2.0,15.87,0.06,694.32,0.71,21.0,0.16,30.0,17.0,44.0,20.0,N
8.0,6.0,0.0,7.0,2.0,1.0,5.0,0.67,28.0,2.0,15.87,0.06,694.32,0.71,21.0,0.16,30.0,17.0,44.0,20.0,N
48.0,7.0,0.0,13.0,2.0,0.5,1.0,0.0,76.0,0.0,26.51,0.04,2946.23,0.13,45.0,0.06,61.0,14.0,138.0,14.61,N
48.0,7.0,0.0,13.0,2.0,0.5,1.0,0.0,76.0,0.0,26.51,0.04,2946.23,0.13,45.0,0.06,61.0,14.0,138.0,14.61,N
4.0,1.0,0.0,1.0,2.0,0.67,1.0,0.0,14.0,1.0,12.6,0.08,196.21,0.33,10.0,0.15,10.0,12.0,20.0,6.67,N
4.0,1.0,0.0,1.0,2.0,0.67,1.0,0.0,14.0,1.0,12.6,0.08,196.21,0.33,10.0,0.15,10.0,12.0,20.0,6.67,N
9.0,5.0,0.0,7.0,2.0,1.0,5.0,0.8,21.0,2.0,15.0,0.07,585.41,0.83,18.0,0.16,25.0,15.0,38.0,25.0,N
9.0,5.0,0.0,7.0,2.0,1.0,5.0,0.8,21.0,2.0,15.0,0.07,585.41,0.83,18.0,0.16,25.0,15.0,38.0,25.0,N
9.0,5.0,0.0,7.0,2.0,1.0,5.0,0.8,21.0,2.0,14.0,0.07,576.11,0.83,18.0,0.16,25.0,14.0,38.0,25.0,N
9.0,5.0,0.0,7.0,2.0,1.0,5.0,0.8,21.0,2.0,14.0,0.07,576.11,0.83,18.0,0.16,25.0,14.0,38.0,25.0,N
20.0,10.0,0.0,30.0,2.25,0.67,3.0,0.4,49.0,1.0,31.02,0.03,1535.28,0.5,34.0,0.05,43.0,23.0,120.0,37.97,N
20.0,10.0,0.0,30.0,2.25,0.67,3.0,0.4,49.0,1.0,31.02,0.03,1535.28,0.5,34.0,0.05,43.0,23.0,120.0,37.97,N
5.0,2.0,0.0,12.0,2.0,0.57,7.0,1.0,23.0,3.0,11.78,0.08,344.92,1.0,14.0,0.17,16.0,13.0,41.0,34.29,N
5.0,2.0,0.0,12.0,2.0,0.57,7.0,1.0,23.0,3.0,11.78,0.08,344.92,1.0,14.0,0.17,16.0,13.0,41.0,34.29,N
8.0,3.0,0.0,10.0,3.0,0.67,3.0,1.0,18.0,1.0,13.7,0.07,444.68,1.0,10.0,0.08,23.0,18.0,37.0,35.71,N
8.0,3.0,0.0,10.0,3.0,0.67,3.0,1.0,18.0,1.0,13.7,0.07,444.68,1.0,10.0,0.08,23.0,18.0,37.0,35.71,N
8.0,6.0,0.0,11.0,2.25,0.67,3.0,0.4,39.0,1.0,15.89,0.06,779.11,0.5,20.0,0.1,37.0,21.0,59.0,22.0,N
8.0,6.0,0.0,11.0,2.25,0.67,3.0,0.4,39.0,1.0,15.89,0.06,779.11,0.5,20.0,0.1,37.0,21.0,59.0,22.0,N
8.0,6.0,0.0,11.0,2.25,0.67,3.0,0.4,39.0,1.0,15.89,0.06,779.11,0.5,20.0,0.1,37.0,21.0,59.0,22.0,N
8.0,6.0,0.0,11.0,2.25,0.67,3.0,0.4,39.0,1.0,15.89,0.06,779.11,0.5,20.0,0.1,37.0,21.0,59.0,22.0,N
4.0,2.0,0.0,7.0,2.0,0.5,1.0,0.0,11.0,0.0,16.39,0.06,312.11,0.5,9.0,0.09,14.0,17.0,23.0,38.89,N
4.0,2.0,0.0,7.0,2.0,0.5,1.0,0.0,11.0,0.0,16.39,0.06,312.11,0.5,9.0,0.09,14.0,17.0,23.0,38.89,N
24.0,7.0,2.0,20.0,2.13,0.27,8.0,0.7,43.0,3.0,27.74,0.04,1227.01,0.73,33.0,0.12,41.0,25.0,90.0,33.85,N
24.0,7.0,2.0,20.0,2.13,0.27,8.0,0.7,43.0,3.0,27.74,0.04,1227.01,0.73,33.0,0.12,41.0,25.0,90.0,33.85,N
12.0,5.0,0.0,14.0,3.0,0.67,3.0,1.0,22.0,1.0,14.79,0.07,591.02,1.0,12.0,0.06,28.0,18.0,49.0,38.89,N
12.0,5.0,0.0,14.0,3.0,0.67,3.0,1.0,22.0,1.0,14.79,0.07,591.02,1.0,12.0,0.06,28.0,18.0,49.0,38.89,N
7.0,3.0,0.0,8.0,2.0,0.67,1.0,0.0,16.0,1.0,14.0,0.07,286.73,0.33,11.0,0.09,13.0,13.0,32.0,33.33,N
7.0,3.0,0.0,8.0,2.0,0.67,1.0,0.0,16.0,1.0,14.0,0.07,286.73,0.33,11.0,0.09,13.0,13.0,32.0,33.33,N
5.0,2.0,0.0,8.0,3.0,0.33,3.0,1.0,15.0,1.0,11.5,0.09,305.03,1.0,9.0,0.1,18.0,18.0,29.0,34.78,N
5.0,2.0,0.0,8.0,3.0,0.33,3.0,1.0,15.0,1.0,11.5,0.09,305.03,1.0,9.0,0.1,18.0,18.0,29.0,34.78,N
5.0,2.0,0.0,8.0,3.0,0.33,3.0,1.0,15.0,1.0,11.5,0.09,305.03,1.0,9.0,0.1,18.0,18.0,29.0,34.78,N
5.0,2.0,0.0,8.0,3.0,0.33,3.0,1.0,15.0,1.0,11.5,0.09,305.03,1.0,9.0,0.1,18.0,18.0,29.0,34.78,N
32.0,8.0,3.0,23.0,2.13,0.35,15.0,0.74,80.0,3.0,39.17,0.03,2109.85,0.75,56.0,0.14,58.0,32.0,146.0,24.53,N
32.0,8.0,3.0,23.0,2.13,0.35,15.0,0.74,80.0,3.0,39.17,0.03,2109.85,0.75,56.0,0.14,58.0,32.0,146.0,24.53,N
32.0,8.0,3.0,22.0,2.13,0.35,15.0,0.74,80.0,3.0,40.4,0.02,2115.03,0.75,56.0,0.14,58.0,33.0,145.0,23.81,N
32.0,8.0,3.0,22.0,2.13,0.35,15.0,0.74,80.0,3.0,40.4,0.02,2115.03,0.75,56.0,0.14,58.0,33.0,145.0,23.81,N
2.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,9.0,2.0,4.2,0.24,120.0,0.5,5.0,0.14,10.0,6.0,14.0,18.18,N
2.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,9.0,2.0,4.2,0.24,120.0,0.5,5.0,0.14,10.0,6.0,14.0,18.18,N
16.0,5.0,2.0,3.0,2.0,0.83,1.0,0.0,76.0,0.0,39.72,0.03,1728.08,0.08,35.0,0.12,43.0,28.0,98.0,6.17,N
57.0,5.0,2.0,10.0,2.0,0.43,1.0,0.0,82.0,0.0,45.43,0.02,1565.82,0.07,39.0,0.09,35.0,30.0,152.0,12.77,N
27.0,13.0,2.0,50.0,2.0,0.67,1.0,0.0,61.0,1.0,6.87,0.15,1133.65,0.17,31.0,0.04,64.0,11.0,164.0,46.02,N
5.0,1.0,0.0,7.0,2.0,0.33,1.0,0.0,17.0,2.0,8.73,0.11,180.94,0.33,10.0,0.1,11.0,12.0,30.0,29.17,N
60.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,32.0,3.0,11.67,0.09,573.26,0.17,16.0,0.06,27.0,14.0,100.0,17.95,N
2.0,1.0,0.0,0.0,2.0,0.5,1.0,0.0,12.0,0.0,6.25,0.16,112.59,0.5,7.0,0.13,8.0,10.0,15.0,0.0,N
4.0,1.0,0.0,4.0,2.0,0.33,3.0,1.0,12.0,0.0,8.25,0.12,135.93,1.0,8.0,0.14,8.0,11.0,21.0,25.0,N
17.0,4.0,1.0,55.0,2.17,0.38,3.0,0.29,43.0,4.0,29.57,0.03,1004.02,0.38,28.0,0.07,28.0,23.0,117.0,56.57,N
6.0,2.0,2.0,9.0,2.0,0.8,1.0,0.0,17.0,1.0,8.0,0.13,284.6,0.2,17.0,0.14,18.0,12.0,35.0,39.29,N
1.0,2.0,1.0,0.0,2.0,0.29,9.0,0.4,49.0,4.0,65.77,0.02,2345.67,0.43,58.0,0.4,39.0,30.0,52.0,2.0,N
8.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,16.0,0.0,7.37,0.14,347.11,0.5,13.0,0.08,19.0,8.0,25.0,0.0,N
11.0,1.0,0.0,6.0,3.0,0.43,6.0,0.83,32.0,0.0,29.66,0.03,1021.88,0.86,18.0,0.14,29.0,20.0,50.0,15.79,N
7.0,0.0,0.0,2.0,2.0,0.33,1.0,0.0,11.0,0.0,9.33,0.11,264.7,0.33,8.0,0.14,15.0,10.0,21.0,15.38,N
15.0,1.0,0.0,10.0,2.0,1.0,1.0,0.0,39.0,1.0,25.12,0.04,1741.26,0.2,20.0,0.08,43.0,16.0,65.0,20.41,N
4.0,0.0,0.0,0.0,2.0,0.5,1.0,0.0,9.0,1.0,11.5,0.09,200.16,0.5,7.0,0.14,9.0,9.0,14.0,0.0,N
9.0,2.0,0.0,6.0,2.0,0.83,1.0,0.0,27.0,0.0,24.5,0.04,1079.08,0.17,22.0,0.14,36.0,21.0,43.0,18.18,N
9.0,4.0,0.0,0.0,3.5,0.25,7.0,0.86,22.0,2.0,19.35,0.05,816.83,0.88,18.0,0.25,31.0,20.0,32.0,0.0,N
12.0,1.0,0.0,3.0,2.0,0.6,1.0,0.0,27.0,0.0,22.33,0.04,728.36,0.2,18.0,0.12,21.0,14.0,43.0,10.0,N
10.0,4.0,0.0,7.0,2.0,1.0,1.0,0.0,23.0,0.0,13.43,0.07,365.36,0.2,17.0,0.12,15.0,13.0,41.0,23.33,N
17.0,1.0,0.0,0.0,2.71,0.54,12.0,0.92,43.0,2.0,27.69,0.04,1494.19,0.92,24.0,0.21,39.0,20.0,61.0,0.0,N
16.0,5.0,0.0,1.0,2.33,0.78,7.0,0.75,43.0,1.0,13.35,0.07,1084.92,0.78,29.0,0.15,43.0,14.0,61.0,2.27,Y
4.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,7.0,0.0,6.0,0.17,98.99,0.5,6.0,0.14,7.0,7.0,14.0,22.22,N
8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,16.0,0.0,9.33,0.11,300.0,0.33,8.0,0.12,18.0,14.0,25.0,0.0,Y
19.0,7.0,0.0,5.0,2.25,1.0,6.0,1.0,34.0,0.0,17.0,0.06,1026.58,1.0,22.0,0.1,38.0,19.0,59.0,12.82,Y
20.0,8.0,0.0,6.0,2.25,1.0,6.0,1.0,38.0,0.0,21.71,0.05,1447.1,1.0,24.0,0.09,42.0,19.0,65.0,13.64,Y
15.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,22.0,0.0,8.11,0.12,370.0,0.33,13.0,0.08,21.0,11.0,38.0,0.0,Y
8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,13.0,1.0,10.35,0.1,272.4,0.5,7.0,0.09,17.0,16.0,22.0,0.0,N
27.0,20.0,0.0,0.0,2.0,0.96,1.0,0.0,79.0,1.0,28.96,0.03,1569.64,0.04,30.0,0.21,54.0,34.0,107.0,0.0,N
2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,8.0,0.0,6.67,0.15,130.8,0.5,7.0,0.17,9.0,8.0,12.0,11.11,N
18.0,8.0,0.0,17.0,2.25,0.5,1.0,0.0,58.0,0.0,20.0,0.05,1961.85,0.17,21.0,0.06,60.0,16.0,94.0,22.67,Y
17.0,3.0,0.0,13.0,2.0,0.67,1.0,0.0,50.0,0.0,28.0,0.04,2856.42,0.33,16.0,0.04,70.0,20.0,81.0,20.63,N
19.0,7.0,0.0,8.0,2.0,1.0,3.0,0.22,49.0,1.0,25.56,0.04,2094.96,0.3,37.0,0.13,63.0,23.0,77.0,14.04,N
8.0,5.0,2.0,0.0,4.0,0.71,4.0,0.5,22.0,0.0,15.65,0.06,504.64,0.57,13.0,0.21,23.0,20.0,33.0,8.33,N
6.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,12.0,1.0,9.82,0.1,194.51,0.5,6.0,0.11,11.0,12.0,19.0,0.0,N
19.0,8.0,0.0,5.0,2.25,0.73,3.0,0.2,44.0,1.0,31.21,0.03,2098.14,0.27,35.0,0.16,61.0,28.0,69.0,10.2,N
13.0,6.0,0.0,4.0,2.0,0.78,1.0,0.0,32.0,1.0,9.8,0.1,498.57,0.11,27.0,0.18,23.0,11.0,50.0,11.11,N
20.0,8.0,0.0,7.0,2.0,0.9,3.0,0.22,46.0,1.0,27.5,0.04,2174.77,0.3,36.0,0.14,65.0,25.0,74.0,13.21,N
7.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,1.0,7.0,0.14,160.47,0.5,6.0,0.11,12.0,12.0,19.0,0.0,N
11.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,19.0,1.0,13.0,0.08,466.76,0.25,12.0,0.13,21.0,14.0,31.0,0.0,N
14.0,2.0,0.0,0.0,3.0,0.56,9.0,1.0,29.0,1.0,15.35,0.07,723.78,1.0,17.0,0.2,26.0,14.0,44.0,0.0,N
11.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,19.0,1.0,13.0,0.08,466.76,0.25,12.0,0.13,21.0,14.0,31.0,0.0,N
11.0,2.0,0.0,5.0,3.0,0.44,9.0,1.0,20.0,0.0,19.57,0.05,616.12,1.0,19.0,0.24,23.0,18.0,37.0,20.0,N
8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,12.0,0.0,6.07,0.16,187.98,0.5,7.0,0.1,14.0,10.0,21.0,0.0,Y
7.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,14.0,0.0,6.43,0.16,215.49,0.33,8.0,0.14,14.0,10.0,22.0,0.0,Y
12.0,2.0,0.0,0.0,2.33,0.8,5.0,1.0,22.0,1.0,13.94,0.07,539.23,1.0,12.0,0.14,25.0,17.0,35.0,0.0,Y
13.0,2.0,0.0,0.0,2.33,0.8,5.0,1.0,22.0,1.0,14.52,0.07,535.76,1.0,12.0,0.14,24.0,17.0,36.0,0.0,Y
12.0,2.0,0.0,13.0,2.0,0.67,1.0,0.0,19.0,1.0,15.45,0.06,899.18,0.33,15.0,0.07,33.0,15.0,45.0,40.63,N
7.0,1.0,0.0,1.0,2.0,0.33,1.0,0.0,14.0,1.0,6.29,0.16,181.11,0.33,10.0,0.13,14.0,11.0,23.0,6.67,N
22.0,12.0,1.0,5.0,2.2,1.0,5.0,0.67,34.0,0.0,15.62,0.06,843.67,0.71,32.0,0.11,34.0,18.0,63.0,15.0,N
19.0,3.0,0.0,0.0,2.0,1.0,6.0,0.71,44.0,0.0,22.36,0.04,1428.0,0.75,34.0,0.13,39.0,16.0,64.0,0.0,N
16.0,3.0,0.0,3.0,2.0,0.56,1.0,0.0,40.0,0.0,33.54,0.03,1492.97,0.11,34.0,0.15,41.0,25.0,60.0,6.98,N
12.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,23.0,1.0,12.22,0.08,544.62,0.25,10.0,0.11,27.0,15.0,36.0,0.0,Y
8.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,15.0,3.0,10.11,0.1,300.0,0.33,11.0,0.12,18.0,14.0,26.0,11.76,N
37.0,0.0,1.0,48.0,2.0,0.04,13.0,0.46,116.0,4.0,28.44,0.04,3178.98,0.48,68.0,0.13,69.0,25.0,203.0,29.7,N
1.0,0.0,5.0,0.0,2.0,0.08,6.0,0.45,41.0,4.0,33.5,0.03,983.19,0.5,24.0,0.25,23.0,23.0,48.0,10.87,N
1.0,0.0,0.0,0.0,2.0,0.25,4.0,1.0,7.0,2.0,9.63,0.1,135.93,1.0,10.0,0.44,8.0,11.0,9.0,0.0,N
1.0,3.0,3.0,0.0,2.0,0.04,1.0,0.0,103.0,0.0,115.43,0.01,5430.06,0.02,192.0,0.44,29.0,13.0,108.0,2.83,N
0.0,0.0,1.0,0.0,2.0,0.2,3.0,0.5,10.0,2.0,17.14,0.06,288.85,0.6,14.0,0.42,11.0,13.0,12.0,9.09,N
1.0,0.0,0.0,0.0,2.0,0.33,1.0,0.0,7.0,2.0,9.0,0.11,169.92,0.33,8.0,0.33,10.0,9.0,9.0,0.0,N
1.0,4.0,1.0,0.0,2.25,0.67,6.0,1.0,18.0,1.0,16.0,0.06,341.84,1.0,16.0,0.29,15.0,16.0,21.0,5.26,N
