@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
21.0,3.0,12.0,2.5,3.0,0.3,3.0,0.22,31.44,19.3,0.2,0.05,650.91,0.3,10.0,0.14,60.0,28.0,23.0,73.0,29.41,39.0,N
6.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,31.9,6.9,0.07,0.14,84.36,0.5,2.0,0.11,25.0,15.0,9.0,18.0,9.09,11.0,Y
8.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,24.89,7.0,0.06,0.14,67.76,0.5,2.0,0.1,24.0,12.0,12.0,20.0,18.18,10.0,N
12.0,0.0,6.0,2.67,4.0,0.67,5.0,0.8,34.84,19.8,0.23,0.05,758.73,0.83,8.0,0.14,67.0,30.0,22.0,43.0,20.0,24.0,N
19.0,2.0,13.0,2.0,2.0,0.67,1.0,0.0,33.66,44.54,0.5,0.02,3709.35,0.33,4.0,0.05,147.0,25.0,17.0,62.0,35.71,29.0,Y
18.0,0.0,4.0,2.67,6.0,1.0,5.0,0.8,28.88,30.38,0.29,0.03,1480.12,0.83,8.0,0.14,90.0,20.0,15.0,42.0,17.39,19.0,Y
9.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,44.41,4.71,0.07,0.21,54.63,0.33,4.0,0.14,25.0,17.0,8.0,21.0,18.18,11.0,N
15.0,1.0,25.0,2.0,3.0,1.0,1.0,0.0,49.71,9.92,0.16,0.1,271.95,0.33,4.0,0.05,51.0,26.0,12.0,56.0,65.0,15.0,N
28.0,6.0,27.0,2.0,8.0,1.0,1.0,0.0,122.69,12.57,0.51,0.08,1076.3,0.13,14.0,0.08,145.0,53.0,12.0,97.0,48.53,41.0,Y
8.0,2.0,3.0,2.0,2.0,0.67,1.0,0.0,12.89,11.0,0.05,0.09,86.64,0.33,4.0,0.15,20.0,7.0,11.0,20.0,45.45,8.0,N
8.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,21.48,7.79,0.06,0.13,72.45,0.5,2.0,0.1,20.0,12.0,11.0,21.0,16.67,12.0,N
10.0,0.0,12.0,2.0,3.0,1.0,1.0,0.0,52.14,12.54,0.22,0.08,455.2,0.33,4.0,0.06,68.0,28.0,13.0,47.0,33.33,24.0,N
5.0,0.0,9.0,2.0,1.0,1.0,1.0,0.0,69.53,16.72,0.39,0.06,1080.1,1.0,8.0,0.03,120.0,36.0,14.0,34.0,32.14,19.0,N
4.0,1.0,9.0,2.0,2.0,1.0,1.0,0.0,15.02,5.71,0.03,0.18,27.25,0.5,2.0,0.1,13.0,7.0,10.0,21.0,62.5,7.0,N
11.0,2.0,8.0,2.0,2.0,1.0,1.0,0.0,40.92,6.47,0.09,0.15,95.13,0.5,2.0,0.06,34.0,16.0,9.0,34.0,45.45,14.0,N
5.0,1.0,5.0,2.0,2.0,1.0,1.0,0.0,19.66,7.15,0.05,0.14,55.83,0.5,2.0,0.1,19.0,10.0,11.0,21.0,40.0,10.0,N
5.0,1.0,6.0,2.0,2.0,1.0,1.0,0.0,19.72,4.0,0.03,0.25,17.53,0.5,2.0,0.1,14.0,6.0,6.0,21.0,46.67,9.0,N
6.0,2.0,9.0,2.0,2.0,1.0,1.0,0.0,40.52,5.75,0.08,0.17,74.43,0.5,2.0,0.07,26.0,18.0,9.0,28.0,52.38,12.0,Y
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,9.51,3.0,0.01,0.33,4.75,0.5,2.0,0.4,6.0,3.0,6.0,5.0,0.0,4.0,N
12.0,0.0,19.0,2.5,1.0,0.25,1.0,0.0,98.29,21.87,0.72,0.05,2612.83,0.25,5.0,0.04,182.0,52.0,13.0,91.0,24.36,59.0,N
6.0,0.0,11.0,2.0,1.0,0.33,1.0,0.0,47.82,55.0,0.88,0.02,8036.06,0.33,4.0,0.04,237.0,36.0,18.0,67.0,18.33,49.0,N
6.0,0.0,11.0,2.0,1.0,0.33,1.0,0.0,51.66,44.29,0.76,0.02,5629.92,0.33,4.0,0.05,207.0,38.0,18.0,61.0,20.37,43.0,N
19.0,4.0,0.0,2.0,3.0,0.75,1.0,0.0,34.63,21.2,0.24,0.05,864.89,0.25,6.0,0.09,68.0,32.0,23.0,44.0,16.67,24.0,N
21.0,5.0,0.0,2.17,3.0,0.38,3.0,0.29,31.29,24.39,0.25,0.04,1033.93,0.38,13.0,0.15,69.0,31.0,24.0,52.0,16.67,30.0,N
12.0,2.0,8.0,2.0,2.0,0.67,1.0,0.0,31.59,11.45,0.12,0.09,230.29,0.33,4.0,0.09,40.0,22.0,18.0,34.0,47.62,13.0,N
9.0,1.0,7.0,2.0,2.0,1.0,1.0,0.0,24.81,8.5,0.07,0.12,99.6,0.5,2.0,0.08,29.0,12.0,12.0,25.0,53.33,8.0,N
13.0,3.0,0.0,2.0,1.0,0.25,1.0,0.0,22.96,13.59,0.1,0.07,235.71,0.25,6.0,0.15,34.0,16.0,15.0,27.0,23.08,13.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,12.17,8.4,0.03,0.12,47.69,0.5,2.0,0.4,18.0,5.0,12.0,5.0,0.0,4.0,N
1.0,0.0,1.0,2.0,2.0,0.33,4.0,0.6,16.12,22.73,0.12,0.04,462.89,0.67,10.0,0.35,49.0,11.0,20.0,17.0,6.67,14.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,8.41,10.13,0.03,0.1,47.87,0.5,2.0,0.25,14.0,4.0,9.0,8.0,0.0,7.0,N
1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,15.23,5.0,0.03,0.2,21.15,0.5,2.0,0.18,10.0,7.0,7.0,11.0,22.22,7.0,N
0.0,0.0,0.0,2.0,4.0,0.8,1.0,0.0,24.55,23.68,0.19,0.04,764.99,0.2,8.0,0.28,65.0,19.0,20.0,18.0,0.0,17.0,N
12.0,0.0,58.0,2.0,1.0,0.17,1.0,0.0,355.66,18.58,2.2,0.05,6819.54,0.17,10.0,0.02,463.0,135.0,11.0,266.0,22.92,195.0,N
7.0,0.0,8.0,2.0,1.0,0.33,1.0,0.0,99.6,16.93,0.56,0.06,1585.48,0.33,4.0,0.05,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,0.0,8.0,2.0,1.0,0.33,1.0,0.0,99.6,16.93,0.56,0.06,1585.48,0.33,4.0,0.05,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,0.0,8.0,2.0,1.0,0.33,1.0,0.0,99.6,16.93,0.56,0.06,1585.48,0.33,4.0,0.05,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,0.0,8.0,2.0,1.0,0.33,1.0,0.0,99.6,16.93,0.56,0.06,1585.48,0.33,4.0,0.05,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,0.0,8.0,2.0,1.0,0.33,1.0,0.0,99.6,16.93,0.56,0.06,1585.48,0.33,4.0,0.05,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,0.0,8.0,2.0,1.0,0.33,1.0,0.0,99.6,16.93,0.56,0.06,1585.48,0.33,4.0,0.05,143.0,55.0,14.0,62.0,14.81,46.0,N
4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,15.32,11.0,0.06,0.09,103.01,0.5,2.0,0.17,21.0,9.0,11.0,12.0,0.0,7.0,N
6.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,16.01,13.0,0.07,0.08,150.28,0.5,2.0,0.12,26.0,10.0,13.0,17.0,10.0,10.0,N
3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,10.13,7.5,0.03,0.13,31.67,0.5,2.0,0.25,10.0,6.0,10.0,8.0,0.0,4.0,N
2.0,0.0,0.0,2.0,3.0,0.75,1.0,0.0,14.24,12.75,0.06,0.08,128.58,0.25,4.0,0.25,25.0,8.0,12.0,16.0,0.0,13.0,N
1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,15.9,6.43,0.03,0.16,36.5,0.5,2.0,0.25,16.0,7.0,10.0,8.0,0.0,6.0,N
1.0,0.0,0.0,2.0,2.0,0.5,3.0,0.67,15.39,20.17,0.1,0.05,347.69,0.75,6.0,0.27,39.0,12.0,22.0,15.0,0.0,13.0,N
1.0,1.0,0.0,2.67,2.0,0.33,6.0,1.0,21.74,20.19,0.15,0.05,492.2,1.0,8.0,0.26,49.0,16.0,17.0,23.0,4.76,21.0,N
6.0,1.0,0.0,2.0,3.0,0.6,1.0,0.0,19.89,13.0,0.09,0.08,186.71,0.2,8.0,0.31,29.0,13.0,13.0,16.0,11.11,9.0,N
4.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,23.64,9.31,0.07,0.11,113.8,0.33,4.0,0.21,26.0,13.0,11.0,14.0,0.0,9.0,N
6.0,1.0,3.0,2.0,2.0,0.67,1.0,0.0,12.29,11.25,0.05,0.09,86.44,0.33,4.0,0.19,17.0,8.0,12.0,16.0,44.44,6.0,N
3.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,12.24,9.33,0.04,0.11,59.23,0.5,2.0,0.22,16.0,6.0,8.0,9.0,0.0,5.0,N
1.0,0.0,1.0,2.2,8.0,1.0,8.0,1.0,23.36,18.35,0.14,0.05,437.18,1.0,11.0,0.36,46.0,17.0,16.0,22.0,5.0,19.0,N
2.0,0.0,2.0,2.5,3.0,0.75,3.0,0.67,35.44,9.9,0.12,0.1,193.16,0.75,5.0,0.19,37.0,21.0,13.0,21.0,11.11,16.0,N
1.0,0.0,1.0,3.0,3.0,1.0,3.0,1.0,19.38,5.06,0.03,0.2,27.59,1.0,3.0,0.3,15.0,8.0,9.0,10.0,12.5,7.0,N
1.0,0.0,1.0,2.0,2.0,0.67,1.0,0.0,10.79,14.57,0.05,0.07,127.24,0.33,4.0,0.25,20.0,7.0,12.0,12.0,10.0,9.0,N
1.0,0.0,1.0,2.33,3.0,0.6,3.0,0.5,27.69,10.11,0.09,0.1,157.28,0.6,7.0,0.29,30.0,18.0,14.0,17.0,6.67,14.0,N
1.0,0.0,2.0,2.0,5.0,1.0,5.0,1.0,14.4,16.0,0.08,0.06,204.73,1.0,6.0,0.36,29.0,10.0,16.0,14.0,16.67,10.0,N
1.0,0.0,2.0,2.0,5.0,1.0,5.0,1.0,13.06,16.0,0.07,0.06,185.75,1.0,6.0,0.36,27.0,9.0,16.0,14.0,16.67,10.0,N
1.0,0.0,1.0,2.0,2.0,0.67,1.0,0.0,12.54,12.75,0.05,0.08,113.27,0.33,4.0,0.23,20.0,8.0,12.0,13.0,9.09,10.0,N
1.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,19.11,10.5,0.07,0.1,117.06,0.33,4.0,0.19,24.0,11.0,11.0,16.0,7.14,13.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,11.23,14.0,0.05,0.07,122.25,0.5,2.0,0.4,27.0,5.0,14.0,5.0,0.0,3.0,N
2.0,0.0,0.0,2.5,2.0,0.5,1.0,0.0,16.12,14.3,0.08,0.07,183.28,0.25,5.0,0.31,29.0,10.0,13.0,13.0,0.0,10.0,N
2.0,0.0,0.0,2.5,5.0,0.71,6.0,0.83,7.8,43.5,0.11,0.02,819.94,0.86,10.0,0.44,45.0,6.0,18.0,16.0,0.0,13.0,N
2.0,0.0,0.0,2.33,4.0,0.8,4.0,0.75,7.35,21.12,0.05,0.05,182.29,0.8,7.0,0.45,25.0,4.0,13.0,11.0,0.0,8.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,11.86,8.67,0.03,0.12,49.5,0.5,2.0,0.29,14.0,6.0,8.0,7.0,0.0,6.0,N
1.0,0.0,0.0,2.25,2.0,0.33,6.0,1.0,22.75,20.0,0.15,0.05,505.5,1.0,9.0,0.3,48.0,18.0,18.0,20.0,0.0,18.0,N
3.0,0.0,0.0,2.15,12.0,0.75,12.0,0.73,42.81,30.67,0.44,0.03,2236.75,0.75,28.0,0.36,126.0,39.0,26.0,45.0,0.0,41.0,N
3.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,16.74,11.23,0.06,0.09,117.25,0.33,4.0,0.25,22.0,11.0,13.0,12.0,0.0,8.0,N
1.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,18.24,12.73,0.08,0.08,164.18,1.0,4.0,0.2,30.0,11.0,14.0,15.0,0.0,13.0,N
13.0,0.0,0.0,2.0,16.0,0.84,5.0,0.22,88.36,21.82,0.64,0.05,2336.82,0.26,36.0,0.35,156.0,66.0,20.0,55.0,0.0,41.0,N
13.0,4.0,2.0,2.3,32.0,0.68,22.0,0.46,99.09,49.13,1.62,0.02,13287.55,0.47,78.0,0.38,373.0,109.0,35.0,124.0,5.88,100.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,13.45,12.44,0.06,0.08,115.71,0.33,4.0,0.3,21.0,9.0,14.0,10.0,0.0,8.0,N
5.0,1.0,1.0,2.0,9.0,0.75,10.0,0.82,53.31,30.13,0.54,0.03,2689.47,0.83,22.0,0.21,150.0,45.0,24.0,58.0,3.85,51.0,N
1.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,29.8,5.77,0.06,0.17,55.09,1.0,4.0,0.2,23.0,13.0,10.0,15.0,0.0,13.0,N
1.0,0.0,0.0,2.0,1.0,0.25,3.0,0.67,13.83,11.25,0.05,0.09,97.24,0.75,6.0,0.44,21.0,8.0,12.0,9.0,0.0,7.0,N
1.0,0.0,0.0,2.2,4.0,0.57,7.0,1.0,25.13,19.0,0.16,0.05,504.09,1.0,11.0,0.33,53.0,19.0,19.0,21.0,0.0,19.0,N
16.0,0.0,1.0,2.11,15.0,0.48,25.0,0.8,104.29,36.9,1.28,0.03,7888.93,0.81,57.0,0.27,302.0,100.0,30.0,113.0,1.04,95.0,N
1.0,1.0,0.0,2.5,5.0,0.5,7.0,0.67,31.94,20.33,0.22,0.05,733.18,0.7,15.0,0.43,67.0,23.0,17.0,23.0,4.76,21.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,21.31,4.5,0.03,0.22,23.98,0.5,2.0,0.25,14.0,9.0,9.0,8.0,0.0,6.0,N
3.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,33.89,4.85,0.05,0.21,44.22,0.33,4.0,0.2,20.0,13.0,7.0,15.0,0.0,11.0,N
2.0,0.0,0.0,2.11,3.0,0.27,3.0,0.2,35.91,25.31,0.3,0.04,1278.41,0.27,19.0,0.46,91.0,24.0,15.0,24.0,0.0,21.0,N
0.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,25.87,9.0,0.08,0.11,116.4,0.33,4.0,0.27,29.0,12.0,9.0,11.0,0.0,10.0,N
3.0,0.0,0.0,2.09,16.0,0.62,22.0,0.84,80.57,35.41,0.95,0.03,5613.43,0.85,48.0,0.3,250.0,63.0,23.0,86.0,0.0,82.0,N
2.0,0.0,0.0,2.0,1.0,0.25,1.0,0.0,21.83,21.53,0.16,0.05,562.26,0.25,6.0,0.24,56.0,15.0,17.0,17.0,0.0,14.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,10.99,6.4,0.02,0.16,25.0,0.5,2.0,0.29,11.0,5.0,8.0,7.0,0.0,5.0,N
0.0,0.0,0.0,2.0,4.0,0.67,1.0,0.0,33.56,12.02,0.13,0.08,269.59,0.17,10.0,0.26,43.0,20.0,13.0,23.0,0.0,22.0,N
0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,16.61,3.0,0.02,0.33,8.3,0.5,2.0,0.17,11.0,4.0,6.0,12.0,0.0,11.0,N
1.0,0.0,0.0,2.0,1.0,0.25,3.0,0.67,15.86,13.3,0.07,0.08,155.84,0.75,6.0,0.25,27.0,10.0,14.0,16.0,0.0,14.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,15.77,6.87,0.04,0.15,41.41,0.5,2.0,0.17,15.0,8.0,10.0,12.0,0.0,11.0,N
9.0,0.0,5.0,2.33,4.0,0.8,3.0,0.5,16.41,15.0,0.08,0.07,205.1,0.6,7.0,0.14,33.0,10.0,15.0,36.0,19.23,21.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,16.25,8.89,0.05,0.11,71.32,0.5,2.0,0.2,18.0,9.0,10.0,10.0,0.0,9.0,N
2.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,13.14,8.17,0.04,0.12,48.69,0.33,4.0,0.23,15.0,6.0,7.0,13.0,0.0,10.0,N
1.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,34.66,14.24,0.16,0.07,390.35,0.25,6.0,0.17,51.0,21.0,13.0,23.0,0.0,21.0,N
5.0,0.0,0.0,2.0,4.0,0.5,1.0,0.0,56.82,11.24,0.21,0.09,398.97,0.13,14.0,0.2,62.0,33.0,14.0,40.0,0.0,34.0,N
1.0,0.0,0.0,2.0,2.0,0.5,1.0,0.0,53.82,9.17,0.16,0.11,251.22,0.25,6.0,0.17,49.0,27.0,11.0,23.0,0.0,21.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,7.91,6.13,0.02,0.16,16.48,0.5,2.0,0.29,7.0,4.0,7.0,7.0,0.0,4.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,20.76,12.27,0.08,0.08,173.7,0.5,2.0,0.13,31.0,11.0,10.0,15.0,0.0,14.0,N
0.0,0.0,0.0,2.0,3.0,0.75,1.0,0.0,25.96,11.15,0.1,0.09,179.4,0.25,6.0,0.22,35.0,13.0,10.0,18.0,0.0,17.0,N
1.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,17.31,5.5,0.03,0.18,29.08,0.5,2.0,0.2,14.0,7.0,7.0,10.0,12.5,8.0,N
2.0,0.0,0.0,2.0,3.0,1.0,1.0,0.0,23.84,12.69,0.1,0.08,213.38,0.33,4.0,0.15,36.0,13.0,11.0,20.0,0.0,17.0,N
0.0,1.0,0.0,2.0,2.0,0.67,1.0,0.0,32.45,13.89,0.15,0.07,348.01,0.33,4.0,0.14,47.0,19.0,12.0,21.0,5.0,20.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,20.81,9.0,0.06,0.11,93.65,0.5,2.0,0.17,24.0,11.0,11.0,12.0,0.0,10.0,N
3.0,0.0,2.0,2.0,7.0,1.0,4.0,0.5,34.83,15.79,0.18,0.06,482.38,0.57,12.0,0.25,61.0,19.0,12.0,28.0,8.33,22.0,N
1.0,0.0,0.0,3.0,2.0,0.67,3.0,1.0,12.16,5.6,0.02,0.18,21.19,1.0,3.0,0.33,11.0,5.0,7.0,9.0,0.0,7.0,N
4.0,0.0,0.0,2.0,6.0,0.86,6.0,0.83,43.02,16.56,0.24,0.06,655.65,0.86,12.0,0.23,72.0,32.0,20.0,30.0,0.0,25.0,N
1.0,0.0,0.0,2.5,1.0,0.14,7.0,1.0,10.33,21.25,0.07,0.05,259.26,1.0,10.0,0.47,33.0,6.0,15.0,15.0,0.0,13.0,N
4.0,4.0,1.0,2.05,21.0,0.95,12.0,0.52,98.77,30.8,1.01,0.03,5205.42,0.55,41.0,0.27,244.0,90.0,28.0,83.0,6.41,77.0,N
1.0,0.0,0.0,2.5,2.0,0.5,3.0,0.67,12.65,16.67,0.07,0.06,195.29,0.75,5.0,0.36,26.0,9.0,15.0,11.0,0.0,9.0,N
1.0,0.0,0.0,2.0,3.0,0.75,4.0,1.0,16.45,14.3,0.08,0.07,186.87,1.0,6.0,0.31,30.0,10.0,13.0,13.0,0.0,11.0,N
1.0,0.0,0.0,3.0,2.0,0.67,3.0,1.0,13.8,7.86,0.04,0.13,47.33,1.0,3.0,0.33,16.0,7.0,11.0,9.0,0.0,7.0,N
1.0,0.0,0.0,3.0,2.0,0.67,3.0,1.0,14.12,10.89,0.05,0.09,93.04,1.0,3.0,0.25,20.0,9.0,14.0,12.0,0.0,10.0,N
39.0,1.0,0.0,2.0,2.0,0.11,1.0,0.0,90.99,45.11,1.37,0.02,10286.22,0.06,2.0,0.09,312.0,101.0,34.0,190.0,0.67,150.0,N
6.0,2.0,0.0,2.5,2.0,0.5,1.0,0.0,20.83,12.0,0.08,0.08,166.65,0.25,5.0,0.17,28.0,14.0,14.0,23.0,12.5,16.0,N
5.0,1.0,3.0,2.5,2.0,0.5,1.0,0.0,21.98,12.6,0.09,0.08,193.83,0.25,5.0,0.15,30.0,15.0,14.0,26.0,20.0,17.0,N
20.0,1.0,8.0,2.0,3.0,0.6,1.0,0.0,130.74,11.41,0.5,0.09,945.59,0.2,8.0,0.06,125.0,61.0,12.0,87.0,13.64,58.0,Y
15.0,2.0,2.0,2.0,1.0,0.33,1.0,0.0,102.96,17.5,0.6,0.06,1751.7,0.33,4.0,0.04,145.0,64.0,16.0,69.0,7.55,51.0,Y
17.0,5.0,20.0,2.0,1.0,0.17,1.0,0.0,25.81,30.07,0.26,0.03,1296.2,0.17,10.0,0.09,80.0,22.0,21.0,69.0,49.02,31.0,Y
18.0,2.0,19.0,2.25,4.0,0.5,3.0,0.29,51.88,14.58,0.25,0.07,612.3,0.38,9.0,0.09,74.0,40.0,22.0,88.0,30.43,50.0,N
11.0,4.0,16.0,2.0,2.0,0.4,3.0,0.5,29.73,12.89,0.13,0.08,274.64,0.6,8.0,0.09,41.0,19.0,14.0,53.0,48.78,25.0,N
21.0,4.0,3.0,3.0,7.0,0.78,5.0,0.5,40.02,17.15,0.23,0.06,653.95,0.56,6.0,0.13,72.0,30.0,21.0,72.0,14.0,47.0,N
4.0,1.0,0.0,2.0,1.0,0.5,1.0,0.0,12.06,6.0,0.02,0.17,24.11,0.5,2.0,0.17,10.0,6.0,8.0,12.0,14.29,7.0,N
2.0,0.0,0.0,2.0,1.0,0.25,4.0,1.0,7.44,13.5,0.03,0.07,75.28,1.0,6.0,0.33,19.0,3.0,9.0,12.0,0.0,9.0,N
6.0,5.0,15.0,2.0,1.0,0.33,1.0,0.0,50.16,27.35,0.46,0.04,2085.02,0.33,4.0,0.07,141.0,31.0,16.0,43.0,55.56,21.0,N
2.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,20.06,14.21,0.09,0.07,224.95,0.5,2.0,0.18,32.0,12.0,11.0,11.0,0.0,8.0,N
0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,17.11,5.14,0.03,0.19,25.14,0.5,2.0,0.33,14.0,7.0,9.0,6.0,0.0,5.0,N
1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,16.96,6.75,0.04,0.15,42.92,0.5,2.0,0.18,16.0,8.0,9.0,11.0,0.0,9.0,N
2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,15.57,7.5,0.04,0.13,48.65,0.5,2.0,0.17,16.0,8.0,10.0,12.0,0.0,9.0,N
4.0,1.0,7.0,2.0,2.0,0.67,1.0,0.0,42.71,14.57,0.21,0.07,503.83,0.33,4.0,0.1,63.0,28.0,16.0,30.0,32.0,18.0,N
6.0,1.0,6.0,2.0,2.0,0.67,1.0,0.0,66.13,15.71,0.35,0.06,906.48,0.33,4.0,0.08,98.0,36.0,13.0,36.0,24.14,23.0,N
9.0,3.0,11.0,2.0,4.0,0.4,1.0,0.0,35.14,41.18,0.48,0.02,3310.43,0.1,18.0,0.18,134.0,34.0,25.0,56.0,30.43,35.0,N
5.0,3.0,7.0,2.0,4.0,0.8,1.0,0.0,44.17,22.38,0.33,0.04,1229.49,0.2,8.0,0.12,99.0,30.0,17.0,43.0,27.03,30.0,Y
2.0,4.0,4.0,2.0,4.0,0.8,1.0,0.0,18.68,25.88,0.16,0.04,694.76,0.2,8.0,0.17,49.0,16.0,18.0,29.0,30.77,22.0,N
2.0,1.0,1.0,2.0,2.0,0.33,1.0,0.0,34.83,13.0,0.15,0.08,327.01,0.17,10.0,0.25,47.0,21.0,13.0,24.0,9.52,20.0,N
7.0,1.0,8.0,2.0,2.0,1.0,1.0,0.0,41.64,7.11,0.1,0.14,116.99,0.5,2.0,0.07,31.0,18.0,8.0,28.0,45.0,12.0,N
6.0,0.0,0.0,2.0,1.0,0.2,5.0,1.0,22.35,17.0,0.13,0.06,358.89,1.0,8.0,0.17,46.0,15.0,17.0,30.0,0.0,23.0,N
11.0,2.0,0.0,2.0,1.0,0.5,1.0,0.0,86.17,6.67,0.19,0.15,212.76,0.5,2.0,0.05,56.0,36.0,10.0,43.0,6.25,32.0,N
9.0,1.0,0.0,2.0,1.0,0.14,1.0,0.0,48.23,21.0,0.34,0.05,1181.67,0.14,12.0,0.16,92.0,36.0,18.0,44.0,2.94,34.0,N
38.0,0.0,4.0,2.0,5.0,0.02,15.0,0.05,675.88,137.36,30.95,0.01,708413.98,0.05,574.0,0.47,5590.0,760.0,52.0,634.0,0.67,591.0,N
4.0,0.0,3.0,2.0,2.0,0.1,1.0,0.0,71.48,12.37,0.29,0.08,608.13,0.05,38.0,0.34,87.0,40.0,15.0,59.0,5.56,51.0,N
2.0,0.0,3.0,2.0,2.0,0.1,1.0,0.0,70.18,13.46,0.31,0.07,706.78,0.05,38.0,0.33,93.0,41.0,16.0,60.0,5.26,54.0,N
1.0,0.0,1.0,2.0,2.0,0.33,1.0,0.0,30.47,16.36,0.17,0.06,453.23,0.17,10.0,0.19,50.0,22.0,16.0,31.0,3.45,28.0,N
1.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,20.0,6.0,0.04,0.17,40.0,0.33,4.0,0.25,18.0,8.0,8.0,12.0,0.0,10.0,N
9.0,0.0,2.0,2.0,3.0,0.43,3.0,0.33,22.13,13.39,0.1,0.07,220.49,0.43,12.0,0.18,36.0,14.0,15.0,38.0,6.9,27.0,N
5.0,0.0,6.0,2.2,1.0,0.08,13.0,1.0,59.11,30.37,0.6,0.03,3028.38,1.0,22.0,0.17,166.0,49.0,24.0,75.0,8.7,63.0,N
45.0,42.0,27.0,2.0,11.0,0.41,1.0,0.0,106.48,59.27,2.1,0.02,20780.18,0.04,44.0,0.11,458.0,123.0,36.0,237.0,36.13,164.0,Y
25.0,24.0,0.0,2.0,1.0,0.04,1.0,0.0,1295.68,12.3,5.31,0.08,10885.61,0.04,48.0,0.16,928.0,348.0,9.0,158.0,18.18,132.0,N
17.0,15.0,0.0,2.0,1.0,0.06,1.0,0.0,396.21,14.03,1.85,0.07,4331.14,0.06,32.0,0.2,384.0,128.0,9.0,86.0,22.06,68.0,N
1.0,0.0,0.0,2.0,2.0,0.67,1.0,0.0,17.3,4.2,0.02,0.24,16.95,0.33,4.0,0.38,14.0,5.0,6.0,8.0,0.0,6.0,N
0.0,0.0,0.0,2.0,1.0,0.33,1.0,0.0,15.36,4.9,0.03,0.2,20.49,0.33,4.0,0.43,14.0,5.0,7.0,7.0,0.0,6.0,N
0.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,13.11,4.8,0.02,0.21,16.78,1.0,3.0,0.5,11.0,5.0,8.0,6.0,0.0,5.0,N
