@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,13.36,4301.69,238.98,0.33,0.2,17.0,76.92,12.0,N
2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.38,9.0,80.0,5.0,N
2.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,16.59,555.43,30.86,1.0,0.3,9.0,71.43,7.0,N
4.0,1.0,8.0,2.0,0.8,1.0,2.0,1.0,13.97,16494.55,916.36,0.2,0.24,21.0,89.47,18.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,18.47,5338.7,296.59,0.25,0.25,17.0,76.92,12.0,N
4.0,1.0,12.0,2.0,1.0,1.0,2.0,6.0,20.11,20434.13,1135.23,0.14,0.32,20.0,88.89,17.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,18.18,5255.28,291.96,0.25,0.24,17.0,76.92,12.0,N
5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,14.36,8656.64,480.92,0.25,0.25,17.0,78.57,13.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
4.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,12.38,4951.76,275.1,0.25,0.44,15.0,85.71,7.0,N
4.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,14.11,3246.47,180.36,0.25,0.33,13.0,80.0,10.0,N
2.0,0.0,4.0,2.0,0.67,3.0,1.0,1.0,9.79,902.51,50.14,1.0,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.91,8971.59,498.42,0.25,0.21,19.0,88.24,16.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,13.75,3521.25,195.63,0.33,0.33,16.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,13.02,732.54,40.7,0.5,0.22,9.0,71.43,7.0,N
7.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,17.24,10090.27,560.57,0.17,0.19,17.0,86.21,24.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,8.83,4728.77,262.71,0.33,0.21,18.0,75.0,11.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,10.22,4353.75,241.87,0.33,0.2,17.0,76.92,12.0,N
1.0,5.0,2.0,2.0,0.5,1.0,1.0,1.0,11.86,227.03,12.61,0.5,0.17,7.0,90.0,5.0,N
4.0,48.0,2.0,2.0,1.0,1.0,3.0,0.0,26.15,4086.25,227.01,0.2,0.07,14.0,95.83,24.0,N
5.0,16.0,10.0,2.0,0.91,1.0,6.0,1.0,28.41,25170.95,1398.39,0.09,0.18,22.0,89.66,42.0,N
24.0,65.0,52.0,2.0,0.94,1.0,5.0,1.0,56.51,388174.15,21565.23,0.02,0.22,46.0,97.78,160.0,N
5.0,44.0,6.0,2.0,0.86,1.0,6.0,1.0,25.22,7636.2,424.23,0.14,0.09,18.0,92.11,32.0,N
0.0,4.0,2.0,2.0,0.5,1.0,2.0,0.0,8.52,1226.24,68.12,0.5,0.15,12.0,81.82,7.0,N
1.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,13.44,215.1,11.95,0.5,0.22,8.0,85.71,5.0,N
8.0,31.0,2.0,2.0,1.0,1.0,3.0,0.0,64.18,6045.7,335.87,0.5,0.04,10.0,94.12,20.0,N
2.0,7.0,2.0,2.0,1.0,1.0,1.0,0.0,13.11,301.96,16.78,0.5,0.15,8.0,90.91,4.0,N
1.0,26.0,2.0,2.0,0.5,1.0,2.0,0.0,22.53,5949.55,330.53,0.5,0.05,13.0,94.29,9.0,N
3.0,19.0,2.0,2.0,1.0,1.0,2.0,0.0,19.64,594.0,33.0,0.5,0.07,8.0,92.31,7.0,N
1.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,12.4,174.4,9.69,0.5,0.14,6.0,83.33,6.0,N
1.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,12.4,174.4,9.69,0.5,0.14,6.0,83.33,6.0,N
0.0,25.0,4.0,2.0,0.33,1.0,4.0,1.0,16.0,1296.0,72.0,0.33,0.08,9.0,88.89,11.0,N
9.0,55.0,6.0,2.0,1.0,1.0,4.0,1.0,42.0,1317.26,73.18,0.25,0.05,8.0,94.44,17.0,N
3.0,56.0,4.0,2.0,1.0,1.0,5.0,1.0,29.77,10881.75,604.54,0.33,0.03,13.0,94.05,28.0,N
2.0,16.0,2.0,2.0,0.5,1.0,2.0,2.0,24.04,2599.82,144.43,0.5,0.07,13.0,92.59,11.0,N
0.0,6.0,2.0,2.0,0.5,1.0,2.0,0.0,10.0,980.01,54.45,0.5,0.15,9.0,81.82,5.0,N
4.0,40.0,2.0,2.0,0.5,1.0,1.0,0.0,26.21,12827.76,712.65,0.5,0.03,9.0,98.25,17.0,N
1.0,7.0,2.0,2.0,1.0,1.0,2.0,0.0,12.4,174.4,9.69,0.5,0.13,6.0,84.62,6.0,N
0.0,18.0,2.0,2.0,0.5,1.0,2.0,1.0,16.75,942.32,52.35,0.5,0.07,7.0,92.0,7.0,N
2.0,38.0,8.0,2.0,0.6,1.0,7.0,3.0,17.27,7197.55,399.86,0.2,0.08,14.0,88.71,24.0,N
1.0,12.0,6.0,2.0,0.25,1.0,1.0,2.0,10.68,2402.74,133.49,0.25,0.2,10.0,94.44,6.0,N
0.0,4.0,4.0,2.0,0.33,1.0,1.0,1.0,8.15,985.86,54.77,0.33,0.19,8.0,92.86,10.0,N
2.0,4.0,2.0,3.0,0.67,3.0,1.0,0.0,13.22,414.45,23.02,1.0,0.23,8.0,90.91,7.0,N
0.0,27.0,4.0,2.0,0.33,1.0,3.0,0.0,9.03,3146.36,174.8,0.33,0.08,14.0,92.11,11.0,N
0.0,6.0,4.0,2.0,0.33,3.0,3.0,1.0,12.38,1100.86,61.16,1.0,0.17,11.0,81.25,10.0,N
8.0,91.0,12.0,2.0,0.75,1.0,6.0,0.0,35.3,19928.53,1107.14,0.08,0.08,22.0,95.74,50.0,N
1.0,7.0,6.0,2.0,0.25,1.0,4.0,1.0,14.31,2730.1,151.67,0.25,0.2,13.0,77.78,11.0,N
3.0,40.0,2.0,2.0,1.0,1.0,2.0,1.0,33.1,2043.3,113.52,0.5,0.04,11.0,96.15,12.0,N
3.0,40.0,2.0,2.0,1.0,1.0,3.0,0.0,24.19,3709.91,206.11,0.2,0.08,14.0,95.08,21.0,N
5.0,57.0,10.0,2.0,0.83,1.0,8.0,0.0,36.62,1833.96,101.89,0.17,0.07,8.0,90.12,24.0,N
1.0,26.0,10.0,2.0,0.33,6.0,5.0,1.0,20.52,6647.55,369.31,1.0,0.12,20.0,89.36,21.0,N
1.0,21.0,2.0,2.0,0.5,1.0,2.0,0.0,14.23,1250.98,69.5,0.5,0.07,10.0,92.59,6.0,N
0.0,8.0,2.0,2.0,0.5,1.0,2.0,0.0,10.98,1558.69,86.59,0.5,0.13,11.0,84.62,5.0,N
5.0,20.0,4.0,2.0,1.0,1.0,4.0,1.0,23.56,2230.76,123.93,0.33,0.08,11.0,89.47,18.0,N
0.0,29.0,6.0,2.0,0.25,1.0,4.0,2.0,15.61,10551.02,586.17,0.25,0.08,13.0,91.3,17.0,N
2.0,8.0,4.0,2.0,1.0,1.0,3.0,0.0,19.12,387.18,21.51,0.33,0.15,6.0,83.33,10.0,N
1.0,7.0,2.0,2.0,1.0,1.0,2.0,0.0,12.4,174.4,9.69,0.5,0.13,6.0,84.62,6.0,N
2.0,7.0,2.0,2.0,1.0,1.0,1.0,1.0,12.8,225.85,12.55,0.5,0.14,7.0,91.67,5.0,N
2.0,21.0,8.0,2.0,0.4,1.0,4.0,1.0,16.75,7153.34,397.41,0.2,0.11,16.0,90.48,21.0,N
2.0,9.0,2.0,2.0,1.0,1.0,2.0,0.0,14.24,669.75,37.21,0.5,0.12,8.0,86.67,6.0,N
1.0,19.0,2.0,7.0,0.29,1.0,2.0,1.0,14.84,7326.97,407.05,0.14,0.19,16.0,94.12,15.0,N
0.0,25.0,4.0,2.0,0.33,1.0,4.0,1.0,18.17,1471.49,81.75,0.33,0.08,9.0,89.19,12.0,N
2.0,23.0,4.0,2.0,0.67,1.0,3.0,1.0,16.64,1328.8,73.82,0.33,0.08,11.0,91.89,14.0,N
3.0,40.0,2.0,2.0,1.0,1.0,3.0,0.0,24.19,3709.91,206.11,0.2,0.08,14.0,95.08,21.0,N
3.0,19.0,2.0,2.0,0.9,1.0,2.0,1.0,35.76,6517.93,362.11,0.1,0.19,18.0,96.0,31.0,N
1.0,26.0,2.0,3.0,0.33,3.0,3.0,2.0,20.04,1077.6,59.87,1.0,0.08,11.0,91.67,10.0,N
1.0,36.0,12.0,2.0,0.29,7.0,5.0,1.0,22.47,8239.54,457.75,1.0,0.11,21.0,91.67,24.0,N
1.0,12.0,2.0,2.0,0.5,1.0,2.0,0.0,14.3,564.82,31.38,0.5,0.1,8.0,88.89,6.0,N
1.0,10.0,2.0,2.0,0.5,1.0,1.0,0.0,13.1,616.17,34.23,0.5,0.12,8.0,93.33,5.0,N
1.0,24.0,2.0,2.0,1.0,1.0,2.0,0.0,18.73,4214.16,234.12,0.5,0.06,11.0,93.75,8.0,N
4.0,26.0,6.0,2.0,0.75,1.0,4.0,0.0,19.64,5125.38,284.74,0.25,0.09,15.0,90.7,17.0,N
0.0,17.0,2.0,2.0,0.5,1.0,2.0,0.0,23.26,60496.65,3360.92,0.5,0.04,11.0,95.56,28.0,N
1.0,35.0,2.0,2.0,1.0,1.0,2.0,0.0,15.99,14925.04,829.17,0.5,0.04,13.0,95.92,14.0,N
1.0,8.0,2.0,2.0,0.5,1.0,2.0,0.0,12.96,771.43,42.86,0.5,0.13,9.0,85.71,6.0,N
3.0,4.0,2.0,2.0,1.0,1.0,1.0,0.0,14.04,56.15,3.12,0.5,0.18,4.0,88.89,5.0,N
1.0,30.0,10.0,2.0,0.33,1.0,5.0,0.0,16.79,7403.19,411.29,0.17,0.11,14.0,90.2,21.0,N
0.0,4.0,2.0,2.0,0.5,1.0,2.0,0.0,11.34,1089.11,60.51,0.5,0.15,7.0,81.82,7.0,N
3.0,43.0,6.0,2.0,0.5,1.0,3.0,0.0,16.8,1166.67,64.81,0.25,0.07,10.0,94.55,12.0,N
4.0,32.0,8.0,2.25,0.67,4.0,5.0,0.0,23.81,3494.58,194.14,0.67,0.11,15.0,90.2,19.0,N
0.0,14.0,8.0,2.0,0.2,1.0,1.0,0.0,12.69,2631.64,146.2,0.2,0.18,9.0,96.15,12.0,N
0.0,17.0,6.0,2.0,0.25,1.0,2.0,0.0,15.85,1584.57,88.03,0.25,0.13,10.0,92.86,11.0,N
0.0,17.0,6.0,2.33,0.2,1.0,3.0,1.0,10.89,4141.72,230.1,0.2,0.18,13.0,88.46,9.0,N
0.0,3.0,2.0,2.0,0.5,1.0,1.0,1.0,14.27,310.84,17.27,0.5,0.17,7.0,90.0,7.0,N
5.0,34.0,6.0,2.0,1.0,1.0,4.0,0.0,37.53,1256.26,69.79,0.25,0.07,9.0,92.31,18.0,N
1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,14.76,298.97,16.61,0.5,0.15,6.0,81.82,7.0,N
2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,18.26,236.63,13.15,0.5,0.15,6.0,81.82,7.0,N
5.0,45.0,2.0,3.0,1.0,3.0,4.0,0.0,31.56,6636.44,368.69,0.43,0.09,20.0,94.67,30.0,N
21.0,100.0,4.0,2.0,1.0,1.0,3.0,0.0,119.94,1572.37,87.35,0.33,0.02,7.0,97.67,29.0,N
8.0,47.0,4.0,2.0,0.67,1.0,3.0,0.0,33.63,10897.35,605.41,0.33,0.04,17.0,96.0,28.0,N
14.0,67.0,4.0,2.0,0.67,1.0,3.0,0.0,54.07,20319.16,1128.84,0.33,0.03,18.0,97.14,38.0,N
17.0,73.0,4.0,2.0,0.67,1.0,3.0,0.0,75.17,38501.99,2139.0,0.33,0.02,19.0,97.56,50.0,N
20.0,100.0,4.0,2.0,0.67,1.0,3.0,0.0,85.35,29847.5,1658.19,0.33,0.02,17.0,98.09,57.0,N
29.0,67.0,6.0,2.0,0.5,1.0,4.0,0.0,95.01,47232.5,2624.03,0.25,0.03,19.0,96.97,65.0,N
1.0,66.0,6.0,2.0,0.13,1.0,6.0,0.0,24.77,30423.07,1690.17,0.13,0.08,23.0,94.17,37.0,N
3.0,67.0,4.0,2.0,1.0,1.0,4.0,0.0,27.63,1306.18,72.57,0.33,0.04,11.0,95.12,15.0,N
0.0,0.0,2.0,2.0,0.5,1.0,2.0,1.0,16.23,1485.28,82.52,0.5,0.14,9.0,80.0,10.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,15.33,2086.15,115.9,0.5,0.22,15.0,80.0,5.0,N
1.0,2.0,14.0,2.0,1.0,1.0,1.0,1.0,12.26,53124.43,2951.36,0.13,0.33,15.0,95.0,18.0,N
9.0,4.0,4.0,2.0,1.0,4.0,6.0,0.0,33.05,10229.12,568.28,0.67,0.13,25.0,86.05,39.0,N
1.0,0.0,2.0,2.0,0.5,1.0,2.0,0.0,9.6,360.21,20.01,0.5,0.22,7.0,71.43,7.0,N
0.0,6.0,6.0,2.0,0.25,1.0,2.0,1.0,84.08,28389.73,1577.21,0.25,0.1,12.0,95.0,34.0,N
3.0,4.0,4.0,2.0,0.33,1.0,1.0,0.0,25.96,1731.33,96.19,0.33,0.17,7.0,93.75,12.0,N
25.0,32.0,28.0,2.14,0.67,1.0,9.0,0.0,107.72,43626.97,2423.72,0.06,0.16,23.0,91.74,77.0,N
10.0,12.0,14.0,2.0,0.9,1.0,6.0,0.0,36.22,16357.82,908.77,0.1,0.17,20.0,89.66,46.0,N
3.0,0.0,4.0,2.0,1.0,1.0,4.0,0.0,18.12,319.65,17.76,0.33,0.19,6.0,71.43,14.0,N
9.0,5.0,8.0,2.0,1.0,1.0,5.0,0.0,36.74,5885.92,327.0,0.2,0.14,13.0,85.29,29.0,N
18.0,16.0,8.0,2.25,0.88,4.0,5.0,1.0,72.85,105022.95,5834.61,0.25,0.15,30.0,95.28,90.0,N
3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,18.49,226.54,12.59,0.5,0.33,7.0,66.67,3.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,2.0,7.0,252.0,14.0,0.5,0.5,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
3.0,0.0,6.0,2.0,0.75,1.0,2.0,2.0,21.69,813.61,45.2,0.25,0.36,7.0,75.0,8.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.25,8.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,5.05,126.33,7.02,0.5,0.5,5.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,3.95,980.75,54.49,0.5,0.5,9.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.2,6.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.13,8.0,83.33,2.0,N
2.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,10.48,7748.01,430.45,0.25,0.24,15.0,80.0,15.0,N
3.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,13.08,8043.39,446.86,0.25,0.24,16.0,80.0,15.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.43,9.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,17.44,551.81,30.66,1.0,0.38,9.0,80.0,5.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,13.46,1172.67,65.15,0.33,0.5,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.55,58.95,3.28,1.0,0.25,6.0,50.0,2.0,N
9.0,2.0,6.0,2.0,0.88,5.0,2.0,1.0,27.79,3570.0,198.33,0.63,0.33,17.0,90.91,20.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,10.03,3014.58,167.48,0.33,0.43,16.0,80.0,5.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,16.65,362.64,20.15,0.5,0.2,7.0,75.0,8.0,N
3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,19.99,319.82,17.77,0.5,0.18,7.0,77.78,9.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.84,8245.95,458.11,0.25,0.22,19.0,87.5,15.0,N
8.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,20.14,9834.5,546.36,0.17,0.19,17.0,86.21,24.0,N
2.0,1.0,2.0,2.0,0.5,1.0,3.0,2.0,11.06,1372.69,76.26,0.5,0.17,12.0,70.0,9.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,13.21,3863.67,214.65,0.33,0.2,18.0,75.0,11.0,N
5.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,14.42,4256.92,236.5,0.33,0.2,18.0,75.0,11.0,N
4.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,13.36,4301.69,238.98,0.33,0.2,17.0,76.92,12.0,N
2.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.38,9.0,80.0,5.0,N
2.0,0.0,2.0,3.0,1.0,3.0,2.0,2.0,16.59,555.43,30.86,1.0,0.3,9.0,71.43,7.0,N
4.0,1.0,8.0,2.0,0.8,1.0,2.0,1.0,13.97,16494.55,916.36,0.2,0.24,21.0,89.47,18.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,4.0,18.47,5338.7,296.59,0.25,0.25,17.0,76.92,12.0,N
4.0,1.0,12.0,2.0,1.0,1.0,2.0,6.0,20.11,20434.13,1135.23,0.14,0.32,20.0,88.89,17.0,N
4.0,1.0,6.0,2.0,1.0,1.0,3.0,5.0,18.18,5255.28,291.96,0.25,0.24,17.0,76.92,12.0,N
5.0,1.0,6.0,2.0,1.0,1.0,3.0,1.0,14.36,8656.64,480.92,0.25,0.25,17.0,78.57,13.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,0.0,5.99,84.22,4.68,0.5,0.5,5.0,50.0,2.0,N
4.0,0.0,6.0,2.0,1.0,1.0,1.0,1.0,12.38,4951.76,275.1,0.25,0.44,15.0,85.71,7.0,N
4.0,0.0,6.0,2.0,1.0,1.0,2.0,0.0,14.11,3246.47,180.36,0.25,0.33,13.0,80.0,10.0,N
2.0,0.0,4.0,2.0,0.67,3.0,1.0,1.0,9.79,902.51,50.14,1.0,0.5,12.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,13.66,240.91,13.38,0.5,0.29,7.0,80.0,5.0,N
3.0,1.0,6.0,2.0,0.75,1.0,2.0,1.0,11.91,8971.59,498.42,0.25,0.21,19.0,88.24,16.0,N
3.0,0.0,4.0,2.0,1.0,1.0,1.0,1.0,13.75,3521.25,195.63,0.33,0.33,16.0,85.71,7.0,N
2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,13.02,732.54,40.7,0.5,0.22,9.0,71.43,7.0,N
7.0,5.0,10.0,2.0,0.83,1.0,4.0,1.0,17.24,10090.27,560.57,0.17,0.19,17.0,86.21,24.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,8.83,4728.77,262.71,0.33,0.21,18.0,75.0,11.0,N
3.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,10.22,4353.75,241.87,0.33,0.2,17.0,76.92,12.0,N
1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.25,8.0,50.0,2.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,0.5,1.0,1.0,2.0,6.18,154.4,8.58,0.5,0.29,5.0,80.0,5.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,11.24,179.89,9.99,1.0,0.13,8.0,83.33,2.0,N
0.0,0.0,2.0,3.0,0.5,1.0,1.0,2.0,7.0,252.0,14.0,0.5,0.5,6.0,50.0,2.0,N
0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,8.0,72.0,4.0,1.0,0.25,6.0,50.0,2.0,N
2.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,10.48,7748.01,430.45,0.25,0.24,15.0,80.0,15.0,N
3.0,0.0,6.0,2.0,0.75,1.0,3.0,2.0,13.08,8043.39,446.86,0.25,0.24,16.0,80.0,15.0,N
10.0,17.0,16.0,2.38,0.25,1.0,5.0,0.0,77.13,34532.43,1918.47,0.08,0.18,17.0,92.19,47.0,N
4.0,16.0,6.0,2.0,0.75,1.0,2.0,0.0,68.15,20027.63,1112.65,0.25,0.08,15.0,96.0,34.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,2.0,15.9,532.29,29.57,1.0,0.43,9.0,80.0,5.0,N
3.0,0.0,2.0,3.0,1.0,3.0,1.0,3.0,17.44,551.81,30.66,1.0,0.38,9.0,80.0,5.0,N
4.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,13.46,1172.67,65.15,0.33,0.5,8.0,75.0,4.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,6.16,701.11,38.95,0.5,0.4,8.0,66.67,3.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,12.33,284.19,15.79,0.5,0.29,8.0,80.0,5.0,N
2.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,13.87,302.05,16.78,0.5,0.29,8.0,80.0,5.0,N
