@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
13.0,0.0,8.0,0.18,4.0,2.0,17.0,0.14,83.0,407.27,0.33,2.0,4.0,0.08,40.0,43.0,18.0,38.0,26.09,17.0,N
10.0,3.0,8.0,0.12,4.0,2.0,22.0,0.17,104.0,499.96,0.33,2.0,4.0,0.07,44.0,60.0,16.0,43.0,29.03,25.0,Y
9.0,1.0,8.0,0.08,4.0,2.0,37.0,0.41,221.0,1234.28,0.33,2.0,4.0,0.05,95.0,126.0,30.0,58.0,21.28,38.0,Y
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
1.0,0.0,4.0,0.4,2.0,2.0,5.0,0.02,15.0,47.55,0.5,1.0,2.0,0.25,6.0,9.0,3.0,8.0,0.0,5.0,N
2.0,0.0,8.0,0.6,4.0,2.0,5.0,0.03,22.0,88.0,0.33,2.0,4.0,0.33,11.0,11.0,6.0,9.0,0.0,5.0,N
4.0,0.0,4.0,0.4,2.0,2.0,5.0,0.03,25.0,95.18,0.5,1.0,2.0,0.12,12.0,13.0,5.0,17.0,54.55,5.0,N
1.0,0.0,0.0,0.5,0.0,0.0,2.0,0.01,7.0,19.65,1.0,0.0,0.0,0.2,3.0,4.0,3.0,5.0,0.0,2.0,N
11.0,0.0,0.0,0.14,0.0,0.0,7.0,0.04,32.0,121.84,1.0,0.0,0.0,0.04,10.0,22.0,7.0,26.0,46.15,7.0,N
9.0,11.0,22.0,0.2,6.0,3.67,33.0,0.26,156.0,793.64,0.78,8.0,11.0,0.16,65.0,91.0,16.0,57.0,28.26,44.0,Y
4.0,1.0,4.0,0.13,2.0,2.0,15.0,0.05,35.0,140.0,0.5,1.0,2.0,0.09,12.0,23.0,8.0,23.0,11.76,16.0,Y
12.0,3.0,0.0,0.1,0.0,0.0,7.0,0.06,45.0,180.0,1.0,0.0,0.0,0.03,18.0,27.0,10.0,29.0,53.33,10.0,Y
14.0,3.0,24.0,0.17,12.0,2.0,39.0,0.21,122.0,640.25,0.14,6.0,12.0,0.1,46.0,76.0,17.0,70.0,27.78,42.0,Y
5.0,0.0,0.0,0.25,0.0,0.0,4.0,0.01,9.0,23.26,1.0,0.0,0.0,0.08,2.0,7.0,2.0,13.0,33.33,4.0,N
8.0,1.0,0.0,0.17,0.0,0.0,5.0,0.02,15.0,45.0,1.0,0.0,0.0,0.05,4.0,11.0,4.0,20.0,50.0,6.0,Y
4.0,0.0,4.0,0.18,2.0,2.0,11.0,0.06,40.0,169.92,0.5,1.0,2.0,0.11,16.0,24.0,8.0,19.0,15.38,11.0,N
4.0,1.0,8.0,0.18,4.0,2.0,16.0,0.08,55.0,237.71,0.33,2.0,4.0,0.12,22.0,33.0,8.0,25.0,15.79,17.0,N
6.0,3.0,4.0,0.15,2.0,2.0,10.0,0.08,54.0,233.38,0.5,1.0,2.0,0.09,23.0,31.0,9.0,23.0,33.33,13.0,Y
5.0,0.0,0.0,0.1,0.0,0.0,10.0,0.03,26.0,96.21,1.0,0.0,0.0,0.05,10.0,16.0,7.0,20.0,23.08,10.0,N
5.0,0.0,0.0,0.1,0.0,0.0,10.0,0.03,26.0,96.21,1.0,0.0,0.0,0.05,10.0,16.0,7.0,19.0,16.67,10.0,N
14.0,3.0,0.0,0.08,0.0,0.0,10.0,0.07,47.0,199.65,1.0,0.0,0.0,0.03,15.0,32.0,12.0,38.0,54.55,13.0,Y
13.0,0.0,4.0,0.11,2.0,2.0,19.0,0.13,80.0,403.55,0.5,1.0,2.0,0.05,39.0,41.0,22.0,40.0,24.0,19.0,N
4.0,1.0,0.0,0.11,0.0,0.0,8.0,0.04,28.0,112.0,1.0,0.0,0.0,0.06,8.0,20.0,6.0,16.0,20.0,9.0,N
29.0,10.0,12.0,0.1,6.0,2.0,31.0,0.7,392.0,2100.16,0.25,3.0,6.0,0.04,144.0,248.0,31.0,102.0,56.34,41.0,Y
4.0,0.0,4.0,0.04,2.0,2.0,49.0,0.91,615.0,2742.55,0.5,1.0,2.0,0.04,221.0,394.0,12.0,55.0,0.0,49.0,N
6.0,16.0,4.0,0.09,2.0,2.0,7.0,0.38,202.0,1128.16,0.5,1.0,2.0,0.06,74.0,128.0,37.0,34.0,73.08,23.0,Y
27.0,1.0,4.0,0.06,2.0,2.0,33.0,0.58,339.0,1738.83,0.5,1.0,2.0,0.02,118.0,221.0,25.0,86.0,42.11,34.0,Y
7.0,0.0,8.0,0.13,4.0,2.0,23.0,0.2,140.0,614.92,0.33,2.0,4.0,0.08,48.0,92.0,11.0,36.0,14.81,23.0,N
5.0,4.0,4.0,0.11,2.0,2.0,14.0,0.09,59.0,280.54,0.5,1.0,2.0,0.07,24.0,35.0,16.0,27.0,30.0,18.0,N
6.0,0.0,8.0,0.14,4.0,2.0,22.0,0.27,179.0,798.24,0.33,2.0,4.0,0.1,64.0,115.0,10.0,30.0,0.0,22.0,N
27.0,5.0,8.0,0.09,4.0,2.0,30.0,0.53,323.0,1600.21,0.33,2.0,4.0,0.03,112.0,211.0,20.0,89.0,50.0,35.0,Y
5.0,9.0,8.0,0.18,4.0,2.0,8.0,0.18,118.0,533.78,0.33,2.0,4.0,0.12,42.0,76.0,12.0,25.0,55.56,17.0,Y
5.0,0.0,0.0,0.17,0.0,0.0,6.0,0.04,30.0,107.55,1.0,0.0,0.0,0.06,10.0,20.0,5.0,18.0,40.0,6.0,N
10.0,0.0,4.0,0.14,2.0,2.0,14.0,0.11,73.0,320.64,0.5,1.0,2.0,0.06,31.0,42.0,10.0,31.0,22.22,14.0,N
8.0,2.0,8.0,0.09,4.0,2.0,32.0,0.42,273.0,1267.77,0.33,2.0,4.0,0.05,115.0,158.0,11.0,60.0,25.58,34.0,Y
4.0,1.0,4.0,0.15,2.0,2.0,12.0,0.07,48.0,217.13,0.5,1.0,2.0,0.1,19.0,29.0,11.0,21.0,14.29,13.0,N
5.0,2.0,8.0,0.2,4.0,2.0,13.0,0.05,38.0,158.46,0.33,2.0,4.0,0.13,12.0,26.0,9.0,23.0,18.75,15.0,N
15.0,4.0,8.0,0.12,4.0,2.0,21.0,0.16,99.0,480.94,0.33,2.0,4.0,0.06,50.0,49.0,21.0,50.0,32.25,25.0,N
10.0,0.0,4.0,0.12,2.0,2.0,17.0,0.1,60.0,285.29,0.5,1.0,2.0,0.06,30.0,30.0,19.0,33.0,19.05,17.0,N
21.0,3.0,16.0,0.15,8.0,2.0,30.0,0.22,127.0,666.49,0.2,4.0,8.0,0.07,58.0,69.0,27.0,69.0,34.78,33.0,Y
2.0,0.0,4.0,0.22,2.0,2.0,9.0,0.07,50.0,212.4,0.5,1.0,2.0,0.15,21.0,29.0,9.0,13.0,0.0,9.0,N
3.0,0.0,4.0,0.2,2.0,2.0,10.0,0.07,46.0,202.05,0.5,1.0,2.0,0.13,19.0,27.0,9.0,15.0,0.0,10.0,N
7.0,0.0,0.0,0.17,0.0,0.0,6.0,0.04,30.0,120.0,1.0,0.0,0.0,0.05,12.0,18.0,9.0,20.0,45.45,6.0,N
11.0,1.0,18.0,0.32,6.0,3.0,21.0,0.16,94.0,482.15,0.14,6.0,9.0,0.18,38.0,56.0,23.0,38.0,16.0,22.0,Y
4.0,18.0,8.0,0.13,4.0,2.0,5.0,0.11,67.0,318.58,0.33,2.0,4.0,0.1,23.0,44.0,12.0,30.0,79.17,23.0,N
4.0,5.0,8.0,0.3,4.0,2.0,5.0,0.07,52.0,220.89,0.33,2.0,4.0,0.17,15.0,37.0,6.0,18.0,58.33,10.0,N
1.0,0.0,0.0,0.5,0.0,0.0,2.0,0.0,5.0,11.61,1.0,0.0,0.0,0.2,1.0,4.0,1.0,5.0,0.0,2.0,N
7.0,6.0,4.0,0.17,2.0,2.0,6.0,0.07,54.0,210.97,0.5,1.0,2.0,0.06,18.0,36.0,8.0,33.0,71.43,12.0,N
11.0,6.0,8.0,0.2,4.0,2.0,9.0,0.09,64.0,271.87,0.33,2.0,4.0,0.06,22.0,42.0,8.0,51.0,75.0,15.0,N
2.0,3.0,0.0,0.2,0.0,0.0,2.0,0.03,22.0,83.76,1.0,0.0,0.0,0.11,9.0,13.0,6.0,9.0,60.0,5.0,N
2.0,4.0,0.0,0.17,0.0,0.0,2.0,0.04,27.0,105.49,1.0,0.0,0.0,0.1,11.0,16.0,7.0,10.0,66.67,6.0,N
1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.01,6.0,15.51,1.0,0.0,0.0,0.2,2.0,4.0,2.0,5.0,50.0,2.0,N
6.0,2.0,0.0,0.1,0.0,0.0,8.0,0.08,48.0,225.62,1.0,0.0,0.0,0.03,17.0,31.0,12.0,32.0,66.67,10.0,N
3.0,0.0,0.0,0.53,0.0,0.0,36.0,0.43,230.0,1298.09,0.58,0.0,0.0,0.48,95.0,135.0,26.0,40.0,0.0,36.0,N
1.0,0.0,0.0,0.41,0.0,0.0,17.0,0.17,109.0,518.28,0.86,0.0,0.0,0.37,51.0,58.0,16.0,19.0,0.0,17.0,N
1.0,0.0,0.0,0.47,0.0,0.0,19.0,0.17,98.0,498.57,1.0,0.0,0.0,0.43,40.0,58.0,15.0,21.0,0.0,19.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,11.61,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,11.61,1.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,N
4.0,1.0,0.0,0.38,0.0,0.0,20.0,0.13,80.0,388.64,0.5,0.0,0.0,0.3,33.0,47.0,12.0,27.0,9.09,21.0,N
1.0,0.0,0.0,0.4,0.0,0.0,10.0,0.06,46.0,188.02,0.25,0.0,0.0,0.33,18.0,28.0,5.0,12.0,0.0,10.0,N
10.0,1.0,0.0,0.33,0.0,0.0,2.0,0.01,7.0,18.09,1.0,0.0,0.0,0.06,3.0,4.0,3.0,18.0,33.33,3.0,N
10.0,1.0,0.0,0.33,0.0,0.0,2.0,0.01,7.0,18.09,1.0,0.0,0.0,0.06,3.0,4.0,3.0,18.0,33.33,3.0,N
0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,0.0,0.2,1.0,3.0,1.0,5.0,50.0,2.0,N
0.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,4.0,8.0,1.0,0.0,0.0,0.2,1.0,3.0,1.0,5.0,50.0,2.0,N
23.0,9.0,0.0,0.07,0.0,0.0,5.0,0.08,49.0,232.99,1.0,0.0,0.0,0.02,21.0,28.0,19.0,54.0,70.59,14.0,N
23.0,9.0,0.0,0.07,0.0,0.0,5.0,0.08,49.0,232.99,1.0,0.0,0.0,0.02,21.0,28.0,19.0,54.0,70.59,14.0,N
15.0,8.0,0.0,0.05,0.0,0.0,11.0,0.13,74.0,376.47,1.0,0.0,0.0,0.01,37.0,37.0,29.0,134.0,59.26,19.0,N
15.0,8.0,0.0,0.05,0.0,0.0,11.0,0.13,74.0,376.47,1.0,0.0,0.0,0.01,37.0,37.0,29.0,134.0,59.26,19.0,N
2.0,0.0,4.0,0.14,2.0,2.0,14.0,0.08,56.0,237.88,0.5,1.0,2.0,0.11,24.0,32.0,9.0,18.0,0.0,14.0,N
1.0,1.0,0.0,0.17,0.0,0.0,11.0,0.03,29.0,96.34,0.5,0.0,0.0,0.14,12.0,17.0,4.0,14.0,8.33,12.0,N
1.0,0.0,0.0,0.2,0.0,0.0,5.0,0.02,15.0,45.0,1.0,0.0,0.0,0.13,6.0,9.0,5.0,8.0,0.0,5.0,N
1.0,0.0,0.0,0.18,0.0,0.0,11.0,0.04,32.0,128.0,0.5,0.0,0.0,0.15,14.0,18.0,8.0,13.0,0.0,11.0,N
0.0,0.0,0.0,0.13,0.0,0.0,8.0,0.06,46.0,175.14,1.0,0.0,0.0,0.11,20.0,26.0,9.0,9.0,0.0,8.0,N
1.0,0.0,0.0,0.2,0.0,0.0,10.0,0.07,48.0,203.9,0.5,0.0,0.0,0.17,20.0,28.0,11.0,12.0,0.0,10.0,N
1.0,0.0,0.0,0.35,0.0,0.0,20.0,0.1,67.0,303.08,0.86,0.0,0.0,0.3,27.0,40.0,10.0,23.0,0.0,20.0,N
7.0,3.0,0.0,0.15,0.0,0.0,17.0,0.09,72.0,274.13,0.33,0.0,0.0,0.11,26.0,46.0,7.0,28.0,15.0,20.0,N
1.0,0.0,0.0,0.29,0.0,0.0,7.0,0.02,18.0,62.27,0.5,0.0,0.0,0.22,8.0,10.0,4.0,9.0,0.0,7.0,N
6.0,0.0,0.0,0.22,0.0,0.0,23.0,0.15,88.0,447.7,0.6,0.0,0.0,0.14,37.0,51.0,15.0,35.0,17.86,23.0,N
12.0,3.0,0.0,0.21,0.0,0.0,36.0,0.26,152.0,791.84,0.63,0.0,0.0,0.12,49.0,103.0,21.0,65.0,29.41,39.0,N
1.0,0.0,0.0,0.43,0.0,0.0,7.0,0.04,29.0,113.3,0.33,0.0,0.0,0.33,13.0,16.0,6.0,9.0,0.0,7.0,N
30.0,4.0,4.0,0.14,2.0,2.0,38.0,0.31,174.0,926.02,0.17,1.0,2.0,0.05,64.0,110.0,21.0,114.0,54.22,42.0,N
40.0,8.0,52.0,0.31,20.0,2.6,46.0,0.28,163.0,849.14,1.0,16.0,26.0,0.14,68.0,95.0,20.0,118.0,40.26,54.0,N
28.0,5.0,16.0,0.14,8.0,2.0,32.0,0.27,168.0,824.36,0.2,4.0,8.0,0.06,62.0,106.0,18.0,89.0,46.67,37.0,N
16.0,3.0,4.0,0.11,2.0,2.0,16.0,0.09,55.0,258.51,0.5,1.0,2.0,0.03,20.0,35.0,11.0,61.0,63.64,19.0,N
29.0,4.0,14.0,0.23,6.0,2.33,35.0,0.23,133.0,702.96,0.56,4.0,7.0,0.1,48.0,85.0,19.0,89.0,32.68,39.0,N
12.0,1.0,0.0,0.16,0.0,0.0,18.0,0.1,61.0,290.05,0.33,0.0,0.0,0.08,24.0,37.0,15.0,37.0,25.0,19.0,N
10.0,2.0,4.0,0.1,2.0,2.0,19.0,0.18,130.0,531.37,0.5,1.0,2.0,0.04,52.0,78.0,9.0,45.0,44.12,21.0,N
24.0,0.0,0.0,0.05,0.0,0.0,19.0,0.19,119.0,559.35,1.0,0.0,0.0,0.01,44.0,75.0,13.0,88.0,55.81,19.0,N
15.0,3.0,8.0,0.17,4.0,2.0,15.0,0.16,95.0,466.15,0.33,2.0,4.0,0.05,39.0,56.0,17.0,55.0,61.54,18.0,N
18.0,4.0,10.0,0.17,4.0,2.5,19.0,0.19,109.0,559.09,0.75,3.0,5.0,0.06,40.0,69.0,17.0,69.0,62.0,23.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
22.0,8.0,8.0,0.14,4.0,2.0,27.0,0.22,120.0,647.08,0.2,2.0,4.0,0.06,43.0,77.0,21.0,77.0,49.06,35.0,N
14.0,5.0,16.0,0.23,8.0,2.0,17.0,0.17,94.0,500.26,0.8,4.0,8.0,0.08,39.0,55.0,20.0,66.0,65.31,22.0,N
14.0,4.0,6.0,0.18,2.0,3.0,13.0,0.13,81.0,397.46,1.0,2.0,3.0,0.06,33.0,48.0,15.0,51.0,63.89,17.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
60.0,8.0,4.0,0.06,2.0,2.0,23.0,0.28,162.0,843.93,0.5,1.0,2.0,0.02,66.0,96.0,24.0,126.0,64.62,31.0,N
33.0,12.0,16.0,0.23,6.0,2.67,32.0,0.3,153.0,892.43,0.5,5.0,8.0,0.1,60.0,93.0,34.0,102.0,52.24,44.0,N
30.0,9.0,40.0,0.22,20.0,2.0,42.0,0.38,213.0,1133.57,0.64,10.0,20.0,0.1,90.0,123.0,24.0,111.0,46.15,51.0,N
3.0,4.0,12.0,0.17,6.0,2.0,20.0,0.15,88.0,440.0,0.25,3.0,6.0,0.13,36.0,52.0,15.0,32.0,25.93,24.0,N
13.0,1.0,12.0,0.27,6.0,2.0,14.0,0.07,47.0,203.13,0.25,3.0,6.0,0.1,19.0,28.0,10.0,42.0,50.0,15.0,N
11.0,1.0,38.0,0.18,16.0,2.38,64.0,0.3,169.0,905.43,0.92,11.0,19.0,0.12,74.0,95.0,25.0,97.0,24.71,65.0,N
15.0,9.0,56.0,0.37,12.0,4.67,54.0,0.62,326.0,1849.21,0.83,22.0,84.0,0.18,115.0,211.0,32.0,125.0,50.46,63.0,N
13.0,6.0,8.0,0.25,4.0,2.0,6.0,0.06,42.0,178.41,0.33,2.0,4.0,0.04,16.0,26.0,8.0,69.0,88.89,12.0,N
4.0,0.0,6.0,0.27,2.0,3.0,11.0,0.08,48.0,225.62,1.0,2.0,3.0,0.18,20.0,28.0,12.0,17.0,8.33,11.0,N
7.0,0.0,0.0,0.33,0.0,0.0,3.0,0.01,7.0,18.09,1.0,0.0,0.0,0.03,2.0,5.0,2.0,30.0,86.36,3.0,N
3.0,0.0,4.0,0.33,2.0,2.0,6.0,0.05,36.0,155.59,0.5,1.0,2.0,0.2,15.0,21.0,8.0,10.0,0.0,6.0,N
2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.01,13.0,44.97,1.0,0.0,0.0,0.2,5.0,8.0,5.0,5.0,0.0,2.0,N
2.0,0.0,0.0,0.5,0.0,0.0,2.0,0.02,16.0,59.21,1.0,0.0,0.0,0.2,6.0,10.0,6.0,5.0,0.0,2.0,N
2.0,0.0,0.0,0.17,0.0,0.0,6.0,0.01,11.0,34.87,1.0,0.0,0.0,0.01,4.0,7.0,3.0,80.0,14.29,6.0,N
7.0,7.0,0.0,0.47,0.0,0.0,25.0,0.36,184.0,1068.55,0.6,0.0,0.0,0.27,82.0,102.0,31.0,55.0,45.65,32.0,N
2.0,0.0,0.0,0.29,0.0,0.0,7.0,0.03,22.0,83.76,0.5,0.0,0.0,0.2,8.0,14.0,5.0,10.0,0.0,7.0,N
1.0,0.0,28.0,0.27,14.0,2.0,33.0,0.29,155.0,860.96,0.11,7.0,14.0,0.26,75.0,80.0,31.0,35.0,0.0,33.0,N
1.0,0.0,0.0,0.33,0.0,0.0,15.0,0.11,67.0,343.66,0.2,0.0,0.0,0.29,34.0,33.0,21.0,17.0,0.0,15.0,N
2.0,0.0,0.0,0.38,0.0,0.0,8.0,0.05,37.0,157.17,0.33,0.0,0.0,0.27,13.0,24.0,6.0,11.0,0.0,8.0,N
1.0,17.0,0.0,0.21,0.0,0.0,31.0,0.47,243.0,1398.44,0.8,0.0,0.0,0.2,102.0,141.0,28.0,50.0,35.42,48.0,N
1.0,1.0,0.0,0.27,0.0,0.0,10.0,0.05,34.0,151.62,0.33,0.0,0.0,0.23,15.0,19.0,9.0,13.0,9.09,11.0,N
1.0,0.0,0.0,0.26,0.0,0.0,27.0,0.18,105.0,529.66,0.86,0.0,0.0,0.23,46.0,59.0,15.0,31.0,6.9,27.0,N
2.0,0.0,0.0,0.58,0.0,0.0,12.0,0.13,83.0,403.21,0.57,0.0,0.0,0.44,34.0,49.0,11.0,16.0,7.69,12.0,N
12.0,2.0,0.0,0.4,0.0,0.0,84.0,0.98,445.0,2930.31,0.5,0.0,0.0,0.33,181.0,264.0,58.0,102.0,5.62,86.0,N
3.0,0.0,0.0,0.43,0.0,0.0,47.0,0.56,289.0,1685.71,0.6,0.0,0.0,0.36,117.0,172.0,27.0,55.0,7.84,47.0,N
5.0,0.0,0.0,0.5,0.0,0.0,20.0,0.19,110.0,573.04,0.1,0.0,0.0,0.38,54.0,56.0,20.0,26.0,0.0,20.0,N
0.0,0.0,0.0,0.33,0.0,0.0,3.0,0.01,9.0,23.26,1.0,0.0,0.0,0.2,4.0,5.0,3.0,5.0,0.0,3.0,N
5.0,1.0,0.0,0.37,0.0,0.0,90.0,1.1,542.0,3310.82,0.5,0.0,0.0,0.35,243.0,299.0,51.0,98.0,2.17,91.0,N
9.0,0.0,0.0,0.4,0.0,0.0,84.0,0.93,444.0,2790.72,0.44,0.0,0.0,0.34,187.0,257.0,47.0,99.0,5.62,84.0,N
3.0,0.0,0.0,0.25,0.0,0.0,40.0,0.59,287.0,1776.48,0.3,0.0,0.0,0.2,133.0,154.0,46.0,49.0,11.11,40.0,N
6.0,2.0,0.0,0.35,0.0,0.0,64.0,0.7,347.0,2089.76,0.83,0.0,0.0,0.29,147.0,200.0,40.0,78.0,9.86,66.0,N
10.0,2.0,0.0,0.18,0.0,0.0,139.0,1.51,706.0,4525.03,0.76,0.0,0.0,0.16,299.0,407.0,62.0,156.0,4.14,141.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,6.0,15.51,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,N
5.0,7.0,58.0,0.27,26.0,2.23,55.0,0.78,409.0,2331.48,0.53,16.0,29.0,0.23,185.0,224.0,30.0,75.0,19.12,62.0,N
23.0,1.0,8.0,0.18,4.0,2.0,44.0,0.28,151.0,829.27,0.13,2.0,4.0,0.1,52.0,99.0,23.0,77.0,15.38,45.0,N
6.0,6.0,60.0,0.23,24.0,2.5,75.0,0.51,267.0,1536.55,0.95,18.0,30.0,0.2,109.0,158.0,31.0,93.0,11.76,81.0,N
3.0,0.0,0.0,0.15,0.0,0.0,20.0,0.1,59.0,286.62,0.33,0.0,0.0,0.12,22.0,37.0,15.0,26.0,4.76,20.0,N
23.0,6.0,22.0,0.22,8.0,2.75,39.0,0.28,142.0,835.34,0.7,7.0,11.0,0.12,55.0,87.0,35.0,81.0,30.36,45.0,N
3.0,0.0,8.0,0.33,4.0,2.0,9.0,0.04,32.0,130.8,0.33,2.0,4.0,0.21,15.0,17.0,6.0,14.0,0.0,9.0,N
14.0,4.0,20.0,0.15,10.0,2.0,37.0,0.38,222.0,1129.42,0.17,5.0,10.0,0.08,90.0,132.0,14.0,73.0,35.09,41.0,N
53.0,12.0,44.0,0.17,18.0,2.44,72.0,0.88,451.0,2653.07,0.57,13.0,22.0,0.09,182.0,269.0,35.0,161.0,32.08,84.0,N
14.0,3.0,24.0,0.23,12.0,2.0,27.0,0.18,110.0,544.96,0.71,6.0,12.0,0.11,42.0,68.0,10.0,65.0,44.9,30.0,N
19.0,4.0,24.0,0.23,12.0,2.0,26.0,0.18,110.0,550.0,0.71,6.0,12.0,0.1,42.0,68.0,11.0,72.0,49.02,30.0,N
24.0,18.0,68.0,0.18,26.0,2.62,101.0,0.82,416.0,2457.27,0.64,21.0,34.0,0.12,169.0,247.0,39.0,184.0,35.67,119.0,N
19.0,5.0,24.0,0.23,12.0,2.0,25.0,0.18,110.0,550.0,0.71,6.0,12.0,0.1,42.0,68.0,11.0,70.0,48.98,30.0,N
21.0,1.0,0.0,0.2,0.0,0.0,44.0,0.26,144.0,786.16,0.11,0.0,0.0,0.12,44.0,100.0,21.0,75.0,15.38,45.0,N
5.0,4.0,10.0,0.44,4.0,2.5,5.0,0.05,36.0,147.15,0.25,3.0,5.0,0.25,17.0,19.0,5.0,16.0,44.44,9.0,N
29.0,7.0,62.0,0.32,24.0,2.58,55.0,0.64,344.0,1931.46,0.65,19.0,35.0,0.17,137.0,207.0,23.0,121.0,38.89,62.0,N
33.0,9.0,54.0,0.21,24.0,2.25,66.0,0.8,427.0,2397.48,0.19,15.0,27.0,0.11,169.0,258.0,25.0,140.0,37.14,75.0,N
39.0,25.0,118.0,0.29,50.0,2.36,95.0,0.85,452.0,2537.85,0.09,34.0,59.0,0.17,165.0,287.0,25.0,205.0,42.07,120.0,N
16.0,0.0,0.0,0.08,0.0,0.0,13.0,0.12,79.0,357.36,1.0,0.0,0.0,0.02,25.0,54.0,11.0,41.0,43.48,13.0,N
6.0,3.0,12.0,0.57,6.0,2.0,4.0,0.03,25.0,86.49,0.25,3.0,6.0,0.2,9.0,16.0,5.0,20.0,66.67,7.0,N
48.0,16.0,92.0,0.19,36.0,2.56,164.0,1.37,645.0,4100.62,0.63,28.0,46.0,0.15,249.0,396.0,49.0,241.0,14.14,180.0,N
48.0,2.0,6.0,0.06,2.0,3.0,50.0,0.53,267.0,1595.93,1.0,2.0,3.0,0.02,108.0,159.0,46.0,128.0,35.9,52.0,N
8.0,1.0,8.0,0.5,2.0,4.0,5.0,0.04,33.0,134.89,0.33,3.0,4.0,0.13,12.0,21.0,6.0,24.0,64.29,6.0,N
9.0,1.0,6.0,0.4,2.0,3.0,4.0,0.03,24.0,93.77,0.5,2.0,3.0,0.09,8.0,16.0,5.0,23.0,66.67,5.0,N
10.0,4.0,34.0,0.5,8.0,4.25,24.0,0.21,131.0,622.89,1.0,13.0,17.0,0.25,49.0,82.0,13.0,56.0,31.43,28.0,N
1.0,0.0,0.0,0.24,0.0,0.0,21.0,0.19,110.0,568.69,1.0,0.0,0.0,0.22,48.0,62.0,19.0,23.0,0.0,21.0,N
1.0,0.0,0.0,0.25,0.0,0.0,12.0,0.1,63.0,306.05,0.33,0.0,0.0,0.21,30.0,33.0,15.0,14.0,0.0,12.0,N
1.0,0.0,0.0,0.25,0.0,0.0,8.0,0.05,32.0,142.7,0.5,0.0,0.0,0.2,16.0,16.0,10.0,10.0,0.0,8.0,N
2.0,2.0,0.0,0.21,0.0,0.0,37.0,0.25,133.0,738.76,0.63,0.0,0.0,0.19,57.0,76.0,27.0,42.0,5.13,39.0,N
5.0,0.0,0.0,0.21,0.0,0.0,39.0,0.31,170.0,916.69,0.13,0.0,0.0,0.17,83.0,87.0,26.0,48.0,7.14,39.0,N
3.0,0.0,30.0,0.29,14.0,2.14,35.0,0.28,150.0,837.74,0.1,8.0,15.0,0.25,70.0,80.0,34.0,40.0,0.0,35.0,N
1.0,0.0,0.0,0.3,0.0,0.0,43.0,0.34,175.0,1029.46,0.23,0.0,0.0,0.29,75.0,100.0,38.0,45.0,0.0,43.0,N
2.0,0.0,8.0,0.5,4.0,2.0,6.0,0.05,35.0,143.06,0.33,2.0,4.0,0.21,9.0,26.0,6.0,14.0,0.0,6.0,N
12.0,0.0,48.0,0.04,24.0,2.0,28.0,0.28,174.0,827.35,1.0,12.0,24.0,0.02,52.0,122.0,12.0,46.0,0.0,28.0,N
3.0,0.0,12.0,0.5,6.0,2.0,8.0,0.06,48.0,192.0,0.25,3.0,6.0,0.24,13.0,35.0,6.0,17.0,0.0,8.0,N
