@relation SelectedFeatures

@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,2.0,0.0,0.14,1.0,21.0,36.48,10.43,0.13,72.0,0.1,380.55,0.14,27.0,45.0,22.0,17.0,22.0,0.0,21.0,N
0.0,3.0,0.0,0.18,0.75,22.0,41.71,12.75,0.18,98.0,0.08,531.77,0.17,39.0,59.0,26.0,17.0,23.0,0.0,22.0,N
2.0,2.0,9.0,0.19,0.75,41.0,75.22,14.8,0.37,187.0,0.07,1113.43,0.15,67.0,120.0,43.0,19.0,54.0,19.61,42.0,N
2.0,2.0,13.0,0.06,1.0,47.0,55.85,28.0,0.52,256.0,0.04,1563.78,0.05,112.0,144.0,46.0,23.0,65.0,24.19,49.0,Y
5.0,1.0,0.0,0.18,0.5,22.0,21.05,14.77,0.1,64.0,0.07,310.91,0.14,24.0,40.0,13.0,16.0,28.0,0.0,22.0,N
4.0,2.0,7.0,0.16,0.75,24.0,30.72,19.13,0.2,107.0,0.05,587.63,0.11,40.0,67.0,23.0,22.0,37.0,25.0,25.0,Y
35.0,9.0,59.0,0.12,0.91,82.0,70.59,44.71,1.05,475.0,0.02,3155.83,0.06,190.0,285.0,68.0,32.0,186.0,45.33,91.0,Y
4.0,2.0,12.0,0.18,0.5,10.0,23.14,6.5,0.05,32.0,0.15,150.41,0.07,13.0,19.0,13.0,13.0,28.0,56.52,11.0,Y
0.0,3.0,7.0,0.2,0.83,28.0,33.22,15.91,0.18,98.0,0.06,528.45,0.16,35.0,63.0,22.0,20.0,38.0,24.32,30.0,Y
14.0,2.0,1.0,0.15,1.0,28.0,18.72,21.54,0.13,83.0,0.05,403.21,0.1,35.0,48.0,13.0,16.0,49.0,17.65,33.0,N
5.0,1.0,0.0,0.2,1.0,10.0,10.42,6.75,0.02,19.0,0.15,70.31,0.13,6.0,13.0,4.0,9.0,16.0,0.0,10.0,N
12.0,2.0,0.0,0.2,0.9,50.0,65.44,11.21,0.24,136.0,0.09,733.36,0.16,50.0,86.0,29.0,13.0,63.0,0.0,50.0,N
8.0,6.0,0.0,0.33,0.8,29.0,31.33,20.43,0.21,118.0,0.05,640.3,0.26,47.0,71.0,23.0,20.0,39.0,3.33,30.0,N
12.0,2.0,0.0,0.2,0.9,50.0,74.62,10.16,0.25,138.0,0.1,757.88,0.16,50.0,88.0,32.0,13.0,63.0,0.0,50.0,N
7.0,1.0,0.0,0.13,0.67,22.0,55.95,7.24,0.14,81.0,0.14,405.0,0.09,37.0,44.0,23.0,9.0,32.0,8.33,24.0,N
5.0,3.0,3.0,0.3,0.83,18.0,26.39,12.07,0.11,67.0,0.08,318.58,0.21,26.0,41.0,14.0,13.0,29.0,21.74,20.0,N
3.0,1.0,0.0,0.25,0.67,12.0,15.22,12.0,0.06,43.0,0.08,182.66,0.19,14.0,29.0,7.0,12.0,16.0,0.0,12.0,N
17.0,4.0,8.0,0.26,0.45,41.0,42.16,35.93,0.5,241.0,0.03,1514.78,0.16,98.0,143.0,45.0,33.0,68.0,18.0,42.0,N
16.0,6.0,5.0,0.12,0.86,59.0,95.6,31.4,1.0,449.0,0.03,3002.24,0.09,186.0,263.0,77.0,26.0,81.0,7.81,59.0,N
11.0,6.0,4.0,0.12,1.0,42.0,66.6,18.54,0.41,209.0,0.05,1234.54,0.09,80.0,129.0,41.0,19.0,58.0,8.7,42.0,N
1.0,0.0,0.0,0.22,0.5,9.0,14.83,3.5,0.02,15.0,0.29,51.89,0.18,4.0,11.0,4.0,7.0,11.0,0.0,9.0,N
10.0,6.0,16.0,0.18,0.71,39.0,29.5,36.25,0.36,185.0,0.03,1069.55,0.1,65.0,120.0,26.0,29.0,67.0,30.36,40.0,N
