@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
8.0,143.0,3.0,0.0,73.0,60.0,357.0,139.0,133.5,2.67,1061.0,8015.42,0.48,507.0,554.0,152.0,36.0,151.0,2.11,142.0,N
1.0,13.0,0.0,0.0,7.0,6.0,32.0,21.0,41.3,0.25,139.0,763.37,0.3,67.0,72.0,29.0,16.0,23.0,0.0,21.0,N
1.0,7.0,0.0,0.0,4.0,1.0,14.0,12.0,21.91,0.07,48.0,220.08,0.29,17.0,31.0,11.0,13.0,14.0,0.0,12.0,N
2.0,29.0,7.0,1.0,1.0,1.0,72.0,49.0,46.96,0.69,327.0,2078.92,0.01,125.0,202.0,48.0,34.0,67.0,14.04,56.0,N
0.0,3.0,0.0,0.0,2.0,2.0,7.0,8.0,19.43,0.06,41.0,192.72,0.22,17.0,24.0,12.0,14.0,9.0,0.0,8.0,N
0.0,9.0,0.0,0.0,5.0,4.0,22.0,20.0,17.14,0.25,149.0,751.61,0.24,57.0,92.0,13.0,20.0,21.0,0.0,20.0,N
0.0,7.0,1.0,0.0,4.0,4.0,13.0,7.0,20.34,0.06,40.0,172.88,0.44,17.0,23.0,10.0,10.0,9.0,12.5,8.0,N
15.0,21.0,15.0,12.0,11.0,3.0,48.0,62.0,44.17,0.29,153.0,863.51,0.1,54.0,99.0,29.0,21.0,105.0,30.34,77.0,N
17.0,39.0,20.0,32.0,20.0,4.0,78.0,89.0,55.32,0.44,223.0,1322.55,0.13,79.0,144.0,38.0,23.0,159.0,36.88,109.0,Y
3.0,9.0,0.0,1.0,6.0,1.0,18.0,22.0,27.21,0.18,101.0,554.68,0.22,39.0,62.0,22.0,23.0,27.0,4.35,22.0,N
14.0,72.0,0.0,0.0,53.0,43.0,249.0,152.0,58.42,5.27,2134.0,15811.64,0.3,853.0,1281.0,104.0,66.0,174.0,0.0,152.0,N
1.0,3.0,0.0,0.0,2.0,1.0,5.0,6.0,10.58,0.03,20.0,76.15,0.25,8.0,12.0,5.0,9.0,8.0,0.0,6.0,N
1.0,5.0,0.0,0.0,3.0,2.0,10.0,10.0,22.75,0.08,51.0,250.25,0.25,22.0,29.0,15.0,15.0,12.0,0.0,10.0,N
1.0,7.0,0.0,0.0,4.0,3.0,16.0,10.0,18.06,0.07,45.0,213.97,0.33,22.0,23.0,13.0,14.0,12.0,0.0,10.0,N
1.0,7.0,0.0,0.0,4.0,2.0,14.0,11.0,24.61,0.1,62.0,312.75,0.31,27.0,35.0,17.0,16.0,13.0,0.0,11.0,N
3.0,13.0,0.0,3.0,8.0,2.0,23.0,17.0,18.37,0.13,74.0,379.57,0.42,31.0,43.0,15.0,20.0,19.0,15.0,17.0,N
42.0,27.0,0.0,8.0,14.0,4.0,65.0,46.0,68.52,0.51,238.0,1533.42,0.07,111.0,127.0,62.0,25.0,211.0,14.81,46.0,N
2.0,33.0,2.0,0.0,17.0,7.0,68.0,34.0,30.56,0.38,196.0,1133.15,0.44,89.0,107.0,30.0,25.0,39.0,5.56,36.0,N
3.0,37.0,4.0,0.0,19.0,12.0,88.0,46.0,48.52,0.59,294.0,1757.32,0.35,135.0,159.0,41.0,22.0,54.0,8.0,50.0,N
21.0,8.0,0.0,2.0,6.0,3.0,24.0,29.0,30.85,0.13,79.0,398.51,0.11,31.0,48.0,18.0,15.0,53.0,6.45,29.0,N
31.0,16.0,0.0,10.0,11.0,6.0,45.0,63.0,50.49,0.56,267.0,1692.74,0.1,114.0,153.0,51.0,30.0,105.0,13.7,63.0,N
4.0,25.0,5.0,10.0,13.0,13.0,72.0,43.0,93.54,0.4,198.0,1196.79,0.21,87.0,111.0,51.0,15.0,63.0,25.86,48.0,N
2.0,13.0,0.0,0.0,7.0,4.0,30.0,19.0,36.07,0.23,130.0,682.23,0.32,58.0,72.0,23.0,15.0,22.0,0.0,19.0,N
1.0,15.0,0.0,0.0,8.0,1.0,25.0,19.0,7.74,0.26,161.0,782.13,0.38,77.0,84.0,8.0,21.0,21.0,0.0,19.0,N
1.0,11.0,5.0,0.0,6.0,2.0,24.0,22.0,16.21,0.25,146.0,760.58,0.21,64.0,82.0,15.0,22.0,29.0,18.52,27.0,N
1.0,3.0,0.0,0.0,2.0,2.0,7.0,15.0,16.95,0.09,57.0,279.69,0.12,22.0,35.0,12.0,18.0,17.0,0.0,15.0,N
5.0,9.0,3.0,1.0,5.0,2.0,18.0,16.0,17.63,0.15,91.0,437.47,0.19,43.0,48.0,13.0,15.0,26.0,20.0,19.0,N
42.0,24.0,8.0,19.0,16.0,10.0,50.0,83.0,44.12,0.86,424.0,2581.08,0.1,189.0,235.0,42.0,26.0,153.0,24.55,91.0,N
17.0,3.0,3.0,16.0,2.0,1.0,8.0,16.0,38.3,0.21,118.0,636.29,0.04,54.0,64.0,26.0,16.0,53.0,54.29,19.0,N
24.0,5.0,2.0,15.0,3.0,3.0,16.0,35.0,43.87,0.37,187.0,1095.44,0.04,88.0,99.0,37.0,21.0,77.0,32.68,37.0,Y
28.0,5.0,4.0,14.0,3.0,2.0,10.0,15.0,31.98,0.13,77.0,391.73,0.04,35.0,42.0,20.0,14.0,77.0,54.55,19.0,Y
18.0,25.0,9.0,17.0,14.0,8.0,51.0,67.0,56.74,0.48,227.0,1426.79,0.13,95.0,132.0,51.0,27.0,112.0,27.96,76.0,N
0.0,9.0,0.0,4.0,5.0,3.0,14.0,19.0,30.08,0.12,70.0,346.79,0.21,28.0,42.0,17.0,14.0,24.0,17.39,19.0,N
0.0,9.0,0.0,3.0,5.0,3.0,14.0,17.0,28.03,0.1,61.0,302.21,0.24,23.0,38.0,16.0,15.0,21.0,15.0,17.0,N
1.0,3.0,0.0,0.0,2.0,1.0,6.0,5.0,10.75,0.02,15.0,53.77,0.29,5.0,10.0,4.0,8.0,7.0,0.0,5.0,N
1.0,3.0,0.0,0.0,2.0,1.0,6.0,7.0,8.26,0.03,25.0,100.0,0.22,11.0,14.0,5.0,11.0,9.0,0.0,7.0,N
4.0,13.0,0.0,3.0,7.0,7.0,37.0,36.0,33.06,0.28,161.0,850.95,0.16,74.0,87.0,23.0,16.0,44.0,7.69,36.0,N
13.0,26.0,1.0,1.0,14.0,11.0,59.0,45.0,30.87,0.44,221.0,1315.88,0.23,97.0,124.0,33.0,29.0,61.0,4.26,46.0,N
1.0,9.0,0.0,0.0,5.0,3.0,18.0,11.0,16.12,0.08,51.0,230.7,0.38,22.0,29.0,10.0,13.0,13.0,0.0,11.0,N
1.0,20.0,2.0,1.0,12.0,9.0,51.0,43.0,45.6,0.51,255.0,1535.7,0.25,89.0,166.0,37.0,28.0,48.0,6.52,45.0,N
3.0,13.0,5.0,0.0,7.0,7.0,27.0,22.0,36.01,0.16,95.0,483.31,0.23,34.0,61.0,19.0,15.0,31.0,18.52,27.0,N
9.0,3.0,1.0,25.0,2.0,2.0,12.0,18.0,27.79,0.12,71.0,351.75,0.04,27.0,44.0,16.0,15.0,54.0,59.09,19.0,Y
1.0,15.0,5.0,1.0,9.0,5.0,40.0,28.0,34.0,0.45,223.0,1338.0,0.25,95.0,128.0,35.0,29.0,36.0,17.65,33.0,N
12.0,27.0,3.0,2.0,15.0,8.0,63.0,39.0,46.29,0.91,446.0,2733.66,0.26,167.0,279.0,41.0,29.0,57.0,11.36,42.0,N
18.0,27.0,2.0,7.0,16.0,8.0,67.0,68.0,45.8,0.86,407.0,2565.64,0.15,183.0,224.0,49.0,30.0,110.0,11.69,70.0,N
1.0,7.0,0.0,0.0,4.0,3.0,16.0,10.0,11.9,0.09,55.0,258.51,0.33,23.0,32.0,9.0,17.0,12.0,0.0,10.0,N
0.0,3.0,0.0,0.0,2.0,2.0,6.0,4.0,11.82,0.03,26.0,104.0,0.4,8.0,18.0,5.0,11.0,5.0,0.0,4.0,N
1.0,3.0,0.0,0.0,2.0,1.0,13.0,20.0,49.57,0.45,249.0,1351.14,0.09,92.0,157.0,27.0,16.0,22.0,0.0,20.0,N
0.0,5.0,0.0,0.0,3.0,3.0,10.0,5.0,15.88,0.05,36.0,160.54,0.5,14.0,22.0,9.0,13.0,6.0,0.0,5.0,N
2.0,20.0,0.0,1.0,11.0,5.0,42.0,24.0,21.89,0.27,147.0,807.3,0.39,59.0,88.0,20.0,25.0,28.0,4.0,24.0,N
6.0,17.0,3.0,0.0,9.0,2.0,36.0,24.0,32.25,0.25,139.0,744.7,0.26,59.0,80.0,23.0,18.0,34.0,11.11,27.0,N
7.0,5.0,0.0,15.0,3.0,3.0,13.0,15.0,36.95,0.08,48.0,228.23,0.08,21.0,27.0,17.0,10.0,38.0,50.0,15.0,N
7.0,5.0,0.0,15.0,3.0,3.0,13.0,15.0,36.95,0.08,48.0,228.23,0.08,21.0,27.0,17.0,10.0,38.0,50.0,15.0,N
27.0,19.0,4.0,12.0,11.0,2.0,34.0,38.0,26.19,0.25,136.0,759.55,0.13,58.0,78.0,24.0,24.0,82.0,29.63,42.0,N
7.0,3.0,0.0,14.0,2.0,2.0,9.0,11.0,26.32,0.06,40.0,180.94,0.06,15.0,25.0,12.0,11.0,33.0,56.0,11.0,N
7.0,3.0,0.0,14.0,2.0,2.0,9.0,11.0,26.32,0.06,40.0,180.94,0.06,15.0,25.0,12.0,11.0,33.0,56.0,11.0,N
48.0,5.0,0.0,21.0,3.0,1.0,21.0,32.0,93.12,0.48,239.0,1434.0,0.03,110.0,129.0,50.0,14.0,102.0,39.62,32.0,N
48.0,5.0,1.0,21.0,3.0,1.0,21.0,31.0,85.96,0.51,252.0,1534.04,0.03,116.0,136.0,52.0,16.0,102.0,41.51,32.0,N
12.0,5.0,0.0,27.0,3.0,1.0,22.0,31.0,87.22,0.51,252.0,1517.64,0.04,116.0,136.0,50.0,15.0,71.0,46.55,31.0,N
12.0,5.0,0.0,27.0,3.0,1.0,22.0,31.0,87.22,0.51,252.0,1517.64,0.04,116.0,136.0,50.0,15.0,71.0,46.55,31.0,N
11.0,5.0,0.0,27.0,3.0,1.0,22.0,31.0,87.22,0.51,252.0,1517.64,0.04,116.0,136.0,50.0,15.0,70.0,46.55,31.0,N
11.0,5.0,0.0,27.0,3.0,1.0,22.0,31.0,87.22,0.51,252.0,1517.64,0.04,116.0,136.0,50.0,15.0,70.0,46.55,31.0,N
14.0,9.0,0.0,18.0,5.0,5.0,23.0,26.0,43.17,0.15,86.0,460.75,0.08,37.0,49.0,26.0,15.0,59.0,40.91,26.0,N
14.0,9.0,0.0,18.0,5.0,5.0,23.0,26.0,43.17,0.15,86.0,460.75,0.08,37.0,49.0,26.0,15.0,59.0,40.91,26.0,N
2.0,5.0,0.0,0.0,3.0,1.0,9.0,10.0,13.12,0.05,31.0,142.13,0.23,13.0,18.0,9.0,15.0,13.0,0.0,10.0,N
2.0,5.0,0.0,0.0,3.0,1.0,9.0,10.0,13.12,0.05,31.0,142.13,0.23,13.0,18.0,9.0,15.0,13.0,0.0,10.0,N
8.0,13.0,0.0,7.0,7.0,7.0,26.0,28.0,43.76,0.23,125.0,694.32,0.16,56.0,69.0,30.0,17.0,44.0,20.0,28.0,N
8.0,13.0,0.0,7.0,7.0,7.0,26.0,28.0,43.76,0.23,125.0,694.32,0.16,56.0,69.0,30.0,17.0,44.0,20.0,28.0,N
48.0,15.0,0.0,13.0,8.0,4.0,51.0,76.0,111.14,0.98,473.0,2946.23,0.06,231.0,242.0,61.0,14.0,138.0,14.61,76.0,N
48.0,15.0,0.0,13.0,8.0,4.0,51.0,76.0,111.14,0.98,473.0,2946.23,0.06,231.0,242.0,61.0,14.0,138.0,14.61,76.0,N
4.0,5.0,0.0,1.0,3.0,2.0,11.0,14.0,15.57,0.07,44.0,196.21,0.15,21.0,23.0,10.0,12.0,20.0,6.67,14.0,N
4.0,5.0,0.0,1.0,3.0,2.0,11.0,14.0,15.57,0.07,44.0,196.21,0.15,21.0,23.0,10.0,12.0,20.0,6.67,14.0,N
9.0,11.0,0.0,7.0,6.0,6.0,22.0,21.0,39.03,0.2,110.0,585.41,0.16,50.0,60.0,25.0,15.0,38.0,25.0,21.0,N
9.0,11.0,0.0,7.0,6.0,6.0,22.0,21.0,39.03,0.2,110.0,585.41,0.16,50.0,60.0,25.0,15.0,38.0,25.0,21.0,N
9.0,11.0,0.0,7.0,6.0,6.0,22.0,21.0,41.15,0.19,109.0,576.11,0.16,50.0,59.0,25.0,14.0,38.0,25.0,21.0,N
9.0,11.0,0.0,7.0,6.0,6.0,22.0,21.0,41.15,0.19,109.0,576.11,0.16,50.0,59.0,25.0,14.0,38.0,25.0,21.0,N
20.0,11.0,0.0,30.0,6.0,4.0,38.0,49.0,49.49,0.51,254.0,1535.28,0.05,116.0,138.0,43.0,23.0,120.0,37.97,49.0,N
20.0,11.0,0.0,30.0,6.0,4.0,38.0,49.0,49.49,0.51,254.0,1535.28,0.05,116.0,138.0,43.0,23.0,120.0,37.97,49.0,N
5.0,13.0,0.0,12.0,7.0,4.0,19.0,23.0,29.28,0.11,71.0,344.92,0.17,29.0,42.0,16.0,13.0,41.0,34.29,23.0,N
5.0,13.0,0.0,12.0,7.0,4.0,19.0,23.0,29.28,0.11,71.0,344.92,0.17,29.0,42.0,16.0,13.0,41.0,34.29,23.0,N
8.0,5.0,0.0,10.0,3.0,2.0,11.0,18.0,32.47,0.15,83.0,444.68,0.08,35.0,48.0,23.0,18.0,37.0,35.71,18.0,N
8.0,5.0,0.0,10.0,3.0,2.0,11.0,18.0,32.47,0.15,83.0,444.68,0.08,35.0,48.0,23.0,18.0,37.0,35.71,18.0,N
8.0,11.0,0.0,11.0,6.0,4.0,24.0,39.0,49.03,0.26,133.0,779.11,0.1,56.0,77.0,37.0,21.0,59.0,22.0,39.0,N
8.0,11.0,0.0,11.0,6.0,4.0,24.0,39.0,49.03,0.26,133.0,779.11,0.1,56.0,77.0,37.0,21.0,59.0,22.0,39.0,N
8.0,11.0,0.0,11.0,6.0,4.0,24.0,39.0,49.03,0.26,133.0,779.11,0.1,56.0,77.0,37.0,21.0,59.0,22.0,39.0,N
8.0,11.0,0.0,11.0,6.0,4.0,24.0,39.0,49.03,0.26,133.0,779.11,0.1,56.0,77.0,37.0,21.0,59.0,22.0,39.0,N
4.0,3.0,0.0,7.0,2.0,1.0,9.0,11.0,19.04,0.1,63.0,312.11,0.09,27.0,36.0,14.0,17.0,23.0,38.89,11.0,N
4.0,3.0,0.0,7.0,2.0,1.0,9.0,11.0,19.04,0.1,63.0,312.11,0.09,27.0,36.0,14.0,17.0,23.0,38.89,11.0,N
24.0,21.0,2.0,20.0,11.0,3.0,42.0,43.0,44.23,0.41,203.0,1227.01,0.12,91.0,112.0,41.0,25.0,90.0,33.85,45.0,N
24.0,21.0,2.0,20.0,11.0,3.0,42.0,43.0,44.23,0.41,203.0,1227.01,0.12,91.0,112.0,41.0,25.0,90.0,33.85,45.0,N
12.0,5.0,0.0,14.0,3.0,2.0,13.0,22.0,39.97,0.2,107.0,591.02,0.06,46.0,61.0,28.0,18.0,49.0,38.89,22.0,N
12.0,5.0,0.0,14.0,3.0,2.0,13.0,22.0,39.97,0.2,107.0,591.02,0.06,46.0,61.0,28.0,18.0,49.0,38.89,22.0,N
7.0,5.0,0.0,8.0,3.0,2.0,12.0,16.0,20.48,0.1,61.0,286.73,0.09,28.0,33.0,13.0,13.0,32.0,33.33,16.0,N
7.0,5.0,0.0,8.0,3.0,2.0,12.0,16.0,20.48,0.1,61.0,286.73,0.09,28.0,33.0,13.0,13.0,32.0,33.33,16.0,N
5.0,5.0,0.0,8.0,3.0,1.0,10.0,15.0,26.52,0.1,59.0,305.03,0.1,23.0,36.0,18.0,18.0,29.0,34.78,15.0,N
5.0,5.0,0.0,8.0,3.0,1.0,10.0,15.0,26.52,0.1,59.0,305.03,0.1,23.0,36.0,18.0,18.0,29.0,34.78,15.0,N
5.0,5.0,0.0,8.0,3.0,1.0,10.0,15.0,26.52,0.1,59.0,305.03,0.1,23.0,36.0,18.0,18.0,29.0,34.78,15.0,N
5.0,5.0,0.0,8.0,3.0,1.0,10.0,15.0,26.52,0.1,59.0,305.03,0.1,23.0,36.0,18.0,18.0,29.0,34.78,15.0,N
32.0,39.0,3.0,23.0,20.0,7.0,74.0,80.0,53.86,0.7,325.0,2109.85,0.14,142.0,183.0,58.0,32.0,146.0,24.53,83.0,N
32.0,39.0,3.0,23.0,20.0,7.0,74.0,80.0,53.86,0.7,325.0,2109.85,0.14,142.0,183.0,58.0,32.0,146.0,24.53,83.0,N
32.0,39.0,3.0,22.0,20.0,7.0,74.0,80.0,52.36,0.71,325.0,2115.03,0.14,142.0,183.0,58.0,33.0,145.0,23.81,83.0,N
32.0,39.0,3.0,22.0,20.0,7.0,74.0,80.0,52.36,0.71,325.0,2115.03,0.14,142.0,183.0,58.0,33.0,145.0,23.81,83.0,N
2.0,3.0,0.0,2.0,2.0,1.0,5.0,9.0,28.57,0.04,30.0,120.0,0.14,14.0,16.0,10.0,6.0,14.0,18.18,9.0,N
2.0,3.0,0.0,2.0,2.0,1.0,5.0,9.0,28.57,0.04,30.0,120.0,0.14,14.0,16.0,10.0,6.0,14.0,18.18,9.0,N
16.0,19.0,2.0,3.0,12.0,10.0,45.0,76.0,43.51,0.58,281.0,1728.08,0.12,122.0,159.0,43.0,28.0,98.0,6.17,78.0,N
57.0,23.0,2.0,10.0,14.0,6.0,51.0,82.0,34.47,0.52,260.0,1565.82,0.09,106.0,154.0,35.0,30.0,152.0,12.77,84.0,N
27.0,11.0,2.0,50.0,6.0,4.0,35.0,61.0,164.89,0.38,182.0,1133.65,0.04,80.0,102.0,64.0,11.0,164.0,46.02,63.0,N
5.0,5.0,0.0,7.0,3.0,1.0,11.0,17.0,20.73,0.06,40.0,180.94,0.1,16.0,24.0,11.0,12.0,30.0,29.17,17.0,N
60.0,10.0,4.0,3.0,6.0,6.0,20.0,32.0,49.14,0.19,107.0,573.26,0.06,45.0,62.0,27.0,14.0,100.0,17.95,36.0,N
2.0,3.0,0.0,0.0,2.0,1.0,7.0,12.0,18.01,0.04,27.0,112.59,0.13,10.0,17.0,8.0,10.0,15.0,0.0,12.0,N
4.0,5.0,0.0,4.0,3.0,1.0,9.0,12.0,16.48,0.05,32.0,135.93,0.14,12.0,20.0,8.0,11.0,21.0,25.0,12.0,N
17.0,15.0,1.0,55.0,8.0,3.0,34.0,43.0,33.95,0.33,177.0,1004.02,0.07,72.0,105.0,28.0,23.0,117.0,56.57,44.0,N
6.0,9.0,2.0,9.0,5.0,4.0,20.0,17.0,35.57,0.09,58.0,284.6,0.14,24.0,34.0,18.0,12.0,35.0,39.29,19.0,N
1.0,36.0,1.0,0.0,21.0,6.0,77.0,49.0,35.67,0.78,384.0,2345.67,0.4,171.0,213.0,39.0,30.0,52.0,2.0,50.0,N
8.0,3.0,0.0,0.0,2.0,2.0,13.0,16.0,47.11,0.12,73.0,347.11,0.08,35.0,38.0,19.0,8.0,25.0,0.0,16.0,N
11.0,13.0,0.0,6.0,7.0,3.0,23.0,32.0,34.46,0.34,182.0,1021.88,0.14,86.0,96.0,29.0,20.0,50.0,15.79,32.0,N
7.0,5.0,0.0,2.0,3.0,1.0,9.0,11.0,28.36,0.09,57.0,264.7,0.14,28.0,29.0,15.0,10.0,21.0,15.38,11.0,N
15.0,9.0,0.0,10.0,5.0,5.0,23.0,39.0,69.33,0.58,296.0,1741.26,0.08,135.0,161.0,43.0,16.0,65.0,20.41,39.0,N
4.0,3.0,0.0,0.0,2.0,1.0,7.0,9.0,17.4,0.07,48.0,200.16,0.14,23.0,25.0,9.0,9.0,14.0,0.0,9.0,N
9.0,11.0,0.0,6.0,6.0,5.0,26.0,27.0,44.04,0.36,185.0,1079.08,0.14,84.0,101.0,36.0,21.0,43.0,18.18,27.0,N
9.0,15.0,0.0,0.0,8.0,2.0,24.0,22.0,42.2,0.27,144.0,816.83,0.25,60.0,84.0,31.0,20.0,32.0,0.0,22.0,N
12.0,9.0,0.0,3.0,5.0,3.0,21.0,27.0,32.61,0.24,142.0,728.36,0.12,67.0,75.0,21.0,14.0,43.0,10.0,27.0,N
10.0,9.0,0.0,7.0,5.0,5.0,20.0,23.0,27.2,0.12,76.0,365.36,0.12,31.0,45.0,15.0,13.0,41.0,23.33,23.0,N
17.0,25.0,0.0,0.0,13.0,7.0,35.0,43.0,53.96,0.5,254.0,1494.19,0.21,108.0,146.0,39.0,20.0,61.0,0.0,43.0,N
16.0,17.0,0.0,1.0,9.0,7.0,36.0,43.0,81.27,0.36,186.0,1084.92,0.15,82.0,104.0,43.0,14.0,61.0,2.27,43.0,Y
4.0,3.0,0.0,2.0,2.0,2.0,6.0,7.0,16.5,0.03,26.0,98.99,0.14,12.0,14.0,7.0,7.0,14.0,22.22,7.0,N
8.0,5.0,0.0,0.0,3.0,3.0,9.0,16.0,32.14,0.1,60.0,300.0,0.12,24.0,36.0,18.0,14.0,25.0,0.0,16.0,Y
19.0,11.0,0.0,5.0,6.0,6.0,26.0,34.0,60.39,0.34,176.0,1026.58,0.1,68.0,108.0,38.0,19.0,59.0,12.82,34.0,Y
20.0,11.0,0.0,6.0,6.0,6.0,28.0,38.0,66.64,0.48,244.0,1447.1,0.09,96.0,148.0,42.0,19.0,65.0,13.64,38.0,Y
15.0,5.0,0.0,0.0,3.0,3.0,14.0,22.0,45.57,0.12,74.0,370.0,0.08,31.0,43.0,21.0,11.0,38.0,0.0,22.0,Y
8.0,3.0,0.0,0.0,2.0,2.0,7.0,13.0,26.31,0.09,54.0,272.4,0.09,22.0,32.0,17.0,16.0,22.0,0.0,13.0,N
27.0,25.0,0.0,0.0,23.0,22.0,51.0,79.0,54.19,0.52,243.0,1569.64,0.21,92.0,151.0,54.0,34.0,107.0,0.0,79.0,N
2.0,3.0,0.0,1.0,2.0,2.0,7.0,8.0,19.62,0.04,32.0,130.8,0.17,15.0,17.0,9.0,8.0,12.0,11.11,8.0,N
18.0,11.0,0.0,17.0,6.0,3.0,25.0,58.0,98.09,0.65,314.0,1961.85,0.06,150.0,164.0,60.0,16.0,94.0,22.67,58.0,Y
17.0,5.0,0.0,13.0,3.0,2.0,17.0,50.0,102.01,0.95,440.0,2856.42,0.04,196.0,244.0,70.0,20.0,81.0,20.63,50.0,N
19.0,19.0,0.0,8.0,10.0,10.0,45.0,49.0,81.98,0.7,326.0,2094.96,0.13,140.0,186.0,63.0,23.0,77.0,14.04,49.0,N
8.0,11.0,2.0,0.0,7.0,5.0,18.0,22.0,32.24,0.17,93.0,504.64,0.21,36.0,57.0,23.0,20.0,33.0,8.33,24.0,N
6.0,3.0,0.0,0.0,2.0,2.0,6.0,12.0,19.81,0.06,43.0,194.51,0.11,18.0,25.0,11.0,12.0,19.0,0.0,12.0,N
19.0,21.0,0.0,5.0,11.0,8.0,44.0,44.0,67.22,0.7,324.0,2098.14,0.16,136.0,188.0,61.0,28.0,69.0,10.2,44.0,N
13.0,17.0,0.0,4.0,9.0,7.0,34.0,32.0,50.85,0.17,98.0,498.57,0.18,41.0,57.0,23.0,11.0,50.0,11.11,32.0,N
20.0,19.0,0.0,7.0,10.0,9.0,44.0,46.0,79.08,0.72,335.0,2174.77,0.14,143.0,192.0,65.0,25.0,74.0,13.21,46.0,N
7.0,3.0,0.0,0.0,2.0,2.0,6.0,11.0,22.92,0.05,35.0,160.47,0.11,14.0,21.0,12.0,12.0,19.0,0.0,11.0,N
11.0,7.0,0.0,0.0,4.0,4.0,14.0,19.0,35.9,0.16,91.0,466.76,0.13,39.0,52.0,21.0,14.0,31.0,0.0,19.0,N
14.0,17.0,0.0,0.0,9.0,5.0,24.0,29.0,47.16,0.24,136.0,723.78,0.2,57.0,79.0,26.0,14.0,44.0,0.0,29.0,N
11.0,7.0,0.0,0.0,4.0,4.0,14.0,19.0,35.9,0.16,91.0,466.76,0.13,39.0,52.0,21.0,14.0,31.0,0.0,19.0,N
11.0,17.0,0.0,5.0,9.0,4.0,26.0,20.0,31.49,0.21,115.0,616.12,0.24,50.0,65.0,23.0,18.0,37.0,20.0,20.0,N
8.0,3.0,0.0,0.0,2.0,2.0,7.0,12.0,30.96,0.06,41.0,187.98,0.1,17.0,24.0,14.0,10.0,21.0,0.0,12.0,Y
7.0,5.0,0.0,0.0,3.0,3.0,9.0,14.0,33.52,0.07,47.0,215.49,0.14,18.0,29.0,14.0,10.0,22.0,0.0,14.0,Y
12.0,9.0,0.0,0.0,5.0,4.0,15.0,22.0,38.68,0.18,100.0,539.23,0.14,41.0,59.0,25.0,17.0,35.0,0.0,22.0,Y
13.0,9.0,0.0,0.0,5.0,4.0,15.0,22.0,36.9,0.18,100.0,535.76,0.14,41.0,59.0,24.0,17.0,36.0,0.0,22.0,Y
12.0,5.0,0.0,13.0,3.0,2.0,16.0,19.0,58.18,0.3,161.0,899.18,0.07,68.0,93.0,33.0,15.0,45.0,40.63,19.0,N
7.0,5.0,0.0,1.0,3.0,1.0,11.0,14.0,28.81,0.06,39.0,181.11,0.13,16.0,23.0,14.0,11.0,23.0,6.67,14.0,N
22.0,13.0,1.0,5.0,7.0,7.0,37.0,34.0,54.02,0.28,148.0,843.67,0.11,59.0,89.0,34.0,18.0,63.0,15.0,35.0,N
19.0,15.0,0.0,0.0,8.0,8.0,40.0,44.0,63.87,0.48,247.0,1428.0,0.13,109.0,138.0,39.0,16.0,64.0,0.0,44.0,N
16.0,17.0,0.0,3.0,9.0,5.0,41.0,40.0,44.52,0.5,247.0,1492.97,0.15,110.0,137.0,41.0,25.0,60.0,6.98,40.0,N
12.0,7.0,0.0,0.0,4.0,4.0,12.0,23.0,44.56,0.18,101.0,544.62,0.11,44.0,57.0,27.0,15.0,36.0,0.0,23.0,Y
8.0,5.0,0.0,2.0,3.0,3.0,12.0,15.0,29.67,0.1,60.0,300.0,0.12,26.0,34.0,18.0,14.0,26.0,11.76,15.0,N
37.0,48.0,1.0,48.0,27.0,1.0,93.0,116.0,111.77,1.06,485.0,3178.98,0.13,157.0,328.0,69.0,25.0,203.0,29.7,117.0,N
1.0,16.0,5.0,0.0,12.0,1.0,34.0,41.0,29.35,0.33,178.0,983.19,0.25,67.0,111.0,23.0,23.0,48.0,10.87,46.0,N
1.0,7.0,0.0,0.0,4.0,1.0,12.0,7.0,14.12,0.05,32.0,135.93,0.44,14.0,18.0,8.0,11.0,9.0,0.0,7.0,N
1.0,95.0,3.0,0.0,48.0,2.0,238.0,103.0,47.04,1.81,1007.0,5430.06,0.44,515.0,492.0,29.0,13.0,108.0,2.83,106.0,N
0.0,9.0,1.0,0.0,5.0,1.0,17.0,10.0,16.86,0.1,63.0,288.85,0.42,29.0,34.0,11.0,13.0,12.0,9.09,11.0,N
1.0,5.0,0.0,0.0,3.0,1.0,9.0,7.0,18.88,0.06,40.0,169.92,0.33,20.0,20.0,10.0,9.0,9.0,0.0,7.0,N
1.0,11.0,1.0,0.0,6.0,4.0,20.0,18.0,21.36,0.11,69.0,341.84,0.29,30.0,39.0,15.0,16.0,21.0,5.26,19.0,N
