@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,5.0,0.0,0.0,0.29,2.0,24.55,0.19,110.0,0.04,581.39,17.0,0.28,45.0,65.0,19.0,20.0,18.0,0.0,17.0,N
12.0,0.0,0.0,58.0,0.03,2.0,355.66,2.2,919.0,0.05,6607.45,17.0,0.02,456.0,463.0,135.0,11.0,266.0,22.92,195.0,N
7.0,1.0,0.0,8.0,0.07,2.0,99.6,0.56,276.0,0.06,1685.95,10.0,0.05,133.0,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,1.0,0.0,8.0,0.07,2.0,99.6,0.56,276.0,0.06,1685.95,10.0,0.05,133.0,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,1.0,0.0,8.0,0.07,2.0,99.6,0.56,276.0,0.06,1685.95,10.0,0.05,133.0,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,1.0,0.0,8.0,0.07,2.0,99.6,0.56,276.0,0.06,1685.95,10.0,0.05,133.0,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,1.0,0.0,8.0,0.07,2.0,99.6,0.56,276.0,0.06,1685.95,10.0,0.05,133.0,143.0,55.0,14.0,62.0,14.81,46.0,N
7.0,1.0,0.0,8.0,0.07,2.0,99.6,0.56,276.0,0.06,1685.95,10.0,0.05,133.0,143.0,55.0,14.0,62.0,14.81,46.0,N
4.0,1.0,0.0,0.0,0.29,2.0,15.32,0.06,39.0,0.09,168.56,7.0,0.17,18.0,21.0,9.0,11.0,12.0,0.0,7.0,N
6.0,1.0,1.0,0.0,0.2,2.0,16.01,0.07,46.0,0.08,208.08,7.0,0.12,20.0,26.0,10.0,13.0,17.0,10.0,10.0,N
3.0,1.0,0.0,0.0,0.5,2.0,10.13,0.03,19.0,0.13,76.0,7.0,0.25,9.0,10.0,6.0,10.0,8.0,0.0,4.0,N
2.0,2.0,0.0,0.0,0.31,2.0,14.24,0.06,42.0,0.08,181.52,13.0,0.25,17.0,25.0,8.0,12.0,16.0,0.0,13.0,N
1.0,2.0,0.0,0.0,0.33,2.0,15.9,0.03,25.0,0.16,102.19,7.0,0.25,9.0,16.0,7.0,10.0,8.0,0.0,6.0,N
1.0,1.0,0.0,0.0,0.31,2.0,15.39,0.1,61.0,0.05,310.34,13.0,0.27,22.0,39.0,12.0,22.0,15.0,0.0,13.0,N
1.0,1.0,1.0,0.0,0.29,2.67,21.74,0.15,87.0,0.05,438.86,13.0,0.26,38.0,49.0,16.0,17.0,23.0,4.76,21.0,N
6.0,2.0,1.0,0.0,0.56,2.0,19.89,0.09,55.0,0.08,258.51,13.0,0.31,26.0,29.0,13.0,13.0,16.0,11.11,9.0,N
4.0,1.0,0.0,0.0,0.33,2.0,23.64,0.07,48.0,0.11,220.08,7.0,0.21,22.0,26.0,13.0,11.0,14.0,0.0,9.0,N
6.0,1.0,1.0,3.0,0.5,2.0,12.29,0.05,32.0,0.09,138.3,8.0,0.19,15.0,17.0,8.0,12.0,16.0,44.44,6.0,N
3.0,0.0,0.0,0.0,0.4,2.0,12.24,0.04,30.0,0.11,114.22,5.0,0.22,14.0,16.0,6.0,8.0,9.0,0.0,5.0,N
1.0,4.0,0.0,1.0,0.42,2.2,23.36,0.14,85.0,0.05,428.77,21.0,0.36,39.0,46.0,17.0,16.0,22.0,5.0,19.0,N
2.0,6.0,0.0,2.0,0.25,2.5,35.44,0.12,69.0,0.1,351.03,17.0,0.19,32.0,37.0,21.0,13.0,21.0,11.11,16.0,N
1.0,2.0,0.0,1.0,0.43,3.0,19.38,0.03,24.0,0.2,98.1,7.0,0.3,9.0,15.0,8.0,9.0,10.0,12.5,7.0,N
1.0,1.0,0.0,1.0,0.33,2.0,10.79,0.05,37.0,0.07,157.17,8.0,0.25,17.0,20.0,7.0,12.0,12.0,10.0,9.0,N
1.0,3.0,0.0,1.0,0.36,2.33,27.69,0.09,56.0,0.1,280.0,16.0,0.29,26.0,30.0,18.0,14.0,17.0,6.67,14.0,N
1.0,1.0,0.0,2.0,0.5,2.0,14.4,0.08,49.0,0.06,230.32,11.0,0.36,20.0,29.0,10.0,16.0,14.0,16.67,10.0,N
1.0,1.0,0.0,2.0,0.5,2.0,13.06,0.07,45.0,0.06,208.97,11.0,0.36,18.0,27.0,9.0,16.0,14.0,16.67,10.0,N
1.0,1.0,0.0,1.0,0.3,2.0,12.54,0.05,37.0,0.08,159.91,8.0,0.23,17.0,20.0,8.0,12.0,13.0,9.09,10.0,N
1.0,2.0,0.0,1.0,0.23,2.0,19.11,0.07,45.0,0.1,200.67,11.0,0.19,21.0,24.0,11.0,11.0,16.0,7.14,13.0,N
1.0,1.0,0.0,0.0,0.67,2.0,11.23,0.05,37.0,0.07,157.17,6.0,0.4,10.0,27.0,5.0,14.0,5.0,0.0,3.0,N
2.0,2.0,0.0,0.0,0.4,2.5,16.12,0.08,51.0,0.07,230.7,11.0,0.31,22.0,29.0,10.0,13.0,13.0,0.0,10.0,N
2.0,2.0,0.0,0.0,0.54,2.5,7.8,0.11,74.0,0.02,339.29,19.0,0.44,29.0,45.0,6.0,18.0,16.0,0.0,13.0,N
2.0,1.0,0.0,0.0,0.63,2.33,7.35,0.05,38.0,0.05,155.32,15.0,0.45,13.0,25.0,4.0,13.0,11.0,0.0,8.0,N
0.0,1.0,0.0,0.0,0.33,2.0,11.86,0.03,27.0,0.12,102.8,6.0,0.29,13.0,14.0,6.0,8.0,7.0,0.0,6.0,N
1.0,2.0,0.0,0.0,0.33,2.25,22.75,0.15,88.0,0.05,454.95,17.0,0.3,40.0,48.0,18.0,18.0,20.0,0.0,18.0,N
3.0,6.0,0.0,0.0,0.39,2.15,42.81,0.44,218.0,0.03,1312.88,49.0,0.36,92.0,126.0,39.0,26.0,45.0,0.0,41.0,N
3.0,1.0,0.0,0.0,0.38,2.0,16.74,0.06,41.0,0.09,187.98,9.0,0.25,19.0,22.0,11.0,13.0,12.0,0.0,8.0,N
1.0,2.0,0.0,0.0,0.23,2.0,18.24,0.08,50.0,0.08,232.19,9.0,0.2,20.0,30.0,11.0,14.0,15.0,0.0,13.0,N
13.0,8.0,0.0,0.0,0.46,2.0,88.36,0.64,300.0,0.05,1927.88,68.0,0.35,144.0,156.0,66.0,20.0,55.0,0.0,41.0,N
13.0,19.0,4.0,2.0,0.47,2.3,99.09,1.62,679.0,0.02,4868.38,140.0,0.38,306.0,373.0,109.0,35.0,124.0,5.88,100.0,N
1.0,1.0,0.0,0.0,0.38,2.0,13.45,0.06,37.0,0.08,167.37,9.0,0.3,16.0,21.0,9.0,14.0,10.0,0.0,8.0,N
5.0,9.0,1.0,1.0,0.24,2.0,53.31,0.54,263.0,0.03,1606.54,47.0,0.21,113.0,150.0,45.0,24.0,58.0,3.85,51.0,N
1.0,5.0,0.0,0.0,0.23,2.0,29.8,0.06,38.0,0.17,171.9,13.0,0.2,15.0,23.0,13.0,10.0,15.0,0.0,13.0,N
1.0,0.0,0.0,0.0,0.57,2.0,13.83,0.05,36.0,0.09,155.59,11.0,0.44,15.0,21.0,8.0,12.0,9.0,0.0,7.0,N
1.0,5.0,0.0,0.0,0.37,2.2,25.13,0.16,91.0,0.05,477.56,23.0,0.33,38.0,53.0,19.0,19.0,21.0,0.0,19.0,N
16.0,8.0,0.0,1.0,0.33,2.11,104.29,1.28,548.0,0.03,3848.26,101.0,0.27,246.0,302.0,100.0,30.0,113.0,1.04,95.0,N
1.0,7.0,1.0,0.0,0.48,2.5,31.94,0.22,122.0,0.05,649.28,31.0,0.43,55.0,67.0,23.0,17.0,23.0,4.76,21.0,N
1.0,3.0,0.0,0.0,0.33,2.0,21.31,0.03,23.0,0.22,95.91,8.0,0.25,9.0,14.0,9.0,9.0,8.0,0.0,6.0,N
3.0,5.0,0.0,0.0,0.27,2.0,33.89,0.05,38.0,0.21,164.23,13.0,0.2,18.0,20.0,13.0,7.0,15.0,0.0,11.0,N
2.0,3.0,0.0,0.0,0.52,2.11,35.91,0.3,172.0,0.04,909.09,33.0,0.46,81.0,91.0,24.0,15.0,24.0,0.0,21.0,N
0.0,2.0,0.0,0.0,0.3,2.0,25.87,0.08,53.0,0.11,232.79,10.0,0.27,24.0,29.0,12.0,9.0,11.0,0.0,10.0,N
3.0,9.0,0.0,0.0,0.32,2.09,80.57,0.95,444.0,0.03,2853.26,84.0,0.3,194.0,250.0,63.0,23.0,86.0,0.0,82.0,N
2.0,0.0,0.0,0.0,0.29,2.0,21.83,0.16,94.0,0.05,470.0,14.0,0.24,38.0,56.0,15.0,17.0,17.0,0.0,14.0,N
1.0,1.0,0.0,0.0,0.4,2.0,10.99,0.02,19.0,0.16,70.31,7.0,0.29,8.0,11.0,5.0,8.0,7.0,0.0,5.0,N
0.0,3.0,0.0,0.0,0.27,2.0,33.56,0.13,80.0,0.08,403.55,22.0,0.26,37.0,43.0,20.0,13.0,23.0,0.0,22.0,N
0.0,0.0,0.0,0.0,0.18,2.0,16.61,0.02,15.0,0.33,49.83,6.0,0.17,4.0,11.0,4.0,6.0,12.0,0.0,11.0,N
1.0,0.0,0.0,0.0,0.29,2.0,15.86,0.07,46.0,0.08,210.91,12.0,0.25,19.0,27.0,10.0,14.0,16.0,0.0,14.0,N
0.0,1.0,0.0,0.0,0.18,2.0,15.77,0.04,26.0,0.15,108.42,6.0,0.17,11.0,15.0,8.0,10.0,12.0,0.0,11.0,N
9.0,3.0,0.0,5.0,0.24,2.33,16.41,0.08,53.0,0.07,246.12,15.0,0.14,20.0,33.0,10.0,15.0,36.0,19.23,21.0,N
0.0,2.0,0.0,0.0,0.22,2.0,16.25,0.05,34.0,0.11,144.43,8.0,0.2,16.0,18.0,9.0,10.0,10.0,0.0,9.0,N
2.0,0.0,0.0,0.0,0.3,2.0,13.14,0.04,29.0,0.12,107.31,10.0,0.23,14.0,15.0,6.0,7.0,13.0,0.0,10.0,N
1.0,4.0,0.0,0.0,0.19,2.0,34.66,0.16,97.0,0.07,493.48,22.0,0.17,46.0,51.0,21.0,13.0,23.0,0.0,21.0,N
5.0,3.0,0.0,0.0,0.24,2.0,56.82,0.21,115.0,0.09,638.78,34.0,0.2,53.0,62.0,33.0,14.0,40.0,0.0,34.0,N
1.0,4.0,0.0,0.0,0.19,2.0,53.82,0.16,94.0,0.11,493.31,22.0,0.17,45.0,49.0,27.0,11.0,23.0,0.0,21.0,N
2.0,0.0,0.0,0.0,0.5,2.0,7.91,0.02,14.0,0.16,48.43,6.0,0.29,7.0,7.0,4.0,7.0,7.0,0.0,4.0,N
0.0,1.0,0.0,0.0,0.14,2.0,20.76,0.08,58.0,0.08,254.75,5.0,0.13,27.0,31.0,11.0,10.0,15.0,0.0,14.0,N
0.0,2.0,0.0,0.0,0.24,2.0,25.96,0.1,64.0,0.09,289.51,11.0,0.22,29.0,35.0,13.0,10.0,18.0,0.0,17.0,N
1.0,3.0,1.0,0.0,0.25,2.0,17.31,0.03,25.0,0.18,95.18,8.0,0.2,11.0,14.0,7.0,7.0,10.0,12.5,8.0,N
2.0,5.0,0.0,0.0,0.18,2.0,23.84,0.1,66.0,0.08,302.61,14.0,0.15,30.0,36.0,13.0,11.0,20.0,0.0,17.0,N
0.0,6.0,1.0,0.0,0.15,2.0,32.45,0.15,91.0,0.07,450.83,20.0,0.14,44.0,47.0,19.0,12.0,21.0,5.0,20.0,N
1.0,4.0,0.0,0.0,0.2,2.0,20.81,0.06,42.0,0.11,187.3,10.0,0.17,18.0,24.0,11.0,11.0,12.0,0.0,10.0,N
3.0,9.0,0.0,2.0,0.32,2.0,34.83,0.18,111.0,0.06,549.92,27.0,0.25,50.0,61.0,19.0,12.0,28.0,8.33,22.0,N
1.0,1.0,0.0,0.0,0.43,3.0,12.16,0.02,19.0,0.18,68.11,8.0,0.33,8.0,11.0,5.0,7.0,9.0,0.0,7.0,N
4.0,8.0,0.0,0.0,0.28,2.0,43.02,0.24,125.0,0.06,712.55,29.0,0.23,53.0,72.0,32.0,20.0,30.0,0.0,25.0,N
1.0,0.0,0.0,0.0,0.54,2.5,10.33,0.07,50.0,0.05,219.62,16.0,0.47,17.0,33.0,6.0,15.0,15.0,0.0,13.0,N
4.0,22.0,4.0,1.0,0.29,2.05,98.77,1.01,442.0,0.03,3042.13,98.0,0.27,198.0,244.0,90.0,28.0,83.0,6.41,77.0,N
1.0,1.0,0.0,0.0,0.44,2.5,12.65,0.07,46.0,0.06,210.91,11.0,0.36,20.0,26.0,9.0,15.0,11.0,0.0,9.0,N
1.0,2.0,0.0,0.0,0.36,2.0,16.45,0.08,52.0,0.07,235.23,15.0,0.31,22.0,30.0,10.0,13.0,13.0,0.0,11.0,N
1.0,1.0,0.0,0.0,0.43,3.0,13.8,0.04,26.0,0.13,108.42,8.0,0.33,10.0,16.0,7.0,11.0,9.0,0.0,7.0,N
1.0,2.0,0.0,0.0,0.3,3.0,14.12,0.05,34.0,0.09,153.8,9.0,0.25,14.0,20.0,9.0,14.0,12.0,0.0,10.0,N
39.0,1.0,1.0,0.0,0.12,2.0,90.99,1.37,580.0,0.02,4104.55,25.0,0.09,268.0,312.0,101.0,34.0,190.0,0.67,150.0,N
6.0,1.0,2.0,0.0,0.25,2.5,20.83,0.08,52.0,0.08,249.98,9.0,0.17,24.0,28.0,14.0,14.0,23.0,12.5,16.0,N
5.0,1.0,1.0,3.0,0.24,2.5,21.98,0.09,57.0,0.08,276.9,13.0,0.15,27.0,30.0,15.0,14.0,26.0,20.0,17.0,N
20.0,4.0,1.0,8.0,0.09,2.0,130.74,0.5,241.0,0.09,1491.75,20.0,0.06,116.0,125.0,61.0,12.0,87.0,13.64,58.0,Y
15.0,1.0,2.0,2.0,0.06,2.0,102.96,0.6,285.0,0.06,1801.75,9.0,0.04,140.0,145.0,64.0,16.0,69.0,7.55,51.0,Y
17.0,0.0,5.0,20.0,0.19,2.0,25.81,0.26,143.0,0.03,775.96,18.0,0.09,63.0,80.0,22.0,21.0,69.0,49.02,31.0,Y
18.0,9.0,2.0,19.0,0.16,2.25,51.88,0.25,127.0,0.07,756.18,27.0,0.09,53.0,74.0,40.0,22.0,88.0,30.43,50.0,N
11.0,3.0,4.0,16.0,0.2,2.0,29.73,0.13,76.0,0.08,383.37,17.0,0.09,35.0,41.0,19.0,14.0,53.0,48.78,25.0,N
21.0,7.0,4.0,3.0,0.19,3.0,40.02,0.23,121.0,0.06,686.36,23.0,0.13,49.0,72.0,30.0,21.0,72.0,14.0,47.0,N
4.0,0.0,1.0,0.0,0.29,2.0,12.06,0.02,19.0,0.17,72.34,6.0,0.17,9.0,10.0,6.0,8.0,12.0,14.29,7.0,N
2.0,0.0,0.0,0.0,0.44,2.0,7.44,0.03,28.0,0.07,100.38,11.0,0.33,9.0,19.0,3.0,9.0,12.0,0.0,9.0,N
6.0,2.0,5.0,15.0,0.14,2.0,50.16,0.46,247.0,0.04,1371.98,18.0,0.07,106.0,141.0,31.0,16.0,43.0,55.56,21.0,N
2.0,0.0,0.0,0.0,0.25,2.0,20.06,0.09,63.0,0.07,284.98,7.0,0.18,31.0,32.0,12.0,11.0,11.0,0.0,8.0,N
0.0,1.0,0.0,0.0,0.4,2.0,17.11,0.03,22.0,0.19,88.0,6.0,0.33,8.0,14.0,7.0,9.0,6.0,0.0,5.0,N
1.0,1.0,0.0,0.0,0.22,2.0,16.96,0.04,28.0,0.15,114.45,7.0,0.18,12.0,16.0,8.0,9.0,11.0,0.0,9.0,N
2.0,1.0,0.0,0.0,0.22,2.0,15.57,0.04,28.0,0.13,116.76,7.0,0.17,12.0,16.0,8.0,10.0,12.0,0.0,9.0,N
4.0,1.0,1.0,7.0,0.17,2.0,42.71,0.21,114.0,0.07,622.38,13.0,0.1,51.0,63.0,28.0,16.0,30.0,32.0,18.0,N
6.0,1.0,1.0,6.0,0.13,2.0,66.13,0.35,185.0,0.06,1038.72,13.0,0.08,87.0,98.0,36.0,13.0,36.0,24.14,23.0,N
9.0,2.0,3.0,11.0,0.29,2.0,35.14,0.48,246.0,0.02,1447.13,33.0,0.18,112.0,134.0,34.0,25.0,56.0,30.43,35.0,N
5.0,3.0,3.0,7.0,0.17,2.0,44.17,0.33,178.0,0.04,988.72,17.0,0.12,79.0,99.0,30.0,17.0,43.0,27.03,30.0,Y
2.0,2.0,4.0,4.0,0.23,2.0,18.68,0.16,95.0,0.04,483.31,17.0,0.17,46.0,49.0,16.0,18.0,29.0,30.77,22.0,N
2.0,1.0,1.0,1.0,0.3,2.0,34.83,0.15,89.0,0.08,452.78,23.0,0.25,42.0,47.0,21.0,13.0,24.0,9.52,20.0,N
7.0,5.0,1.0,8.0,0.17,2.0,41.64,0.1,63.0,0.14,296.13,9.0,0.07,32.0,31.0,18.0,8.0,28.0,45.0,12.0,N
6.0,0.0,0.0,0.0,0.22,2.0,22.35,0.13,76.0,0.06,380.0,14.0,0.17,30.0,46.0,15.0,17.0,30.0,0.0,23.0,N
11.0,2.0,2.0,0.0,0.06,2.0,86.17,0.19,104.0,0.15,574.45,8.0,0.05,48.0,56.0,36.0,10.0,43.0,6.25,32.0,N
9.0,0.0,1.0,0.0,0.21,2.0,48.23,0.34,176.0,0.05,1012.86,25.0,0.16,84.0,92.0,36.0,18.0,44.0,2.94,34.0,N
38.0,4.0,0.0,4.0,0.51,2.0,675.88,30.95,9605.0,0.01,92835.55,963.0,0.47,4015.0,5590.0,760.0,52.0,634.0,0.67,591.0,N
4.0,1.0,0.0,3.0,0.39,2.0,71.48,0.29,153.0,0.08,884.55,47.0,0.34,66.0,87.0,40.0,15.0,59.0,5.56,51.0,N
2.0,1.0,0.0,3.0,0.37,2.0,70.18,0.31,162.0,0.07,944.93,48.0,0.33,69.0,93.0,41.0,16.0,60.0,5.26,54.0,N
1.0,1.0,0.0,1.0,0.21,2.0,30.47,0.17,95.0,0.06,498.55,22.0,0.19,45.0,50.0,22.0,16.0,31.0,3.45,28.0,N
1.0,0.0,0.0,0.0,0.3,2.0,20.0,0.04,30.0,0.17,120.0,8.0,0.25,12.0,18.0,8.0,8.0,12.0,0.0,10.0,N
9.0,3.0,0.0,2.0,0.26,2.0,22.13,0.1,61.0,0.07,296.34,21.0,0.18,25.0,36.0,14.0,15.0,38.0,6.9,27.0,N
5.0,0.0,0.0,6.0,0.21,2.2,59.11,0.6,290.0,0.03,1795.05,37.0,0.17,124.0,166.0,49.0,24.0,75.0,8.7,63.0,N
45.0,9.0,42.0,27.0,0.16,2.0,106.48,2.1,863.0,0.02,6311.02,96.0,0.11,405.0,458.0,123.0,36.0,237.0,36.13,164.0,Y
25.0,0.0,24.0,0.0,0.19,2.0,1295.68,5.31,1879.0,0.08,15933.51,98.0,0.16,951.0,928.0,348.0,9.0,158.0,18.18,132.0,N
17.0,0.0,15.0,0.0,0.25,2.0,396.21,1.85,783.0,0.07,5557.76,66.0,0.2,399.0,384.0,128.0,9.0,86.0,22.06,68.0,N
1.0,2.0,0.0,0.0,0.5,2.0,17.3,0.02,21.0,0.24,72.65,10.0,0.38,7.0,14.0,5.0,6.0,8.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.5,2.0,15.36,0.03,21.0,0.2,75.28,8.0,0.43,7.0,14.0,5.0,7.0,7.0,0.0,6.0,N
0.0,0.0,0.0,0.0,0.6,3.0,13.11,0.02,17.0,0.21,62.91,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.6,3.0,13.11,0.02,17.0,0.21,62.91,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.6,3.0,13.11,0.02,17.0,0.21,62.91,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,N
0.0,0.0,0.0,0.0,0.6,3.0,13.11,0.02,17.0,0.21,62.91,6.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,5.0,N
2.0,0.0,0.0,0.0,0.29,2.0,14.04,0.01,10.0,0.5,28.07,6.0,0.2,3.0,7.0,3.0,4.0,10.0,0.0,7.0,N
25.0,4.0,6.0,24.0,0.29,2.17,54.45,0.36,195.0,0.05,1089.07,28.0,0.1,88.0,107.0,33.0,15.0,78.0,57.69,28.0,N
19.0,4.0,3.0,12.0,0.18,2.0,28.72,0.14,82.0,0.07,427.18,16.0,0.06,35.0,47.0,20.0,17.0,49.0,51.72,17.0,N
16.0,2.0,5.0,13.0,0.35,2.17,24.73,0.23,124.0,0.04,692.54,21.0,0.15,56.0,68.0,24.0,24.0,53.0,50.0,23.0,N
8.0,1.0,1.0,0.0,0.43,2.0,18.95,0.05,31.0,0.13,142.13,10.0,0.19,15.0,16.0,12.0,12.0,16.0,14.29,7.0,N
10.0,5.0,1.0,12.0,0.18,2.0,50.38,0.16,98.0,0.11,476.08,10.0,0.06,42.0,56.0,20.0,9.0,34.0,56.52,11.0,N
10.0,2.0,1.0,8.0,0.3,2.0,33.57,0.12,72.0,0.09,369.31,11.0,0.1,33.0,39.0,21.0,14.0,29.0,50.0,10.0,N
14.0,3.0,1.0,10.0,0.28,2.0,35.29,0.28,156.0,0.04,835.78,19.0,0.12,74.0,82.0,25.0,16.0,43.0,39.29,18.0,N
16.0,5.0,1.0,17.0,0.18,2.0,32.61,0.7,363.0,0.02,2098.63,26.0,0.09,193.0,170.0,33.0,22.0,67.0,36.0,33.0,N
6.0,1.0,0.0,0.0,0.18,2.0,28.56,0.1,64.0,0.09,304.31,7.0,0.11,31.0,33.0,16.0,11.0,18.0,0.0,11.0,N
12.0,1.0,2.0,0.0,0.17,2.0,21.78,0.27,158.0,0.03,816.85,13.0,0.1,75.0,83.0,18.0,18.0,31.0,11.11,18.0,Y
23.0,4.0,4.0,24.0,0.19,2.0,67.71,0.32,178.0,0.07,965.88,27.0,0.08,83.0,95.0,32.0,11.0,79.0,50.91,31.0,N
12.0,1.0,0.0,10.0,0.14,2.0,48.3,0.28,149.0,0.06,845.19,9.0,0.05,70.0,79.0,34.0,17.0,37.0,41.67,14.0,Y
16.0,0.0,1.0,7.0,0.33,2.2,23.33,0.23,130.0,0.03,687.1,17.0,0.14,62.0,68.0,20.0,19.0,42.0,32.0,18.0,N
2.0,2.0,0.0,0.0,0.47,3.0,26.33,0.28,154.0,0.03,835.64,25.0,0.41,73.0,81.0,23.0,20.0,22.0,0.0,19.0,N
0.0,0.0,0.0,1.0,0.33,2.0,5.18,0.03,21.0,0.07,77.71,6.0,0.25,9.0,12.0,3.0,10.0,8.0,14.29,6.0,N
1.0,3.0,0.0,0.0,0.26,2.0,42.5,0.23,129.0,0.06,686.53,21.0,0.24,60.0,69.0,26.0,14.0,21.0,0.0,19.0,N
8.0,14.0,3.0,0.0,0.51,2.06,123.47,2.82,1130.0,0.01,8465.79,286.0,0.48,530.0,600.0,143.0,37.0,151.0,2.11,142.0,N
1.0,3.0,0.0,0.0,0.33,2.0,40.75,0.29,160.0,0.05,883.77,27.0,0.3,74.0,86.0,29.0,17.0,23.0,0.0,21.0,N
1.0,0.0,0.0,0.0,0.33,2.0,21.91,0.07,48.0,0.1,220.08,12.0,0.29,17.0,31.0,11.0,13.0,14.0,0.0,12.0,N
5.0,4.0,0.0,0.0,0.31,2.08,29.26,0.74,367.0,0.01,2234.1,53.0,0.22,144.0,223.0,33.0,35.0,78.0,0.0,55.0,N
5.0,4.0,3.0,5.0,0.29,2.0,29.99,0.22,126.0,0.05,661.24,27.0,0.2,49.0,77.0,20.0,18.0,35.0,27.59,24.0,N
3.0,5.0,8.0,1.0,0.31,2.13,52.16,0.93,425.0,0.02,2804.96,80.0,0.27,167.0,258.0,59.0,38.0,96.0,10.71,83.0,N
3.0,0.0,0.0,0.0,0.56,2.43,27.2,0.28,147.0,0.03,845.97,33.0,0.48,67.0,80.0,28.0,26.0,29.0,0.0,25.0,N
3.0,1.0,2.0,7.0,0.16,2.0,32.53,0.15,88.0,0.07,451.38,20.0,0.12,37.0,51.0,20.0,15.0,43.0,23.08,32.0,N
1.0,0.0,0.0,0.0,0.43,2.0,14.73,0.04,31.0,0.11,131.69,9.0,0.33,13.0,18.0,8.0,11.0,9.0,0.0,7.0,N
57.0,24.0,7.0,8.0,0.35,2.02,150.67,2.45,981.0,0.02,7357.35,213.0,0.26,438.0,543.0,148.0,33.0,252.0,7.73,186.0,N
7.0,3.0,3.0,5.0,0.15,2.0,33.65,0.21,117.0,0.05,630.9,23.0,0.11,50.0,67.0,24.0,18.0,53.0,17.78,40.0,N
5.0,1.0,0.0,4.0,0.25,2.0,19.95,0.08,54.0,0.08,247.59,12.0,0.18,21.0,33.0,11.0,13.0,34.0,14.29,24.0,N
0.0,1.0,0.0,2.0,0.25,2.0,13.45,0.02,14.0,0.28,48.43,5.0,0.18,6.0,8.0,5.0,6.0,11.0,20.0,8.0,N
3.0,3.0,0.0,3.0,0.14,2.0,26.21,0.1,62.0,0.09,307.16,13.0,0.11,25.0,37.0,16.0,15.0,27.0,12.5,21.0,N
0.0,1.0,0.0,0.0,0.17,2.0,26.06,0.03,25.0,0.25,104.25,6.0,0.15,10.0,15.0,10.0,8.0,13.0,0.0,12.0,N
0.0,2.0,0.0,0.0,0.25,2.0,23.66,0.06,42.0,0.13,187.3,8.0,0.22,19.0,23.0,12.0,10.0,9.0,0.0,8.0,N
1.0,1.0,0.0,0.0,0.25,2.0,13.69,0.03,22.0,0.16,88.0,7.0,0.2,10.0,12.0,7.0,9.0,10.0,0.0,8.0,N
2.0,3.0,0.0,0.0,0.46,2.2,33.99,0.25,138.0,0.05,744.14,37.0,0.42,53.0,85.0,23.0,19.0,31.0,0.0,28.0,N
3.0,0.0,0.0,1.0,0.27,2.0,27.21,0.18,101.0,0.05,554.68,14.0,0.22,39.0,62.0,22.0,23.0,27.0,4.35,22.0,N
12.0,10.0,0.0,0.0,0.36,2.0,59.49,5.57,2242.0,0.0,16724.05,204.0,0.32,893.0,1349.0,108.0,68.0,174.0,0.0,154.0,N
1.0,0.0,0.0,0.0,0.33,2.0,10.58,0.03,20.0,0.14,76.15,5.0,0.25,8.0,12.0,5.0,9.0,8.0,0.0,6.0,N
1.0,3.0,0.0,0.0,0.3,3.0,22.75,0.08,51.0,0.09,250.25,9.0,0.25,22.0,29.0,15.0,15.0,12.0,0.0,10.0,N
1.0,3.0,0.0,0.0,0.4,2.5,18.06,0.07,45.0,0.08,213.97,14.0,0.33,22.0,23.0,13.0,14.0,12.0,0.0,10.0,N
1.0,3.0,0.0,0.0,0.36,2.5,24.61,0.1,62.0,0.08,312.75,12.0,0.31,27.0,35.0,17.0,16.0,13.0,0.0,11.0,N
2.0,1.0,0.0,0.0,0.5,2.33,18.37,0.13,74.0,0.05,379.57,17.0,0.42,31.0,43.0,15.0,20.0,19.0,0.0,16.0,N
57.0,8.0,0.0,8.0,0.19,3.0,60.44,0.4,191.0,0.05,1189.7,38.0,0.04,89.0,102.0,52.0,23.0,211.0,16.0,42.0,N
