@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute Defective {Y,N}

@data
1.0,3.0,3.0,0.0,0.0,4.0,2.0,0.15,2.0,2.0,2.0,1.0,8.0,1.0,0.0,13.0,0.0,27.15,4.45,538.68,0.04,29.0,0.22,29.93,120.93,0.5,1.0,2.0,N
3.0,6.0,5.0,0.0,0.0,4.0,4.0,0.2,2.0,2.0,4.0,1.0,15.0,1.0,0.0,20.0,0.0,31.73,7.46,1767.82,0.08,51.0,0.13,98.21,236.84,0.25,1.0,2.0,N
3.0,39.0,3.0,1.0,3.0,40.0,20.0,0.53,4.0,10.0,20.0,1.0,63.0,20.0,1.0,37.0,0.0,97.07,6.18,3709.37,0.2,112.0,0.16,206.08,600.05,1.0,18.0,20.0,N
5.0,45.0,3.0,1.0,6.0,46.0,23.0,0.55,4.0,11.5,23.0,1.0,72.0,23.0,1.0,41.0,0.0,104.29,6.4,4271.56,0.22,123.0,0.16,237.31,667.43,1.0,21.0,23.0,N
0.0,3.0,3.0,0.0,0.0,4.0,2.0,0.29,2.0,2.0,2.0,1.0,7.0,1.0,0.0,7.0,0.0,24.0,3.5,294.0,0.03,21.0,0.29,16.32,84.0,0.5,1.0,2.0,N
5.0,5.0,13.0,0.0,3.0,4.0,3.0,0.13,2.0,2.0,3.0,1.0,24.0,1.0,0.0,23.0,2.0,88.98,6.22,3442.96,0.18,102.0,0.16,191.28,553.48,0.33,1.0,2.0,N
4.0,9.0,3.0,0.0,5.0,16.0,5.0,0.5,6.0,2.67,4.0,0.8,18.0,1.0,0.0,10.0,1.0,18.99,10.77,2201.88,0.07,43.0,0.09,122.33,204.46,0.2,5.0,8.0,N
6.0,15.0,7.0,0.0,5.0,14.0,9.0,0.29,6.0,2.33,6.0,0.67,32.0,1.0,0.0,31.0,0.0,35.72,13.91,6910.42,0.17,94.0,0.07,383.91,496.83,0.11,4.0,7.0,N
3.0,3.0,5.0,1.0,4.0,4.0,2.0,0.11,2.0,2.0,2.0,1.0,11.0,1.0,0.0,17.0,2.0,39.07,7.06,1946.71,0.09,58.0,0.14,108.15,275.78,0.5,1.0,2.0,N
9.0,11.0,8.0,0.0,16.0,22.0,6.0,0.21,10.0,2.2,5.0,0.83,27.0,3.0,0.0,28.0,1.0,43.07,17.52,13214.36,0.25,133.0,0.06,734.13,754.43,0.5,6.0,11.0,N
3.0,7.0,3.0,0.0,4.0,12.0,4.0,0.25,6.0,2.0,3.0,0.75,16.0,1.0,0.0,16.0,1.0,28.82,6.75,1312.96,0.06,43.0,0.15,72.94,194.51,0.25,3.0,6.0,N
2.0,7.0,4.0,0.0,1.0,12.0,4.0,0.25,6.0,2.0,4.0,1.0,19.0,4.0,1.0,16.0,0.0,42.95,4.15,741.1,0.06,42.0,0.24,41.17,178.41,1.0,3.0,6.0,N
4.0,13.0,4.0,0.0,1.0,22.0,7.0,0.28,10.0,2.2,6.0,0.86,32.0,4.0,0.0,25.0,0.0,35.89,10.4,3882.17,0.12,74.0,0.1,215.68,373.29,0.57,6.0,11.0,N
9.0,7.0,6.0,0.0,8.0,12.0,4.0,0.14,6.0,2.0,3.0,0.75,22.0,1.0,0.0,29.0,0.0,48.34,11.15,6010.8,0.18,96.0,0.09,333.93,539.01,0.25,3.0,6.0,Y
2.0,3.0,4.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,2.0,1.0,10.0,1.0,0.0,10.0,1.0,24.36,10.97,2930.73,0.09,55.0,0.09,162.82,267.19,0.5,1.0,2.0,N
9.0,9.0,17.0,0.0,4.0,12.0,5.0,0.16,6.0,2.0,5.0,1.0,34.0,1.0,0.0,32.0,2.0,104.23,6.59,4519.95,0.23,121.0,0.15,251.11,686.36,0.2,3.0,6.0,Y
4.0,3.0,3.0,0.0,2.0,4.0,2.0,0.1,2.0,2.0,2.0,1.0,8.0,1.0,0.0,20.0,1.0,48.42,7.26,2552.29,0.12,68.0,0.14,141.79,351.55,0.5,1.0,2.0,Y
4.0,7.0,6.0,0.0,0.0,4.0,5.0,0.23,2.0,2.0,5.0,1.0,17.0,1.0,0.0,22.0,0.0,36.22,9.03,2951.88,0.11,66.0,0.11,163.99,326.98,0.2,1.0,2.0,N
5.0,13.0,7.0,0.0,3.0,22.0,7.0,0.18,10.0,2.2,7.0,1.0,31.0,5.0,0.0,39.0,1.0,93.84,6.44,3890.76,0.2,106.0,0.16,216.15,604.25,0.71,6.0,11.0,N
3.0,5.0,2.0,0.0,0.0,8.0,3.0,0.23,4.0,2.0,3.0,1.0,10.0,1.0,0.0,13.0,0.0,22.48,8.33,1560.8,0.06,42.0,0.12,86.71,187.3,0.33,2.0,4.0,N
11.0,19.0,2.0,0.0,0.0,24.0,11.0,0.22,10.0,2.4,6.0,0.55,35.0,8.0,0.0,49.0,0.0,37.25,32.25,38746.22,0.4,201.0,0.03,2152.57,1201.43,0.73,7.0,12.0,N
3.0,7.0,5.0,0.0,4.0,4.0,5.0,0.14,2.0,2.0,5.0,1.0,20.0,1.0,0.0,37.0,1.0,52.8,13.84,10117.34,0.24,127.0,0.07,562.07,730.87,0.2,1.0,2.0,N
2.0,3.0,1.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,2.0,1.0,7.0,1.0,0.0,8.0,1.0,10.38,12.07,1512.98,0.04,29.0,0.08,84.05,125.34,0.5,1.0,2.0,N
34.0,27.0,4.0,1.0,25.0,52.0,14.0,0.13,26.0,2.0,8.0,0.57,71.0,14.0,1.0,110.0,1.0,59.32,36.56,79271.67,0.72,345.0,0.03,4403.98,2168.46,1.0,13.0,26.0,N
3.0,5.0,0.0,0.0,2.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33,10.0,1.0,0.0,12.0,2.0,27.78,4.67,605.07,0.04,30.0,0.21,33.61,129.66,0.33,2.0,4.0,N
3.0,5.0,0.0,0.0,2.0,8.0,3.0,0.25,4.0,2.0,1.0,0.33,10.0,1.0,0.0,12.0,2.0,27.78,4.67,605.07,0.04,30.0,0.21,33.61,129.66,0.33,2.0,4.0,N
5.0,7.0,0.0,0.0,7.0,10.0,4.0,0.29,4.0,2.5,1.0,0.25,12.0,3.0,0.0,14.0,1.0,20.31,10.77,2355.5,0.07,46.0,0.09,130.86,218.72,0.75,3.0,5.0,N
3.0,3.0,2.0,0.0,9.0,4.0,2.0,0.22,2.0,2.0,2.0,1.0,8.0,1.0,0.0,9.0,3.0,13.59,10.67,1546.1,0.05,33.0,0.09,85.89,144.95,0.5,1.0,2.0,N
2.0,3.0,1.0,0.0,2.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,7.0,1.0,0.0,5.0,1.0,10.24,4.9,245.93,0.02,14.0,0.2,13.66,50.19,0.5,1.0,2.0,N
3.0,8.0,3.0,0.0,3.0,4.0,6.0,0.29,2.0,2.0,2.0,0.33,20.0,1.0,0.0,21.0,0.0,28.09,21.86,13420.45,0.2,117.0,0.05,745.58,614.01,0.17,1.0,2.0,N
10.0,13.0,14.0,0.0,5.0,20.0,7.0,0.13,10.0,2.0,7.0,1.0,53.0,1.0,0.0,52.0,2.0,138.63,8.18,9298.52,0.38,193.0,0.12,516.58,1135.35,0.14,5.0,10.0,N
4.0,6.0,6.0,0.0,2.0,4.0,4.0,0.15,2.0,2.0,4.0,1.0,17.0,1.0,0.0,27.0,0.0,35.47,12.24,5313.4,0.14,80.0,0.08,295.19,434.1,0.25,1.0,2.0,N
7.0,11.0,4.0,0.0,8.0,20.0,6.0,0.16,10.0,2.0,5.0,0.83,28.0,4.0,0.0,37.0,1.0,40.77,26.33,28263.16,0.36,181.0,0.04,1570.18,1073.46,0.67,5.0,10.0,N
1.0,11.0,2.0,0.0,0.0,20.0,6.0,0.38,10.0,2.0,6.0,1.0,21.0,1.0,0.0,16.0,2.0,40.18,6.59,1743.9,0.09,57.0,0.15,96.88,264.7,0.17,5.0,10.0,N
3.0,3.0,0.0,0.0,3.0,4.0,2.0,0.25,2.0,2.0,1.0,0.5,6.0,1.0,0.0,8.0,1.0,14.09,9.29,1214.56,0.04,32.0,0.11,67.48,130.8,0.5,1.0,2.0,N
3.0,3.0,0.0,0.0,4.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,6.0,1.0,0.0,9.0,3.0,13.02,7.5,732.54,0.03,25.0,0.13,40.7,97.67,0.5,1.0,2.0,N
3.0,3.0,4.0,0.0,1.0,4.0,2.0,0.18,2.0,2.0,2.0,1.0,11.0,1.0,0.0,11.0,3.0,30.55,7.09,1536.14,0.07,53.0,0.14,85.34,216.64,0.5,1.0,2.0,N
