@relation SelectedFeatures
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,5.0,0.21,1.0,33.0,27.46,26.82,19755.03,0.25,146.0,1097.5,736.48,22.0,0.09,57.0,89.0,17.0,91.0,53.52,38.0,N
2.0,0.0,0.2,1.0,5.0,6.19,2.25,31.35,0.0,6.0,1.74,13.93,4.0,0.14,3.0,3.0,2.0,7.0,16.67,5.0,N
2.0,1.0,0.18,3.0,16.0,25.76,8.08,1680.68,0.07,46.0,93.37,208.08,10.0,0.08,21.0,25.0,13.0,37.0,42.86,17.0,N
1.0,0.0,0.14,1.0,7.0,25.48,7.2,1321.03,0.06,44.0,73.39,183.48,5.0,0.04,18.0,26.0,10.0,26.0,61.11,7.0,N
5.0,4.0,0.12,5.0,39.0,41.0,15.0,9225.0,0.21,123.0,512.5,615.0,20.0,0.05,50.0,73.0,20.0,95.0,48.0,43.0,N
2.0,1.0,0.3,3.0,9.0,22.34,5.6,700.55,0.04,30.0,38.92,125.1,8.0,0.14,14.0,16.0,10.0,21.0,40.0,10.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,0.01,9.0,3.75,27.0,3.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,6.2,2.5,38.77,0.01,6.0,2.15,15.51,3.0,0.25,1.0,5.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.25,1.0,4.0,9.51,0.5,2.38,0.0,3.0,0.13,4.75,2.0,0.2,2.0,1.0,2.0,5.0,0.0,4.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.33,1.0,3.0,11.63,2.0,46.53,0.01,9.0,2.58,23.26,2.0,0.2,4.0,5.0,3.0,5.0,0.0,3.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.2,0.0,3.0,0.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.2,1.0,3.0,1.0,5.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.5,2.0,3.0,2.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,7.74,1.5,17.41,0.0,5.0,0.97,11.61,2.0,0.33,2.0,3.0,2.0,3.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.33,0.0,3.0,0.0,3.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.5,1.0,3.0,1.0,2.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.43,1.0,7.0,13.32,13.71,2505.06,0.06,43.0,139.17,182.66,8.0,0.14,16.0,27.0,7.0,22.0,41.67,7.0,N
0.0,0.0,0.43,1.0,7.0,13.32,13.71,2505.06,0.06,43.0,139.17,182.66,8.0,0.14,16.0,27.0,7.0,22.0,41.67,7.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,4.0,0.12,4.0,85.0,33.99,47.25,75877.16,0.54,306.0,4215.4,1605.87,33.0,0.09,105.0,201.0,20.0,118.0,19.05,89.0,Y
7.0,5.0,0.11,39.0,1121.0,147.76,208.88,6446813.91,10.29,4687.0,358156.32,30863.72,347.0,0.09,1492.0,3195.0,75.0,1342.0,7.74,1126.0,Y
1.0,0.0,0.06,1.0,16.0,2.15,6.5,91.0,0.0,14.0,5.06,14.0,3.0,0.06,13.0,1.0,1.0,17.0,0.0,16.0,Y
5.0,1.0,0.24,8.0,37.0,45.1,16.64,12487.55,0.25,143.0,693.75,750.45,27.0,0.18,64.0,79.0,25.0,51.0,15.91,38.0,Y
6.0,5.0,0.22,15.0,73.0,78.27,20.64,33335.21,0.54,282.0,1851.96,1615.27,53.0,0.17,127.0,155.0,40.0,99.0,17.98,78.0,Y
1.0,0.0,0.08,1.0,13.0,49.62,8.88,3916.66,0.15,102.0,217.59,440.84,13.0,0.06,33.0,69.0,13.0,18.0,7.14,13.0,Y
1.0,0.0,0.2,1.0,5.0,34.38,3.75,483.48,0.04,33.0,26.86,128.93,5.0,0.06,15.0,18.0,10.0,16.0,37.5,5.0,N
25.0,19.0,0.02,19.0,1409.0,836.5,66.11,3655422.23,18.43,6716.0,203079.0,55296.99,354.0,0.02,2355.0,4361.0,285.0,1865.0,10.03,1428.0,Y
0.0,2.0,0.28,1.0,27.0,34.09,9.88,3329.22,0.11,68.0,184.96,336.89,12.0,0.24,24.0,44.0,17.0,33.0,10.0,29.0,N
0.0,0.0,1.0,1.0,2.0,12.09,6.3,479.73,0.03,20.0,26.65,76.15,6.0,0.4,7.0,13.0,5.0,5.0,33.33,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,1.0,0.27,1.0,21.0,13.86,22.5,7014.99,0.1,68.0,389.72,311.78,16.0,0.19,27.0,41.0,9.0,31.0,19.23,22.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,9.0,0.09,1.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,12.0,81.82,11.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.25,1.0,4.0,18.49,2.4,106.51,0.01,14.0,5.92,44.38,2.0,0.17,6.0,8.0,5.0,6.0,0.0,4.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.2,1.0,5.0,8.45,0.75,4.75,0.0,4.0,0.26,6.34,2.0,0.17,3.0,1.0,2.0,6.0,0.0,5.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.0,0.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,0.0,0.33,1.0,3.0,10.8,2.5,67.5,0.01,9.0,3.75,27.0,3.0,0.2,3.0,6.0,3.0,5.0,0.0,3.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
1.0,0.0,0.5,1.0,2.0,6.2,2.5,38.77,0.01,6.0,2.15,15.51,3.0,0.25,1.0,5.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.25,1.0,4.0,9.51,0.5,2.38,0.0,3.0,0.13,4.75,2.0,0.2,2.0,1.0,2.0,5.0,0.0,4.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,2.0,0.25,0.0,4.0,0.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,11.61,2.0,0.2,0.0,5.0,0.0,5.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,5.33,1.5,12.0,0.0,4.0,0.67,8.0,2.0,0.25,1.0,3.0,1.0,4.0,0.0,2.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.33,0.0,1.0,0.0,3.0,0.0,1.0,N
1.0,3.0,0.71,5.0,4.0,6.95,27.62,5307.06,0.06,47.0,294.84,192.11,12.0,0.5,17.0,30.0,4.0,10.0,42.86,7.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.0,1.0,0.0,2.0,0.0,0.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
1.0,1.0,0.25,2.0,15.0,14.41,13.0,2434.85,0.06,42.0,135.27,187.3,10.0,0.19,18.0,24.0,9.0,21.0,6.25,16.0,N
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
0.0,0.0,0.5,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.75,2.0,0.25,0.0,3.0,0.0,4.0,0.0,2.0,N
