@relation SelectedFeatures
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute DECISION_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
6.0,0.0,2.0,2.0,16.65,4.67,362.64,0.03,21.0,20.15,77.71,7.0,0.2,8.0,13.0,6.0,7.0,10.0,75.0,8.0,N
7.0,0.0,2.0,2.0,19.99,4.0,319.82,0.03,21.0,17.77,79.95,8.0,0.18,8.0,13.0,7.0,7.0,11.0,77.78,9.0,N
13.0,1.0,2.0,2.0,11.84,26.39,8245.95,0.1,65.0,458.11,312.48,18.0,0.22,25.0,40.0,9.0,19.0,18.0,87.5,15.0,N
20.0,5.0,2.0,4.0,20.14,22.1,9834.5,0.15,89.0,546.36,445.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,N
6.0,1.0,2.0,3.0,11.06,11.14,1372.69,0.04,29.0,76.26,123.19,7.0,0.17,13.0,16.0,7.0,12.0,12.0,70.0,9.0,N
8.0,1.0,2.0,3.0,13.21,17.1,3863.67,0.08,47.0,214.65,225.95,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,N
8.0,1.0,2.0,3.0,14.42,17.18,4256.92,0.08,51.0,236.5,247.76,14.0,0.2,21.0,30.0,11.0,18.0,15.0,75.0,11.0,N
9.0,1.0,2.0,3.0,13.36,17.94,4301.69,0.08,51.0,238.98,239.72,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.38,9.0,14.0,7.0,9.0,8.0,80.0,5.0,N
5.0,0.0,3.0,2.0,16.59,5.79,555.43,0.03,24.0,30.86,96.0,9.0,0.3,9.0,15.0,7.0,9.0,10.0,71.43,7.0,N
16.0,1.0,2.0,2.0,13.97,34.36,16494.55,0.16,96.0,916.36,480.0,26.0,0.24,36.0,60.0,11.0,21.0,21.0,89.47,18.0,N
9.0,1.0,2.0,3.0,18.47,17.0,5338.7,0.1,64.0,296.59,314.04,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,N
15.0,1.0,2.0,2.0,20.11,31.88,20434.13,0.21,124.0,1135.23,641.07,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,N
9.0,1.0,2.0,3.0,18.18,17.0,5255.28,0.1,63.0,291.96,309.13,18.0,0.24,26.0,37.0,13.0,17.0,17.0,76.92,12.0,N
10.0,1.0,2.0,3.0,14.36,24.56,8656.64,0.12,75.0,480.92,352.53,23.0,0.25,26.0,49.0,9.0,17.0,16.0,78.57,13.0,N
2.0,0.0,2.0,1.0,14.83,3.5,181.62,0.02,15.0,10.09,51.89,6.0,0.4,4.0,11.0,4.0,7.0,5.0,66.67,3.0,N
2.0,0.0,2.0,1.0,13.95,2.5,87.17,0.01,11.0,4.84,34.87,6.0,0.4,4.0,7.0,4.0,5.0,5.0,66.67,3.0,N
2.0,0.0,2.0,1.0,14.83,3.5,181.62,0.02,15.0,10.09,51.89,6.0,0.4,4.0,11.0,4.0,7.0,5.0,66.67,3.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
6.0,0.0,2.0,1.0,12.38,20.0,4951.76,0.08,54.0,275.1,247.59,20.0,0.44,24.0,30.0,9.0,15.0,9.0,85.71,7.0,N
8.0,0.0,2.0,2.0,14.11,15.17,3246.47,0.07,48.0,180.36,214.05,16.0,0.33,21.0,27.0,9.0,13.0,12.0,80.0,10.0,N
3.0,0.0,2.0,1.0,9.79,9.6,902.51,0.03,23.0,50.14,94.01,10.0,0.5,8.0,15.0,5.0,12.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
14.0,1.0,2.0,2.0,11.91,27.44,8971.59,0.11,68.0,498.42,326.9,19.0,0.21,26.0,42.0,9.0,19.0,19.0,88.24,16.0,N
6.0,0.0,2.0,1.0,13.75,16.0,3521.25,0.07,48.0,195.63,220.08,14.0,0.33,16.0,32.0,8.0,16.0,9.0,85.71,7.0,N
5.0,0.0,2.0,2.0,13.02,7.5,732.54,0.03,25.0,40.7,97.67,7.0,0.22,10.0,15.0,6.0,9.0,9.0,71.43,7.0,N
20.0,5.0,2.0,4.0,17.24,24.19,10090.27,0.14,85.0,560.57,417.09,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,N
8.0,1.0,2.0,3.0,8.83,23.14,4728.77,0.07,44.0,262.71,204.33,12.0,0.21,18.0,26.0,7.0,18.0,14.0,75.0,11.0,N
9.0,1.0,2.0,3.0,10.22,20.64,4353.75,0.07,46.0,241.87,210.91,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,N
1.0,0.0,3.0,1.0,8.54,4.67,186.03,0.01,12.0,10.33,39.86,5.0,0.5,4.0,8.0,3.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,9.08,5.33,258.3,0.02,14.0,14.35,48.43,5.0,0.5,4.0,10.0,3.0,8.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,8.54,4.67,186.03,0.01,12.0,10.33,39.86,5.0,0.5,4.0,8.0,3.0,7.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,9.08,5.33,258.3,0.02,14.0,14.35,48.43,5.0,0.5,4.0,10.0,3.0,8.0,4.0,50.0,2.0,N
1.0,0.0,3.0,1.0,9.97,4.67,217.03,0.02,14.0,12.06,46.51,5.0,0.5,4.0,10.0,3.0,7.0,4.0,50.0,2.0,N
3.0,8.0,2.0,2.0,9.73,9.0,788.12,0.03,23.0,43.78,87.57,7.0,0.13,10.0,13.0,5.0,9.0,16.0,84.62,5.0,N
1.0,0.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.25,3.0,10.0,3.0,8.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,5.05,5.0,126.33,0.01,9.0,7.02,25.27,6.0,0.5,4.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,6.18,5.0,154.4,0.01,11.0,8.58,30.88,6.0,0.29,4.0,7.0,2.0,5.0,7.0,80.0,5.0,N
1.0,0.0,2.0,1.0,3.95,15.75,980.75,0.02,18.0,54.49,62.27,6.0,0.5,7.0,11.0,2.0,9.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.2,2.0,6.0,2.0,6.0,5.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
1.0,4.0,2.0,1.0,11.24,4.0,179.89,0.01,13.0,9.99,44.97,3.0,0.13,3.0,10.0,3.0,8.0,8.0,83.33,2.0,N
1.0,0.0,3.0,1.0,7.0,6.0,252.0,0.01,14.0,14.0,42.0,5.0,0.5,4.0,10.0,2.0,6.0,4.0,50.0,2.0,N
1.0,0.0,2.0,1.0,8.0,3.0,72.0,0.01,8.0,4.0,24.0,2.0,0.25,2.0,6.0,2.0,6.0,4.0,50.0,2.0,N
12.0,0.0,2.0,3.0,10.48,27.19,7748.01,0.09,63.0,430.45,284.98,13.0,0.24,29.0,34.0,8.0,15.0,17.0,80.0,15.0,N
12.0,0.0,2.0,3.0,13.08,24.8,8043.39,0.11,69.0,446.86,324.33,14.0,0.24,31.0,38.0,10.0,16.0,17.0,80.0,15.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.43,9.0,14.0,7.0,9.0,7.0,80.0,5.0,N
4.0,0.0,3.0,1.0,17.44,5.63,551.81,0.03,24.0,30.66,98.1,9.0,0.38,10.0,14.0,8.0,9.0,8.0,80.0,5.0,N
3.0,0.0,2.0,1.0,13.46,9.33,1172.67,0.04,33.0,65.15,125.64,15.0,0.5,14.0,19.0,6.0,8.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
4.0,0.0,2.0,1.0,12.33,4.8,284.19,0.02,16.0,15.79,59.21,7.0,0.29,6.0,10.0,5.0,8.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.87,4.67,302.05,0.02,17.0,16.78,64.73,7.0,0.29,7.0,10.0,6.0,8.0,7.0,80.0,5.0,N
2.0,0.0,2.0,1.0,6.16,10.67,701.11,0.02,19.0,38.95,65.73,8.0,0.4,8.0,11.0,3.0,8.0,5.0,66.67,3.0,N
1.0,0.0,2.0,1.0,6.55,3.0,58.95,0.01,7.0,3.28,19.65,3.0,0.25,1.0,6.0,1.0,6.0,4.0,50.0,2.0,N
18.0,2.0,2.0,2.0,27.79,11.33,3570.0,0.11,63.0,198.33,315.0,22.0,0.33,20.0,43.0,15.0,17.0,24.0,90.91,20.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
4.0,0.0,2.0,1.0,10.03,17.33,3014.58,0.06,39.0,167.48,173.92,14.0,0.43,13.0,26.0,6.0,16.0,7.0,80.0,5.0,N
6.0,0.0,2.0,2.0,16.65,4.67,362.64,0.03,21.0,20.15,77.71,7.0,0.2,8.0,13.0,6.0,7.0,10.0,75.0,8.0,N
7.0,0.0,2.0,2.0,19.99,4.0,319.82,0.03,21.0,17.77,79.95,8.0,0.18,8.0,13.0,7.0,7.0,11.0,77.78,9.0,N
13.0,1.0,2.0,2.0,11.84,26.39,8245.95,0.1,65.0,458.11,312.48,18.0,0.22,25.0,40.0,9.0,19.0,18.0,87.5,15.0,N
20.0,5.0,2.0,4.0,20.14,22.1,9834.5,0.15,89.0,546.36,445.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,N
6.0,1.0,2.0,3.0,11.06,11.14,1372.69,0.04,29.0,76.26,123.19,7.0,0.17,13.0,16.0,7.0,12.0,12.0,70.0,9.0,N
8.0,1.0,2.0,3.0,13.21,17.1,3863.67,0.08,47.0,214.65,225.95,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,N
8.0,1.0,2.0,3.0,14.42,17.18,4256.92,0.08,51.0,236.5,247.76,14.0,0.2,21.0,30.0,11.0,18.0,15.0,75.0,11.0,N
9.0,1.0,2.0,3.0,13.36,17.94,4301.69,0.08,51.0,238.98,239.72,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,N
4.0,0.0,3.0,1.0,15.9,5.79,532.29,0.03,23.0,29.57,92.0,9.0,0.38,9.0,14.0,7.0,9.0,8.0,80.0,5.0,N
5.0,0.0,3.0,2.0,16.59,5.79,555.43,0.03,24.0,30.86,96.0,9.0,0.3,9.0,15.0,7.0,9.0,10.0,71.43,7.0,N
16.0,1.0,2.0,2.0,13.97,34.36,16494.55,0.16,96.0,916.36,480.0,26.0,0.24,36.0,60.0,11.0,21.0,21.0,89.47,18.0,N
9.0,1.0,2.0,3.0,18.47,17.0,5338.7,0.1,64.0,296.59,314.04,18.0,0.25,26.0,38.0,13.0,17.0,16.0,76.92,12.0,N
15.0,1.0,2.0,2.0,20.11,31.88,20434.13,0.21,124.0,1135.23,641.07,32.0,0.32,51.0,73.0,16.0,20.0,22.0,88.89,17.0,N
9.0,1.0,2.0,3.0,18.18,17.0,5255.28,0.1,63.0,291.96,309.13,18.0,0.24,26.0,37.0,13.0,17.0,17.0,76.92,12.0,N
10.0,1.0,2.0,3.0,14.36,24.56,8656.64,0.12,75.0,480.92,352.53,23.0,0.25,26.0,49.0,9.0,17.0,16.0,78.57,13.0,N
1.0,0.0,2.0,1.0,5.99,3.75,84.22,0.01,8.0,4.68,22.46,5.0,0.5,3.0,5.0,2.0,5.0,4.0,50.0,2.0,N
6.0,0.0,2.0,1.0,12.38,20.0,4951.76,0.08,54.0,275.1,247.59,20.0,0.44,24.0,30.0,9.0,15.0,9.0,85.71,7.0,N
8.0,0.0,2.0,2.0,14.11,15.17,3246.47,0.07,48.0,180.36,214.05,16.0,0.33,21.0,27.0,9.0,13.0,12.0,80.0,10.0,N
3.0,0.0,2.0,1.0,9.79,9.6,902.51,0.03,23.0,50.14,94.01,10.0,0.5,8.0,15.0,5.0,12.0,6.0,75.0,4.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
4.0,0.0,2.0,1.0,13.66,4.2,240.91,0.02,16.0,13.38,57.36,7.0,0.29,6.0,10.0,5.0,7.0,7.0,80.0,5.0,N
14.0,1.0,2.0,2.0,11.91,27.44,8971.59,0.11,68.0,498.42,326.9,19.0,0.21,26.0,42.0,9.0,19.0,19.0,88.24,16.0,N
6.0,0.0,2.0,1.0,13.75,16.0,3521.25,0.07,48.0,195.63,220.08,14.0,0.33,16.0,32.0,8.0,16.0,9.0,85.71,7.0,N
5.0,0.0,2.0,2.0,13.02,7.5,732.54,0.03,25.0,40.7,97.67,7.0,0.22,10.0,15.0,6.0,9.0,9.0,71.43,7.0,N
20.0,5.0,2.0,4.0,17.24,24.19,10090.27,0.14,85.0,560.57,417.09,29.0,0.19,37.0,48.0,13.0,17.0,31.0,86.21,24.0,N
8.0,1.0,2.0,3.0,8.83,23.14,4728.77,0.07,44.0,262.71,204.33,12.0,0.21,18.0,26.0,7.0,18.0,14.0,75.0,11.0,N
9.0,1.0,2.0,3.0,10.22,20.64,4353.75,0.07,46.0,241.87,210.91,14.0,0.2,17.0,29.0,7.0,17.0,15.0,76.92,12.0,N
4.0,5.0,2.0,1.0,11.86,4.38,227.03,0.02,15.0,12.61,51.89,7.0,0.17,5.0,10.0,4.0,7.0,12.0,90.0,5.0,N
21.0,48.0,2.0,3.0,26.15,12.5,4086.25,0.11,68.0,227.01,326.9,13.0,0.07,25.0,43.0,14.0,14.0,74.0,95.83,24.0,N
36.0,16.0,2.0,6.0,28.41,29.76,25170.95,0.28,160.0,1398.39,845.66,25.0,0.18,46.0,114.0,17.0,22.0,60.0,89.66,42.0,N
155.0,65.0,2.0,5.0,56.51,82.88,388174.15,1.56,699.0,21565.23,4683.61,107.0,0.22,209.0,490.0,58.0,46.0,227.0,97.78,160.0,N
26.0,44.0,2.0,6.0,25.22,17.4,7636.2,0.15,87.0,424.23,438.86,21.0,0.09,29.0,58.0,15.0,18.0,78.0,92.11,32.0,N
5.0,4.0,2.0,2.0,8.52,12.0,1226.24,0.03,25.0,68.12,102.19,6.0,0.15,10.0,15.0,5.0,12.0,13.0,81.82,7.0,N
4.0,2.0,2.0,1.0,13.44,4.0,215.1,0.02,15.0,11.95,53.77,7.0,0.22,4.0,11.0,4.0,8.0,9.0,85.71,5.0,N
17.0,31.0,2.0,3.0,64.18,9.71,6045.7,0.21,131.0,335.87,622.89,17.0,0.04,33.0,98.0,17.0,10.0,53.0,94.12,20.0,N
3.0,7.0,2.0,1.0,13.11,4.8,301.96,0.02,17.0,16.78,62.91,6.0,0.15,6.0,11.0,5.0,8.0,13.0,90.91,4.0,N
7.0,26.0,2.0,2.0,22.53,16.25,5949.55,0.12,77.0,330.53,366.13,7.0,0.05,35.0,42.0,14.0,13.0,37.0,94.29,9.0,N
5.0,19.0,2.0,2.0,19.64,5.5,594.0,0.04,27.0,33.0,108.0,7.0,0.07,11.0,16.0,8.0,8.0,28.0,92.31,7.0,N
4.0,6.0,2.0,2.0,12.4,3.75,174.4,0.02,14.0,9.69,46.51,5.0,0.14,5.0,9.0,4.0,6.0,14.0,83.33,6.0,N
4.0,6.0,2.0,2.0,12.4,3.75,174.4,0.02,14.0,9.69,46.51,5.0,0.14,5.0,9.0,4.0,6.0,14.0,83.33,6.0,N
7.0,25.0,2.0,4.0,16.0,9.0,1296.0,0.05,36.0,72.0,144.0,9.0,0.08,14.0,22.0,7.0,9.0,38.0,88.89,11.0,N
13.0,55.0,2.0,4.0,42.0,5.6,1317.26,0.08,52.0,73.18,235.23,18.0,0.05,21.0,31.0,15.0,8.0,74.0,94.44,17.0,N
23.0,56.0,2.0,5.0,29.77,19.12,10881.75,0.19,116.0,604.54,569.2,14.0,0.03,50.0,66.0,17.0,13.0,86.0,94.05,28.0,N
9.0,16.0,2.0,2.0,24.04,10.4,2599.82,0.08,52.0,144.43,249.98,8.0,0.07,24.0,28.0,15.0,13.0,29.0,92.59,11.0,N
3.0,6.0,2.0,2.0,10.0,9.9,980.01,0.03,26.0,54.45,98.99,6.0,0.15,11.0,15.0,5.0,9.0,13.0,81.82,5.0,N
16.0,40.0,2.0,1.0,26.21,22.13,12827.76,0.19,132.0,712.65,579.79,10.0,0.03,59.0,73.0,12.0,9.0,59.0,98.25,17.0,N
4.0,7.0,2.0,2.0,12.4,3.75,174.4,0.02,14.0,9.69,46.51,5.0,0.13,5.0,9.0,4.0,6.0,15.0,84.62,6.0,N
5.0,18.0,2.0,2.0,16.75,7.5,942.32,0.04,33.0,52.35,125.64,7.0,0.07,15.0,18.0,7.0,7.0,27.0,92.0,7.0,N
17.0,38.0,2.0,7.0,17.27,20.42,7197.55,0.12,75.0,399.86,352.53,18.0,0.08,35.0,40.0,12.0,14.0,64.0,88.71,24.0,N
5.0,12.0,2.0,1.0,10.68,15.0,2402.74,0.05,41.0,133.49,160.18,12.0,0.2,15.0,26.0,5.0,10.0,20.0,94.44,6.0,N
9.0,4.0,2.0,1.0,8.15,11.0,985.86,0.03,25.0,54.77,89.62,9.0,0.19,11.0,14.0,4.0,8.0,16.0,92.86,10.0,N
6.0,4.0,3.0,1.0,13.22,5.6,414.45,0.02,20.0,23.02,74.01,9.0,0.23,7.0,13.0,5.0,8.0,13.0,90.91,7.0,N
8.0,27.0,2.0,3.0,9.03,18.67,3146.36,0.06,39.0,174.8,168.56,8.0,0.08,16.0,23.0,6.0,14.0,40.0,92.11,11.0,N
7.0,6.0,2.0,3.0,12.38,9.43,1100.86,0.04,28.0,61.16,116.76,8.0,0.17,12.0,16.0,7.0,11.0,18.0,81.25,10.0,N
44.0,91.0,2.0,6.0,35.3,23.76,19928.53,0.28,151.0,1107.14,838.74,34.0,0.08,54.0,97.0,25.0,22.0,143.0,95.74,50.0,N
7.0,7.0,2.0,4.0,14.31,13.81,2730.1,0.07,45.0,151.67,197.65,11.0,0.2,17.0,28.0,8.0,13.0,20.0,77.78,11.0,N
10.0,40.0,2.0,2.0,33.1,7.86,2043.3,0.09,56.0,113.52,260.06,8.0,0.04,20.0,36.0,14.0,11.0,54.0,96.15,12.0,N
18.0,40.0,2.0,3.0,24.19,12.38,3709.91,0.1,63.0,206.11,299.56,12.0,0.08,23.0,40.0,13.0,14.0,63.0,95.08,21.0,N
16.0,57.0,2.0,8.0,36.62,7.08,1833.96,0.09,59.0,101.89,259.14,19.0,0.07,23.0,36.0,13.0,8.0,83.0,90.12,24.0,N
16.0,26.0,2.0,5.0,20.52,18.0,6647.55,0.12,72.0,369.31,369.31,19.0,0.12,27.0,45.0,15.0,20.0,49.0,89.36,21.0,N
4.0,21.0,2.0,2.0,14.23,9.38,1250.98,0.04,32.0,69.5,133.44,7.0,0.07,15.0,17.0,8.0,10.0,29.0,92.59,6.0,N
3.0,8.0,2.0,2.0,10.98,11.92,1558.69,0.04,32.0,86.59,130.8,6.0,0.13,13.0,19.0,6.0,11.0,15.0,84.62,5.0,N
14.0,20.0,2.0,4.0,23.56,9.73,2230.76,0.08,50.0,123.93,229.25,13.0,0.08,23.0,27.0,13.0,11.0,40.0,89.47,18.0,N
13.0,29.0,2.0,4.0,15.61,26.0,10551.02,0.14,91.0,586.17,405.81,13.0,0.08,36.0,55.0,9.0,13.0,48.0,91.3,17.0,N
7.0,8.0,2.0,3.0,19.12,4.5,387.18,0.03,24.0,21.51,86.04,8.0,0.15,9.0,15.0,6.0,6.0,20.0,83.33,10.0,N
4.0,7.0,2.0,2.0,12.4,3.75,174.4,0.02,14.0,9.69,46.51,5.0,0.13,5.0,9.0,4.0,6.0,15.0,84.62,6.0,N
4.0,7.0,2.0,1.0,12.8,4.2,225.85,0.02,15.0,12.55,53.77,6.0,0.14,6.0,9.0,5.0,7.0,14.0,91.67,5.0,N
17.0,21.0,2.0,4.0,16.75,20.67,7153.34,0.12,72.0,397.41,346.13,17.0,0.11,31.0,41.0,12.0,16.0,44.0,90.48,21.0,N
4.0,9.0,2.0,2.0,14.24,6.86,669.75,0.03,25.0,37.21,97.67,8.0,0.12,12.0,13.0,7.0,8.0,17.0,86.67,6.0,N
13.0,19.0,7.0,2.0,14.84,22.22,7326.97,0.11,71.0,407.05,329.71,10.0,0.19,25.0,46.0,9.0,16.0,36.0,94.12,15.0,N
8.0,25.0,2.0,4.0,18.17,9.0,1471.49,0.05,40.0,81.75,163.5,9.0,0.08,16.0,24.0,8.0,9.0,39.0,89.19,12.0,N
11.0,23.0,2.0,3.0,16.64,8.94,1328.8,0.05,35.0,73.82,148.68,11.0,0.08,13.0,22.0,8.0,11.0,39.0,91.89,14.0,N
18.0,40.0,2.0,3.0,24.19,12.38,3709.91,0.1,63.0,206.11,299.56,12.0,0.08,23.0,40.0,13.0,14.0,63.0,95.08,21.0,N
29.0,19.0,2.0,2.0,35.76,13.5,6517.93,0.16,92.0,362.11,482.81,16.0,0.19,30.0,62.0,20.0,18.0,53.0,96.0,31.0,N
7.0,26.0,3.0,3.0,20.04,7.33,1077.6,0.05,34.0,59.87,146.95,8.0,0.08,12.0,22.0,9.0,11.0,39.0,91.67,10.0,N
19.0,36.0,2.0,5.0,22.47,19.15,8239.54,0.14,82.0,457.75,430.33,22.0,0.11,31.0,51.0,17.0,21.0,63.0,91.67,24.0,N
4.0,12.0,2.0,2.0,14.3,6.29,564.82,0.03,23.0,31.38,89.86,7.0,0.1,11.0,12.0,7.0,8.0,20.0,88.89,6.0,N
4.0,10.0,2.0,1.0,13.1,6.86,616.17,0.03,23.0,34.23,89.86,7.0,0.12,12.0,11.0,7.0,8.0,17.0,93.33,5.0,N
6.0,24.0,2.0,2.0,18.73,15.0,4214.16,0.09,63.0,234.12,280.94,8.0,0.06,30.0,33.0,11.0,11.0,34.0,93.75,8.0,N
13.0,26.0,2.0,4.0,19.64,16.14,5125.38,0.11,66.0,284.74,317.29,14.0,0.09,28.0,38.0,13.0,15.0,45.0,90.7,17.0,N
26.0,17.0,2.0,2.0,23.26,51.0,60496.65,0.4,266.0,3360.92,1186.21,7.0,0.04,102.0,164.0,11.0,11.0,47.0,95.56,28.0,N
12.0,35.0,2.0,2.0,15.99,30.55,14925.04,0.16,108.0,829.17,488.54,8.0,0.04,47.0,61.0,10.0,13.0,51.0,95.92,14.0,N
4.0,8.0,2.0,2.0,12.96,7.71,771.43,0.03,25.0,42.86,100.0,7.0,0.13,12.0,13.0,7.0,9.0,16.0,85.71,6.0,N
4.0,4.0,2.0,1.0,14.04,2.0,56.15,0.01,10.0,3.12,28.07,7.0,0.18,3.0,7.0,3.0,4.0,11.0,88.89,5.0,N
16.0,30.0,2.0,5.0,16.79,21.0,7403.19,0.12,75.0,411.29,352.53,19.0,0.11,36.0,39.0,12.0,14.0,53.0,90.2,21.0,N
5.0,4.0,2.0,2.0,11.34,9.8,1089.11,0.04,31.0,60.51,111.13,7.0,0.15,14.0,17.0,5.0,7.0,13.0,81.82,7.0,N
9.0,43.0,2.0,3.0,16.8,8.33,1166.67,0.05,35.0,64.81,140.0,13.0,0.07,10.0,25.0,6.0,10.0,57.0,94.55,12.0,N
14.0,32.0,2.25,5.0,23.81,12.12,3494.58,0.1,60.0,194.14,288.44,18.0,0.11,21.0,39.0,13.0,15.0,53.0,90.2,19.0,N
11.0,14.0,2.0,1.0,12.69,14.4,2631.64,0.06,48.0,146.2,182.75,15.0,0.18,16.0,32.0,5.0,9.0,28.0,96.15,12.0,N
