@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
22.0,38.0,12.0,40.0,0.12,55.0,51.0,63.24,30.76,59840.57,328.0,3324.48,1945.28,20.0,0.09,136.0,192.0,128.0,49.5,89.0,Y
20.0,4.0,10.0,8.0,0.14,20.0,18.0,39.64,11.0,4795.88,85.0,266.44,435.99,4.0,0.06,33.0,52.0,54.0,43.75,22.0,Y
16.0,4.0,9.0,24.0,0.18,35.0,41.0,25.3,43.81,48552.55,203.0,2697.36,1108.26,12.0,0.11,80.0,123.0,72.0,24.07,45.0,Y
32.0,45.0,18.0,54.0,0.14,70.0,65.0,59.92,43.25,112076.69,420.0,6226.48,2591.37,27.0,0.09,173.0,247.0,164.0,49.22,110.0,N
13.0,0.0,6.0,8.0,0.18,16.0,17.0,30.55,13.33,5430.29,83.0,301.68,407.27,4.0,0.08,40.0,43.0,38.0,26.09,17.0,N
10.0,3.0,6.0,8.0,0.12,17.0,22.0,30.3,16.5,8249.42,104.0,458.3,499.96,4.0,0.07,44.0,60.0,43.0,29.03,25.0,Y
9.0,1.0,9.0,8.0,0.08,23.0,37.0,43.31,28.5,35176.89,221.0,1954.27,1234.28,4.0,0.05,95.0,126.0,58.0,21.28,38.0,Y
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
1.0,0.0,0.0,4.0,0.4,6.0,5.0,7.92,6.0,285.29,15.0,15.85,47.55,2.0,0.25,6.0,9.0,8.0,0.0,5.0,N
2.0,0.0,0.0,8.0,0.6,10.0,5.0,9.6,9.17,806.67,22.0,44.81,88.0,4.0,0.33,11.0,11.0,9.0,0.0,5.0,N
4.0,0.0,6.0,4.0,0.4,6.0,5.0,8.81,10.8,1027.99,25.0,57.11,95.18,2.0,0.12,12.0,13.0,17.0,54.55,5.0,N
1.0,0.0,0.0,0.0,0.5,1.0,2.0,9.83,2.0,39.3,7.0,2.18,19.65,0.0,0.2,3.0,4.0,5.0,0.0,2.0,N
11.0,0.0,6.0,0.0,0.14,5.0,7.0,24.37,5.0,609.18,32.0,33.84,121.84,0.0,0.04,10.0,22.0,26.0,46.15,7.0,N
9.0,11.0,2.0,22.0,0.2,29.0,33.0,21.71,36.56,29017.62,156.0,1612.09,793.64,11.0,0.16,65.0,91.0,57.0,28.26,44.0,Y
4.0,1.0,1.0,4.0,0.13,6.0,15.0,23.33,6.0,840.0,35.0,46.67,140.0,2.0,0.09,12.0,23.0,23.0,11.76,16.0,Y
12.0,3.0,5.0,0.0,0.1,8.0,7.0,33.33,5.4,972.0,45.0,54.0,180.0,0.0,0.03,18.0,27.0,29.0,53.33,10.0,Y
14.0,3.0,12.0,24.0,0.17,28.0,39.0,22.53,28.41,18190.55,122.0,1010.59,640.25,12.0,0.1,46.0,76.0,70.0,27.78,42.0,Y
5.0,0.0,2.0,0.0,0.25,3.0,4.0,11.63,2.0,46.53,9.0,2.58,23.26,0.0,0.08,2.0,7.0,13.0,33.33,4.0,N
8.0,1.0,4.0,0.0,0.17,5.0,5.0,22.5,2.0,90.0,15.0,5.0,45.0,0.0,0.05,4.0,11.0,20.0,50.0,6.0,Y
4.0,0.0,2.0,4.0,0.18,8.0,11.0,15.45,11.0,1869.09,40.0,103.84,169.92,2.0,0.11,16.0,24.0,19.0,15.38,11.0,N
4.0,1.0,2.0,8.0,0.18,13.0,16.0,14.41,16.5,3922.15,55.0,217.9,237.71,4.0,0.12,22.0,33.0,25.0,15.79,17.0,N
6.0,3.0,2.0,4.0,0.15,9.0,10.0,16.6,14.06,3280.34,54.0,182.24,233.38,2.0,0.09,23.0,31.0,23.0,33.33,13.0,Y
5.0,0.0,3.0,0.0,0.1,3.0,10.0,22.45,4.29,412.33,26.0,22.91,96.21,0.0,0.05,10.0,16.0,20.0,23.08,10.0,N
5.0,0.0,2.0,0.0,0.1,3.0,10.0,22.45,4.29,412.33,26.0,22.91,96.21,0.0,0.05,10.0,16.0,19.0,16.67,10.0,N
14.0,3.0,9.0,0.0,0.08,10.0,10.0,45.63,4.38,873.48,47.0,48.53,199.65,0.0,0.03,15.0,32.0,38.0,54.55,13.0,Y
13.0,0.0,6.0,4.0,0.11,13.0,19.0,41.39,9.75,3934.63,80.0,218.59,403.55,2.0,0.05,39.0,41.0,40.0,24.0,19.0,N
4.0,1.0,1.0,0.0,0.11,2.0,8.0,16.8,6.67,746.67,28.0,41.48,112.0,0.0,0.06,8.0,20.0,16.0,20.0,9.0,N
29.0,10.0,30.0,12.0,0.1,42.0,31.0,90.42,23.23,48777.92,392.0,2709.88,2100.16,6.0,0.04,144.0,248.0,102.0,56.34,41.0,Y
4.0,0.0,0.0,4.0,0.04,49.0,49.0,29.78,92.08,252543.19,615.0,14030.18,2742.55,2.0,0.04,221.0,394.0,55.0,0.0,49.0,N
6.0,16.0,3.0,4.0,0.09,7.0,7.0,102.56,11.0,12409.79,202.0,689.43,1128.16,2.0,0.06,74.0,128.0,34.0,73.08,23.0,Y
27.0,1.0,23.0,4.0,0.06,32.0,33.0,73.68,23.6,41036.32,339.0,2279.8,1738.83,2.0,0.02,118.0,221.0,86.0,42.11,34.0,Y
7.0,0.0,4.0,8.0,0.13,13.0,23.0,28.18,21.82,13416.53,140.0,745.36,614.92,4.0,0.08,48.0,92.0,36.0,14.81,23.0,N
5.0,4.0,2.0,4.0,0.11,11.0,14.0,34.0,8.25,2314.44,59.0,128.58,280.54,2.0,0.07,24.0,35.0,27.0,30.0,18.0,N
6.0,0.0,0.0,8.0,0.14,21.0,22.0,20.79,38.4,30652.35,179.0,1702.91,798.24,4.0,0.1,64.0,115.0,30.0,0.0,22.0,N
27.0,5.0,25.0,8.0,0.09,31.0,30.0,51.95,30.8,49286.33,323.0,2738.13,1600.21,4.0,0.03,112.0,211.0,89.0,50.0,35.0,Y
5.0,9.0,1.0,8.0,0.18,12.0,8.0,27.73,19.25,10275.27,118.0,570.85,533.78,4.0,0.12,42.0,76.0,25.0,55.56,17.0,Y
5.0,0.0,4.0,0.0,0.17,1.0,6.0,15.36,7.0,752.84,30.0,41.82,107.55,0.0,0.06,10.0,20.0,18.0,40.0,6.0,N
10.0,0.0,4.0,4.0,0.14,7.0,14.0,18.81,17.05,5466.9,73.0,303.72,320.64,2.0,0.06,31.0,42.0,31.0,22.22,14.0,N
8.0,2.0,9.0,8.0,0.09,11.0,32.0,17.32,73.18,92777.91,273.0,5154.33,1267.77,4.0,0.05,115.0,158.0,60.0,25.58,34.0,Y
4.0,1.0,1.0,4.0,0.15,7.0,12.0,20.95,10.36,2250.27,48.0,125.01,217.13,2.0,0.1,19.0,29.0,21.0,14.29,13.0,N
5.0,2.0,1.0,8.0,0.2,11.0,13.0,26.41,6.0,950.74,38.0,52.82,158.46,4.0,0.13,12.0,26.0,23.0,18.75,15.0,N
15.0,4.0,6.0,8.0,0.12,17.0,21.0,50.5,9.52,4580.38,99.0,254.47,480.94,4.0,0.06,50.0,49.0,50.0,32.25,25.0,N
10.0,0.0,4.0,4.0,0.12,10.0,17.0,45.17,6.32,1801.85,60.0,100.1,285.29,2.0,0.06,30.0,30.0,33.0,19.05,17.0,N
21.0,3.0,13.0,16.0,0.15,28.0,30.0,56.41,11.81,7874.42,127.0,437.47,666.49,8.0,0.07,58.0,69.0,69.0,34.78,33.0,Y
2.0,0.0,0.0,4.0,0.22,6.0,9.0,18.21,11.67,2477.96,50.0,137.66,212.4,2.0,0.15,21.0,29.0,13.0,0.0,9.0,N
3.0,0.0,0.0,4.0,0.2,6.0,10.0,15.95,12.67,2559.26,46.0,142.18,202.05,2.0,0.13,19.0,27.0,15.0,0.0,10.0,N
7.0,0.0,5.0,0.0,0.17,3.0,6.0,25.71,4.67,560.0,30.0,31.11,120.0,0.0,0.05,12.0,18.0,20.0,45.45,6.0,N
11.0,1.0,3.0,18.0,0.32,23.0,21.0,48.64,9.91,4779.6,94.0,265.53,482.15,9.0,0.18,38.0,56.0,38.0,16.0,22.0,Y
4.0,18.0,1.0,8.0,0.13,12.0,5.0,22.16,14.38,4579.55,67.0,254.42,318.58,4.0,0.1,23.0,44.0,30.0,79.17,23.0,N
4.0,5.0,2.0,8.0,0.3,11.0,5.0,13.59,16.25,3589.5,52.0,199.42,220.89,4.0,0.17,15.0,37.0,18.0,58.33,10.0,N
1.0,0.0,0.0,0.0,0.5,1.0,2.0,5.8,2.0,23.22,5.0,1.29,11.61,0.0,0.2,1.0,4.0,5.0,0.0,2.0,N
7.0,6.0,9.0,4.0,0.17,6.0,6.0,26.79,7.88,1661.41,54.0,92.3,210.97,2.0,0.06,18.0,36.0,33.0,71.43,12.0,N
11.0,6.0,21.0,8.0,0.2,10.0,9.0,17.97,15.13,4111.99,64.0,228.44,271.87,4.0,0.06,22.0,42.0,51.0,75.0,15.0,N
2.0,3.0,0.0,0.0,0.2,3.0,2.0,13.96,6.0,502.57,22.0,27.92,83.76,0.0,0.11,9.0,13.0,9.0,60.0,5.0,N
2.0,4.0,0.0,0.0,0.17,3.0,2.0,16.78,6.29,663.06,27.0,36.84,105.49,0.0,0.1,11.0,16.0,10.0,66.67,6.0,N
1.0,1.0,0.0,0.0,0.5,1.0,1.0,7.75,2.0,31.02,6.0,1.72,15.51,0.0,0.2,2.0,4.0,5.0,50.0,2.0,N
6.0,2.0,14.0,0.0,0.1,3.0,8.0,22.75,9.92,2237.41,48.0,124.3,225.62,0.0,0.03,17.0,31.0,32.0,66.67,10.0,N
3.0,0.0,0.0,0.0,0.53,68.0,36.0,29.61,43.85,56916.12,230.0,3162.01,1298.09,0.0,0.48,95.0,135.0,40.0,0.0,36.0,N
1.0,0.0,0.0,0.0,0.41,24.0,17.0,29.56,17.53,9086.14,109.0,504.79,518.28,0.0,0.37,51.0,58.0,19.0,0.0,17.0,N
1.0,0.0,0.0,0.0,0.47,29.0,19.0,19.68,25.33,12630.47,98.0,701.69,498.57,0.0,0.43,40.0,58.0,21.0,0.0,19.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8,2.0,23.22,5.0,1.29,11.61,0.0,1.0,1.0,4.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.8,2.0,23.22,5.0,1.29,11.61,0.0,1.0,1.0,4.0,1.0,0.0,0.0,N
4.0,1.0,1.0,0.0,0.38,32.0,20.0,16.63,23.38,9084.42,80.0,504.69,388.64,0.0,0.3,33.0,47.0,27.0,9.09,21.0,N
1.0,0.0,0.0,0.0,0.4,16.0,10.0,8.7,21.6,4061.3,46.0,225.63,188.02,0.0,0.33,18.0,28.0,12.0,0.0,10.0,N
10.0,1.0,0.0,0.0,0.33,4.0,2.0,12.06,1.5,27.14,7.0,1.51,18.09,0.0,0.06,3.0,4.0,18.0,33.33,3.0,N
10.0,1.0,0.0,0.0,0.33,4.0,2.0,12.06,1.5,27.14,7.0,1.51,18.09,0.0,0.06,3.0,4.0,18.0,33.33,3.0,N
0.0,1.0,0.0,0.0,0.5,2.0,1.0,5.33,1.5,12.0,4.0,0.67,8.0,0.0,0.2,1.0,3.0,5.0,50.0,2.0,N
0.0,1.0,0.0,0.0,0.5,2.0,1.0,5.33,1.5,12.0,4.0,0.67,8.0,0.0,0.2,1.0,3.0,5.0,50.0,2.0,N
23.0,9.0,3.0,0.0,0.07,9.0,5.0,52.7,4.42,1030.06,49.0,57.23,232.99,0.0,0.02,21.0,28.0,54.0,70.59,14.0,N
23.0,9.0,3.0,0.0,0.07,9.0,5.0,52.7,4.42,1030.06,49.0,57.23,232.99,0.0,0.02,21.0,28.0,54.0,70.59,14.0,N
15.0,8.0,8.0,0.0,0.05,11.0,11.0,118.03,3.19,1200.82,74.0,66.71,376.47,0.0,0.01,37.0,37.0,134.0,59.26,19.0,N
15.0,8.0,8.0,0.0,0.05,11.0,11.0,118.03,3.19,1200.82,74.0,66.71,376.47,0.0,0.01,37.0,37.0,134.0,59.26,19.0,N
2.0,0.0,0.0,4.0,0.14,8.0,14.0,17.84,13.33,3171.79,56.0,176.21,237.88,2.0,0.11,24.0,32.0,18.0,0.0,14.0,N
1.0,1.0,0.0,0.0,0.17,6.0,11.0,10.7,9.0,867.02,29.0,48.17,96.34,0.0,0.14,12.0,17.0,14.0,8.33,12.0,N
1.0,0.0,0.0,0.0,0.2,5.0,5.0,25.0,1.8,81.0,15.0,4.5,45.0,0.0,0.13,6.0,9.0,8.0,0.0,5.0,N
1.0,0.0,0.0,0.0,0.18,8.0,11.0,18.29,7.0,896.0,32.0,49.78,128.0,0.0,0.15,14.0,18.0,13.0,0.0,11.0,N
0.0,0.0,0.0,0.0,0.13,6.0,8.0,31.52,5.56,972.99,46.0,54.06,175.14,0.0,0.11,20.0,26.0,9.0,0.0,8.0,N
1.0,0.0,0.0,0.0,0.2,7.0,10.0,28.04,7.27,1482.91,48.0,82.38,203.9,0.0,0.17,20.0,28.0,12.0,0.0,10.0,N
1.0,0.0,0.0,0.0,0.35,28.0,20.0,17.27,17.55,5319.03,67.0,295.5,303.08,0.0,0.3,27.0,40.0,23.0,0.0,20.0,N
7.0,3.0,0.0,0.0,0.15,11.0,17.0,21.09,13.0,3563.68,72.0,197.98,274.13,0.0,0.11,26.0,46.0,28.0,15.0,20.0,N
1.0,0.0,0.0,0.0,0.29,6.0,7.0,8.9,7.0,435.89,18.0,24.22,62.27,0.0,0.22,8.0,10.0,9.0,0.0,7.0,N
6.0,0.0,5.0,0.0,0.22,19.0,23.0,19.11,23.43,10491.03,88.0,582.83,447.7,0.0,0.14,37.0,51.0,35.0,17.86,23.0,N
12.0,3.0,12.0,0.0,0.21,30.0,36.0,42.42,18.67,14780.96,152.0,821.16,791.84,0.0,0.12,49.0,103.0,65.0,29.41,39.0,N
1.0,0.0,0.0,0.0,0.43,10.0,7.0,11.62,9.75,1104.67,29.0,61.37,113.3,0.0,0.33,13.0,16.0,9.0,0.0,7.0,N
30.0,4.0,41.0,4.0,0.14,23.0,38.0,31.98,28.95,26810.35,174.0,1489.46,926.02,2.0,0.05,64.0,110.0,114.0,54.22,42.0,N
40.0,8.0,23.0,52.0,0.31,49.0,46.0,29.38,28.9,24540.17,163.0,1363.34,849.14,26.0,0.14,68.0,95.0,118.0,40.26,54.0,N
28.0,5.0,23.0,16.0,0.14,23.0,32.0,39.89,20.67,17036.72,168.0,946.48,824.36,8.0,0.06,62.0,106.0,89.0,46.67,37.0,N
16.0,3.0,25.0,4.0,0.11,7.0,16.0,18.96,13.64,3525.33,55.0,195.85,258.51,2.0,0.03,20.0,35.0,61.0,63.64,19.0,N
29.0,4.0,13.0,14.0,0.23,31.0,35.0,27.83,25.26,17758.95,133.0,986.61,702.96,7.0,0.1,48.0,85.0,89.0,32.68,39.0,N
12.0,1.0,5.0,0.0,0.16,12.0,18.0,30.21,9.6,2784.46,61.0,154.69,290.05,0.0,0.08,24.0,37.0,37.0,25.0,19.0,N
10.0,2.0,13.0,4.0,0.1,8.0,19.0,22.99,23.11,12280.56,130.0,682.25,531.37,2.0,0.04,52.0,78.0,45.0,44.12,21.0,N
24.0,0.0,24.0,0.0,0.05,2.0,19.0,25.43,22.0,12305.75,119.0,683.65,559.35,0.0,0.01,44.0,75.0,88.0,55.81,19.0,N
15.0,3.0,21.0,8.0,0.17,13.0,15.0,31.26,14.91,6951.19,95.0,386.18,466.15,4.0,0.05,39.0,56.0,55.0,61.54,18.0,N
18.0,4.0,27.0,10.0,0.17,12.0,19.0,26.4,21.18,11839.59,109.0,657.76,559.09,5.0,0.06,40.0,69.0,69.0,62.0,23.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
22.0,8.0,18.0,8.0,0.14,22.0,27.0,30.1,21.5,13912.18,120.0,772.9,647.08,4.0,0.06,43.0,77.0,77.0,49.06,35.0,N
14.0,5.0,27.0,16.0,0.23,19.0,17.0,25.65,19.5,9755.09,94.0,541.95,500.26,8.0,0.08,39.0,55.0,66.0,65.31,22.0,N
14.0,4.0,19.0,6.0,0.18,12.0,13.0,24.09,16.5,6558.06,81.0,364.34,397.46,3.0,0.06,33.0,48.0,51.0,63.89,17.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
60.0,8.0,34.0,4.0,0.06,14.0,23.0,47.21,17.87,15085.27,162.0,838.07,843.93,2.0,0.02,66.0,96.0,126.0,64.62,31.0,N
33.0,12.0,23.0,16.0,0.23,33.0,32.0,43.97,20.29,18111.12,153.0,1006.17,892.43,8.0,0.1,60.0,93.0,102.0,52.24,44.0,N
30.0,9.0,27.0,40.0,0.22,49.0,42.0,37.79,30.0,34007.12,213.0,1889.28,1133.57,20.0,0.1,90.0,123.0,111.0,46.15,51.0,N
3.0,4.0,3.0,12.0,0.17,13.0,20.0,21.57,20.4,8976.0,88.0,498.67,440.0,6.0,0.13,36.0,52.0,32.0,25.93,24.0,N
13.0,1.0,13.0,12.0,0.27,14.0,14.0,21.38,9.5,1929.74,47.0,107.21,203.13,6.0,0.1,19.0,28.0,42.0,50.0,15.0,N
11.0,1.0,20.0,38.0,0.18,41.0,64.0,38.24,23.68,21440.49,169.0,1191.14,905.43,19.0,0.12,74.0,95.0,97.0,24.71,65.0,N
15.0,9.0,46.0,56.0,0.37,62.0,54.0,54.16,34.14,63133.21,326.0,3507.4,1849.21,84.0,0.18,115.0,211.0,125.0,50.46,63.0,N
13.0,6.0,42.0,8.0,0.25,9.0,6.0,16.21,11.0,1962.54,42.0,109.03,178.41,4.0,0.04,16.0,26.0,69.0,88.89,12.0,N
4.0,0.0,1.0,6.0,0.27,9.0,11.0,19.34,11.67,2632.25,48.0,146.24,225.62,3.0,0.18,20.0,28.0,17.0,8.33,11.0,N
7.0,0.0,19.0,0.0,0.33,2.0,3.0,9.05,2.0,36.19,7.0,2.0,18.09,0.0,0.03,2.0,5.0,30.0,86.36,3.0,N
3.0,0.0,0.0,4.0,0.33,6.0,6.0,13.83,11.25,1750.38,36.0,97.24,155.59,2.0,0.2,15.0,21.0,10.0,0.0,6.0,N
2.0,0.0,0.0,0.0,0.5,2.0,2.0,14.99,3.0,134.92,13.0,7.5,44.97,0.0,0.2,5.0,8.0,5.0,0.0,2.0,N
2.0,0.0,0.0,0.0,0.5,2.0,2.0,16.92,3.5,207.22,16.0,11.51,59.21,0.0,0.2,6.0,10.0,5.0,0.0,2.0,N
2.0,0.0,1.0,0.0,0.17,3.0,6.0,8.72,4.0,139.48,11.0,7.75,34.87,0.0,0.01,4.0,7.0,80.0,14.29,6.0,N
7.0,7.0,14.0,0.0,0.47,63.0,25.0,32.32,33.06,35331.2,184.0,1962.84,1068.55,0.0,0.27,82.0,102.0,55.0,45.65,32.0,N
2.0,0.0,0.0,0.0,0.29,5.0,7.0,11.63,7.2,603.09,22.0,33.5,83.76,0.0,0.2,8.0,14.0,10.0,0.0,7.0,N
1.0,0.0,0.0,28.0,0.27,43.0,33.0,44.48,19.35,16663.77,155.0,925.76,860.96,14.0,0.26,75.0,80.0,35.0,0.0,33.0,N
1.0,0.0,0.0,0.0,0.33,21.0,15.0,30.32,11.33,3894.84,67.0,216.38,343.66,0.0,0.29,34.0,33.0,17.0,0.0,15.0,N
2.0,0.0,0.0,0.0,0.38,9.0,8.0,11.16,14.08,2213.52,37.0,122.97,157.17,0.0,0.27,13.0,24.0,11.0,0.0,8.0,N
1.0,17.0,0.0,0.0,0.21,40.0,31.0,29.53,47.36,66226.0,243.0,3679.22,1398.44,0.0,0.2,102.0,141.0,50.0,35.42,48.0,N
1.0,1.0,0.0,0.0,0.27,10.0,10.0,14.0,10.83,1642.56,34.0,91.25,151.62,0.0,0.23,15.0,19.0,13.0,9.09,11.0,N
1.0,0.0,2.0,0.0,0.26,27.0,27.0,19.19,27.6,14618.65,105.0,812.15,529.66,0.0,0.23,46.0,59.0,31.0,6.9,27.0,N
2.0,0.0,1.0,0.0,0.58,29.0,12.0,14.49,27.82,11216.64,83.0,623.15,403.21,0.0,0.44,34.0,49.0,16.0,7.69,12.0,N
12.0,2.0,3.0,0.0,0.4,121.0,84.0,49.42,59.29,173747.07,445.0,9652.62,2930.31,0.0,0.33,181.0,264.0,102.0,5.62,86.0,N
3.0,0.0,4.0,0.0,0.43,72.0,47.0,25.93,65.0,109570.84,289.0,6087.27,1685.71,0.0,0.36,117.0,172.0,55.0,7.84,47.0,N
5.0,0.0,0.0,0.0,0.5,39.0,20.0,24.97,22.95,13151.27,110.0,730.63,573.04,0.0,0.38,54.0,56.0,26.0,0.0,20.0,N
0.0,0.0,0.0,0.0,0.33,3.0,3.0,11.63,2.0,46.53,9.0,2.58,23.26,0.0,0.2,4.0,5.0,5.0,0.0,3.0,N
5.0,1.0,1.0,0.0,0.37,153.0,90.0,77.21,42.88,141975.76,542.0,7887.54,3310.82,0.0,0.35,243.0,299.0,98.0,2.17,91.0,N
9.0,0.0,5.0,0.0,0.4,133.0,84.0,45.25,61.67,172104.21,444.0,9561.34,2790.72,0.0,0.34,187.0,257.0,99.0,5.62,84.0,N
3.0,0.0,5.0,0.0,0.25,62.0,40.0,45.51,39.03,69340.63,287.0,3852.26,1776.48,0.0,0.2,133.0,154.0,49.0,11.11,40.0,N
6.0,2.0,5.0,0.0,0.35,108.0,64.0,45.49,45.94,95998.42,347.0,5333.25,2089.76,0.0,0.29,147.0,200.0,78.0,9.86,66.0,N
10.0,2.0,4.0,0.0,0.18,135.0,139.0,81.59,55.46,250956.7,706.0,13942.04,4525.03,0.0,0.16,299.0,407.0,156.0,4.14,141.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.2,2.5,38.77,6.0,2.15,15.51,0.0,1.0,1.0,5.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,N
5.0,7.0,6.0,58.0,0.27,69.0,55.0,34.37,67.83,158152.05,409.0,8786.22,2331.48,29.0,0.23,185.0,224.0,75.0,19.12,62.0,N
23.0,1.0,7.0,8.0,0.18,24.0,44.0,33.34,24.87,20623.58,151.0,1145.75,829.27,4.0,0.1,52.0,99.0,77.0,15.38,45.0,N
6.0,6.0,4.0,60.0,0.23,63.0,75.0,38.0,40.44,62131.34,267.0,3451.74,1536.55,30.0,0.2,109.0,158.0,93.0,11.76,81.0,N
3.0,0.0,1.0,0.0,0.15,9.0,20.0,27.92,10.27,2942.64,59.0,163.48,286.62,0.0,0.12,22.0,37.0,26.0,4.76,20.0,N
23.0,6.0,11.0,22.0,0.22,35.0,39.0,44.3,18.86,15752.04,142.0,875.11,835.34,11.0,0.12,55.0,87.0,81.0,30.36,45.0,N
3.0,0.0,0.0,8.0,0.33,10.0,9.0,9.51,13.75,1798.48,32.0,99.92,130.8,4.0,0.21,15.0,17.0,14.0,0.0,9.0,N
14.0,4.0,16.0,20.0,0.15,28.0,37.0,17.57,64.29,72605.36,222.0,4033.63,1129.42,10.0,0.08,90.0,132.0,73.0,35.09,41.0,N
53.0,12.0,22.0,44.0,0.17,55.0,72.0,42.52,62.4,165551.69,451.0,9197.32,2653.07,22.0,0.09,182.0,269.0,161.0,32.08,84.0,N
14.0,3.0,19.0,24.0,0.23,29.0,27.0,12.36,44.1,24032.81,110.0,1335.16,544.96,12.0,0.11,42.0,68.0,65.0,44.9,30.0,N
19.0,4.0,21.0,24.0,0.23,29.0,26.0,13.72,40.09,22050.0,110.0,1225.0,550.0,12.0,0.1,42.0,68.0,72.0,49.02,30.0,N
24.0,18.0,38.0,68.0,0.18,73.0,101.0,54.01,45.5,111805.63,416.0,6211.42,2457.27,34.0,0.12,169.0,247.0,184.0,35.67,119.0,N
19.0,5.0,19.0,24.0,0.23,29.0,25.0,13.72,40.09,22050.0,110.0,1225.0,550.0,12.0,0.1,42.0,68.0,70.0,48.98,30.0,N
21.0,1.0,7.0,0.0,0.2,21.0,44.0,32.63,24.1,18942.67,144.0,1052.37,786.16,0.0,0.12,44.0,100.0,75.0,15.38,45.0,N
5.0,4.0,0.0,10.0,0.44,11.0,5.0,7.21,20.4,3001.83,36.0,166.77,147.15,5.0,0.25,17.0,19.0,16.0,44.44,9.0,N
29.0,7.0,28.0,62.0,0.32,67.0,55.0,24.94,77.43,149562.2,344.0,8309.01,1931.46,35.0,0.17,137.0,207.0,121.0,38.89,62.0,N
33.0,9.0,30.0,54.0,0.21,65.0,66.0,29.55,81.12,194483.67,427.0,10804.65,2397.48,27.0,0.11,169.0,258.0,140.0,37.14,75.0,N
39.0,25.0,44.0,118.0,0.29,123.0,95.0,32.04,79.2,200997.63,452.0,11166.53,2537.85,59.0,0.17,165.0,287.0,205.0,42.07,120.0,N
16.0,0.0,10.0,0.0,0.08,2.0,13.0,26.21,13.64,4873.11,79.0,270.73,357.36,0.0,0.02,25.0,54.0,41.0,43.48,13.0,N
6.0,3.0,5.0,12.0,0.57,13.0,4.0,16.02,5.4,467.02,25.0,25.95,86.49,6.0,0.2,9.0,16.0,20.0,66.67,7.0,N
48.0,16.0,11.0,92.0,0.19,115.0,164.0,48.91,83.85,343824.52,645.0,19101.36,4100.62,46.0,0.15,249.0,396.0,241.0,14.14,180.0,N
48.0,2.0,26.0,6.0,0.06,14.0,50.0,79.97,19.96,31849.29,267.0,1769.4,1595.93,3.0,0.02,108.0,159.0,128.0,35.9,52.0,N
8.0,1.0,8.0,8.0,0.5,7.0,5.0,12.26,11.0,1483.75,33.0,82.43,134.89,4.0,0.13,12.0,21.0,24.0,64.29,6.0,N
9.0,1.0,7.0,6.0,0.4,5.0,4.0,11.72,8.0,750.12,24.0,41.67,93.77,3.0,0.09,8.0,16.0,23.0,66.67,5.0,N
10.0,4.0,7.0,34.0,0.5,35.0,24.0,23.61,26.38,16434.72,131.0,913.04,622.89,17.0,0.25,49.0,82.0,56.0,31.43,28.0,N
1.0,0.0,0.0,0.0,0.24,23.0,21.0,26.48,21.47,12211.91,110.0,678.44,568.69,0.0,0.22,48.0,62.0,23.0,0.0,21.0,N
1.0,0.0,0.0,0.0,0.25,11.0,12.0,21.86,14.0,4284.74,63.0,238.04,306.05,0.0,0.21,30.0,33.0,14.0,0.0,12.0,N
1.0,0.0,0.0,0.0,0.25,7.0,8.0,14.86,9.6,1369.94,32.0,76.11,142.7,0.0,0.2,16.0,16.0,10.0,0.0,8.0,N
2.0,2.0,0.0,0.0,0.21,33.0,37.0,34.99,21.11,15596.05,133.0,866.45,738.76,0.0,0.19,57.0,76.0,42.0,5.13,39.0,N
