@relation SelectedFeatures
@attribute LOC_BLANK numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute Defective {Y,N}

@data
13.0,0.0,0.31,2.0,0.25,10.0,22.96,13.59,4242.8,63.0,235.71,312.11,0.25,0.15,29.0,34.0,16.0,15.0,27.0,23.08,N
0.0,0.0,0.5,2.0,1.0,4.0,12.17,8.4,858.37,25.0,47.69,102.19,0.5,0.4,7.0,18.0,5.0,12.0,5.0,0.0,N
1.0,1.0,0.43,2.0,0.33,14.0,16.12,22.73,8332.05,74.0,462.89,366.61,0.67,0.35,25.0,49.0,11.0,20.0,17.0,6.67,N
0.0,0.0,0.29,2.0,1.0,7.0,8.41,10.13,861.74,23.0,47.87,85.11,0.5,0.25,9.0,14.0,4.0,9.0,8.0,0.0,N
1.0,2.0,0.29,2.0,1.0,7.0,15.23,5.0,380.74,20.0,21.15,76.15,0.5,0.18,10.0,10.0,7.0,7.0,11.0,22.22,N
0.0,0.0,0.29,2.0,0.8,17.0,24.55,23.68,13769.86,110.0,764.99,581.39,0.2,0.28,45.0,65.0,19.0,20.0,18.0,0.0,N
12.0,58.0,0.03,2.0,0.17,195.0,355.66,18.58,122751.71,919.0,6819.54,6607.45,0.17,0.02,456.0,463.0,135.0,11.0,266.0,22.92,N
7.0,8.0,0.07,2.0,0.33,46.0,99.6,16.93,28538.58,276.0,1585.48,1685.95,0.33,0.05,133.0,143.0,55.0,14.0,62.0,14.81,N
7.0,8.0,0.07,2.0,0.33,46.0,99.6,16.93,28538.58,276.0,1585.48,1685.95,0.33,0.05,133.0,143.0,55.0,14.0,62.0,14.81,N
7.0,8.0,0.07,2.0,0.33,46.0,99.6,16.93,28538.58,276.0,1585.48,1685.95,0.33,0.05,133.0,143.0,55.0,14.0,62.0,14.81,N
7.0,8.0,0.07,2.0,0.33,46.0,99.6,16.93,28538.58,276.0,1585.48,1685.95,0.33,0.05,133.0,143.0,55.0,14.0,62.0,14.81,N
7.0,8.0,0.07,2.0,0.33,46.0,99.6,16.93,28538.58,276.0,1585.48,1685.95,0.33,0.05,133.0,143.0,55.0,14.0,62.0,14.81,N
7.0,8.0,0.07,2.0,0.33,46.0,99.6,16.93,28538.58,276.0,1585.48,1685.95,0.33,0.05,133.0,143.0,55.0,14.0,62.0,14.81,N
4.0,0.0,0.29,2.0,1.0,7.0,15.32,11.0,1854.11,39.0,103.01,168.56,0.5,0.17,18.0,21.0,9.0,11.0,12.0,0.0,N
6.0,0.0,0.2,2.0,1.0,9.0,16.01,13.0,2705.09,46.0,150.28,208.08,0.5,0.12,20.0,26.0,10.0,13.0,17.0,10.0,N
3.0,0.0,0.5,2.0,1.0,4.0,10.13,7.5,570.0,19.0,31.67,76.0,0.5,0.25,9.0,10.0,6.0,10.0,8.0,0.0,N
2.0,0.0,0.31,2.0,0.75,13.0,14.24,12.75,2314.39,42.0,128.58,181.52,0.25,0.25,17.0,25.0,8.0,12.0,16.0,0.0,N
1.0,0.0,0.33,2.0,0.5,6.0,15.9,6.43,656.91,25.0,36.5,102.19,0.5,0.25,9.0,16.0,7.0,10.0,8.0,0.0,N
1.0,0.0,0.31,2.0,0.5,13.0,15.39,20.17,6258.43,61.0,347.69,310.34,0.75,0.27,22.0,39.0,12.0,22.0,15.0,0.0,N
1.0,0.0,0.29,2.67,0.33,20.0,21.74,20.19,8859.53,87.0,492.2,438.86,1.0,0.26,38.0,49.0,16.0,17.0,23.0,4.76,N
6.0,0.0,0.56,2.0,0.6,8.0,19.89,13.0,3360.81,55.0,186.71,258.51,0.2,0.31,26.0,29.0,13.0,13.0,16.0,11.11,N
4.0,0.0,0.33,2.0,0.67,9.0,23.64,9.31,2048.42,48.0,113.8,220.08,0.33,0.21,22.0,26.0,13.0,11.0,14.0,0.0,N
6.0,3.0,0.5,2.0,0.67,5.0,12.29,11.25,1555.89,32.0,86.44,138.3,0.33,0.19,15.0,17.0,8.0,12.0,16.0,44.44,N
3.0,0.0,0.4,2.0,0.5,5.0,12.24,9.33,1066.06,30.0,59.23,114.22,0.5,0.22,14.0,16.0,6.0,8.0,9.0,0.0,N
1.0,1.0,0.42,2.2,1.0,19.0,23.36,18.35,7869.25,85.0,437.18,428.77,1.0,0.36,39.0,46.0,17.0,16.0,22.0,5.0,N
2.0,2.0,0.25,2.5,0.75,16.0,35.44,9.9,3476.92,69.0,193.16,351.03,0.75,0.19,32.0,37.0,21.0,13.0,21.0,11.11,N
1.0,1.0,0.43,3.0,1.0,7.0,19.38,5.06,496.63,24.0,27.59,98.1,1.0,0.3,9.0,15.0,8.0,9.0,10.0,12.5,N
1.0,1.0,0.33,2.0,0.67,9.0,10.79,14.57,2290.24,37.0,127.24,157.17,0.33,0.25,17.0,20.0,7.0,12.0,12.0,10.0,N
1.0,1.0,0.36,2.33,0.6,14.0,27.69,10.11,2831.11,56.0,157.28,280.0,0.6,0.29,26.0,30.0,18.0,14.0,17.0,6.67,N
1.0,2.0,0.5,2.0,1.0,10.0,14.4,16.0,3685.14,49.0,204.73,230.32,1.0,0.36,20.0,29.0,10.0,16.0,14.0,16.67,N
1.0,2.0,0.5,2.0,1.0,10.0,13.06,16.0,3343.58,45.0,185.75,208.97,1.0,0.36,18.0,27.0,9.0,16.0,14.0,16.67,N
1.0,1.0,0.3,2.0,0.67,10.0,12.54,12.75,2038.87,37.0,113.27,159.91,0.33,0.23,17.0,20.0,8.0,12.0,13.0,9.09,N
1.0,1.0,0.23,2.0,1.0,13.0,19.11,10.5,2107.08,45.0,117.06,200.67,0.33,0.19,21.0,24.0,11.0,11.0,16.0,7.14,N
1.0,0.0,0.67,2.0,1.0,3.0,11.23,14.0,2200.43,37.0,122.25,157.17,0.5,0.4,10.0,27.0,5.0,14.0,5.0,0.0,N
2.0,0.0,0.4,2.5,0.5,10.0,16.12,14.3,3299.03,51.0,183.28,230.7,0.25,0.31,22.0,29.0,10.0,13.0,13.0,0.0,N
2.0,0.0,0.54,2.5,0.71,13.0,7.8,43.5,14758.99,74.0,819.94,339.29,0.86,0.44,29.0,45.0,6.0,18.0,16.0,0.0,N
2.0,0.0,0.63,2.33,0.8,8.0,7.35,21.12,3281.21,38.0,182.29,155.32,0.8,0.45,13.0,25.0,4.0,13.0,11.0,0.0,N
0.0,0.0,0.33,2.0,1.0,6.0,11.86,8.67,890.92,27.0,49.5,102.8,0.5,0.29,13.0,14.0,6.0,8.0,7.0,0.0,N
1.0,0.0,0.33,2.25,0.33,18.0,22.75,20.0,9099.07,88.0,505.5,454.95,1.0,0.3,40.0,48.0,18.0,18.0,20.0,0.0,N
3.0,0.0,0.39,2.15,0.75,41.0,42.81,30.67,40261.54,218.0,2236.75,1312.88,0.75,0.36,92.0,126.0,39.0,26.0,45.0,0.0,N
3.0,0.0,0.38,2.0,0.67,8.0,16.74,11.23,2110.54,41.0,117.25,187.98,0.33,0.25,19.0,22.0,11.0,13.0,12.0,0.0,N
1.0,0.0,0.23,2.0,1.0,13.0,18.24,12.73,2955.18,50.0,164.18,232.19,1.0,0.2,20.0,30.0,11.0,14.0,15.0,0.0,N
13.0,0.0,0.46,2.0,0.84,41.0,88.36,21.82,42062.82,300.0,2336.82,1927.88,0.26,0.35,144.0,156.0,66.0,20.0,55.0,0.0,N
13.0,2.0,0.47,2.3,0.68,96.0,99.09,49.13,239175.87,679.0,13287.55,4868.38,0.47,0.38,306.0,373.0,109.0,35.0,124.0,5.88,N
1.0,0.0,0.38,2.0,0.33,8.0,13.45,12.44,2082.85,37.0,115.71,167.37,0.33,0.3,16.0,21.0,9.0,14.0,10.0,0.0,N
5.0,1.0,0.24,2.0,0.75,50.0,53.31,30.13,48410.46,263.0,2689.47,1606.54,0.83,0.21,113.0,150.0,45.0,24.0,58.0,3.85,N
1.0,0.0,0.23,2.0,1.0,13.0,29.8,5.77,991.7,38.0,55.09,171.9,1.0,0.2,15.0,23.0,13.0,10.0,15.0,0.0,N
1.0,0.0,0.57,2.0,0.25,7.0,13.83,11.25,1750.38,36.0,97.24,155.59,0.75,0.44,15.0,21.0,8.0,12.0,9.0,0.0,N
1.0,0.0,0.37,2.2,0.57,19.0,25.13,19.0,9073.67,91.0,504.09,477.56,1.0,0.33,38.0,53.0,19.0,19.0,21.0,0.0,N
16.0,1.0,0.33,2.11,0.48,95.0,104.29,36.9,142000.7,548.0,7888.93,3848.26,0.81,0.27,246.0,302.0,100.0,30.0,113.0,1.04,N
1.0,0.0,0.48,2.5,0.5,20.0,31.94,20.33,13197.22,122.0,733.18,649.28,0.7,0.43,55.0,67.0,23.0,17.0,23.0,4.76,N
1.0,0.0,0.33,2.0,1.0,6.0,21.31,4.5,431.59,23.0,23.98,95.91,0.5,0.25,9.0,14.0,9.0,9.0,8.0,0.0,N
3.0,0.0,0.27,2.0,1.0,11.0,33.89,4.85,795.9,38.0,44.22,164.23,0.33,0.2,18.0,20.0,13.0,7.0,15.0,0.0,N
2.0,0.0,0.52,2.11,0.27,21.0,35.91,25.31,23011.32,172.0,1278.41,909.09,0.27,0.46,81.0,91.0,24.0,15.0,24.0,0.0,N
0.0,0.0,0.3,2.0,1.0,10.0,25.87,9.0,2095.13,53.0,116.4,232.79,0.33,0.27,24.0,29.0,12.0,9.0,11.0,0.0,N
3.0,0.0,0.32,2.09,0.62,82.0,80.57,35.41,101041.69,444.0,5613.43,2853.26,0.85,0.3,194.0,250.0,63.0,23.0,86.0,0.0,N
2.0,0.0,0.29,2.0,0.25,14.0,21.83,21.53,10120.67,94.0,562.26,470.0,0.25,0.24,38.0,56.0,15.0,17.0,17.0,0.0,N
1.0,0.0,0.4,2.0,1.0,5.0,10.99,6.4,449.97,19.0,25.0,70.31,0.5,0.29,8.0,11.0,5.0,8.0,7.0,0.0,N
0.0,0.0,0.27,2.0,0.67,22.0,33.56,12.02,4852.71,80.0,269.59,403.55,0.17,0.26,37.0,43.0,20.0,13.0,23.0,0.0,N
0.0,0.0,0.18,2.0,0.5,11.0,16.61,3.0,149.49,15.0,8.3,49.83,0.5,0.17,4.0,11.0,4.0,6.0,12.0,0.0,N
1.0,0.0,0.29,2.0,0.25,14.0,15.86,13.3,2805.08,46.0,155.84,210.91,0.75,0.25,19.0,27.0,10.0,14.0,16.0,0.0,N
0.0,0.0,0.18,2.0,1.0,11.0,15.77,6.87,745.37,26.0,41.41,108.42,0.5,0.17,11.0,15.0,8.0,10.0,12.0,0.0,N
9.0,5.0,0.24,2.33,0.8,21.0,16.41,15.0,3691.87,53.0,205.1,246.12,0.6,0.14,20.0,33.0,10.0,15.0,36.0,19.23,N
0.0,0.0,0.22,2.0,1.0,9.0,16.25,8.89,1283.82,34.0,71.32,144.43,0.5,0.2,16.0,18.0,9.0,10.0,10.0,0.0,N
2.0,0.0,0.3,2.0,0.33,10.0,13.14,8.17,876.39,29.0,48.69,107.31,0.33,0.23,14.0,15.0,6.0,7.0,13.0,0.0,N
1.0,0.0,0.19,2.0,0.5,21.0,34.66,14.24,7026.27,97.0,390.35,493.48,0.25,0.17,46.0,51.0,21.0,13.0,23.0,0.0,N
5.0,0.0,0.24,2.0,0.5,34.0,56.82,11.24,7181.41,115.0,398.97,638.78,0.13,0.2,53.0,62.0,33.0,14.0,40.0,0.0,N
1.0,0.0,0.19,2.0,0.5,21.0,53.82,9.17,4521.96,94.0,251.22,493.31,0.25,0.17,45.0,49.0,27.0,11.0,23.0,0.0,N
2.0,0.0,0.5,2.0,0.5,4.0,7.91,6.13,296.65,14.0,16.48,48.43,0.5,0.29,7.0,7.0,4.0,7.0,7.0,0.0,N
0.0,0.0,0.14,2.0,1.0,14.0,20.76,12.27,3126.53,58.0,173.7,254.75,0.5,0.13,27.0,31.0,11.0,10.0,15.0,0.0,N
0.0,0.0,0.24,2.0,0.75,17.0,25.96,11.15,3229.13,64.0,179.4,289.51,0.25,0.22,29.0,35.0,13.0,10.0,18.0,0.0,N
1.0,0.0,0.25,2.0,1.0,7.0,17.31,5.5,523.51,25.0,29.08,95.18,0.5,0.2,11.0,14.0,7.0,7.0,10.0,12.5,N
2.0,0.0,0.18,2.0,1.0,17.0,23.84,12.69,3840.79,66.0,213.38,302.61,0.33,0.15,30.0,36.0,13.0,11.0,20.0,0.0,N
0.0,0.0,0.15,2.0,0.67,19.0,32.45,13.89,6264.19,91.0,348.01,450.83,0.33,0.14,44.0,47.0,19.0,12.0,21.0,5.0,N
1.0,0.0,0.2,2.0,1.0,10.0,20.81,9.0,1685.67,42.0,93.65,187.3,0.5,0.17,18.0,24.0,11.0,11.0,12.0,0.0,N
3.0,2.0,0.32,2.0,1.0,22.0,34.83,15.79,8682.88,111.0,482.38,549.92,0.57,0.25,50.0,61.0,19.0,12.0,28.0,8.33,N
1.0,0.0,0.43,3.0,0.67,7.0,12.16,5.6,381.44,19.0,21.19,68.11,1.0,0.33,8.0,11.0,5.0,7.0,9.0,0.0,N
4.0,0.0,0.28,2.0,0.86,25.0,43.02,16.56,11801.69,125.0,655.65,712.55,0.86,0.23,53.0,72.0,32.0,20.0,30.0,0.0,N
1.0,0.0,0.54,2.5,0.14,13.0,10.33,21.25,4666.84,50.0,259.26,219.62,1.0,0.47,17.0,33.0,6.0,15.0,15.0,0.0,N
4.0,1.0,0.29,2.05,0.95,73.0,98.77,30.8,93697.55,442.0,5205.42,3042.13,0.55,0.27,198.0,244.0,90.0,28.0,83.0,6.41,N
1.0,0.0,0.44,2.5,0.5,9.0,12.65,16.67,3515.14,46.0,195.29,210.91,0.75,0.36,20.0,26.0,9.0,15.0,11.0,0.0,N
1.0,0.0,0.36,2.0,0.75,11.0,16.45,14.3,3363.72,52.0,186.87,235.23,1.0,0.31,22.0,30.0,10.0,13.0,13.0,0.0,N
1.0,0.0,0.43,3.0,0.67,7.0,13.8,7.86,851.86,26.0,47.33,108.42,1.0,0.33,10.0,16.0,7.0,11.0,9.0,0.0,N
1.0,0.0,0.3,3.0,0.67,10.0,14.12,10.89,1674.72,34.0,93.04,153.8,1.0,0.25,14.0,20.0,9.0,14.0,12.0,0.0,N
39.0,0.0,0.12,2.0,0.11,149.0,90.99,45.11,185151.92,580.0,10286.22,4104.55,0.06,0.09,268.0,312.0,101.0,34.0,190.0,0.67,N
6.0,0.0,0.25,2.5,0.5,14.0,20.83,12.0,2999.79,52.0,166.65,249.98,0.25,0.17,24.0,28.0,14.0,14.0,23.0,12.5,N
5.0,3.0,0.24,2.5,0.5,16.0,21.98,12.6,3489.0,57.0,193.83,276.9,0.25,0.15,27.0,30.0,15.0,14.0,26.0,20.0,N
20.0,8.0,0.09,2.0,0.6,57.0,130.74,11.41,17020.6,241.0,945.59,1491.75,0.2,0.06,116.0,125.0,61.0,12.0,87.0,13.64,Y
15.0,2.0,0.06,2.0,0.33,49.0,102.96,17.5,31530.62,285.0,1751.7,1801.75,0.33,0.04,140.0,145.0,64.0,16.0,69.0,7.55,Y
17.0,20.0,0.19,2.0,0.17,26.0,25.81,30.07,23331.58,143.0,1296.2,775.96,0.17,0.09,63.0,80.0,22.0,21.0,69.0,49.02,Y
18.0,19.0,0.16,2.25,0.5,48.0,51.88,14.58,11021.37,127.0,612.3,756.18,0.38,0.09,53.0,74.0,40.0,22.0,88.0,30.43,N
11.0,16.0,0.2,2.0,0.4,21.0,29.73,12.89,4943.51,76.0,274.64,383.37,0.6,0.09,35.0,41.0,19.0,14.0,53.0,48.78,N
21.0,3.0,0.19,3.0,0.78,43.0,40.02,17.15,11771.13,121.0,653.95,686.36,0.56,0.13,49.0,72.0,30.0,21.0,72.0,14.0,N
4.0,0.0,0.29,2.0,0.5,6.0,12.06,6.0,434.04,19.0,24.11,72.34,0.5,0.17,9.0,10.0,6.0,8.0,12.0,14.29,N
2.0,0.0,0.44,2.0,0.25,9.0,7.44,13.5,1355.12,28.0,75.28,100.38,1.0,0.33,9.0,19.0,3.0,9.0,12.0,0.0,N
6.0,15.0,0.14,2.0,0.33,16.0,50.16,27.35,37530.39,247.0,2085.02,1371.98,0.33,0.07,106.0,141.0,31.0,16.0,43.0,55.56,N
2.0,0.0,0.25,2.0,0.5,8.0,20.06,14.21,4049.15,63.0,224.95,284.98,0.5,0.18,31.0,32.0,12.0,11.0,11.0,0.0,N
0.0,0.0,0.4,2.0,1.0,5.0,17.11,5.14,452.57,22.0,25.14,88.0,0.5,0.33,8.0,14.0,7.0,9.0,6.0,0.0,N
1.0,0.0,0.22,2.0,1.0,9.0,16.96,6.75,772.53,28.0,42.92,114.45,0.5,0.18,12.0,16.0,8.0,9.0,11.0,0.0,N
2.0,0.0,0.22,2.0,1.0,9.0,15.57,7.5,875.68,28.0,48.65,116.76,0.5,0.17,12.0,16.0,8.0,10.0,12.0,0.0,N
4.0,7.0,0.17,2.0,0.67,17.0,42.71,14.57,9068.9,114.0,503.83,622.38,0.33,0.1,51.0,63.0,28.0,16.0,30.0,32.0,N
6.0,6.0,0.13,2.0,0.67,22.0,66.13,15.71,16316.58,185.0,906.48,1038.72,0.33,0.08,87.0,98.0,36.0,13.0,36.0,24.14,N
9.0,11.0,0.29,2.0,0.4,32.0,35.14,41.18,59587.71,246.0,3310.43,1447.13,0.1,0.18,112.0,134.0,34.0,25.0,56.0,30.43,N
5.0,7.0,0.17,2.0,0.8,27.0,44.17,22.38,22130.78,178.0,1229.49,988.72,0.2,0.12,79.0,99.0,30.0,17.0,43.0,27.03,Y
2.0,4.0,0.23,2.0,0.8,18.0,18.68,25.88,12505.62,95.0,694.76,483.31,0.2,0.17,46.0,49.0,16.0,18.0,29.0,30.77,N
2.0,1.0,0.3,2.0,0.33,19.0,34.83,13.0,5886.19,89.0,327.01,452.78,0.17,0.25,42.0,47.0,21.0,13.0,24.0,9.52,N
7.0,8.0,0.17,2.0,1.0,11.0,41.64,7.11,2105.8,63.0,116.99,296.13,0.5,0.07,32.0,31.0,18.0,8.0,28.0,45.0,N
6.0,0.0,0.22,2.0,0.2,23.0,22.35,17.0,6460.0,76.0,358.89,380.0,1.0,0.17,30.0,46.0,15.0,17.0,30.0,0.0,N
11.0,0.0,0.06,2.0,0.5,30.0,86.17,6.67,3829.67,104.0,212.76,574.45,0.5,0.05,48.0,56.0,36.0,10.0,43.0,6.25,N
9.0,0.0,0.21,2.0,0.14,33.0,48.23,21.0,21270.06,176.0,1181.67,1012.86,0.14,0.16,84.0,92.0,36.0,18.0,44.0,2.94,N
38.0,4.0,0.51,2.0,0.02,591.0,675.88,137.36,12751451.28,9605.0,708413.98,92835.55,0.05,0.47,4015.0,5590.0,760.0,52.0,634.0,0.67,N
4.0,3.0,0.39,2.0,0.1,51.0,71.48,12.37,10946.28,153.0,608.13,884.55,0.05,0.34,66.0,87.0,40.0,15.0,59.0,5.56,N
2.0,3.0,0.37,2.0,0.1,54.0,70.18,13.46,12721.96,162.0,706.78,944.93,0.05,0.33,69.0,93.0,41.0,16.0,60.0,5.26,N
1.0,1.0,0.21,2.0,0.33,28.0,30.47,16.36,8158.14,95.0,453.23,498.55,0.17,0.19,45.0,50.0,22.0,16.0,31.0,3.45,N
1.0,0.0,0.3,2.0,0.33,10.0,20.0,6.0,720.0,30.0,40.0,120.0,0.33,0.25,12.0,18.0,8.0,8.0,12.0,0.0,N
9.0,2.0,0.26,2.0,0.43,27.0,22.13,13.39,3968.8,61.0,220.49,296.34,0.43,0.18,25.0,36.0,14.0,15.0,38.0,6.9,N
5.0,6.0,0.21,2.2,0.08,63.0,59.11,30.37,54510.88,290.0,3028.38,1795.05,1.0,0.17,124.0,166.0,49.0,24.0,75.0,8.7,N
45.0,27.0,0.16,2.0,0.41,122.0,106.48,59.27,374043.26,863.0,20780.18,6311.02,0.04,0.11,405.0,458.0,123.0,36.0,237.0,36.13,Y
25.0,0.0,0.19,2.0,0.04,108.0,1295.68,12.3,195940.93,1879.0,10885.61,15933.51,0.04,0.16,951.0,928.0,348.0,9.0,158.0,18.18,N
17.0,0.0,0.25,2.0,0.06,53.0,396.21,14.03,77960.6,783.0,4331.14,5557.76,0.06,0.2,399.0,384.0,128.0,9.0,86.0,22.06,N
1.0,0.0,0.5,2.0,0.67,6.0,17.3,4.2,305.12,21.0,16.95,72.65,0.33,0.38,7.0,14.0,5.0,6.0,8.0,0.0,N
0.0,0.0,0.5,2.0,0.33,6.0,15.36,4.9,368.89,21.0,20.49,75.28,0.33,0.43,7.0,14.0,5.0,7.0,7.0,0.0,N
0.0,0.0,0.6,3.0,0.33,5.0,13.11,4.8,301.96,17.0,16.78,62.91,1.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,N
0.0,0.0,0.6,3.0,0.33,5.0,13.11,4.8,301.96,17.0,16.78,62.91,1.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,N
0.0,0.0,0.6,3.0,0.33,5.0,13.11,4.8,301.96,17.0,16.78,62.91,1.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,N
0.0,0.0,0.6,3.0,0.33,5.0,13.11,4.8,301.96,17.0,16.78,62.91,1.0,0.5,6.0,11.0,5.0,8.0,6.0,0.0,N
2.0,0.0,0.29,2.0,0.5,7.0,14.04,2.0,56.15,10.0,3.12,28.07,0.5,0.2,3.0,7.0,3.0,4.0,10.0,0.0,N
25.0,24.0,0.29,2.17,0.5,22.0,54.45,20.0,21781.35,195.0,1210.08,1089.07,0.13,0.1,88.0,107.0,33.0,15.0,78.0,57.69,N
19.0,12.0,0.18,2.0,1.0,14.0,28.72,14.88,6354.23,82.0,353.01,427.18,0.33,0.06,35.0,47.0,20.0,17.0,49.0,51.72,N
16.0,13.0,0.35,2.17,0.38,18.0,24.73,28.0,19390.99,124.0,1077.28,692.54,0.13,0.15,56.0,68.0,24.0,24.0,53.0,50.0,N
8.0,0.0,0.43,2.0,0.67,6.0,18.95,7.5,1066.0,31.0,59.22,142.13,0.33,0.19,15.0,16.0,12.0,12.0,16.0,14.29,N
10.0,12.0,0.18,2.0,1.0,10.0,50.38,9.45,4498.98,98.0,249.94,476.08,0.5,0.06,42.0,56.0,20.0,9.0,34.0,56.52,N
10.0,8.0,0.3,2.0,0.33,9.0,33.57,11.0,4062.39,72.0,225.69,369.31,0.33,0.1,33.0,39.0,21.0,14.0,29.0,50.0,N
14.0,10.0,0.28,2.0,0.4,17.0,35.29,23.68,19791.23,156.0,1099.51,835.78,0.2,0.12,74.0,82.0,25.0,16.0,43.0,39.29,N
16.0,17.0,0.18,2.0,0.33,32.0,32.61,64.33,135012.09,363.0,7500.67,2098.63,0.17,0.09,193.0,170.0,33.0,22.0,67.0,36.0,N
6.0,0.0,0.18,2.0,0.5,11.0,28.56,10.66,3242.83,64.0,180.16,304.31,0.5,0.11,31.0,33.0,16.0,11.0,18.0,0.0,N
12.0,0.0,0.17,2.0,0.33,16.0,21.78,37.5,30631.81,158.0,1701.77,816.85,0.33,0.1,75.0,83.0,18.0,18.0,31.0,11.11,Y
23.0,24.0,0.19,2.0,1.0,27.0,67.71,14.27,13778.81,178.0,765.49,965.88,0.17,0.08,83.0,95.0,32.0,11.0,79.0,50.91,N
12.0,10.0,0.14,2.0,1.0,14.0,48.3,17.5,14790.85,149.0,821.71,845.19,0.5,0.05,70.0,79.0,34.0,17.0,37.0,41.67,Y
16.0,7.0,0.33,2.2,0.17,17.0,23.33,29.45,20235.16,130.0,1124.18,687.1,0.17,0.14,62.0,68.0,20.0,19.0,42.0,32.0,N
2.0,0.0,0.47,3.0,0.44,19.0,26.33,31.74,26522.64,154.0,1473.48,835.64,0.67,0.41,73.0,81.0,23.0,20.0,22.0,0.0,N
0.0,1.0,0.33,2.0,0.5,6.0,5.18,15.0,1165.64,21.0,64.76,77.71,0.5,0.25,9.0,12.0,3.0,10.0,8.0,14.29,N
1.0,0.0,0.26,2.0,1.0,19.0,42.5,16.14,11090.08,129.0,616.12,686.53,0.2,0.24,60.0,69.0,26.0,14.0,21.0,0.0,N
8.0,0.0,0.51,2.06,0.82,139.0,123.47,68.57,580469.3,1130.0,32248.29,8465.79,0.21,0.48,530.0,600.0,143.0,37.0,151.0,2.11,N
1.0,0.0,0.33,2.0,0.86,21.0,40.75,21.69,19168.66,160.0,1064.93,883.77,0.14,0.3,74.0,86.0,29.0,17.0,23.0,0.0,N
1.0,0.0,0.33,2.0,0.25,12.0,21.91,10.05,2210.79,48.0,122.82,220.08,0.25,0.29,17.0,31.0,11.0,13.0,14.0,0.0,N
5.0,0.0,0.31,2.08,0.71,55.0,29.26,76.36,170603.91,367.0,9478.0,2234.1,0.88,0.22,144.0,223.0,33.0,35.0,78.0,0.0,N
5.0,5.0,0.29,2.0,0.86,21.0,29.99,22.05,14580.32,126.0,810.02,661.24,0.86,0.2,49.0,77.0,20.0,18.0,35.0,27.59,N
3.0,1.0,0.31,2.13,0.73,75.0,52.16,53.78,150849.96,425.0,8380.54,2804.96,0.88,0.27,167.0,258.0,59.0,38.0,96.0,10.71,N
3.0,0.0,0.56,2.43,0.07,25.0,27.2,31.11,26315.66,147.0,1461.98,845.97,0.71,0.48,67.0,80.0,28.0,26.0,29.0,0.0,N
3.0,7.0,0.16,2.0,0.8,30.0,32.53,13.88,6262.85,88.0,347.94,451.38,0.2,0.12,37.0,51.0,20.0,15.0,43.0,23.08,N
1.0,0.0,0.43,2.0,0.33,7.0,14.73,8.94,1176.94,31.0,65.39,131.69,0.33,0.33,13.0,18.0,8.0,11.0,9.0,0.0,N
57.0,8.0,0.35,2.02,0.63,179.0,150.67,48.83,359267.3,981.0,19959.29,7357.35,0.52,0.26,438.0,543.0,148.0,33.0,252.0,7.73,N
7.0,5.0,0.15,2.0,0.83,37.0,33.65,18.75,11829.4,117.0,657.19,630.9,0.17,0.11,50.0,67.0,24.0,18.0,53.0,17.78,N
5.0,4.0,0.25,2.0,0.33,24.0,19.95,12.41,3072.34,54.0,170.69,247.59,0.17,0.18,21.0,33.0,11.0,13.0,34.0,14.29,N
0.0,2.0,0.25,2.0,1.0,8.0,13.45,3.6,174.36,14.0,9.69,48.43,0.5,0.18,6.0,8.0,5.0,6.0,11.0,20.0,N
3.0,3.0,0.14,2.0,1.0,21.0,26.21,11.72,3599.53,62.0,199.97,307.16,0.33,0.11,25.0,37.0,16.0,15.0,27.0,12.5,N
0.0,0.0,0.17,2.0,1.0,12.0,26.06,4.0,416.99,25.0,23.17,104.25,0.5,0.15,10.0,15.0,10.0,8.0,13.0,0.0,N
0.0,0.0,0.25,2.0,0.5,8.0,23.66,7.92,1482.76,42.0,82.38,187.3,0.5,0.22,19.0,23.0,12.0,10.0,9.0,0.0,N
1.0,0.0,0.25,2.0,1.0,8.0,13.69,6.43,565.71,22.0,31.43,88.0,0.5,0.2,10.0,12.0,7.0,9.0,10.0,0.0,N
2.0,0.0,0.46,2.2,0.31,28.0,33.99,21.89,16290.19,138.0,905.01,744.14,0.69,0.42,53.0,85.0,23.0,19.0,31.0,0.0,N
3.0,1.0,0.27,2.0,0.17,22.0,27.21,20.39,11307.85,101.0,628.21,554.68,0.17,0.22,39.0,62.0,22.0,23.0,27.0,4.35,N
